סעיף,חשבון,שם חשבון,מחלקה,סוג תקציב,משרות מעודכן,טור  1,טור  2,טור  3,טור  4
343500930,1343500930,פ.קהילתיות-ממשלה,1,גמיש,0,"-1,030,000",0,0,0
343800420,1343800420,אחז' ילדים בפנמיה-תושבים,1,גמיש,0,"-30,000",0,0,0
343800930,1343800930,אחז' ילדים בפנמיה-ממשלה,1,גמיש,0,"-3,400,000",0,0,0
343900930,1343900930,ילדים במעון יום-ממשלה,1,גמיש,0,"-1,750,000",0,0,0
344300420,1344300420,קשישים-תושבים השתת.,1,גמיש,0,"-1,600,000",0,0,0
344300930,1344300930,שרותים לזקן-מוסדי-ממשלה,1,גמיש,0,"-4,000,000",0,0,0
344400420,1344400420,עזרה ביתית-תושבים השתת.,1,גמיש,0,"-150,000",0,0,0
344400930,1344400930,שרותים לזקן-קהילתי-ממשלה,1,גמיש,0,"-1,370,000",0,0,0
344500930,1344500930,מסגרות יומיות לזקן,1,גמיש,0,"-250,000",0,0,0
345000420,1345000420,אוטיזים,0,גמיש,0,"-160,000",0,0,0
345100420,1345100420,"סדור מפגרים בפנימיות עצ,",0,גמיש,0,"-120,000",0,0,0
345100930,1345100930,מפגרים במוסדות-ממשלה,1,גמיש,0,"-26,000,000",0,0,0
345200420,1345200420,"מע""ש השת, עצמית",0,גמיש,0,"-60,000",0,0,0
345200930,1345200930,"מע""ש ומפ.אימוני טיפולי",1,גמיש,0,"-1,900,000",0,0,0
345300420,1345300420,שרותים תומכים למפגר,0,גמיש,0,"-80,000",0,0,0
345300930,1345300930,ש. למפגר -קהילתי-ממשלה,1,גמיש,0,"-230,000",0,0,0
345400420,1345400420,"מע""ש-תושבים השתת.",1,גמיש,0,0,0,0,0
345400930,1345400930,"מע""ש ומפ. תעסוקה למפגר",1,גמיש,0,0,0,0,0
346100930,1346100930,ש. העיוור במוסדות,1,גמיש,0,"-170,000",0,0,0
346200930,1346200930,ש. העיוור במעון יום,1,גמיש,0,0,0,0,0
346300930,1346300930,טיפול בעיוור בקהילה,1,גמיש,0,"-80,000",0,0,0
346400930,1346400930,מפ. תעסוקה לעיוור,1,גמיש,0,"-150,000",0,0,0
346500930,1346500930,נכים-שקום במוסדות,1,גמיש,0,"-4,950,000",0,0,0
346600930,1346600930,נכים-אחז' במסגרות יום,1,גמיש,0,"-290,000",0,0,0
346700420,1346700420,מרכז יום לילד המוגבל,0,גמיש,0,0,0,0,0
346700930,1346700930,נכים-טיפול בקהילה,1,גמיש,0,"-1,400,000",0,0,0
346800420,1346800420,שיקום נכים,0,גמיש,0,"-130,000",0,0,0
346800930,1346800930,נכים-שקום במפ. תעסוקה,1,גמיש,0,"-610,000",0,0,0
347100930,1347100930,טיפול בחבורות רחוב,1,גמיש,0,"-340,000",0,0,0
347200930,1347200930,חסות נוער,1,גמיש,0,0,0,0,0
347300930,1347300930,סמים,1,גמיש,0,"-230,000",0,0,0
347400930,1347400930,מפתנים,1,גמיש,0,"-50,000",0,0,0
348200930,1348200930,מרכזים קהילתיים,1,גמיש,0,"-32,000",0,0,0
348300930,1348300930,התנדבות,1,גמיש,0,"-50,000",0,0,0
348400930,1348400930,שרות יעוץ לאזרח,1,גמיש,0,"-3,000",0,0,0
348500930,1348500930,שקום שכונות,1,גמיש,0,0,0,0,0
349000930,1349000930,עולים,1,גמיש,0,"-460,000",0,0,0
360000420,1360000420,קליטת עליה,1,גמיש,0,0,0,0,0
360000910,1360000910,קליטת עליה,1,גמיש,0,"-20,000",0,0,0
370000440,1370000440,השת'באיכות הסביבה,1,גמיש,0,0,0,0,0
370000910,1370000910,איכות הסביבה-ממשלה,1,גמיש,0,"-115,000",0,0,0
413100210,1413100210,אגרות מים  צריכה שוטפת אג,1,גמיש,0,0,0,0,0
413100211,1413100211,גביית חובות מים,0,גמיש,0,"-2,000,000",0,0,0
413100212,1413100212,חובות מים עד 2004,0,גמיש,0,0,0,0,0
413100213,1413100213,חובות מים 2006,0,גמיש,0,0,0,0,0
413100214,1413100214,יתרות מים 2007,0,קשיח,0,0,0,0,0
413100215,1413100215,מים - יתרות 2008,0,גמיש,0,0,0,0,0
413100216,1413100216,מים 2009,0,גמיש,0,0,0,0,0
413100217,1413100217,יתרות מים 2010,0,גמיש,0,0,0,0,0
413100218,1413100218,יתרות מים 2011,0,גמיש,0,0,0,0,0
413100219,1413100219,יתרות מים 2012,0,גמיש,0,0,0,0,0
413300200,1413300200,"חובות מים של אג,ספורט",0,גמיש,0,0,0,0,0
413300210,1413300210,צריכת מים לבניה,0,גמיש,0,0,0,0,0
413300910,1413300910,השת' ממ' במח' מים,0,קשיח,0,0,0,0,0
432000640,1432000640,דירות,1,גמיש,0,"-25,000",0,0,0
433000640,1433000640,"שכ""ד מעסקים",1,גמיש,0,"-13,820,000",0,0,0
434000640,1434000640,דמי חכירה תעשיה,1,גמיש,0,"-180,000",0,0,0
435000640,1435000640,דמי חכירה ש.ותיקים,1,גמיש,0,"-250,000",0,0,0
437000640,1437000640,"שווקים שכ""ד ודמי מפתח",1,גמיש,0,0,0,0,0
439000640,1439000640,דמי שמוש בריכת שחיה,1,גמיש,0,0,0,0,0
439000650,1439000650,מוטורולה-הצבת אנטנה,0,קשיח,0,0,0,0,0
443100640,1443100640,דמי שכירות מגרש חניה,1,גמיש,0,0,0,0,0
443200220,1443200220,כרטיסי חניה ומדחנים אגרת,1,גמיש,0,"-12,200,000",0,0,0
443200222,1443200222,מדחני חניה,1,גמיש,0,"-1,900,000",0,0,0
443200223,1443200223,התרי חניה,1,גמיש,0,"-250,000",0,0,0
443200224,1443200224,השת'הגורר בעלות פקח,0,גמיש,0,0,0,0,0
443200225,1443200225,קנסות חניה,0,גמיש,0,"-19,200,000",0,0,0
443200226,1443200226,הכנסה  מאזורים חדשים,0,גמיש,0,0,0,0,0
443200227,1443200227,הכנסה מותנת מחניה,0,גמיש,0,0,0,0,0
443200228,1443200228,הסדרי חניה בקניון איילון,0,גמיש,0,0,0,0,0
443200229,1443200229,הסדרי חניה בחניון רח' היוזמה,0,גמיש,0,0,0,0,0
472000210,1472000210,ביוב עירוני אגרות מים ובי,1,גמיש,0,0,0,0,0
472000211,1472000211,ביוב עירוני אגרות מים ובי,1,גמיש,0,0,0,0,0
472000212,1472000212,גביית חובות ותקורה,0,גמיש,0,"-1,000,000",0,0,0
472000220,1472000220,בדיקת אינסלציה,1,גמיש,0,0,0,0,0
511000662,1511000662,הכנסות שונות דיבידנד,1,גמיש,0,"-5,000,000",0,0,0
513000510,1513000510,הכנסות והחזר הוצאות שנים קודמו,1,גמיש,0,"-168,000",0,0,0
594000690,1594000690,הכנסות מיוחדות ובלתי נצפות מרא,0,גמיש,0,0,0,0,0
594000692,1594000692,החזרי שכר ונלוות מהשאלת עובדים,0,גמיש,0,0,0,0,0
594000693,1594000693,הכנסות ממתן שרותים לתאגיד מים,0,גמיש,0,0,0,0,0
594000694,1594000694,פרעון הלוואות תאגוד המים,0,גמיש,0,0,0,0,0
599000910,1599000910,השתת' ממשלה בשכר 2002,0,גמיש,0,0,0,0,0
599200510,1599200510,העברת עודף שנה קודמת,0,גמיש,0,0,0,0,0
599900630,1599900630,הלוואה מקרנות הרשות,0,גמיש,0,0,0,0,0
611000110,1611000110,שכר,2,גמיש,0,"1,505,834",0,0,0
611000120,1611000120,תוספות,2,גמיש,0,"665,630",0,0,0
611000130,1611000130,ש.נ,3,גמיש,0,0,0,0,0
611000140,1611000140,הנהלה ומועצה החזר הוצאות,2,גמיש,0,"56,329",0,0,0
611000181,1611000181,הפרשות מעביד,3,גמיש,0,"92,449",0,0,0
611000301,1611000301,תקציב עזר שכר-העמסה,0,גמיש,0,"79,599",0,0,0
611000391,1611000391,פנסיה,2,גמיש,0,0,0,0,0
611000410,1611000410,שכירת משרדים,0,גמיש,0,"45,000",0,0,0
611000420,1611000420,תקונים,1,גמיש,0,"20,000",0,0,0
611000430,1611000430,חשמל ומים,1,גמיש,0,"400,755",0,0,0
611000440,1611000440,בטוח,1,גמיש,0,"69,318",0,0,0
611000450,1611000450,רהוט והחזקתו,1,גמיש,0,0,0,0,0
611000470,1611000470,ציוד משרדי,3,גמיש,0,"80,000",0,0,0
611000471,1611000471,תימלול ישיבות,0,גמיש,0,"60,000",0,0,0
611000510,1611000510,"נסיעות ואש""ל",0,גמיש,0,"185,000",0,0,0
611000520,1611000520,ספרים ועיתונים,3,גמיש,0,"65,000",0,0,0
611000540,1611000540,דיוור ותקשורת,1,גמיש,0,"260,000",0,0,0
611000541,1611000541,רכישת מכשירי קשר לעיריה,0,גמיש,0,0,0,0,0
611000550,1611000550,הוצאות פרסום,1,גמיש,0,0,0,0,0
611000570,1611000570,מיכון ועיבוד נתונים,1,גמיש,0,"10,000",0,0,0
611000593,1611000593,השתת' בת.מיכון,3,גמיש,0,"6,730",0,0,0
611000596,1611000596,ת.ע. מוסך,0,גמיש,0,"568,255",0,0,0
611000750,1611000750,פרויקטים ואירועים,0,גמיש,0,"85,000",0,0,0
611000751,1611000751,דיגלול,0,גמיש,0,"110,000",0,0,0
611000752,1611000752,תאגידים עירוניים,0,גמיש,0,0,0,0,0
611000780,1611000780,הוצאות שונות,1,גמיש,0,"30,000",0,0,0
611000781,1611000781,תשלום לנבחרים,0,גמיש,0,0,0,0,0
611000782,1611000782,מתנות,0,גמיש,0,0,0,0,0
611000783,1611000783,"יועצת רה""ע למעמד האישה",0,גמיש,0,"185,000",0,0,0
611000794,1611000794,ת.ע. מחסן,1,גמיש,0,"2,427",0,0,0
611000795,1611000795,ת.ע. נגריה,1,גמיש,0,460,0,0,0
611000798,1611000798,ת.ע. תחזוקה,1,גמיש,0,"7,058",0,0,0
611000840,1611000840,"קופת רה""ע",7,גמיש,0,"120,000",0,0,0
612000110,1612000110,שכר,2,גמיש,0,"469,597",0,0,0
612000120,1612000120,תוספות,2,גמיש,0,"18,963",0,0,0
612000130,1612000130,ש.נ,3,גמיש,0,0,0,0,0
612000140,1612000140,מבקר הרשות החזר הוצאות,2,גמיש,0,"31,232",0,0,0
612000181,1612000181,מבקר הרשות הפרשות סוציאלי,2,גמיש,0,"145,006",0,0,0
612000210,1612000210,על תיקני,0,גמיש,0,0,0,0,0
612000301,1612000301,תקציב עזר שכר-העמסה,0,קשיח,0,"22,807",0,0,0
612000391,1612000391,פנסיה,2,גמיש,0,0,0,0,0
612000420,1612000420,תקונים,1,גמיש,0,"1,000",0,0,0
612000430,1612000430,חשמל ומים,1,גמיש,0,"75,142",0,0,0
612000440,1612000440,בטוח,1,גמיש,0,"9,514",0,0,0
612000450,1612000450,רהוט והחזקתו,1,גמיש,0,0,0,0,0
612000470,1612000470,מכשירי כתיבה,3,גמיש,0,"6,000",0,0,0
612000510,1612000510,"נסיעות ואש""ל",1,גמיש,0,"2,000",0,0,0
612000520,1612000520,ספרות מקצועית,1,גמיש,0,"5,000",0,0,0
612000523,1612000523,מבקר הרשות הוצאות אחרות,1,גמיש,0,"2,000",0,0,0
612000540,1612000540,דיוור ותקשורת,1,גמיש,0,"7,000",0,0,0
612000570,1612000570,מיכון ועיבוד נתונים,1,גמיש,0,"2,000",0,0,0
612000580,1612000580,מבקר- הוצאות שונות,0,גמיש,0,0,0,0,0
612000593,1612000593,השתת' בת.מיכון,3,גמיש,0,"1,196",0,0,0
612000750,1612000750,סקרים,1,גמיש,0,"300,000",0,0,0
612000794,1612000794,ת.ע. מחסן,1,גמיש,0,462,0,0,0
612000795,1612000795,ת.ע. נגריה,0,גמיש,0,115,0,0,0
612000798,1612000798,ת.ע. אחזקה,0,גמיש,0,"1,400",0,0,0
613000100,1613000100,העברה_למיים,2,גמיש,0,0,0,0,0
613000110,1613000110,שכר,2,גמיש,0,"5,471,194",0,0,0
613000120,1613000120,תוספות,2,גמיש,0,"359,169",0,0,0
613000130,1613000130,ש.נ,3,גמיש,0,"89,235",0,0,0
613000140,1613000140,מזכירות החזר הוצאות,2,גמיש,0,"643,604",0,0,0
613000181,1613000181,מזכירות הפרשות סוציאליות,2,גמיש,0,"1,706,611",0,0,0
613000210,1613000210,משכורת-על תקני,0,גמיש,0,0,0,0,0
613000301,1613000301,תקציב עזר לשכר-העמסה,0,גמיש,0,"283,706",0,0,0
613000391,1613000391,פנסיה,2,גמיש,0,0,0,0,0
613000420,1613000420,תקונים,1,גמיש,0,"1,200",0,0,0
613000430,1613000430,חשמל ומים,1,גמיש,0,"108,705",0,0,0
613000440,1613000440,בטוח,1,גמיש,0,"4,454",0,0,0
613000450,1613000450,רהוט והחזקתו,1,גמיש,0,0,0,0,0
613000470,1613000470,ציוד משרדי,3,גמיש,0,"57,000",0,0,0
613000510,1613000510,"נסיעות ואש""ל",1,גמיש,0,"3,000",0,0,0
613000523,1613000523,שונות,1,גמיש,0,0,0,0,0
613000540,1613000540,דיוור ותקשורת,1,גמיש,0,"16,000",0,0,0
613000596,1613000596,ת. ע. מוסך,0,גמיש,0,0,0,0,0
613000753,1613000753,"העסקת עובדי שאנ""ן",0,גמיש,0,0,0,0,0
613000780,1613000780,אלבומים לנולדים,0,גמיש,0,"10,000",0,0,0
613000781,1613000781,"חוברות ר""ג לתלמידים",0,גמיש,0,0,0,0,0
613000794,1613000794,ת.ע. מחסן,1,גמיש,0,231,0,0,0
613000795,1613000795,השתת. בת.ע. נגריה,1,גמיש,0,0,0,0,0
613000798,1613000798,ת.ע. אחזקה,0,גמיש,0,647,0,0,0
614000110,1614000110,שכר,2,גמיש,0,"271,050",0,0,0
614000120,1614000120,תוספות,2,גמיש,0,"20,078",0,0,0
614000130,1614000130,ש.נ,3,גמיש,0,"3,347",0,0,0
614000140,1614000140,הסברה ויחסי ציבור החזר הו,2,גמיש,0,"45,733",0,0,0
614000181,1614000181,הסברה ויחסי ציבור הפרשות,2,גמיש,0,"82,542",0,0,0
614000210,1614000210,על תיקני,0,גמיש,0,0,0,0,0
614000301,1614000301,תקציב עזר לשכר-העמסה,0,גמיש,0,"14,503",0,0,0
614000391,1614000391,פנסיה,2,גמיש,0,0,0,0,0
614000440,1614000440,ביטוח,0,גמיש,0,"33,401",0,0,0
614000470,1614000470,הוצאות משרדיות,0,גמיש,0,"13,000",0,0,0
614000510,1614000510,"נסיעות ואש""ל",0,גמיש,0,"1,000",0,0,0
614000523,1614000523,דמי חבר,0,גמיש,0,"1,000",0,0,0
614000540,1614000540,דיוור ותקשורת,1,גמיש,0,"14,000",0,0,0
614000550,1614000550,הוצאות פרסום,1,גמיש,0,"830,000",0,0,0
614000570,1614000570,מיחשוב-דובר העיריה,0,גמיש,0,"2,000",0,0,0
614000593,1614000593,השתת. תקציב עזר מיכון,0,גמיש,0,"1,196",0,0,0
614000750,1614000750,סקרים ומחקרים,1,גמיש,0,0,0,0,0
614000751,1614000751,עיתון עיר גנים,0,גמיש,0,0,0,0,0
614000752,1614000752,יועץ תקשורת,0,גמיש,0,"550,000",0,0,0
614000780,1614000780,מפת רמת גן,1,גמיש,0,0,0,0,0
614000794,1614000794,ת.ע. מחסן,0,גמיש,0,"1,618",0,0,0
614000795,1614000795,ת.ע. נגריה,0,גמיש,0,345,0,0,0
614000798,1614000798,ת.ע. אחזקה,0,גמיש,0,"4,847",0,0,0
615000110,1615000110,שכר,2,גמיש,0,"1,561,605",0,0,0
615000120,1615000120,תוספות,2,גמיש,0,"117,120",0,0,0
615000130,1615000130,ש.נ,3,גמיש,0,"5,577",0,0,0
615000140,1615000140,מנגנון החזר הוצאות,2,גמיש,0,"301,167",0,0,0
615000181,1615000181,מנגנון הפרשות סוציאליות,2,גמיש,0,"529,830",0,0,0
615000182,1615000182,השתלמויות מקצועיות,0,גמיש,0,0,0,0,0
615000210,1615000210,משכורות-על תיקניים,0,קשיח,0,0,0,0,0
615000211,1615000211,כח אדם מזדמן,0,גמיש,0,0,0,0,0
615000301,1615000301,תקציב עזר שכר- העמסה,0,גמיש,0,"86,290",0,0,0
615000391,1615000391,פנסיה,2,גמיש,0,0,0,0,0
615000420,1615000420,תקונים,1,גמיש,0,"3,500",0,0,0
615000430,1615000430,חשמל ומים,1,גמיש,0,"175,330",0,0,0
615000440,1615000440,בטוח,1,גמיש,0,"28,847",0,0,0
615000450,1615000450,רהוט והחזקתו,1,גמיש,0,0,0,0,0
615000470,1615000470,ציוד משרדי,3,גמיש,0,"60,000",0,0,0
615000471,1615000471,"תמלול מכרזי כ""א",0,גמיש,0,0,0,0,0
615000510,1615000510,"נסיעות  ואש""ל",0,גמיש,0,"3,000",0,0,0
615000520,1615000520,ספרות מקצועית,1,גמיש,0,"9,000",0,0,0
615000521,1615000521,רווחת העובד,0,גמיש,0,"400,000",0,0,0
615000522,1615000522,הדרכה,0,גמיש,0,"200,000",0,0,0
615000540,1615000540,דיוור ותקשורת,1,גמיש,0,"50,000",0,0,0
615000550,1615000550,מודעות ופרסומים,0,גמיש,0,0,0,0,0
615000570,1615000570,מיכון ועיבוד נתונים,1,גמיש,0,"65,000",0,0,0
615000593,1615000593,השתת' בת.מיכון,3,גמיש,0,"44,867",0,0,0
615000596,1615000596,ת.עזר מוסך,0,גמיש,0,"71,032",0,0,0
615000750,1615000750,איבחון עובדים,0,גמיש,0,"600,000",0,0,0
615000780,1615000780,בריאות לעובדים בדי,1,גמיש,0,0,0,0,0
615000781,1615000781,מפעלי רווחה לעובד,1,גמיש,0,0,0,0,0
615000782,1615000782,ועדות רפואיות,0,גמיש,0,"10,000",0,0,0
615000794,1615000794,ת.ע. מחסן,1,גמיש,0,"1,387",0,0,0
615000795,1615000795,השתת. בת.ע. נגריה,1,גמיש,0,230,0,0,0
615000798,1615000798,ת.ע. אחזקה,0,גמיש,0,"4,201",0,0,0
617000110,1617000110,שכר,2,גמיש,0,"2,788,580",0,0,0
617000120,1617000120,תוספות,2,גמיש,0,"159,506",0,0,0
617000130,1617000130,ש.נ,3,גמיש,0,"5,577",0,0,0
617000140,1617000140,שרות משפטי החזר הוצאות,2,גמיש,0,"370,324",0,0,0
617000181,1617000181,שרות משפטי הפרשות סוציאלי,2,גמיש,0,"886,769",0,0,0
617000210,1617000210,משכורות-על תיקניים,0,קשיח,0,0,0,0,0
617000301,1617000301,תקציב עזר לשכר העמסה,0,גמיש,0,"144,455",0,0,0
617000391,1617000391,פנסיה,2,גמיש,0,0,0,0,0
617000410,1617000410,שכירות חדר תובעים,0,גמיש,0,"30,000",0,0,0
617000420,1617000420,תקונים,1,גמיש,0,"20,000",0,0,0
617000421,1617000421,משפטים - ביטוח מזגנים,0,גמיש,0,0,0,0,0
617000430,1617000430,חשמל ומים,1,גמיש,0,"425,802",0,0,0
617000440,1617000440,בטוח,1,גמיש,0,"61,742",0,0,0
617000450,1617000450,רהוט והחזקתו,1,גמיש,0,0,0,0,0
617000470,1617000470,ציוד משרדי,3,גמיש,0,"60,000",0,0,0
617000510,1617000510,"נסיעות ואש""ל",1,גמיש,0,"15,000",0,0,0
617000520,1617000520,ספרים ועתונים,1,גמיש,0,"20,000",0,0,0
617000523,1617000523,שונות,1,גמיש,0,"12,000",0,0,0
617000540,1617000540,דיוור ותקשורת,1,גמיש,0,"40,000",0,0,0
617000570,1617000570,מיכון ועיבוד נתונים,1,גמיש,0,"11,000",0,0,0
617000581,1617000581,אגרות משפט,3,גמיש,0,"15,000",0,0,0
617000593,1617000593,השתת' בת.מיכון,3,גמיש,0,"8,226",0,0,0
617000596,1617000596,ת.עזר מוסך,0,גמיש,0,"71,032",0,0,0
617000750,1617000750,הוצ משפטיות,1,גמיש,0,"1,700,000",0,0,0
617000780,1617000780,תש' בגין פק' מאסר,0,גמיש,0,0,0,0,0
617000794,1617000794,ת.ע. מחסן,1,גמיש,0,"2,196",0,0,0
617000795,1617000795,השתת. בת.ע. נגריה,1,גמיש,0,460,0,0,0
617000798,1617000798,ת.ע. אחזקה,0,גמיש,0,"6,463",0,0,0
619000780,1619000780,בחירות לרשות,0,גמיש,0,0,0,0,0
621000100,1621000100,העברה_למיים,2,גמיש,0,0,0,0,0
621000110,1621000110,שכר,2,גמיש,0,"4,461,728",0,0,0
621000120,1621000120,תוספות,2,גמיש,0,"330,168",0,0,0
621000130,1621000130,ש.נ,3,גמיש,0,"16,731",0,0,0
621000140,1621000140,הגזברות החזר הוצאות,2,גמיש,0,"892,346",0,0,0
621000181,1621000181,הגזברות הפרשות סוציאליות,2,גמיש,0,"1,450,062",0,0,0
621000210,1621000210,על תיקני,0,גמיש,0,0,0,0,0
621000301,1621000301,תקציב עזר לשכר- העמסה,0,גמיש,0,"245,325",0,0,0
621000391,1621000391,פנסיה,2,גמיש,0,0,0,0,0
621000420,1621000420,תקונים,1,גמיש,0,"15,000",0,0,0
621000430,1621000430,חשמל ומים,1,גמיש,0,"350,661",0,0,0
621000440,1621000440,בטוח,1,גמיש,0,"97,066",0,0,0
621000450,1621000450,רהוט והחזקתו,1,גמיש,0,0,0,0,0
621000470,1621000470,ציוד משרדי,3,גמיש,0,"210,000",0,0,0
621000510,1621000510,"נסיעות ואש""ל",0,גמיש,0,"21,000",0,0,0
621000520,1621000520,ספרות מקצועית,1,גמיש,0,"8,000",0,0,0
621000523,1621000523,שונות דמי חבר,1,גמיש,0,"6,000",0,0,0
621000540,1621000540,דיוור ותקשורת,1,גמיש,0,"180,000",0,0,0
621000570,1621000570,מיכון ועיבוד נתונים,1,גמיש,0,"820,000",0,0,0
621000580,1621000580,שונות,3,גמיש,0,"6,000",0,0,0
621000593,1621000593,השתת' בת.מיכון,3,גמיש,0,"680,486",0,0,0
621000596,1621000596,ת.ע. מוסך,0,גמיש,0,"71,032",0,0,0
621000750,1621000750,"שכ""ט רו""ח",1,גמיש,0,"730,000",0,0,0
621000751,1621000751,בקורת תשלומים,0,גמיש,0,"450,000",0,0,0
621000794,1621000794,ת.ע. מחסן,1,גמיש,0,"3,930",0,0,0
621000795,1621000795,השתת. בת.ע. נגריה,1,גמיש,0,804,0,0,0
621000798,1621000798,השתת. בת.ע. תחזוקה,1,גמיש,0,"11,956",0,0,0
623100100,1623100100,העברה למיים,2,גמיש,0,0,0,0,0
623100110,1623100110,שכר,2,גמיש,0,"4,015,555",0,0,0
623100120,1623100120,תוספות,2,גמיש,0,"1,338,518",0,0,0
623100130,1623100130,ש.נ,3,גמיש,0,"105,966",0,0,0
623100140,1623100140,גבית ארנונות החזר הוצאות,2,גמיש,0,"780,802",0,0,0
623100181,1623100181,גבית ארנונות הפרשות סוציא,2,גמיש,0,"1,394,289",0,0,0
623100210,1623100210,משכורת-על תקני,0,גמיש,0,0,0,0,0
623100301,1623100301,תקציב עזר לשכר - העמסה,0,גמיש,0,"261,932",0,0,0
623100391,1623100391,פנסיה,2,גמיש,0,0,0,0,0
623100420,1623100420,תקונים,1,גמיש,0,"40,000",0,0,0
623100430,1623100430,חשמל ומים,1,גמיש,0,"200,378",0,0,0
623100440,1623100440,בטוח,1,גמיש,0,"350,207",0,0,0
623100450,1623100450,רהוט והחזקתו,1,גמיש,0,0,0,0,0
623100470,1623100470,ציוד משרדי,3,גמיש,0,"400,000",0,0,0
623100510,1623100510,"נסיעות ואש""ל",0,גמיש,0,"25,000",0,0,0
623100540,1623100540,דיוור ותקשורת,1,גמיש,0,"220,000",0,0,0
623100550,1623100550,הוצאות פרסום,1,גמיש,0,0,0,0,0
623100570,1623100570,מיכון,1,גמיש,0,"2,800,000",0,0,0
623100581,1623100581,אגרות משפט,3,גמיש,0,"550,000",0,0,0
623100593,1623100593,השתת' בת.מיכון,3,גמיש,0,"2,307,333",0,0,0
623100610,1623100610,הוצאות גביה,1,גמיש,0,"3,500,000",0,0,0
623100740,1623100740,כלים מכשירים וציוד,1,גמיש,0,0,0,0,0
623100751,1623100751,"תשלום לעו""ד",3,גמיש,0,"2,500,000",0,0,0
623100752,1623100752,חקירות,3,גמיש,0,0,0,0,0
623100753,1623100753,מיקור חוץ להגברת אכיפה,0,גמיש,0,"500,000",0,0,0
623100754,1623100754,מדידות נכסים,0,גמיש,0,"300,000",0,0,0
623100780,1623100780,ועדת ערר ארנונה,0,גמיש,0,"120,000",0,0,0
623100794,1623100794,ת.ע. מחסן,1,גמיש,0,"16,759",0,0,0
623100795,1623100795,השתת. בת.ע. נגריה,1,גמיש,0,"3,448",0,0,0
623100798,1623100798,ת.ע. אחזקה,0,גמיש,0,"51,058",0,0,0
623200110,1623200110,שכר,2,גמיש,0,0,0,0,0
623200120,1623200120,תוספות,2,גמיש,0,0,0,0,0
623200130,1623200130,ש.נ,3,גמיש,0,0,0,0,0
623200140,1623200140,גבית אגרות והיטלים החזר ה,2,גמיש,0,0,0,0,0
623200181,1623200181,גבית אגרות והיטלים הפרשות,2,גמיש,0,0,0,0,0
623200210,1623200210,על תיקני,0,גמיש,0,0,0,0,0
623200391,1623200391,פנסיה,2,גמיש,0,0,0,0,0
623200440,1623200440,ביטוח,0,גמיש,0,0,0,0,0
623200450,1623200450,ריהוט והחזקתו,0,גמיש,0,0,0,0,0
623200470,1623200470,ציוד משרדי,1,גמיש,0,"12,000",0,0,0
623200570,1623200570,מיכון,1,גמיש,0,"100,000",0,0,0
623200593,1623200593,השתת' בת.מיכון,3,גמיש,0,"83,752",0,0,0
623200750,1623200750,הסרת שלטים,1,גמיש,0,"65,000",0,0,0
623200751,1623200751,הדבקת מודעות,0,גמיש,0,"300,000",0,0,0
623200752,1623200752,לוחות מודעות ושילוט,0,גמיש,0,"27,000",0,0,0
623200753,1623200753,תכנון ופיקוח פרויקט פרסום,0,גמיש,0,"411,000",0,0,0
623200754,1623200754,לוחות מודעות לבחירות,0,גמיש,0,0,0,0,0
623200780,1623200780,עידוד המסחר בעיר,0,גמיש,0,0,0,0,0
623200794,1623200794,ת.ע. מחסן,0,גמיש,0,0,0,0,0
623200795,1623200795,ת.ע. נגריה,0,גמיש,0,0,0,0,0
623200798,1623200798,ת.ע. אחזקה,0,גמיש,0,0,0,0,0
623300110,1623300110,שכר,2,גמיש,0,0,0,0,0
623300120,1623300120,תוספות,2,גמיש,0,0,0,0,0
623300130,1623300130,ש.נ,3,גמיש,0,0,0,0,0
623300140,1623300140,גבית תשלומי בעלים החזר הו,2,גמיש,0,0,0,0,0
623300181,1623300181,גבית תשלומי בעלים הפרשות,2,גמיש,0,0,0,0,0
623300391,1623300391,פנסיה,2,גמיש,0,0,0,0,0
623300430,1623300430,מאור כח חימום מים,1,גמיש,0,0,0,0,0
623300794,1623300794,ת.ע. מחסן,0,גמיש,0,0,0,0,0
623300795,1623300795,ת.ע. נגריה,0,גמיש,0,0,0,0,0
623300798,1623300798,ת.ע. אחזקה,0,גמיש,0,0,0,0,0
631000610,1631000610,עמלות והוצאות בנקאיות עמל,9,גמיש,0,"965,000",0,0,0
632000620,1632000620,הקצאת אשראי וניהול תיקי השקעות,9,גמיש,0,"450,000",0,0,0
632000650,1632000650,רבית והצמדה,9,גמיש,0,"65,000",0,0,0
632000860,1632000860,הנחות למשלמי מיסים,9,גמיש,0,"2,000,000",0,0,0
649000691,1649000691,"תשלומים ע""ח קרן",3,גמיש,0,"33,000,000",0,0,0
649000692,1649000692,"תשלומים ע""ח ריבית",3,גמיש,0,"10,004,000",0,0,0
649000693,1649000693,"תשלומים ע""ח הצמדה",3,גמיש,0,"7,006,000",0,0,0
711000110,1711000110,שכר,2,גמיש,0,"3,123,210",0,0,0
711000120,1711000120,תוספות,2,גמיש,0,"245,395",0,0,0
711000130,1711000130,ש.נ,3,גמיש,0,"136,083",0,0,0
711000140,1711000140,מינהל תברואה החזר הוצאות,2,גמיש,0,"641,373",0,0,0
711000180,1711000180,רזרבת שכר גורם החלוקה,0,שכר,0,"3,000,000",0,0,0
711000181,1711000181,מינהל תברואה הפרשות סוציא,2,גמיש,0,"1,026,197",0,0,0
711000210,1711000210,משכורת-על תיקניים,0,קשיח,0,0,0,0,0
