,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 פרק  ,סעיף,סעיף תקציב   ,שם סעיף                         ,   תקציב חדש   2015 ,   תקציב ישן   2014 ,   הוצאה בפועל 2013 ,חלק,שם חלק                            ,פרק,שם פרק                            ,פרק משנה,שם פרק משנה                       ,פרק עזר,שם פרק עזר                        ,פרק עזר משנה,שם פרק עזר משנה                   
31110,422,  31110/422/4,הכנסות תמלוגים מספרים           ,"  10,000 ","  20,000 ","  15,361 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3111,הכנסות שונות                      ,31110,הכנסות שונות                      
31110,423,  31110/423/5,החזר מהורים-ביטוח תלמידים       ,"  1,900,000 ","  1,900,000 ","  1,465,947 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3111,הכנסות שונות                      ,31110,הכנסות שונות                      
31110,424,  31110/424/6,השתת' גורמי חוץ במימון משלחות   ,"  50,000 ","  50,000 ","  34,678 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3111,הכנסות שונות                      ,31110,הכנסות שונות                      
31110,591,  31110/591/2,השתתפות מקרנות-לפרסים ומלגות    ,"  255,000 ","  260,000 ","  231,166 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3111,הכנסות שונות                      ,31110,הכנסות שונות                      
31110,592,  31110/592/3,השתתפות קרן ת א-תוכנית פותחים עת,  -   ,"  145,000 ","  72,000 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3111,הכנסות שונות                      ,31110,הכנסות שונות                      
31110,593,  31110/593/4,השתתפות מקרן מורשה              ,"  130,000 ",  -   ,  -   ,3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3111,הכנסות שונות                      ,31110,הכנסות שונות                      
31110,594,  31110/594/5,השתתפות קרן ת א- כללי           ,"  225,000 ","  225,000 ","  226,000 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3111,הכנסות שונות                      ,31110,הכנסות שונות                      
31110,741,  31110/741/7,השתתפות מפעל הפיס               ,  -   ,  -   ,"  33,000 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3111,הכנסות שונות                      ,31110,הכנסות שונות                      
31120,921,  31120/921/6,השתת' ממשלה באבטחת מוסדות חנוך  ,"  10,000,000 ","  8,700,000 ","  8,745,524 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3112,אבטחת מוסדות חינוך                ,31120,אבטחת מוסדות חינוך                
31120,922,  31120/922/7,קציני ביטחון                    ,"  975,000 ","  950,000 ","  965,311 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3112,אבטחת מוסדות חינוך                ,31120,אבטחת מוסדות חינוך                
31220,921,  31220/921/4,השתת' משה ח בשכר עוזרות לגננות  ,"  25,000,000 ","  22,200,000 ","  22,337,100 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,312,הכנסות לחינוך קדם יסודי           ,3122,גני ילדים גיל חובה                ,31220,גני ילדים גיל חובה                
31220,922,  31220/922/5,השתת' משה ח באגרת חמרים         ,"  200,000 ","  180,000 ","  205,630 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,312,הכנסות לחינוך קדם יסודי           ,3122,גני ילדים גיל חובה                ,31220,גני ילדים גיל חובה                
31220,923,  31220/923/6,השתת' משה ח לרכישת ציוד לגנ ל   ,  -   ,  -   ,"  46,773 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,312,הכנסות לחינוך קדם יסודי           ,3122,גני ילדים גיל חובה                ,31220,גני ילדים גיל חובה                
31230,490,  31230/490/8,שכר לימוד גנ י גיל טרום חובה    ,  -   ,  -   ,"  266,299 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,312,הכנסות לחינוך קדם יסודי           ,3123,גני ילדים למטה מגיל חובה          ,31230,גני ילדים למטה מגיל חובה          
31230,921,  31230/921/1,השתת' ממשלה לגנ י גיל טרום      ,"  73,450,000 ","  69,000,000 ","  68,808,857 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,312,הכנסות לחינוך קדם יסודי           ,3123,גני ילדים למטה מגיל חובה          ,31230,גני ילדים למטה מגיל חובה          
31250,411,  31250/411/5,הכנסות מהורים- מועדוניות גן     ,"  12,950,000 ","  13,300,000 ","  13,600,541 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,312,הכנסות לחינוך קדם יסודי           ,3125,מועדוניות גן וצהרונים             ,31250,מועדוניות גן וצהרונים             
31250,412,  31250/412/6,החזרים מעמותות הורים- מועדוני גן,"  2,000,000 ","  1,800,000 ","  1,852,089 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,312,הכנסות לחינוך קדם יסודי           ,3125,מועדוניות גן וצהרונים             ,31250,מועדוניות גן וצהרונים             
31320,921,  31320/921/2,שכר שרתים                       ,"  23,000,000 ","  22,000,000 ","  23,038,404 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3132,בתי ס יסודיים                     ,31320,בתי ס יסודיים                     
31320,922,  31320/922/3,שכר מזכירות                     ,"  8,200,000 ","  8,100,000 ","  8,387,018 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3132,בתי ס יסודיים                     ,31320,בתי ס יסודיים                     
31320,923,  31320/923/4,שכר אנשי סיוע טכני              ,"  3,170,000 ","  2,800,000 ","  3,433,797 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3132,בתי ס יסודיים                     ,31320,בתי ס יסודיים                     
31320,924,  31320/924/5,דמי שכפול - בי ס יסודיים        ,"  750,000 ","  700,000 ","  647,925 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3132,בתי ס יסודיים                     ,31320,בתי ס יסודיים                     
31320,925,  31320/925/6,השתת' משה ח בטיולים             ,  -   ,  -   ,"  1,176,401 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3132,בתי ס יסודיים                     ,31320,בתי ס יסודיים                     
31320,926,  31320/926/7,ניהול עצמי- תוספת פדגוגית       ,"  1,190,000 ",  -   ,  -   ,3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3132,בתי ס יסודיים                     ,31320,בתי ס יסודיים                     
31320,928,  31320/928/9,הסעת תלמידים                    ,"  12,300,000 ","  12,500,000 ","  12,162,116 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3132,בתי ס יסודיים                     ,31320,בתי ס יסודיים                     
31320,929,  31320/929/1,ליווי להסעות                    ,"  6,000,000 ","  5,800,000 ","  6,093,465 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3132,בתי ס יסודיים                     ,31320,בתי ס יסודיים                     
31330,431,  31330/431/4,חינוך מיוחד-שכ ל תלמידי חוץ     ,"  9,000,000 ","  9,000,000 ","  9,758,928 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3133,חינוך מיוחד                       ,31330,חינוך מיוחד                       
31330,651,  31330/651/5,השתת' עובדי הפנימיות בדיור      ,"  200,000 ","  200,000 ","  249,313 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3133,חינוך מיוחד                       ,31330,חינוך מיוחד                       
31330,652,  31330/652/6,השתת' בשכ ד- דירת בוגרי פנימיה  ,"  60,000 ","  60,000 ",  -   ,3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3133,חינוך מיוחד                       ,31330,חינוך מיוחד                       
31330,921,  31330/921/8,שכר סייעות טפוליות              ,"  39,000,000 ","  37,000,000 ","  35,316,885 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3133,חינוך מיוחד                       ,31330,חינוך מיוחד                       
31330,922,  31330/922/9,חינוך מיוחד-חומרים להארכת שנה ל ,"  930,000 ","  820,000 ","  879,065 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3133,חינוך מיוחד                       ,31330,חינוך מיוחד                       
31330,923,  31330/923/1,חינוך מיוחד-החזר הוצאות מזון    ,"  3,700,000 ","  1,950,000 ","  1,753,869 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3133,חינוך מיוחד                       ,31330,חינוך מיוחד                       
31410,411,  31410/411/4,אגרת תלמידי חוץ-יסודיים         ,"  300,000 ","  300,000 ","  275,002 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,412,  31410/412/5,שכ ל-בית ספר לאמנויות           ,"  7,400,000 ","  7,400,000 ","  7,976,679 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,414,  31410/414/7,שכ ל-בי ס לטבע סביבה וחברה      ,"  6,700,000 ","  6,700,000 ","  6,550,164 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,421,  31410/421/6,הכנסות מתלמידים עבור הסעות      ,"  1,000,000 ","  1,000,000 ","  988,674 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,921,  31410/921/3,השת' מ. החינוך לרכישת ציוד      ,"  100,000 ","  100,000 ","  318,511 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,922,  31410/922/4,קציני ביקור סדיר                ,"  1,560,000 ","  1,500,000 ","  1,356,620 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,923,  31410/923/5,פרויקטים שונים במימון משה ח     ,"  250,000 ","  250,000 ","  348,818 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,924,  31410/924/6,מרכז לחינוך ימי)+שרתים ומזכירות(,"  390,000 ","  360,000 ","  441,096 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,925,  31410/925/7,השתתפות משה ח בפרויקט השאלת ספרי,  -   ,  -   ,"  457,011 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,926,  31410/926/8,הכנסות משה ח-בית ספר לחופש הגדול,"  2,900,000 ",  -   ,  -   ,3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,928,  31410/928/1,השת' מ.החינוך במרכז פסגה        ,"  50,000 ","  50,000 ","  197,409 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,929,  31410/929/2,השתת' משה ח באגרת חומרים        ,"  1,050,000 ","  1,000,000 ","  1,076,505 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31420,921,  31420/921/9,השת' ממשלה בשכר פסיכולוגים      ,"  12,250,000 ","  11,700,000 ","  11,686,007 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3142,השירות הפסיכולוגי                 ,31420,השירות הפסיכולוגי                 
31420,922,  31420/922/1,השת' ממשלה בפרויקטים של השפ ח   ,"  60,000 ","  60,000 ","  74,916 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3142,השירות הפסיכולוגי                 ,31420,השירות הפסיכולוגי                 
31420,924,  31420/924/3,השת' ממשלה בהשתלמויות           ,"  250,000 ","  230,000 ","  325,720 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3142,השירות הפסיכולוגי                 ,31420,השירות הפסיכולוגי                 
31420,925,  31420/925/4,השת' ממשלה בפרו' ואבחונים בשפ ח ,  -   ,  -   ,"  15,660 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3142,השירות הפסיכולוגי                 ,31420,השירות הפסיכולוגי                 
31420,941,  31420/941/4,השתתפות משרד הבריאות            ,"  30,000 ","  80,000 ","  74,250 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3142,השירות הפסיכולוגי                 ,31420,השירות הפסיכולוגי                 
31420,951,  31420/951/6,השתת' מ. הקליטה בשכר פסיכולוגים ,  -   ,  -   ,"  70,405 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3142,השירות הפסיכולוגי                 ,31420,השירות הפסיכולוגי                 
31510,421,  31510/421/4,מועדוני נוער-גביה עצמית ממשתתפים,"  250,000 ","  250,000 ","  242,569 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3151,מועדוני נוער                      ,31510,מועדוני נוער                      
31510,921,  31510/921/1,השתתפות ממשלה לחבורות נוער      ,"  160,000 ","  160,000 ","  159,058 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3151,מועדוני נוער                      ,31510,מועדוני נוער                      
31510,922,  31510/922/2,השתתפות ממשלה למועדוניות        ,"  1,700,000 ","  1,700,000 ","  1,769,702 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3151,מועדוני נוער                      ,31510,מועדוני נוער                      
31510,923,  31510/923/3,פרויקט היל ה                    ,"  370,000 ","  370,000 ","  401,618 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3151,מועדוני נוער                      ,31510,מועדוני נוער                      
31510,924,  31510/924/4,הכנסות שונות ממשה ח-ס' שאינו חוז,  -   ,  -   ,"  220,425 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3151,מועדוני נוער                      ,31510,מועדוני נוער                      
31510,925,  31510/925/5,נוער עולה בסיכון                ,"  100,000 ","  100,000 ","  113,000 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3151,מועדוני נוער                      ,31510,מועדוני נוער                      
31510,932,  31510/932/4,השת' מ.הרווחה בנוער וצעירים     ,  -   ,"  120,000 ","  170,765 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3151,מועדוני נוער                      ,31510,מועדוני נוער                      
31520,441,  31520/441/5,מאבק בסמים-הכנסות מהרשות למלחמה ,"  150,000 ","  150,000 ","  150,000 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3152,שיקום נוער                        ,31520,שיקום נוער                        
31520,961,  31520/961/6,השתת' משרד התמ ת למע ן          ,"  2,100,000 ","  1,800,000 ","  2,114,526 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3152,שיקום נוער                        ,31520,שיקום נוער                        
31600,210,  31600/210/5,חט ב-אגרת תלמידי חוץ            ,"  130,000 ","  140,000 ","  196,079 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,921,  31600/921/2,שכר מורים                       ,"  8,000,000 ","  7,500,000 ","  7,450,001 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,922,  31600/922/3,שכר עובדי סיוע טכני             ,"  5,000,000 ","  4,900,000 ","  5,027,260 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,923,  31600/923/4,שכר ספרנים                      ,"  750,000 ","  750,000 ","  765,820 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,924,  31600/924/5,שכר שרתים                       ,"  3,200,000 ","  3,100,000 ","  3,000,917 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,925,  31600/925/6,שכר עובדי מינהל                 ,"  4,600,000 ","  4,450,000 ","  4,398,290 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,926,  31600/926/7,דמי שיכפול - עי ס               ,"  180,000 ","  180,000 ","  167,165 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,927,  31600/927/8,פרויקט לימודי יהדות             ,"  430,000 ","  300,000 ","  545,938 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,928,  31600/928/9,הכנסות שונות-חט ב               ,"  30,000 ","  90,000 ","  134,155 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,929,  31600/929/1,השת' מ.החינוך- סל לעולים        ,"  80,000 ","  1,035,000 ","  1,191,223 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31720,211,  31720/211/7,אגרת תלמידי חוץ                 ,"  150,000 ","  160,000 ","  649,661 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,212,  31720/212/8,אגרת תכניות לימוד נוספות        ,"  1,830,000 ","  1,800,000 ","  1,581,978 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,525,  31720/525/4,החזר שכר מרשת עמל-סעיף שאינו חוז,  -   ,  -   ,"  1,640,894 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,921,  31720/921/3,שכר לימוד                       ,"  92,000,000 ","  85,000,000 ","  83,299,553 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,922,  31720/922/4,הוראת שפות-סעיף שאינו חוזר      ,  -   ,  -   ,"  274,258 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,923,  31720/923/5,בי ס למחוננים                   ,"  480,000 ","  480,000 ","  479,306 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,924,  31720/924/6,תמיכה בישיבות                   ,"  50,000 ","  80,000 ","  106,725 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,925,  31720/925/7,השתלמויות מורים                 ,"  70,000 ","  10,000 ","  82,754 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,926,  31720/926/8,מחויבות אישית                   ,"  90,000 ","  90,000 ","  95,088 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,927,  31720/927/9,דמי שתיה למורים                 ,"  70,000 ","  70,000 ","  57,892 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,928,  31720/928/1,רכב מנהלים                      ,"  180,000 ","  180,000 ","  181,573 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,929,  31720/929/2,הכנסות שונות                    ,"  210,000 ","  280,000 ","  362,543 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31750,921,  31750/921/3,השת' מ. החינוך לרכישת ציוד      ,"  60,000 ","  60,000 ","  68,294 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3175,בתי-ספר על-יסודיים-המשך           ,31750,בתי-ספר על-יסודיים-המשך           
31750,922,  31750/922/4,השת' משה ח באחזקת בי ס רוזמצקי  ,"  1,900,000 ","  2,400,000 ","  2,968,356 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3175,בתי-ספר על-יסודיים-המשך           ,31750,בתי-ספר על-יסודיים-המשך           
31750,923,  31750/923/5,השתת' משה ח בטיולים             ,  -   ,  -   ,"  493,555 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3175,בתי-ספר על-יסודיים-המשך           ,31750,בתי-ספר על-יסודיים-המשך           
31800,921,  31800/921/7,יפו ג' דרום - ס' שאינו חוזר     ,  -   ,  -   ,"  10,697 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31800,922,  31800/922/8,שכונת שפירא - ס' שאינו חוזר     ,  -   ,  -   ,"  105,614 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31800,923,  31800/923/9,התקוה - ס' שאינו חוזר           ,  -   ,  -   ,"  104,630 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31800,924,  31800/924/1,נוה עופר - ס' שאינו חוזר        ,  -   ,  -   ,"  81,692 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31800,925,  31800/925/2,רווחה חינוכית-כלל השכונות       ,  -   ,  -   ,"  95,000 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31800,926,  31800/926/3,עג'מי - ס' שאינו חוזר           ,  -   ,  -   ,"  63,054 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31800,927,  31800/927/4,לב יפו - ס' שאינו חוזר          ,  -   ,  -   ,"  62,828 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31800,928,  31800/928/5,שכונת עזרא - ס' שאינו חוזר      ,  -   ,  -   ,"  10,108 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31800,929,  31800/929/6,דרום מזרח העיר- ס' שאינו חוזר   ,  -   ,  -   ,"  120,999 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31900,441,  31900/441/3,הכנסות מהחברה למתנ סים          ,"  500,000 ","  500,000 ","  766,971 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,319,תוכניות רווחה בחינוך              ,3190,תוכניות רווחה בחינוך              ,31900,תוכניות רווחה בחינוך              
31900,791,  31900/791/4,הכנסות מתרומות                  ,"  1,610,000 ","  1,610,000 ","  200,000 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,319,תוכניות רווחה בחינוך              ,3190,תוכניות רווחה בחינוך              ,31900,תוכניות רווחה בחינוך              
31900,921,  31900/921/5,קרית שלום - ס' שאינו חוזר       ,  -   ,  -   ,"  28,500 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,319,תוכניות רווחה בחינוך              ,3190,תוכניות רווחה בחינוך              ,31900,תוכניות רווחה בחינוך              
31900,929,  31900/929/4,השתת' משה ח לתוכנית לאומית לילדי,"  1,805,000 ","  1,805,000 ","  1,873,775 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,319,תוכניות רווחה בחינוך              ,3190,תוכניות רווחה בחינוך              ,31900,תוכניות רווחה בחינוך              
,,,,"  397,170,000 ","  372,010,000 ","  378,121,718 ",,,"31 סה""כ",,,,,,,
