 פרק  ,סעיף,סעיף תקציב   ,סעיף נקי,שם סעיף                         ,   תקציב חדש   2013 ,   תקציב ישן   2012 ,   הוצאה בפועל 2011 ,חלק,שם חלק                            ,פרק,שם פרק                            ,פרק משנה,שם פרק משנה                       ,פרק עזר,שם פרק עזר                        ,פרק עזר משנה,שם פרק עזר משנה                   
34561,938,  34561/938/6,1345619386,תעסוקה תומכת לנכים              ,355000,100000, -   ,3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3456,טיפול באנשים עם נכויות          ונ,34561,סידור נכים במוסדות              ונ
34562,931,  34562/931/4,1345629314,מפעלי שיקום ותעסוקה לעיוור      ,660000,585000,683533,3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3456,טיפול באנשים עם נכויות          ונ,34562,טיפול בנכה בקהילה               ונ
34562,932,  34562/932/5,1345629325,מועדוניות לעיוורים              ,470000,450000,465005,3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3456,טיפול באנשים עם נכויות          ונ,34562,טיפול בנכה בקהילה               ונ
34562,933,  34562/933/6,1345629336,עזרה אחרת לעיוור                ,290000,290000,132029,3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3456,טיפול באנשים עם נכויות          ונ,34562,טיפול בנכה בקהילה               ונ
34562,934,  34562/934/7,1345629347,טיפול בנכים בקהילה              ,1180000,880000,652048,3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3456,טיפול באנשים עם נכויות          ונ,34562,טיפול בנכה בקהילה               ונ
34562,936,  34562/936/9,1345629369,שיקום נכים ביתי                 ,150000,150000,184221,3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3456,טיפול באנשים עם נכויות          ונ,34562,טיפול בנכה בקהילה               ונ
34570,591,  34570/591/9,1345705919,הכנסה מקרנות                    ,100000, -   , -   ,3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3457,עבודה קהילתית                   ונ,34570,עבודה קהילתית                   ונ
34570,932,  34570/932/1,1345709321,הוצאות למתנדבים                 ,75000,50000,64475,3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3457,עבודה קהילתית                   ונ,34570,עבודה קהילתית                   ונ
34570,933,  34570/933/2,1345709332,גמילה מסמים                     ,690000,625000,645696,3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3457,עבודה קהילתית                   ונ,34570,עבודה קהילתית                   ונ
34800,980,  34800/980/6,1348009806,השתתפות הממשלה-תוכנית תנופה     ,1330000, -   ,25288,3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,348,השתת ממשלה-רווחה ושיקום שכונות  ונ,3480,השתת ממשלה-רווחה ושיקום שכונות  ונ,34800,השתת ממשלה-רווחה ושיקום שכונות  ונ
,,,,,238790000,225195000,209099061,,,"34 סה""כ",,,,,,,
36000,421,  36000/421/3,1360004213,הכנסות ממשתתפים                 ,15000,15000,29490,3,תקבולים משרותים ממלכתיים          ,36,קליטת עליה                        ,360,קליטת עליה                        ,3600,קליטת עליה                        ,36000,קליטת עליה                        
36000,951,  36000/951/6,1360009516,השת' מש' הקליטה ברשות קליטת עליה,1165000,1000000,1050598,3,תקבולים משרותים ממלכתיים          ,36,קליטת עליה                        ,360,קליטת עליה                        ,3600,קליטת עליה                        ,36000,קליטת עליה                        
36000,952,  36000/952/7,1360009527,השתת מ. הקליטה בקליטת עולי אתיופ,300000,300000,192738,3,תקבולים משרותים ממלכתיים          ,36,קליטת עליה                        ,360,קליטת עליה                        ,3600,קליטת עליה                        ,36000,קליטת עליה                        
,,,,,1480000,1315000,1272826,,,"36 סה""כ",,,,,,,
37900,421,  37900/421/2,1379004212,הכנסות שונות                    ,50000, -   ,40210,3,תקבולים משרותים ממלכתיים          ,37,איכות הסביבה                      ,379,איכות הסביבה                      ,3790,איכות הסביבה                      ,37900,איכות הסביבה                      
37900,589,  37900/589/7,1379005897,הכנסות מקרן ניקיון-היטל הטמנה   , -   ,250000, -   ,3,תקבולים משרותים ממלכתיים          ,37,איכות הסביבה                      ,379,איכות הסביבה                      ,3790,איכות הסביבה                      ,37900,איכות הסביבה                      
37900,991,  37900/991/4,1379009914,השתת' המש' לאיכה ס ברשות העירוני,230000,230000,235631,3,תקבולים משרותים ממלכתיים          ,37,איכות הסביבה                      ,379,איכות הסביבה                      ,3790,איכות הסביבה                      ,37900,איכות הסביבה                      
37900,993,  37900/993/6,1379009936,השתתפות בפרויקטים מיוחדים       ,30000,30000,188695,3,תקבולים משרותים ממלכתיים          ,37,איכות הסביבה                      ,379,איכות הסביבה                      ,3790,איכות הסביבה                      ,37900,איכות הסביבה                      
37900,996,  37900/996/9,1379009969,השתתפות המשרד לאיכ ס בניידת מלר ,125000, -   , -   ,3,תקבולים משרותים ממלכתיים          ,37,איכות הסביבה                      ,379,איכות הסביבה                      ,3790,איכות הסביבה                      ,37900,איכות הסביבה                      
,,,,,435000,510000,464536,,,"37 סה""כ",,,,,,,
,,,,,608165000,557220000,549792002,"3 סה""כ",,,,,,,,,
41000,210,  41000/210/8,1410002108,אגרת מים                        ,5000000,5000000,16942193,4,מפעלים                            ,41,מים                               ,410,מים                               ,4100,מים                               ,41000,מים                               
41000,237,  41000/237/1,1410002371,הכנסות שונות                    , -   , -   ,55470,4,מפעלים                            ,41,מים                               ,410,מים                               ,4100,מים                               ,41000,מים                               
41000,810,  41000/810/8,1410008108,היטל הנחת צינורות מים           ,1900000,2000000,2000000,4,מפעלים                            ,41,מים                               ,410,מים                               ,4100,מים                               ,41000,מים                               
,,,,,6900000,7000000,18997663,,,"41 סה""כ",,,,,,,
43100,610,  43100/610/7,1431006107,דמי שימוש עבור שלטי רחוב        ,17500000,17500000,15859025,4,מפעלים                            ,43,נכסים                             ,431,דמי שמוש בשטחים עירוניים          ,4310,דמי שמוש בשטחים עירוניים          ,43100,דמי שמוש בשטחים עירוניים          
43100,620,  43100/620/9,1431006209,דמי שימוש בשטח צבורי            ,2950000,2000000,2676651,4,מפעלים                            ,43,נכסים                             ,431,דמי שמוש בשטחים עירוניים          ,4310,דמי שמוש בשטחים עירוניים          ,43100,דמי שמוש בשטחים עירוניים          
43100,630,  43100/630/2,1431006302,דמי שימוש - סיבים אופטיים       ,50000,40000,67525,4,מפעלים                            ,43,נכסים                             ,431,דמי שמוש בשטחים עירוניים          ,4310,דמי שמוש בשטחים עירוניים          ,43100,דמי שמוש בשטחים עירוניים          
43200,610,  43200/610/5,1432006105,דמי חכירה מבתי מגורים           ,500000,500000,395359,4,מפעלים                            ,43,נכסים                             ,432,דירות                             ,4320,דירות                             ,43200,דירות                             
43200,690,  43200/690/3,1432006903,דמי מפתח והיתר העברה מבתי-מגורים,100000,200000,608955,4,מפעלים                            ,43,נכסים                             ,432,דירות                             ,4320,דירות                             ,43200,דירות                             
43300,610,  43300/610/3,1433006103,שכר דירה מעסקים ומוסדות         ,11000000,9000000,11095004,4,מפעלים                            ,43,נכסים                             ,433,עסקים ומוסדות                     ,4330,עסקים ומוסדות                     ,43300,עסקים ומוסדות                     
43300,620,  43300/620/5,1433006205,שכר דירה-בי ס דעת מבינים        ,250000,250000,261175,4,מפעלים                            ,43,נכסים                             ,433,עסקים ומוסדות                     ,4330,עסקים ומוסדות                     ,43300,עסקים ומוסדות                     
43300,690,  43300/690/1,1433006901,דמי מפתח ודמי היתר העברה מעסקים ,50000,50000,662000,4,מפעלים                            ,43,נכסים                             ,433,עסקים ומוסדות                     ,4330,עסקים ומוסדות                     ,43300,עסקים ומוסדות                     
43500,610,  43500/610/8,1435006108,דמי חכירה מקרקעות               ,5000000,5000000,7575599,4,מפעלים                            ,43,נכסים                             ,435,קרקעות בלתי קצובות                ,4350,קרקעות בלתי קצובות                ,43500,קרקעות בלתי קצובות                
43500,620,  43500/620/1,1435006201,דמי הגדלת זכויות                ,100000,100000,254983,4,מפעלים                            ,43,נכסים                             ,435,קרקעות בלתי קצובות                ,4350,קרקעות בלתי קצובות                ,43500,קרקעות בלתי קצובות                
43600,610,  43600/610/6,1436006106,דמי טיפול עבור פעולות אגף הנכסים,100000,60000,169682,4,מפעלים                            ,43,נכסים                             ,436,הכנסות שונות - נכסים              ,4360,הכנסות שונות - נכסים              ,43600,הכנסות שונות - נכסים              
43600,620,  43600/620/8,1436006208,הכנסות שונות                    ,100000,150000,160389,4,מפעלים                            ,43,נכסים                             ,436,הכנסות שונות - נכסים              ,4360,הכנסות שונות - נכסים              ,43600,הכנסות שונות - נכסים              
43700,610,  43700/610/4,1437006104,שכר דירה-שווקים עירוניים        ,190000,200000,193562,4,מפעלים                            ,43,נכסים                             ,437,שווקים                            ,4370,שווקים                            ,43700,שווקים                            
43700,690,  43700/690/2,1437006902,הכנסות שונות                    ,10000,10000,98565,4,מפעלים                            ,43,נכסים                             ,437,שווקים                            ,4370,שווקים                            ,43700,שווקים                            
,,,,,37900000,35060000,40078474,,,"43 סה""כ",,,,,,,
44300,111,  44300/111/6,1443001116,קנסות חניה-חניה מוסדרת          ,35000000,35000000,34786106,4,מפעלים                            ,44,תחבורה                            ,443,חניית מכוניות                     ,4430,חניית מכוניות                     ,44300,חניית מכוניות                     
44300,112,  44300/112/7,1443001127,קנסות חניה-חניה על מדרכות       ,10000000,10000000,9817775,4,מפעלים                            ,44,תחבורה                            ,443,חניית מכוניות                     ,4430,חניית מכוניות                     ,44300,חניית מכוניות                     
44300,113,  44300/113/8,1443001138,קנסות חניה- חניה אחרת           ,40000000,35000000,43801814,4,מפעלים                            ,44,תחבורה                            ,443,חניית מכוניות                     ,4430,חניית מכוניות                     ,44300,חניית מכוניות                     
44300,114,  44300/114/9,1443001149,קנסות חניה-פעילות בית המשפט     ,2000000,2000000,2480898,4,מפעלים                            ,44,תחבורה                            ,443,חניית מכוניות                     ,4430,חניית מכוניות                     ,44300,חניית מכוניות                     
44300,115,  44300/115/1,1443001151,הכנסות מגרירת מכוניות           ,12500000,12420000,9652970,4,מפעלים                            ,44,תחבורה                            ,443,חניית מכוניות                     ,4430,חניית מכוניות                     ,44300,חניית מכוניות                     
44300,116,  44300/116/2,1443001162,קנסות חניה-אכיפת חובות עירוניים ,40000000,45000000,43682622,4,מפעלים                            ,44,תחבורה                            ,443,חניית מכוניות                     ,4430,חניית מכוניות                     ,44300,חניית מכוניות                     
44300,121,  44300/121/8,1443001218,עבירות חניה-אכיפת גזרי דין      ,250000,500000,256722,4,מפעלים                            ,44,תחבורה                            ,443,חניית מכוניות                     ,4430,חניית מכוניות                     ,44300,חניית מכוניות                     
44300,211,  44300/211/9,1443002119,הכנסות מאגרת חניה               ,300000, -   ,1070036,4,מפעלים                            ,44,תחבורה                            ,443,חניית מכוניות                     ,4430,חניית מכוניות                     ,44300,חניית מכוניות                     
44300,216,  44300/216/5,1443002165,הכנסות מכרטיס חניה אלקטרוני ארצי,10000000,15000000,14659086,4,מפעלים                            ,44,תחבורה                            ,443,חניית מכוניות                     ,4430,חניית מכוניות                     ,44300,חניית מכוניות                     
44300,218,  44300/218/7,1443002187,הכנסות מחניה סלולרית            ,60000000,47000000,46110841,4,מפעלים                            ,44,תחבורה                            ,443,חניית מכוניות                     ,4430,חניית מכוניות                     ,44300,חניית מכוניות                     
44400,210,  44400/210/6,1444002106,אגרת היתר חניה למוניות          ,500000,500000,477404,4,מפעלים                            ,44,תחבורה                            ,444,חניית מוניות                      ,4440,חניית מוניות                      ,44400,חניית מוניות                      
,,,,,210550000,202420000,206796274,,,"44 סה""כ",,,,,,,
,,,,,255350000,244480000,265872411,"4 סה""כ",,,,,,,,,
51100,110,  51100/110/3,1511001103,ריבית מהסדרי תשלום              ,1500000,2000000,1329688,5,תקבולים בלתי רגילים               ,51,ריבית והחזר הוצאות משנים קודמות   ,511,ריבית ודיבידנדים                  ,5110,ריבית ודיבידנדים                  ,51100,ריבית ודיבידנדים                  
51100,221,  51100/221/9,1511002219,שערוך פקדונות לזמן ארוך         ,2500000,2900000,2473458,5,תקבולים בלתי רגילים               ,51,ריבית והחזר הוצאות משנים קודמות   ,511,ריבית ודיבידנדים                  ,5110,ריבית ודיבידנדים                  ,51100,ריבית ודיבידנדים                  
51100,222,  51100/222/1,1511002221,ריבית ודיבידנדים                ,71500000,64000000,42866451,5,תקבולים בלתי רגילים               ,51,ריבית והחזר הוצאות משנים קודמות   ,511,ריבית ודיבידנדים                  ,5110,ריבית ודיבידנדים                  ,51100,ריבית ודיבידנדים                  
51300,110,  51300/110/8,1513001108,החזר הוצאות משנים קודמות        ,10000000,10000000,21623472,5,תקבולים בלתי רגילים               ,51,ריבית והחזר הוצאות משנים קודמות   ,513,החזר הוצאות משנים קודמות          ,5130,החזר הוצאות משנים קודמות          ,51300,החזר הוצאות משנים קודמות          
,,,,,85500000,78900000,68293069,,,"51 סה""כ",,,,,,,
59100,581,  59100/581/4,1591005814,החזרים מקרן מים                 ,7500000,18000000,16000000,5,תקבולים בלתי רגילים               ,59,החזר מקרנות והכנסות מיוחדות       ,591,החזרים מקרן מים                   ,5910,החזרים מקרן מים                   ,59100,החזרים מקרן מים                   
59900,782,  59900/782/4,1599007824,הלוואות לפרעון  גחלת -ס' שאינו ח, -   , -   ,145135,5,תקבולים בלתי רגילים               ,59,החזר מקרנות והכנסות מיוחדות       ,599,הכנסות מיוחדות                    ,5990,הכנסות מיוחדות                    ,59900,הכנסות מיוחדות                    
61111,124,  61111/124/2,1611111242,החזר הוצאות                     ,202000,41000,33320,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61111,ראש העיריה וסגניו                 
61111,126,  61111/126/4,1611111264,הבראה                           ,4000,2000,2430,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61111,ראש העיריה וסגניו                 
61111,127,  61111/127/5,1611111275,השתתפות באחזקת רכב-3            ,131000,152000,83438,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61111,ראש העיריה וסגניו                 
61111,130,  61111/130/9,1611111309,תשלומים מיוחדים                 ,15000,3000,7416,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61111,ראש העיריה וסגניו                 
61111,181,  61111/181/2,1611111812,מיסים וביטוח לאומי              ,484000,404000,350898,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61111,ראש העיריה וסגניו                 
61111,182,  61111/182/3,1611111823,קופות גמל והשתלמות              ,606000,461000,426690,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61111,ראש העיריה וסגניו                 
61111,230,  61111/230/3,1611112303,ראש העיריה וסגניו-7             ,3384000,3026000,2522398,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61111,ראש העיריה וסגניו                 
61111,463,  61111/463/9,1611114639,טלפונים                         ,12000,12000,8710,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61111,ראש העיריה וסגניו                 
61111,531,  61111/531/4,1611115314,אחזקת רכב                       ,25000,25000,13556,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61111,ראש העיריה וסגניו                 
61111,533,  61111/533/6,1611115336,שכירת רכב                       ,270000,270000,228998,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61111,ראש העיריה וסגניו                 
61111,534,  61111/534/7,1611115347,דלק ושמן                        ,89000,89000,78084,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61111,ראש העיריה וסגניו                 
61111,781,  61111/781/2,1611117812,הוצאות שונות                    ,388000,388000,201362,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61111,ראש העיריה וסגניו                 
61111,782,  61111/782/3,1611117823,ייעוץ                           ,140000,140000,56608,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61111,ראש העיריה וסגניו                 
61112,110,  61112/110/1,1611121101,משכורת כוללת                    ,1999000,2050000,1799803,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,124,  61112/124/7,1611121247,החזר הוצאות                     ,132000,162000,91403,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,126,  61112/126/9,1611121269,הבראה                           ,73000,70000,63499,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,127,  61112/127/1,1611121271,השתתפות באחזקת רכב-13           ,293000,305000,299652,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,130,  61112/130/5,1611121305,תשלומים מיוחדים                 ,171000,164000,165308,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,181,  61112/181/7,1611121817,מיסים וביטוח לאומי              ,396000,395000,340211,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,182,  61112/182/8,1611121828,קופות גמל והשתלמות              ,516000,316000,325355,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,310,  61112/310/7,1611123107,שעות נוספות רשומות              ,126000,137000,102712,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,340,  61112/340/4,1611123404,שעות נוספות מיוחדות             ,264000,259000,176242,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,412,  61112/412/3,1611124123,מיסים ואגרות                    ,1000,1000,758,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,433,  61112/433/8,1611124338,ביטוח                           ,23000,23000,20309,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,434,  61112/434/9,1611124349,תקוני מבנים  מתקנים ואינונטר    ,11000,11000,2176,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,439,  61112/439/5,1611124395,אחזקת בניני העיריה-השתתפות      ,220000,180000,179928,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,461,  61112/461/3,1611124613,צרכי משרד                       ,35000,35000,28760,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,462,  61112/462/4,1611124624,ספרים ועתונים                   ,4000,4000,1749,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,463,  61112/463/5,1611124635,טלפונים                         ,21000,21000,17223,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,510,  61112/510/4,1611125104,נסיעות  ואש ל                   ,15000,15000,7968,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,521,  61112/521/7,1611125217,הדרכה וכנסים                    ,5000,5000,695,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,522,  61112/522/8,1611125228,גיבוש יחידתי                    ,2000,2000,4000,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,531,  61112/531/9,1611125319,אחזקת רכב                       ,8000,8000,659,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,533,  61112/533/2,1611125332,שכירת רכב ורכב עירוני           ,80000,80000,79163,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,534,  61112/534/3,1611125343,דלק ושמן                        ,42000,42000,20546,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,541,  61112/541/2,1611125412,אחזקת מכשירי קשר                ,97000,97000,63043,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,610,  61112/610/7,1611126107,כיבודים                         ,11000,11000,10025,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,670,  61112/670/1,1611126701,סעיף שאינו חוזר                 , -   , -   ,48,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,693,  61112/693/8,1611126938,מחשוב יחידתי                    ,15000,15000,14198,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,781,  61112/781/7,1611127817,הוצאות אחרות                    ,5000,5000,4148,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,782,  61112/782/8,1611127828,קידום מעמד האישה                ,239000,239000,189688,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,783,  61112/783/9,1611127839,פעולות תרבות                    ,21000,21000,19719,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61112,932,  61112/932/4,1611129324,ציוד ורהוט משרדי                ,5000,5000,3226,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61112,לשכת ראש העיריה                   
61113,110,  61113/110/6,1611131106,משכורת כוללת                    ,3976000,3796000,3608265,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
61113,124,  61113/124/3,1611131243,החזר הוצאות                     ,256000,250000,242834,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
61113,126,  61113/126/5,1611131265,הבראה                           ,232000,209000,205404,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
61113,127,  61113/127/6,1611131276,השתתפות באחזקת רכב -34          ,893000,910000,902318,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
61113,130,  61113/130/1,1611131301,תשלומים מיוחדים                 ,672000,630000,703028,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
61113,181,  61113/181/3,1611131813,מיסים וביטוח לאומי              ,803000,748000,711204,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
61113,182,  61113/182/4,1611131824,קופות גמל והשתלמות              ,678000,584000,574482,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
61113,230,  61113/230/4,1611132304,משימה חולפת-1                   ,78000,65000,71004,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
61113,310,  61113/310/3,1611133103,שעות נוספות רשומות              ,96000,104000,65887,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
61113,412,  61113/412/8,1611134128,מיסים ואגרות                    ,3000,3000,1895,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
61113,433,  61113/433/4,1611134334,ביטוח                           ,90000,90000,80269,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
61113,461,  61113/461/8,1611134618,צרכי משרד                       ,10000,12000,2207,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
61113,463,  61113/463/1,1611134631,טלפונים                         ,20000,20000,21202,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
