,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 פרק  ,סעיף,סעיף תקציבי,שם סעיף                         ,   תקציב חדש   2011 ,תקן חדש 2011,   תקציב ישן   2010 ,תקן ישן 2010,   הוצאה בפועל 2009 ,מספר חלק,שם חלק                            ,מספר פרק,שם פרק                            ,מספר פרק משנה,שם פרק משנה                       ,מספר פרק עזר,שם פרק עזר                        ,מספר פרק עזר משנה,שם פרק עזר משנה                   
28300,420,28300/420/3,דמי בדיקת דגים                  ,"  1,400,000 ",0,"  1,100,000 ",0,"  2,222,636 ",2,תקבולים משרותים מקומיים           ,28,פקוח עירוני                       ,283,הכנסות משרותים וטרינריים          ,2830,הכנסות משרותים וטרינריים          ,28300,הכנסות משרותים וטרינריים          
28300,441,28300/441/8,השת' מש מ בהוצ' וטרינר-סעיף שאינ,"  70,000 ",0,  -   ,0,"  72,000 ",2,תקבולים משרותים מקומיים           ,28,פקוח עירוני                       ,283,הכנסות משרותים וטרינריים          ,2830,הכנסות משרותים וטרינריים          ,28300,הכנסות משרותים וטרינריים          
28300,610,28300/610/7,אגרת שחיטת עופות                ,  -   ,0,  -   ,0,"  46,098 ",2,תקבולים משרותים מקומיים           ,28,פקוח עירוני                       ,283,הכנסות משרותים וטרינריים          ,2830,הכנסות משרותים וטרינריים          ,28300,הכנסות משרותים וטרינריים          
28300,620,28300/620/9,אגרת בדיקת עופות                ,"  3,000,000 ",0,"  2,800,000 ",0,"  2,951,657 ",2,תקבולים משרותים מקומיים           ,28,פקוח עירוני                       ,283,הכנסות משרותים וטרינריים          ,2830,הכנסות משרותים וטרינריים          ,28300,הכנסות משרותים וטרינריים          
,,,,"  26,430,000 ",0,"  25,160,000 ",0,"  29,070,342 ",,,"28 סה""כ",,,,,,,
29000,411,29000/411/7,דמי היתר- כסאות מרגוע בחופי-ים  ,"  220,000 ",0,"  300,000 ",0,"  317,339 ",2,תקבולים משרותים מקומיים           ,29,חופי-ים ובריכות שחיה              ,290,חופי-ים ובריכות שחיה              ,2900,חופי-ים ובריכות שחיה              ,29000,חופי-ים ובריכות שחיה              
29000,416,29000/416/3,דמי כניסה-חוף הצוק              ,"  800,000 ",0,"  525,000 ",0,"  656,850 ",2,תקבולים משרותים מקומיים           ,29,חופי-ים ובריכות שחיה              ,290,חופי-ים ובריכות שחיה              ,2900,חופי-ים ובריכות שחיה              ,29000,חופי-ים ובריכות שחיה              
29000,417,29000/417/4,הכנסות מקנסות על נהיגה בחופי ים ,"  5,000 ",0,"  5,000 ",0,  650 ,2,תקבולים משרותים מקומיים           ,29,חופי-ים ובריכות שחיה              ,290,חופי-ים ובריכות שחיה              ,2900,חופי-ים ובריכות שחיה              ,29000,חופי-ים ובריכות שחיה              
29000,961,29000/961/5,השתת התמ ת-הדרכת מצילים-סעיף שאי,  -   ,0,  -   ,0,"  26,000 ",2,תקבולים משרותים מקומיים           ,29,חופי-ים ובריכות שחיה              ,290,חופי-ים ובריכות שחיה              ,2900,חופי-ים ובריכות שחיה              ,29000,חופי-ים ובריכות שחיה              
,,,,"  1,025,000 ",0,"  830,000 ",0,"  1,000,839 ",,,"29 סה""כ",,,,,,,
,,,,"  194,910,000 ",0,"  237,870,000 ",0,"  234,355,212 ","2 סה""כ",,,,,,,,,
31110,422,31110/422/4,הכנסות תמלוגים מספרים           ,"  48,000 ",0,"  50,000 ",0,  -   ,3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3111,הכנסות שונות                      ,31110,הכנסות שונות                      
31110,423,31110/423/5,החזר מהורים-ביטוח תלמידים       ,"  1,300,000 ",0,"  1,250,000 ",0,"  1,712,086 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3111,הכנסות שונות                      ,31110,הכנסות שונות                      
31110,591,31110/591/2,השתתפות מקרנות-לפרסים ומלגות    ,"  242,000 ",0,"  240,000 ",0,"  326,230 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3111,הכנסות שונות                      ,31110,הכנסות שונות                      
31110,593,31110/593/4,השתתפות מקרן מורשה              ,"  2,350,000 ",0,"  4,200,000 ",0,"  1,578,795 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3111,הכנסות שונות                      ,31110,הכנסות שונות                      
31120,921,31120/921/6,השתת' ממשלה באבטחת מוסדות חנוך  ,"  7,500,000 ",0,"  7,300,000 ",0,"  7,285,078 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3112,אבטחת מוסדות חינוך                ,31120,אבטחת מוסדות חינוך                
31120,922,31120/922/7,קציני ביטחון                    ,"  870,000 ",0,"  850,000 ",0,"  841,010 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3112,אבטחת מוסדות חינוך                ,31120,אבטחת מוסדות חינוך                
31220,921,31220/921/4,השתת' משה ח בשכר עוזרות לגננות  ,"  16,700,000 ",0,"  15,500,000 ",0,"  15,782,268 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,312,הכנסות לחינוך קדם יסודי           ,3122,גני ילדים גיל חובה                ,31220,גני ילדים גיל חובה                
31220,922,31220/922/5,השתת' משה ח באגרת חמרים         ,"  165,000 ",0,"  165,000 ",0,"  162,162 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,312,הכנסות לחינוך קדם יסודי           ,3122,גני ילדים גיל חובה                ,31220,גני ילדים גיל חובה                
31230,490,31230/490/8,שכר לימוד גנ י גיל טרום חובה    ,"  27,000,000 ",0,"  26,500,000 ",0,"  24,465,774 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,312,הכנסות לחינוך קדם יסודי           ,3123,גני ילדים למטה מגיל חובה          ,31230,גני ילדים למטה מגיל חובה          
31230,921,31230/921/1,השתת' ממשלה לגנ י גיל טרום      ,"  18,500,000 ",0,"  16,500,000 ",0,"  16,782,777 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,312,הכנסות לחינוך קדם יסודי           ,3123,גני ילדים למטה מגיל חובה          ,31230,גני ילדים למטה מגיל חובה          
31250,411,31250/411/5,הכנסות מהורים- מועדוניות גן     ,"  13,500,000 ",0,"  14,200,000 ",0,"  12,967,426 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,312,הכנסות לחינוך קדם יסודי           ,3125,מועדוניות גן וצהרונים             ,31250,מועדוניות גן וצהרונים             
31250,412,31250/412/6,החזרים מעמותות הורים- מועדוני גן,"  1,000,000 ",0,"  950,000 ",0,"  996,872 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,312,הכנסות לחינוך קדם יסודי           ,3125,מועדוניות גן וצהרונים             ,31250,מועדוניות גן וצהרונים             
31320,921,31320/921/2,שכר שרתים                       ,"  18,800,000 ",0,"  18,200,000 ",0,"  17,928,751 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3132,בתי ס יסודיים                     ,31320,בתי ס יסודיים                     
31320,922,31320/922/3,שכר מזכירות                     ,"  6,800,000 ",0,"  6,500,000 ",0,"  6,640,424 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3132,בתי ס יסודיים                     ,31320,בתי ס יסודיים                     
31320,923,31320/923/4,שכר אנשי סיוע טכני              ,"  2,500,000 ",0,"  2,200,000 ",0,"  2,244,340 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3132,בתי ס יסודיים                     ,31320,בתי ס יסודיים                     
31320,924,31320/924/5,דמי שכפול - בי ס יסודיים        ,"  600,000 ",0,"  550,000 ",0,"  588,897 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3132,בתי ס יסודיים                     ,31320,בתי ס יסודיים                     
31320,928,31320/928/9,הסעת תלמידים                    ,"  12,500,000 ",0,"  11,500,000 ",0,"  12,955,916 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3132,בתי ס יסודיים                     ,31320,בתי ס יסודיים                     
31320,929,31320/929/1,ליווי להסעות                    ,"  5,300,000 ",0,"  5,200,000 ",0,"  5,250,187 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3132,בתי ס יסודיים                     ,31320,בתי ס יסודיים                     
31330,431,31330/431/4,חינוך מיוחד-שכ ל תלמידי חוץ     ,"  9,000,000 ",0,"  8,000,000 ",0,"  6,869,383 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3133,חינוך מיוחד                       ,31330,חינוך מיוחד                       
31330,651,31330/651/5,השתת' עובדי הפנימיות בדיור      ,"  150,000 ",0,"  150,000 ",0,"  149,050 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3133,חינוך מיוחד                       ,31330,חינוך מיוחד                       
31330,652,31330/652/6,השתת' בשכ ד- דירת בוגרי פנימיה  ,"  50,000 ",0,"  50,000 ",0,  -   ,3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3133,חינוך מיוחד                       ,31330,חינוך מיוחד                       
31330,921,31330/921/8,שכר סייעות טפוליות              ,"  26,500,000 ",0,"  23,500,000 ",0,"  24,784,616 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3133,חינוך מיוחד                       ,31330,חינוך מיוחד                       
31330,922,31330/922/9,חינוך מיוחד-חומרים להארכת שנה ל ,"  800,000 ",0,"  700,000 ",0,"  779,806 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3133,חינוך מיוחד                       ,31330,חינוך מיוחד                       
31330,923,31330/923/1,חינוך מיוחד-החזר הוצאות מזון    ,"  1,500,000 ",0,"  1,500,000 ",0,"  1,532,242 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3133,חינוך מיוחד                       ,31330,חינוך מיוחד                       
31330,932,31330/932/2,השתתפות לפנימית גבעת הוד        ,"  40,000 ",0,"  40,000 ",0,"  52,330 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3133,חינוך מיוחד                       ,31330,חינוך מיוחד                       
31330,933,31330/933/3,השתתפות לפנימית בית הילד        ,"  50,000 ",0,"  50,000 ",0,"  129,302 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3133,חינוך מיוחד                       ,31330,חינוך מיוחד                       
31330,934,31330/934/4,השתתפות לפנימית בית הנוער       ,"  40,000 ",0,"  40,000 ",0,"  50,772 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3133,חינוך מיוחד                       ,31330,חינוך מיוחד                       
31410,411,31410/411/4,אגרת תלמידי חוץ-יסודיים         ,"  360,000 ",0,"  360,000 ",0,"  105,105 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,412,31410/412/5,שכ ל-בית ספר לאמנויות           ,"  6,900,000 ",0,"  6,700,000 ",0,"  6,936,811 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,414,31410/414/7,שכ ל-בי ס לטבע סביבה וחברה      ,"  6,500,000 ",0,"  6,300,000 ",0,"  5,739,048 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,421,31410/421/6,הכנסות מתלמידים עבור הסעות      ,"  1,100,000 ",0,"  1,100,000 ",0,"  1,343,948 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,921,31410/921/3,השת' מ. החינוך לרכישת ציוד      ,"  100,000 ",0,"  100,000 ",0,"  19,400 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,922,31410/922/4,קציני ביקור סדיר                ,"  1,000,000 ",0,"  1,000,000 ",0,"  957,006 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,923,31410/923/5,פרויקטים שונים במימון משה ח     ,"  110,000 ",0,"  90,000 ",0,"  133,778 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,924,31410/924/6,מרכז לחינוך ימי)+שרתים ומזכירות(,"  335,000 ",0,"  340,000 ",0,"  333,897 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,927,31410/927/9,השתתפות הממשלה בשכ ד-בתי ס וגנים,"  30,000 ",0,"  30,000 ",0,"  27,945 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,928,31410/928/1,השת' מ.החינוך במרכז פסגה        ,"  60,000 ",0,"  60,000 ",0,"  100,450 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,929,31410/929/2,השתת' משה ח באגרת חומרים        ,"  1,000,000 ",0,"  1,000,000 ",0,"  1,045,650 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31420,921,31420/921/9,השת' ממשלה בשכר פסיכולוגים      ,"  9,600,000 ",0,"  9,300,000 ",0,"  9,153,274 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3142,השירות הפסיכולוגי                 ,31420,השירות הפסיכולוגי                 
31420,922,31420/922/1,השת' ממשלה בפרויקטים של השפ ח   ,"  60,000 ",0,"  60,000 ",0,"  49,103 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3142,השירות הפסיכולוגי                 ,31420,השירות הפסיכולוגי                 
31420,924,31420/924/3,השת' ממשלה בהשתלמויות           ,"  340,000 ",0,"  285,000 ",0,"  290,903 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3142,השירות הפסיכולוגי                 ,31420,השירות הפסיכולוגי                 
31420,925,31420/925/4,השת' ממשלה בפרו' ואבחונים בשפ ח ,  -   ,0,  -   ,0,"  196,140 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3142,השירות הפסיכולוגי                 ,31420,השירות הפסיכולוגי                 
31420,941,31420/941/4,השתת' מ.הבריאות                 ,  -   ,0,  -   ,0,  -   ,3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3142,השירות הפסיכולוגי                 ,31420,השירות הפסיכולוגי                 
31510,421,31510/421/4,מועדוני נוער-גביה עצמית ממשתתפים,"  100,000 ",0,  -   ,0,  -   ,3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3151,מועדוני נוער                      ,31510,מועדוני נוער                      
31510,921,31510/921/1,השתתפות ממשלה לחבורות נוער      ,"  160,000 ",0,"  160,000 ",0,"  162,500 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3151,מועדוני נוער                      ,31510,מועדוני נוער                      
31510,922,31510/922/2,השתתפות ממשלה למועדוניות        ,"  1,500,000 ",0,"  1,350,000 ",0,"  1,463,225 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3151,מועדוני נוער                      ,31510,מועדוני נוער                      
31510,923,31510/923/3,פרויקט היל ה                    ,"  300,000 ",0,"  220,000 ",0,"  341,445 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3151,מועדוני נוער                      ,31510,מועדוני נוער                      
31510,924,31510/924/4,הכנסות שונות ממשה ח-ס' שאינו חוז,  -   ,0,  -   ,0,"  5,280 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3151,מועדוני נוער                      ,31510,מועדוני נוער                      
31510,925,31510/925/5,נוער עולה בסיכון                ,"  100,000 ",0,"  100,000 ",0,"  100,000 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3151,מועדוני נוער                      ,31510,מועדוני נוער                      
31510,932,31510/932/4,השת' מ.הרווחה בנוער וצעירים     ,  -   ,0,  -   ,0,"  55,616 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3151,מועדוני נוער                      ,31510,מועדוני נוער                      
31520,441,31520/441/5,מאבק בסמים-הכנסות מהרשות למלחמה ,"  100,000 ",0,"  100,000 ",0,"  100,000 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3152,שיקום נוער                        ,31520,שיקום נוער                        
31520,961,31520/961/6,השתת' משרד התמ ת למע ן          ,"  1,400,000 ",0,"  1,050,000 ",0,"  1,167,722 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3152,שיקום נוער                        ,31520,שיקום נוער                        
31520,962,31520/962/7,השתת' המשרד לעג'מי- סעיף שאינו ח,  -   ,0,  -   ,0,"  160,183 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3152,שיקום נוער                        ,31520,שיקום נוער                        
31600,210,31600/210/5,חט ב-אגרת תלמידי חוץ            ,"  130,000 ",0,"  310,000 ",0,"  392,184 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,921,31600/921/2,שכר מורים                       ,"  10,500,000 ",0,"  14,000,000 ",0,"  12,488,875 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,922,31600/922/3,שכר עובדי סיוע טכני             ,"  3,700,000 ",0,"  4,000,000 ",0,"  3,990,257 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,923,31600/923/4,שכר ספרנים                      ,"  550,000 ",0,"  600,000 ",0,"  606,854 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,924,31600/924/5,שכר שרתים                       ,"  2,400,000 ",0,"  2,500,000 ",0,"  2,390,409 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,925,31600/925/6,שכר עובדי מינהל                 ,"  3,500,000 ",0,"  3,700,000 ",0,"  3,464,715 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,926,31600/926/7,דמי שיכפול - עי ס               ,"  170,000 ",0,"  180,000 ",0,"  164,995 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,927,31600/927/8,פרויקט לימודי יהדות             ,"  700,000 ",0,"  700,000 ",0,"  693,406 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,928,31600/928/9,הכנסות שונות-חט ב               ,"  60,000 ",0,"  60,000 ",0,"  56,228 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,929,31600/929/1,השת' מ.החינוך לעולים            ,"  800,000 ",0,"  850,000 ",0,"  776,678 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31720,211,31720/211/7,אגרת תלמידי חוץ                 ,"  150,000 ",0,"  450,000 ",0,"  375,148 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,212,31720/212/8,אגרת תכניות לימוד נוספות        ,"  1,470,000 ",0,"  1,875,000 ",0,"  1,198,540 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,525,31720/525/4,החזר שכר מרשת עמל-בי ס שבח      ,"  1,700,000 ",0,  -   ,0,  -   ,3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,921,31720/921/3,שכר לימוד                       ,"  66,000,000 ",0,"  73,000,000 ",0,"  75,824,538 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,922,31720/922/4,הוראת שפות                      ,"  315,000 ",0,"  360,000 ",0,"  339,582 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,923,31720/923/5,בי ס למחוננים                   ,"  530,000 ",0,"  460,000 ",0,"  502,395 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,924,31720/924/6,תמיכה בישיבות                   ,"  110,000 ",0,"  110,000 ",0,"  154,094 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,925,31720/925/7,השתלמויות מורים                 ,"  100,000 ",0,"  100,000 ",0,"  86,341 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,926,31720/926/8,מחויבות אישית                   ,"  110,000 ",0,"  100,000 ",0,"  111,406 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,927,31720/927/9,דמי שתיה למורים                 ,"  55,000 ",0,"  55,000 ",0,"  58,679 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,928,31720/928/1,רכב מנהלים                      ,"  190,000 ",0,"  160,000 ",0,"  189,563 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,929,31720/929/2,הכנסות שונות                    ,"  100,000 ",0,"  150,000 ",0,"  74,532 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,991,31720/991/8,השת' משהב ט-פרויקט  שחק  וגלים  ,"  80,000 ",0,"  100,000 ",0,"  113,993 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31750,921,31750/921/3,השת' מ. החינוך לרכישת ציוד      ,"  50,000 ",0,"  50,000 ",0,"  534,327 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3175,בתי-ספר על-יסודיים-המשך           ,31750,בתי-ספר על-יסודיים-המשך           
31750,922,31750/922/4,השת' משה ח באחזקת בי ס רוזמצקי  ,"  2,500,000 ",0,"  2,300,000 ",0,"  2,300,000 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3175,בתי-ספר על-יסודיים-המשך           ,31750,בתי-ספר על-יסודיים-המשך           
31800,921,31800/921/7,יפו ג' דרום - ס' שאינו חוזר     ,  -   ,0,  -   ,0,"  27,374 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31800,922,31800/922/8,שכונת שפירא - ס' שאינו חוזר     ,  -   ,0,  -   ,0,"  112,000 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31800,923,31800/923/9,התקוה - ס' שאינו חוזר           ,  -   ,0,  -   ,0,"  94,739 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31800,924,31800/924/1,נוה עופר - ס' שאינו חוזר        ,  -   ,0,  -   ,0,"  35,713 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31800,926,31800/926/3,עג'מי - ס' שאינו חוזר           ,  -   ,0,  -   ,0,"  63,000 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
