,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 פרק  ,סעיף,סעיף תקציב   ,שם סעיף                         ,   תקציב חדש   2013 ,   תקציב ישן   2012 ,   הוצאה בפועל 2011 ,חלק,שם חלק                            ,פרק,שם פרק                            ,פרק משנה,שם פרק משנה                       ,פרק עזר,שם פרק עזר                        ,פרק עזר משנה,שם פרק עזר משנה                   
31110,422,  31110/422/4,הכנסות תמלוגים מספרים           ,"  25,000 ","  33,000 ","  57,316 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3111,הכנסות שונות                      ,31110,הכנסות שונות                      
31110,423,  31110/423/5,החזר מהורים-ביטוח תלמידים       ,"  1,350,000 ","  1,300,000 ","  1,487,457 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3111,הכנסות שונות                      ,31110,הכנסות שונות                      
31110,424,  31110/424/6,השתת' גורמי חוץ במימון משלחות   ,"  50,000 ","  50,000 ","  59,845 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3111,הכנסות שונות                      ,31110,הכנסות שונות                      
31110,591,  31110/591/2,השתתפות מקרנות-לפרסים ומלגות    ,"  255,000 ","  252,000 ","  261,000 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3111,הכנסות שונות                      ,31110,הכנסות שונות                      
31110,593,  31110/593/4,השתתפות מקרן מורשה-ס' שאינו חוזר,  -   ,"  1,300,000 ","  2,515,752 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3111,הכנסות שונות                      ,31110,הכנסות שונות                      
31110,741,  31110/741/7,השתתפות מפעל הפיס               ,  -   ,  -   ,"  73,526 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3111,הכנסות שונות                      ,31110,הכנסות שונות                      
31120,921,  31120/921/6,השתת' ממשלה באבטחת מוסדות חנוך  ,"  8,400,000 ","  7,800,000 ","  7,677,023 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3112,אבטחת מוסדות חינוך                ,31120,אבטחת מוסדות חינוך                
31120,922,  31120/922/7,קציני ביטחון                    ,"  1,000,000 ","  890,000 ","  906,198 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,311,מנהל החינוך                       ,3112,אבטחת מוסדות חינוך                ,31120,אבטחת מוסדות חינוך                
31220,921,  31220/921/4,השתת' משה ח בשכר עוזרות לגננות  ,"  20,500,000 ","  17,900,000 ","  18,583,912 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,312,הכנסות לחינוך קדם יסודי           ,3122,גני ילדים גיל חובה                ,31220,גני ילדים גיל חובה                
31220,922,  31220/922/5,השתת' משה ח באגרת חמרים         ,"  180,000 ","  175,000 ","  56,942 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,312,הכנסות לחינוך קדם יסודי           ,3122,גני ילדים גיל חובה                ,31220,גני ילדים גיל חובה                
31230,490,  31230/490/8,שכר לימוד גנ י גיל טרום חובה    ,  -   ,"  30,000,000 ","  29,490,959 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,312,הכנסות לחינוך קדם יסודי           ,3123,גני ילדים למטה מגיל חובה          ,31230,גני ילדים למטה מגיל חובה          
31230,921,  31230/921/1,השתת' ממשלה לגנ י גיל טרום      ,"  64,000,000 ","  19,500,000 ","  19,564,304 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,312,הכנסות לחינוך קדם יסודי           ,3123,גני ילדים למטה מגיל חובה          ,31230,גני ילדים למטה מגיל חובה          
31250,411,  31250/411/5,הכנסות מהורים- מועדוניות גן     ,"  14,200,000 ","  14,000,000 ","  12,153,897 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,312,הכנסות לחינוך קדם יסודי           ,3125,מועדוניות גן וצהרונים             ,31250,מועדוניות גן וצהרונים             
31250,412,  31250/412/6,החזרים מעמותות הורים- מועדוני גן,"  1,250,000 ","  1,250,000 ","  1,214,351 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,312,הכנסות לחינוך קדם יסודי           ,3125,מועדוניות גן וצהרונים             ,31250,מועדוניות גן וצהרונים             
31320,921,  31320/921/2,שכר שרתים                       ,"  21,000,000 ","  19,000,000 ","  20,029,267 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3132,בתי ס יסודיים                     ,31320,בתי ס יסודיים                     
31320,922,  31320/922/3,שכר מזכירות                     ,"  7,600,000 ","  7,000,000 ","  7,320,579 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3132,בתי ס יסודיים                     ,31320,בתי ס יסודיים                     
31320,923,  31320/923/4,שכר אנשי סיוע טכני              ,"  2,800,000 ","  2,550,000 ","  2,565,616 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3132,בתי ס יסודיים                     ,31320,בתי ס יסודיים                     
31320,924,  31320/924/5,דמי שכפול - בי ס יסודיים        ,"  600,000 ","  600,000 ","  592,457 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3132,בתי ס יסודיים                     ,31320,בתי ס יסודיים                     
31320,928,  31320/928/9,הסעת תלמידים                    ,"  11,500,000 ","  11,500,000 ","  10,487,817 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3132,בתי ס יסודיים                     ,31320,בתי ס יסודיים                     
31320,929,  31320/929/1,ליווי להסעות                    ,"  6,100,000 ","  5,800,000 ","  5,774,013 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3132,בתי ס יסודיים                     ,31320,בתי ס יסודיים                     
31330,431,  31330/431/4,חינוך מיוחד-שכ ל תלמידי חוץ     ,"  8,800,000 ","  8,700,000 ","  5,673,118 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3133,חינוך מיוחד                       ,31330,חינוך מיוחד                       
31330,651,  31330/651/5,השתת' עובדי הפנימיות בדיור      ,"  200,000 ","  200,000 ","  180,854 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3133,חינוך מיוחד                       ,31330,חינוך מיוחד                       
31330,652,  31330/652/6,השתת' בשכ ד- דירת בוגרי פנימיה  ,"  60,000 ","  50,000 ",  -   ,3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3133,חינוך מיוחד                       ,31330,חינוך מיוחד                       
31330,921,  31330/921/8,שכר סייעות טפוליות              ,"  32,500,000 ","  28,400,000 ","  29,859,524 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3133,חינוך מיוחד                       ,31330,חינוך מיוחד                       
31330,922,  31330/922/9,חינוך מיוחד-חומרים להארכת שנה ל ,"  800,000 ","  800,000 ","  841,609 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3133,חינוך מיוחד                       ,31330,חינוך מיוחד                       
31330,923,  31330/923/1,חינוך מיוחד-החזר הוצאות מזון    ,"  1,615,000 ","  1,550,000 ","  1,527,032 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,313,הכנסות לחנוך יסודי                ,3133,חינוך מיוחד                       ,31330,חינוך מיוחד                       
31410,411,  31410/411/4,אגרת תלמידי חוץ-יסודיים         ,"  300,000 ","  300,000 ","  302,023 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,412,  31410/412/5,שכ ל-בית ספר לאמנויות           ,"  7,500,000 ","  7,200,000 ","  7,780,955 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,414,  31410/414/7,שכ ל-בי ס לטבע סביבה וחברה      ,"  6,800,000 ","  6,900,000 ","  6,441,926 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,421,  31410/421/6,הכנסות מתלמידים עבור הסעות      ,"  1,100,000 ","  1,100,000 ","  1,122,767 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,921,  31410/921/3,השת' מ. החינוך לרכישת ציוד      ,"  100,000 ","  100,000 ","  538,851 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,922,  31410/922/4,קציני ביקור סדיר                ,"  1,250,000 ","  1,200,000 ","  1,248,392 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,923,  31410/923/5,פרויקטים שונים במימון משה ח     ,"  200,000 ","  110,000 ","  328,991 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,924,  31410/924/6,מרכז לחינוך ימי)+שרתים ומזכירות(,"  350,000 ","  330,000 ","  379,901 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,927,  31410/927/9,השתתפות הממשלה בשכ ד-בתי ס וגנים,  -   ,"  25,000 ",  -   ,3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,928,  31410/928/1,השת' מ.החינוך במרכז פסגה        ,"  50,000 ","  60,000 ","  35,129 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31410,929,  31410/929/2,השתת' משה ח באגרת חומרים        ,"  1,000,000 ","  1,200,000 ","  1,096,490 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3141,שירותים נוספים                    ,31410,שירותים נוספים                    
31420,921,  31420/921/9,השת' ממשלה בשכר פסיכולוגים      ,"  11,400,000 ","  10,800,000 ","  10,397,322 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3142,השירות הפסיכולוגי                 ,31420,השירות הפסיכולוגי                 
31420,922,  31420/922/1,השת' ממשלה בפרויקטים של השפ ח   ,"  60,000 ","  60,000 ","  32,869 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3142,השירות הפסיכולוגי                 ,31420,השירות הפסיכולוגי                 
31420,924,  31420/924/3,השת' ממשלה בהשתלמויות           ,"  300,000 ","  340,000 ","  296,573 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3142,השירות הפסיכולוגי                 ,31420,השירות הפסיכולוגי                 
31420,925,  31420/925/4,השת' ממשלה בפרו' ואבחונים בשפ ח ,  -   ,  -   ,"  102,040 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,314,שרותים נוספים במערכות החינוך      ,3142,השירות הפסיכולוגי                 ,31420,השירות הפסיכולוגי                 
31510,421,  31510/421/4,מועדוני נוער-גביה עצמית ממשתתפים,"  200,000 ","  100,000 ","  137,648 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3151,מועדוני נוער                      ,31510,מועדוני נוער                      
31510,921,  31510/921/1,השתתפות ממשלה לחבורות נוער      ,"  160,000 ","  160,000 ","  164,838 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3151,מועדוני נוער                      ,31510,מועדוני נוער                      
31510,922,  31510/922/2,השתתפות ממשלה למועדוניות        ,"  1,500,000 ","  1,500,000 ","  1,667,862 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3151,מועדוני נוער                      ,31510,מועדוני נוער                      
31510,923,  31510/923/3,פרויקט היל ה                    ,"  350,000 ","  350,000 ","  361,234 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3151,מועדוני נוער                      ,31510,מועדוני נוער                      
31510,924,  31510/924/4,הכנסות שונות ממשה ח-ס' שאינו חוז,  -   ,  -   ,"  81,606 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3151,מועדוני נוער                      ,31510,מועדוני נוער                      
31510,925,  31510/925/5,נוער עולה בסיכון                ,"  100,000 ","  100,000 ","  80,000 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3151,מועדוני נוער                      ,31510,מועדוני נוער                      
31510,932,  31510/932/4,השת' מ.הרווחה בנוער וצעירים     ,"  120,000 ","  120,000 ","  164,879 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3151,מועדוני נוער                      ,31510,מועדוני נוער                      
31520,441,  31520/441/5,מאבק בסמים-הכנסות מהרשות למלחמה ,"  150,000 ","  100,000 ","  195,000 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3152,שיקום נוער                        ,31520,שיקום נוער                        
31520,961,  31520/961/6,השתת' משרד התמ ת למע ן          ,"  1,550,000 ","  1,450,000 ","  1,615,263 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,315,הכנסות  לקידום נוער               ,3152,שיקום נוער                        ,31520,שיקום נוער                        
31600,210,  31600/210/5,חט ב-אגרת תלמידי חוץ            ,"  140,000 ","  85,000 ","  81,028 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,921,  31600/921/2,שכר מורים                       ,"  8,900,000 ","  7,500,000 ","  10,220,462 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,922,  31600/922/3,שכר עובדי סיוע טכני             ,"  4,700,000 ","  4,000,000 ","  4,453,859 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,923,  31600/923/4,שכר ספרנים                      ,"  650,000 ","  600,000 ","  678,346 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,924,  31600/924/5,שכר שרתים                       ,"  3,000,000 ","  2,700,000 ","  2,667,308 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,925,  31600/925/6,שכר עובדי מינהל                 ,"  4,350,000 ","  3,800,000 ","  3,880,969 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,926,  31600/926/7,דמי שיכפול - עי ס               ,"  180,000 ","  180,000 ","  158,939 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,927,  31600/927/8,פרויקט לימודי יהדות             ,"  600,000 ","  550,000 ","  534,260 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,928,  31600/928/9,הכנסות שונות-חט ב               ,"  160,000 ","  110,000 ","  101,914 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31600,929,  31600/929/1,השת' מ.החינוך לעולים            ,"  800,000 ","  650,000 ","  933,378 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,316,חטיבות ביניים                     ,3160,חטיבות ביניים                     ,31600,חטיבות ביניים                     
31720,211,  31720/211/7,אגרת תלמידי חוץ                 ,"  160,000 ","  160,000 ","  386,034 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,212,  31720/212/8,אגרת תכניות לימוד נוספות        ,"  1,700,000 ","  1,650,000 ","  983,437 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,525,  31720/525/4,החזר שכר מרשת עמל-בי ס שבח      ,"  1,800,000 ","  1,700,000 ","  1,835,016 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,921,  31720/921/3,שכר לימוד                       ,"  77,700,000 ","  68,300,000 ","  70,301,446 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,922,  31720/922/4,הוראת שפות                      ,"  300,000 ","  275,000 ","  306,327 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,923,  31720/923/5,בי ס למחוננים                   ,"  440,000 ","  440,000 ","  691,325 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,924,  31720/924/6,תמיכה בישיבות                   ,"  65,000 ","  110,000 ","  87,630 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,925,  31720/925/7,השתלמויות מורים                 ,"  10,000 ","  10,000 ","  33,847 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,926,  31720/926/8,מחויבות אישית                   ,"  90,000 ","  100,000 ","  89,690 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,927,  31720/927/9,דמי שתיה למורים                 ,"  55,000 ","  55,000 ","  42,960 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,928,  31720/928/1,רכב מנהלים                      ,"  175,000 ","  190,000 ","  163,005 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,929,  31720/929/2,הכנסות שונות                    ,"  425,000 ","  350,000 ","  632,323 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31720,991,  31720/991/8,השת' משהב ט-פרויקט  שחק  וגלים  ,  -   ,"  90,000 ","  48,630 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3172,בתי-ספר על-יסודיים-חלק א          ,31720,בתי-ספר על-יסודיים-חלק א          
31750,921,  31750/921/3,השת' מ. החינוך לרכישת ציוד      ,"  50,000 ","  50,000 ",  -   ,3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3175,בתי-ספר על-יסודיים-המשך           ,31750,בתי-ספר על-יסודיים-המשך           
31750,922,  31750/922/4,השת' משה ח באחזקת בי ס רוזמצקי  ,"  3,100,000 ","  2,900,000 ","  3,098,669 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,317,הכנסות לחנוך על-יסודי             ,3175,בתי-ספר על-יסודיים-המשך           ,31750,בתי-ספר על-יסודיים-המשך           
31800,921,  31800/921/7,יפו ג' דרום - ס' שאינו חוזר     ,  -   ,  -   ,"  10,399 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31800,922,  31800/922/8,שכונת שפירא - ס' שאינו חוזר     ,  -   ,  -   ,"  87,872 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31800,923,  31800/923/9,התקוה - ס' שאינו חוזר           ,  -   ,  -   ,"  80,798 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31800,924,  31800/924/1,נוה עופר - ס' שאינו חוזר        ,  -   ,  -   ,"  65,760 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31800,926,  31800/926/3,עג'מי - ס' שאינו חוזר           ,  -   ,  -   ,"  52,757 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31800,927,  31800/927/4,לב יפו - ס' שאינו חוזר          ,  -   ,  -   ,"  52,528 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31800,928,  31800/928/5,שכונת עזרא - ס' שאינו חוזר      ,  -   ,  -   ,"  9,720 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31800,929,  31800/929/6,דרום מזרח העיר- ס' שאינו חוזר   ,  -   ,  -   ,"  85,034 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31800,980,  31800/980/9,תוכנית תנופה                    ,  -   ,"  130,000 ","  42,869 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31900,441,  31900/441/3,הכנסות מהחברה למתנ סים          ,  -   ,  -   ,"  127,666 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,319,תוכניות רווחה בחינוך              ,3190,תוכניות רווחה בחינוך              ,31900,תוכניות רווחה בחינוך              
31900,921,  31900/921/5,קרית שלום - ס' שאינו חוזר       ,  -   ,  -   ,"  20,000 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,319,תוכניות רווחה בחינוך              ,3190,תוכניות רווחה בחינוך              ,31900,תוכניות רווחה בחינוך              
31900,929,  31900/929/4,השתת' משה ח לתוכנית לאומית לילדי,"  1,890,000 ","  1,890,000 ","  1,535,293 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,319,תוכניות רווחה בחינוך              ,3190,תוכניות רווחה בחינוך              ,31900,תוכניות רווחה בחינוך              
,,,,"  350,765,000 ","  312,780,000 ","  318,108,425 ",,,"31 סה""כ",,,,,,,
32210,751,  32210/751/6,השתת' הסוכנות היהודית לאולפנים  ,"  150,000 ","  150,000 ","  517,749 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3221,מרכזי השכלה                       ,32210,מרכזי השכלה                       
32210,921,  32210/921/6,השתתפות הממשלה חינוך למבוגרים   ,"  300,000 ","  300,000 ","  239,971 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3221,מרכזי השכלה                       ,32210,מרכזי השכלה                       
32210,923,  32210/923/8,השתתפות הממשלה-תרבות תורנית     ,"  100,000 ","  100,000 ","  116,825 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3221,מרכזי השכלה                       ,32210,מרכזי השכלה                       
32220,421,  32220/421/6,תרבות תורנית-הכנסות מפעילות כולל,"  100,000 ","  100,000 ","  275,255 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3222,פעולות תרבות כלליות               ,32220,פעולות תרבות כלליות               
32220,423,  32220/423/8,יד לבנים-הכנסות מפעילות         ,"  300,000 ","  300,000 ","  263,829 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3222,פעולות תרבות כלליות               ,32220,פעולות תרבות כלליות               
32220,424,  32220/424/9,יד לבנים-הכנסות מתיאטרון אנגלי  ,"  50,000 ","  50,000 ","  36,017 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3222,פעולות תרבות כלליות               ,32220,פעולות תרבות כלליות               
32220,425,  32220/425/1,מרכז עינב-הכנסות מפעולות תרבות  ,"  800,000 ","  800,000 ","  1,043,995 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3222,פעולות תרבות כלליות               ,32220,פעולות תרבות כלליות               
32220,429,  32220/429/5,הכנסות מפעולות תרבות-כללי       ,"  100,000 ","  100,000 ","  165,870 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3222,פעולות תרבות כלליות               ,32220,פעולות תרבות כלליות               
