,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
 פרק  ,פרק מתוקן,סעיף,סעיף מתוקן,סעיף נקי,סעיף תקציב   ,שם סעיף                         ,   תקציב חדש   2016 , תקן ח 2016 , כמות חדשה  ,   תקציב ישן   2015 , תקן י 2015 ,   הוצאה בפועל 2014 ,חלק,שם חלק                            ,פרק,שם פרק                            ,פרק משנה,שם פרק משנה                       ,פרק משנה מתוקן לקידוד המתאים,פרק עזר,שם פרק עזר                        ,פרק עזר משנה,שם פרק עזר משנה                   ,,,,
62210,62210,693,593,622106934,  62210/693/4,מיחשוב יחידתי                   ,26000,0,0,26000,0,24883,6,הנהלה כללית                       ,62,מינהל כספי                        ,622,אגף תקציבים וכלכלה                ,622,6221,תקציבי העיריה                     ,62210,תקציבי העיריה                     ,,,,
62210,62210,695,570,622106956,  62210/695/6,תקשורת  ציוד והתקנה             ,1000,0,0,1000,0,-614,6,הנהלה כללית                       ,62,מינהל כספי                        ,622,אגף תקציבים וכלכלה                ,622,6221,תקציבי העיריה                     ,62210,תקציבי העיריה                     ,,,,
62210,62210,751,751,622107516,  62210/751/6,הדפסת והפקת ספרי תקציב ודוחות   ,55000,0,0,55000,0,66434,6,הנהלה כללית                       ,62,מינהל כספי                        ,622,אגף תקציבים וכלכלה                ,622,6221,תקציבי העיריה                     ,62210,תקציבי העיריה                     ,,,,
62210,62210,752,752,622107527,  62210/752/7,ייעוץ מקצועי                    ,470000,0,0,520000,0,471055,6,הנהלה כללית                       ,62,מינהל כספי                        ,622,אגף תקציבים וכלכלה                ,622,6221,תקציבי העיריה                     ,62210,תקציבי העיריה                     ,,,,
62210,62210,932,932,622109329,  62210/932/9,ציוד וריהוט משרדי               ,20000,0,0,20000,0,12601,6,הנהלה כללית                       ,62,מינהל כספי                        ,622,אגף תקציבים וכלכלה                ,622,6221,תקציבי העיריה                     ,62210,תקציבי העיריה                     ,,,,
62230,62230,110,110,622301109,  62230/110/9,משכורת כוללת                    ,536000,4,0,576000,4,418849,6,הנהלה כללית                       ,62,מינהל כספי                        ,622,אגף תקציבים וכלכלה                ,622,6223,פקוח על בצוע תקציב הפיתוח         ,62230,פקוח על בצוע תקציב הפיתוח         ,,,,
62230,62230,124,124,622301246,  62230/124/6,החזר הוצאות                     ,17000,0,0,23000,0,16791,6,הנהלה כללית                       ,62,מינהל כספי                        ,622,אגף תקציבים וכלכלה                ,622,6223,פקוח על בצוע תקציב הפיתוח         ,62230,פקוח על בצוע תקציב הפיתוח         ,,,,
62230,62230,126,126,622301268,  62230/126/8,הבראה                           ,25000,0,0,23000,0,16375,6,הנהלה כללית                       ,62,מינהל כספי                        ,622,אגף תקציבים וכלכלה                ,622,6223,פקוח על בצוע תקציב הפיתוח         ,62230,פקוח על בצוע תקציב הפיתוח         ,,,,
62230,62230,127,127,622301279,  62230/127/9,השתתפות באחזקת רכב - 3          ,102000,0,3,115000,0,86578,6,הנהלה כללית                       ,62,מינהל כספי                        ,622,אגף תקציבים וכלכלה                ,622,6223,פקוח על בצוע תקציב הפיתוח         ,62230,פקוח על בצוע תקציב הפיתוח         ,,,,
62230,62230,130,130,622301304,  62230/130/4,תשלומים מיוחדים                 ,41000,0,0,86000,0,55261,6,הנהלה כללית                       ,62,מינהל כספי                        ,622,אגף תקציבים וכלכלה                ,622,6223,פקוח על בצוע תקציב הפיתוח         ,62230,פקוח על בצוע תקציב הפיתוח         ,,,,
62230,62230,181,181,622301816,  62230/181/6,מיסים וביטוח לאומי              ,94000,0,0,108000,0,76400,6,הנהלה כללית                       ,62,מינהל כספי                        ,622,אגף תקציבים וכלכלה                ,622,6223,פקוח על בצוע תקציב הפיתוח         ,62230,פקוח על בצוע תקציב הפיתוח         ,,,,
62230,62230,182,182,622301827,  62230/182/7,קופות גמל והשתלמות              ,104000,0,0,79000,0,56353,6,הנהלה כללית                       ,62,מינהל כספי                        ,622,אגף תקציבים וכלכלה                ,622,6223,פקוח על בצוע תקציב הפיתוח         ,62230,פקוח על בצוע תקציב הפיתוח         ,,,,
62331,62331,110,110,623311103,  62331/110/3,משכורת כוללת                    ,3523000,37,0,3689000,38,3578146,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,124,124,623311249,  62331/124/9,החזר הוצאות                     ,203000,0,0,286000,0,280721,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,126,126,623311262,  62331/126/2,הבראה                           ,203000,0,0,209000,0,207433,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,127,127,623311273,  62331/127/3,השתתפות באחזקת רכב - 37         ,841000,0,37,889000,0,881347,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,130,130,623311307,  62331/130/7,תשלומים מיוחדים                 ,769000,0,0,800000,0,783037,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,181,181,623311819,  62331/181/9,מיסים וביטוח לאומי              ,1170000,0,0,1203000,0,882785,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,182,182,623311821,  62331/182/1,קופות גמל והשתלמות              ,1024000,0,0,1078000,0,1029134,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,230,230,623312301,  62331/230/1,משימה חולפת-8                   ,548000,0,8,528000,0,571280,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,310,310,623313109,  62331/310/9,שעות נוספות רשומות              ,2503000,0,0,2454000,0,2221791,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,340,340,623313406,  62331/340/6,שעות נוספות מיוחדות             ,345000,0,0,338000,0,296468,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,411,411,623314114,  62331/411/4,שכר דירה                        ,2120000,0,0,2000000,0,1947673,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,412,412,623314125,  62331/412/5,מיסים ואגרות                    ,1000,0,0,1000,0,690,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,431,431,623314318,  62331/431/8,מים                             ,5000,0,0,5000,0,0,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,433,433,623314331,  62331/433/1,ביטוח                           ,1090000,0,0,1100000,0,967000,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,434,434,623314342,  62331/434/2,תקוני מבנים  מתקנים ואינונטר    ,35000,0,0,35000,0,19785,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,435,435,623314353,  62331/435/3,חשמל ואנרגיה                    ,102000,0,0,62000,0,105823,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,436,436,623314364,  62331/436/4,נקיון                           ,105000,0,0,105000,0,103069,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,439,439,623314397,  62331/439/7,אחזקת בניני העיריה-השתתפות      ,5353000,0,0,5218000,0,4805413,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,461,461,623314615,  62331/461/5,צורכי משרד                      ,537000,0,0,743000,0,723055,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,462,462,623314626,  62331/462/6,ספרים ועתונים                   ,3000,0,0,3000,0,2867,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,464,464,623314648,  62331/464/8,דאר                             ,4473000,0,0,4654000,0,3697188,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,510,510,623315106,  62331/510/6,נסיעות  ואש ל                   ,12000,0,0,12000,0,11580,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,521,521,623315219,  62331/521/9,הדרכה וכנסים                    ,172000,0,0,168000,0,169247,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,522,522,623315221,  62331/522/1,גיבוש יחידתי                    ,65000,0,0,65000,0,87454,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,531,531,623315312,  62331/531/2,אחזקת רכב                       ,60000,0,0,60000,0,35205,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,532,532,623315323,  62331/532/3,ביטוח רכב                       ,173000,0,0,182000,0,167960,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,533,533,623315334,  62331/533/4,שכירת רכב ורכב עירוני           ,74000,0,0,44000,0,35926,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,534,534,623315345,  62331/534/5,דלק ושמן                        ,78000,0,0,108000,0,47241,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,541,541,623315414,  62331/541/4,החזקת מכשירי קשר וסלולר         ,152000,0,0,152000,0,174927,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,610,511,623316109,  62331/610/9,כיבודים                         ,99000,0,0,99000,0,110122,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,621,581,623316213,  62331/621/3,הוצאות משפטיות - שכ ט           ,1440000,0,0,1840000,0,1617550,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,622,581,623316224,  62331/622/4,הוצאות משפטיות שכ ט קבוע        ,422000,0,0,0,0,0,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,623,581,623316235,  62331/623/5,הוצ משפטיות-החזר הוצ לכינוס     ,400000,0,0,0,0,0,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,670,580,623316703,  62331/670/3,סעיף שאינו חוזר                 ,0,0,0,541000,0,629828,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,680,580,623316805,  62331/680/5,הוצאות מיוחדות                  ,44000,0,0,44000,0,32462,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,691,570,623316918,  62331/691/8,מערכות מידע ומחשוב              ,20280000,0,0,19660000,0,19088970,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,693,593,623316931,  62331/693/1,מיחשוב יחידתי                   ,416000,0,0,416000,0,374572,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,695,570,623316953,  62331/695/3,תקשורת  ציוד והתקנה             ,5000,0,0,5000,0,-331,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,721,721,623317216,  62331/721/6,חמרי ניקוי                      ,5000,0,0,5000,0,0,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,751,751,623317513,  62331/751/3,גניזת מסמכים                    ,110000,0,0,110000,0,61484,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,753,753,623317535,  62331/753/5,משלוח אישורי טאבו               ,200000,0,0,200000,0,96723,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,754,754,623317546,  62331/754/6,שליחויות                        ,120000,0,0,120000,0,46749,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,755,755,623317557,  62331/755/7,עו ד לטיפול בתובענות            ,200000,0,0,200000,0,14490,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,756,756,623317568,  62331/756/8,אגרות להוצל פ לטיפול בתובענות   ,1000000,0,0,1000000,0,0,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,757,757,623317579,  62331/757/9,שיטור                           ,325000,0,0,325000,0,280375,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,758,758,623317581,  62331/758/1,רו ח מתמחים לוועדות וכינוסים    ,250000,0,0,0,0,0,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,781,781,623317819,  62331/781/9,זמן אוויר מסופונים              ,11000,0,0,11000,0,9600,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,782,782,623317821,  62331/782/1,סריקת מסמכים                    ,690000,0,0,824000,0,423967,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,783,783,623317832,  62331/783/2,הוצאות אחרות                    ,2000,0,0,0,0,0,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,790,790,623317901,  62331/790/1,מבצע גבייה                      ,1100000,0,0,1100000,0,0,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62331,62331,932,932,623319326,  62331/932/6,ציוד וריהוט משרדי               ,162000,0,0,162000,0,119733,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62331,הנהלה ושרותים מינהליים            ,,,,
62332,62332,110,110,623321108,  62332/110/8,משכורת כוללת                    ,2562000,28,0,2382000,28,2366397,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62332,מחלקת תכנון ובקרה                 ,,,,
62332,62332,124,124,623321245,  62332/124/5,החזר הוצאות                     ,201000,0,0,207000,0,200444,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62332,מחלקת תכנון ובקרה                 ,,,,
62332,62332,126,126,623321267,  62332/126/7,הבראה                           ,133000,0,0,131000,0,128556,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62332,מחלקת תכנון ובקרה                 ,,,,
62332,62332,127,127,623321278,  62332/127/8,השתתפות באחזקת רכב - 23         ,522000,0,23,492000,0,501673,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62332,מחלקת תכנון ובקרה                 ,,,,
62332,62332,130,130,623321303,  62332/130/3,תשלומים מיוחדים                 ,491000,0,0,459000,0,467714,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62332,מחלקת תכנון ובקרה                 ,,,,
62332,62332,181,181,623321815,  62332/181/5,מיסים וביטוח לאומי              ,511000,0,0,480000,0,497135,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62332,מחלקת תכנון ובקרה                 ,,,,
62332,62332,182,182,623321826,  62332/182/6,קופות גמל והשתלמות              ,639000,0,0,638000,0,607750,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62332,מחלקת תכנון ובקרה                 ,,,,
62332,62332,752,752,623327529,  62332/752/9,בדיקת כרטיסי ארנונה מורכבים     ,107000,0,0,107000,0,105942,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62332,מחלקת תכנון ובקרה                 ,,,,
62333,62333,110,110,623331104,  62333/110/4,משכורת כוללת                    ,4396000,58,0,4325000,58,4190433,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62333,מחלקת גביה  - מגורים              ,,,,
62333,62333,124,124,623331241,  62333/124/1,החזר הוצאות                     ,418000,0,0,388000,0,392717,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62333,מחלקת גביה  - מגורים              ,,,,
62333,62333,126,126,623331263,  62333/126/3,הבראה                           ,329000,0,0,310000,0,312820,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62333,מחלקת גביה  - מגורים              ,,,,
62333,62333,127,127,623331274,  62333/127/4,השתתפות באחזקת רכב - 65         ,1402000,0,65,1252000,0,1289746,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62333,מחלקת גביה  - מגורים              ,,,,
62333,62333,130,130,623331308,  62333/130/8,תשלומים מיוחדים                 ,1142000,0,0,1032000,0,1013962,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62333,מחלקת גביה  - מגורים              ,,,,
62333,62333,181,181,623331811,  62333/181/1,מיסים וביטוח לאומי              ,1123000,0,0,1104000,0,1048879,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62333,מחלקת גביה  - מגורים              ,,,,
62333,62333,182,182,623331822,  62333/182/2,קופות גמל והשתלמות              ,1445000,0,0,1334000,0,1295600,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62333,מחלקת גביה  - מגורים              ,,,,
62333,62333,230,230,623332302,  62333/230/2,משימות חולפות-15                ,895000,0,15,1135000,0,743492,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62333,מחלקת גביה  - מגורים              ,,,,
62333,62333,621,581,623336214,  62333/621/4,הוצאות משפטיות-אגרות            ,1680000,0,0,1680000,0,1475376,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62333,מחלקת גביה  - מגורים              ,,,,
62333,62333,752,752,623337525,  62333/752/5,חקירות ואיתור כתובות            ,4616000,0,0,5416000,0,3471726,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62333,מחלקת גביה  - מגורים              ,,,,
62333,62333,753,753,623337536,  62333/753/6,שימוש במאגרי מידע               ,940000,0,0,940000,0,595928,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62333,מחלקת גביה  - מגורים              ,,,,
62333,62333,755,755,623337558,  62333/755/8,הדפסת הודעות תשלום בשיטת המעטפות,1082000,0,0,1282000,0,924944,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62333,מחלקת גביה  - מגורים              ,,,,
62333,62333,758,758,623337582,  62333/758/2,תש' למוסדות בגין איתור ועיקול חש,6685000,0,0,6985000,0,5809086,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62333,מחלקת גביה  - מגורים              ,,,,
62333,62333,759,759,623337593,  62333/759/3,הערות אזהרה ברשם המקרקעין       ,60000,0,0,60000,0,15820,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62333,מחלקת גביה  - מגורים              ,,,,
62333,62333,783,783,623337833,  62333/783/3,מוקד בירורים וגביה באשראי       ,950000,0,0,1200000,0,804210,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62333,מחלקת גביה  - מגורים              ,,,,
62334,62334,110,110,623341109,  62334/110/9,משכורת כוללת                    ,4406000,57,0,4435000,57,4328047,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62334,מחלקת גביה - עסקים                ,,,,
62334,62334,124,124,623341246,  62334/124/6,החזר הוצאות                     ,366000,0,0,376000,0,375331,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62334,מחלקת גביה - עסקים                ,,,,
62334,62334,126,126,623341268,  62334/126/8,הבראה                           ,306000,0,0,303000,0,296607,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62334,מחלקת גביה - עסקים                ,,,,
62334,62334,127,127,623341279,  62334/127/9,השתתפות באחזקת רכב-47           ,1032000,0,47,1075000,0,1047351,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62334,מחלקת גביה - עסקים                ,,,,
62334,62334,130,130,623341304,  62334/130/4,תשלומים מיוחדים                 ,999000,0,0,998000,0,993371,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62334,מחלקת גביה - עסקים                ,,,,
62334,62334,181,181,623341816,  62334/181/6,מיסים וביטוח לאומי              ,980000,0,0,997000,0,990387,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62334,מחלקת גביה - עסקים                ,,,,
62334,62334,182,182,623341827,  62334/182/7,קופות גמל והשתלמות              ,1200000,0,0,1201000,0,1146104,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62334,מחלקת גביה - עסקים                ,,,,
62334,62334,230,230,623342307,  62334/230/7,משימות חולפות-7                 ,383000,0,7,433000,0,417825,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62334,מחלקת גביה - עסקים                ,,,,
62334,62334,610,511,623346106,  62334/610/6,כיבודים                         ,44000,0,0,44000,0,0,6,הנהלה כללית                       ,62,מינהל כספי                        ,623,הכנסות העיריה                     ,623,6233,אגף גביית ארנונה ומים             ,62334,מחלקת גביה - עסקים                ,,,,
