91303,מ.מ. חורה ,עסיבי חליל ,,, כולל קליטה ,חישוב תקציב יחסי :,מספר חודשים ,תמצית נתוני התקציב הרגיל מפורט -- דוח כספי לתקופה 2102 / 21 - 10 ,4/22/2013,11:24,,,
1.131000.990,השתת' משרד האוצר היטל השבחה ,370,370,369,1,0,,,,,,,
1.213300.940,השתתפות משרד הבריאות ,0,0,0,0,0,,,,,,,
1.225000.990,משרד התחבורה-בטיחות ,0,0,0,0,0,,,,,,,
1.225100.990,"משרד התחבורה-זה""ב ",100,100,0,100,100,,,,,,,
1.228000.990,"השתת' משרד בטחון פנים-על""א ",445,445,279,166,37,,,,,,,
1.229000.990,השתת' משרד החקלאות ,0,0,0,0,0,,,,,,,
1.244400.990,השתתפות מ.התחבורה ,0,0,0,0,0,,,,,,,
1.299000.990,השתת' ממשרד החקלאות ,0,0,0,0,0,,,,,,,
1.313202.940,השתת' מ.הבריאות-רפואת שינ ,0,0,0,0,0,,,,,,,
1.317400.990,משרד הבריאות ,250,250,245,5,2,,,,,,,
1.317907.940,השתת' חינוך מניעת סמים ואלכה,4,4,0,4,100,,,,,,,
1.322000.940,השתת' משרד המדע תרבות וספורט,0,0,0,0,0,,,,,,,
1.322001.940,"השתת' משרד המדע,תרבות וספורט",0,0,0,0,0,,,,,,,
1.328100.940,השתת' מ.חינוך רכז השכלה ק.נ,45,45,192,-147,326,,,,,,,
1.328200.940,השתת' מ.חינוך - נוער ,50,50,57,-7,14,,,,,,,
1.328300.940,השתת' משרד חינוך שונות ,0,0,0,0,0,,,,,,,
1.329300.940,השתת' מ.חינוך פ.ספורט ,190,190,206,-16,8,,,,,,,
1.329301.940,משרד המדע עיר פעילה ובריאה ,262,262,265,-3,1,,,,,,,
1.343507.990,תוכנית לאומית מ.בריאות ,167,167,0,167,100,,,,,,,
1.343901.990,"מ.יום רשויות-תמ""ת)משפחתון ",120,120,215,-95,79,,,,,,,
1.379000.990,איכות הסביבה ,50,50,156,-106,212,,,,,,,
1.470000.990,השתת' אגרת ביוב מ.מ.י ,11500,11500,20479,-8979,78,,,,,,,
1.513000.980,הוצאות אחרות ,0,0,0,0,0,,,,,,,
1.594000.990,נזקי סופה ,0,0,0,0,0,,,,,,,
. ," סה""כ תקבולים ממשלתיים אחרים",13553,13553,22463,-8910,65,,,,,,,
1.191000.910,מענק כללי לאיזון ,11250,11250,11368,-118,1,,,,,,,
1.196001.910,מענק-משמר אזרחי ,0,0,0,0,0,,,,,,,
. ," סה""כ מענק כללי לאיזון ",11250,11250,11368,-118,1,,,,,,,
1.226100.910,"משרד הפנים-מל""ח ",0,0,0,0,0,,,,,,,
1.244400.910,השתת' משרד הפנים אחזקת כבישי,0,0,0,0,0,,,,,,,
1.268000.910,"השתת' מ.הפנים - מפע""מ ",0,0,0,0,0,,,,,,,
1.324000.910,"השתת' מ.פנים מתנ""ס ",0,0,0,0,0,,,,,,,
1.353000.910,השתתפות משרד הפנים ,0,0,0,0,0,,,,,,,
. ," סה""כ מענק כללי לאיזון ",0,0,0,0,0,,,,,,,
1.192001.910,מענק רזרבת שר ,0,0,0,0,0,,,,,,,
1.192002.910,מענק שיפוי פנסיה ,20,20,12,8,40,,,,,,,
1.192003.910,מענק-שיפוי קיצוץ ,0,0,0,0,0,,,,,,,
1.192004.910,מענק-הגדלת שיעור המימוש ,0,0,291,-291,0,,,,,,,
1.192005.910,מענק מותנה בגביה ,2000,2000,2848,-848,42,,,,,,,
1.192006.910,משר הפנים מענק בחירות ,0,0,0,0,0,,,,,,,
1.192007.910,מענק חד פעמי ,0,0,0,0,0,,,,,,,
1.192008.910,"מענק שיפוי קופ""ג ",17,17,5,12,70,,,,,,,
1.192009.910,משרד הפנים תקבולים שונים ,20,20,20,0,0,,,,,,,
. ," סה""כ מענקים אחרים ",2057,2057,3176,-1119,54,,,,,,,
1.513000.510,החזר הוצאות ש.ק. ,0,0,304,-304,0,,,,,,,
1.513000.590,"החזר ב""ל-דמי פגיעה ",0,0,0,0,0,,,,,,,
1.591900.690,החזר מקרן הלואות ,0,0,0,0,0,,,,,,,
1.594000.540,החזר נזקי שריפה ,0,0,0,0,0,,,,,,,
1.594100.540,תביעות מחברת ביטוח ,0,0,0,0,0,,,,,,,
. ," סה""כ תקבולים אחרים ",0,0,304,-304,0,,,,,,,
. ," סה""כ הכנסות לפני כיסוי גרעו",77175,77175,90653,-13478,17,,,,,,,
1.594200.910,השת' מ.פניים בבחירות רשות ,0,0,0,0,0,,,,,,,
1.599100.910,מענק לכסוי גרעון ,0,0,0,0,0,,,,,,,
1.599200.910,מלווה למענק איזון ענק ,0,0,0,0,0,,,,,,,
. ," סה""כ הכנסות לפני כיסוי גרעו",0,0,0,0,0,,,,,,,
1.116000.110,ועדת הנחות חומריות ,4500,4500,5893,-1393,30,,,,,,,
. ," סה""כ הנחה בארנונה ",4500,4500,5893,-1393,30,,,,,,,
. ," סה""כ הכנסות ",81675,81675,96546,-14871,18,,,,,,,
1.611100.110,השכר הקובע ,770,770,786,-16,2,,,,,,,
1.611100.120,תוספות שאינן נכללות בש ,36,36,30,6,16,,,,,,,
1.611100.140,החזר הוצאות ,200,200,181,19,9,,,,,,,
1.611100.181,הפרשות סוציאליות ,240,240,239,1,0,,,,,,,
1.611100.182,מיסים ועלויות ,77,77,77,0,0,,,,,,,
1.612000.110,השכר הקובע ,129,129,102,27,20,,,,,,,
1.612000.120,תוספות שאינן נכללות בש ,1,1,1,0,0,,,,,,,
1.612000.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.612000.140,החזר הוצאות ,18,18,13,5,27,,,,,,,
1.612000.181,הפרשות סוציאליות ,37,37,29,8,21,,,,,,,
1.612000.182,מיסים ועלויות ,10,10,9,1,10,,,,,,,
1.613000.110,השכר הקובע ,1119,1119,1103,16,1,,,,,,,
1.613000.120,תוספות שאינן נכללות בשכר ,47,47,43,4,8,,,,,,,
1.613000.130,שעות נוספות ,38,38,38,0,0,,,,,,,
1.613000.140,החזר הוצאות ,296,296,345,-49,16,,,,,,,
1.613000.181,הפרשות סוציאליות ,289,289,296,-7,2,,,,,,,
1.613000.182,מיסים ועלויות ,112,112,116,-4,3,,,,,,,
1.613000.320,פיצויים ,0,0,0,0,0,,,,,,,
1.619000.110,השכר הקבוע-בחירות ,0,0,0,0,0,,,,,,,
1.619000.120,תוספות שאינן נכללות-בחירו ,0,0,0,0,0,,,,,,,
1.619000.140,החזר הוצאות-בחירות ,0,0,0,0,0,,,,,,,
1.619000.181,הפרשות סוציאליות-בחירות ,0,0,0,0,0,,,,,,,
1.619000.182,מיסים ועלויות-בחירות ,0,0,0,0,0,,,,,,,
1.621000.110,השכר הקובע ,440,440,337,103,23,,,,,,,
1.621000.120,תוספות שאינן נכללות בשכר ,10,10,11,-1,10,,,,,,,
1.621000.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.621000.140,החזר הוצאות ,40,40,62,-22,55,,,,,,,
1.621000.181,הפרשות סוציאליות ,70,70,100,-30,42,,,,,,,
1.621000.182,מיסים ועלויות ,37,37,31,6,16,,,,,,,
1.621000.320,פיצויים ,0,0,0,0,0,,,,,,,
1.623000.110,השכר הקובע ,214,214,236,-22,10,,,,,,,
1.623000.120,תוספות שאינן נכללות בשכר ,30,30,32,-2,6,,,,,,,
1.623000.130,שעות נוספות ,2,2,3,-1,50,,,,,,,
1.623000.140,החזר הוצאות ,77,77,84,-7,9,,,,,,,
1.623000.181,הפרשות סוציאליות ,52,52,61,-9,17,,,,,,,
1.623000.182,מיסים ועלויות ,24,24,27,-3,12,,,,,,,
1.711000.110,השכר הקובע ,286,286,279,7,2,,,,,,,
1.711000.120,תוספות שאינן נכללות בשכר ,20,20,18,2,10,,,,,,,
1.711000.130,שעות נוספות ,42,42,39,3,7,,,,,,,
1.711000.140,החזר הוצאות ,94,94,99,-5,5,,,,,,,
1.711000.181,הפרשות סוציאליות ,61,61,60,1,1,,,,,,,
1.711000.182,מיסים ועלויות ,33,33,33,0,0,,,,,,,
1.711000.320,פיצויים ,0,0,0,0,0,,,,,,,
1.714200.110,השכר הקובע ,46,46,54,-8,17,,,,,,,
1.714200.120,תוספות שאינן נכללות בשכר ,1,1,0,1,100,,,,,,,
1.714200.130,שעות נוספות ,6,6,4,2,33,,,,,,,
1.714200.140,החזר הוצאות ,5,5,8,-3,60,,,,,,,
1.714200.181,הפרשות סוציאליות ,8,8,8,0,0,,,,,,,
1.714200.182,מיסים ועלויות ,5,5,5,0,0,,,,,,,
1.721000.110,השכר הקובע ,0,0,0,0,0,,,,,,,
1.728000.110,השכר הקובע ,137,137,84,53,38,,,,,,,
1.728000.120,תוספות שאינן נכללות ב ,2,2,0,2,100,,,,,,,
1.728000.130,שעות נוספות ,4,4,0,4,100,,,,,,,
1.728000.140,החזר הוצאות ,18,18,4,14,77,,,,,,,
1.728000.181,הפרשות סוציאליות ,16,16,18,-2,12,,,,,,,
1.728000.182,מיסים ועלויות ,12,12,7,5,41,,,,,,,
1.731000.110,השכר הקובע ,496,496,537,-41,8,,,,,,,
1.731000.120,תוספות שאינן נכללות בשכר ,14,14,14,0,0,,,,,,,
1.731000.130,שעות נוספות ,5,5,18,-13,260,,,,,,,
1.731000.140,החזר הוצאות ,116,116,120,-4,3,,,,,,,
1.731000.181,הפרשות סוציאליות ,128,128,140,-12,9,,,,,,,
1.731000.182,מיסים ועלויות ,48,48,52,-4,8,,,,,,,
1.731000.320,פיצויים ,0,0,0,0,0,,,,,,,
1.741000.110,השכר הקובע ,0,0,0,0,0,,,,,,,
1.741000.120,תוספות שאינן נלולות בש ,0,0,0,0,0,,,,,,,
1.741000.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.741000.140,החזר הוצאות ,0,0,0,0,0,,,,,,,
1.741000.181,הפרשות סוציאליות ,0,0,0,0,0,,,,,,,
1.741000.182,מיסים ועלויות ,0,0,0,0,0,,,,,,,
1.741000.320,פיצויים ,0,0,0,0,0,,,,,,,
1.746000.110,השכר הקובע ,136,136,87,49,36,,,,,,,
1.746000.120,תוספות שאינן נכללות בשכר ,5,5,4,1,20,,,,,,,
1.746000.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.746000.140,החזר הוצאות ,32,32,11,21,65,,,,,,,
1.746000.181,הפרשות סוציאליות ,26,26,19,7,26,,,,,,,
1.746000.182,מיסים ועלויות ,13,13,8,5,38,,,,,,,
1.746000.320,פיצויים ,0,0,0,0,0,,,,,,,
1.823000.110,השכר הקובע ,85,85,88,-3,3,,,,,,,
1.823000.120,תוספות שאינן נכללות בשכר ,1,1,1,0,0,,,,,,,
1.823000.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.823000.140,החזר הוצאות ,0,0,0,0,0,,,,,,,
1.823000.181,הפרשות סוציאליות ,6,6,14,-8,133,,,,,,,
1.823000.182,מיסים ועלויות ,6,6,7,-1,16,,,,,,,
1.824000.110,השכר הקובע ,0,0,0,0,0,,,,,,,
1.824000.120,תוספות שאינן נכללות בש ,0,0,0,0,0,,,,,,,
1.824000.140,החזר הוצאות ,0,0,0,0,0,,,,,,,
1.824000.320,פיצויים ,0,0,0,0,0,,,,,,,
1.828100.110,השכר הקובע ,101,101,64,37,36,,,,,,,
1.828100.120,תוספות שאינן נכללות בש ,1,1,0,1,100,,,,,,,
1.828100.130,שעות נספות ,0,0,0,0,0,,,,,,,
1.828100.140,החזר הוצאות ,14,14,17,-3,21,,,,,,,
1.828100.181,הפרשות סוציאליות ,16,16,17,-1,6,,,,,,,
1.828100.182,מיסים ועלויות ,9,9,6,3,33,,,,,,,
1.828100.320,פיצויים ,0,0,0,0,0,,,,,,,
1.828200.110,השכר הקובע ,0,0,0,0,0,,,,,,,
1.828200.181,הפרשות סוציאליות ,0,0,0,0,0,,,,,,,
1.828200.182,מיסים ועלויות ,0,0,0,0,0,,,,,,,
1.828300.110,השכר הקובע ,28,28,60,-32,114,,,,,,,
1.828300.120,תוספות שאינן נכללות בשכר הקו,0,0,0,0,0,,,,,,,
1.828300.130,שעות נוספות ,0,0,9,-9,0,,,,,,,
1.828300.181,הפרשות סוציאליות ,1,1,12,-11,100,,,,,,,
1.828300.182,מסים ועלויות ,2,2,5,-3,150,,,,,,,
1.829100.110,השכר הקובע ,74,74,66,8,10,,,,,,,
1.829100.120,תוספות שאינן נכללות בשכר ,5,5,10,-5,100,,,,,,,
1.829100.130,שעות נוספות ,18,18,22,-4,22,,,,,,,
1.829100.140,החזר הוצאות ,36,36,29,7,19,,,,,,,
1.829100.181,הפרשות סוציאליות ,16,16,15,1,6,,,,,,,
1.829100.182,מיסים ועלויות ,10,10,9,1,10,,,,,,,
1.829100.320,פיצויים ,0,0,0,0,0,,,,,,,
1.829300.110,השכר הקובע ,57,57,50,7,12,,,,,,,
1.829300.120,תוספות שאינן נכללות בשכר ,0,0,0,0,0,,,,,,,
1.829300.130,שעות נוספות ,25,25,8,17,68,,,,,,,
1.829300.140,החזר הוצאות ,0,0,0,0,0,,,,,,,
1.829300.181,הפרשות סוציאליות ,2,2,9,-7,350,,,,,,,
1.829300.182,מיסים ועלויות ,6,6,5,1,16,,,,,,,
1.853000.110,השכר הקובע ,0,0,0,0,0,,,,,,,
1.853000.120,תוספות שאינן נכללות בש ,0,0,0,0,0,,,,,,,
1.853000.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.853000.140,החזר הוצאות ,0,0,0,0,0,,,,,,,
1.853000.181,הפרשות סוציאליות ,0,0,0,0,0,,,,,,,
1.853000.182,מיסים ועלויות ,0,0,0,0,0,,,,,,,
1.853000.320,פיצויים ,0,0,0,0,0,,,,,,,
1.913200.110,השכר הקובע ,236,236,233,3,1,,,,,,,
1.913200.120,תוספות שאינן נכללות בש ,16,16,14,2,12,,,,,,,
1.913200.130,שעות נוספות ,45,45,28,17,37,,,,,,,
1.913200.140,החזר הוצאות ,89,89,80,9,10,,,,,,,
1.913200.181,הפרשות סוציאליות ,56,56,52,4,7,,,,,,,
1.913200.182,מיסים ועלויות ,29,29,27,2,6,,,,,,,
1.994000.110,השכר הקובע ,32,32,13,19,59,,,,,,,
1.994000.120,תוספות שאינן נכללות בשכר ,4,4,9,-5,125,,,,,,,
1.994000.140,החזר הוצאות ,0,0,-3,3,0,,,,,,,
1.994000.181,הפרשוצ סוציאליות ,1,1,0,1,100,,,,,,,
1.994000.182,מיסים ועלויות ,12,12,26,-14,116,,,,,,,
1.994000.310,פינסיה ,370,370,322,48,12,,,,,,,
. ," סה""כ שכר כללי ",7639,7639,7445,194,2,,,,,,,
1.610000.000,מינהל כללי ,0,0,0,0,0,,,,,,,
1.611000.000,הנהלה ומועצה ,0,0,0,0,0,,,,,,,
1.611100.000,ראש הרשות המקומית וסגניו ,0,0,0,0,0,,,,,,,
1.611100.441,ביטוח ,2,2,2,0,0,,,,,,,
1.611100.511,אירוח וכיבוד ,0,0,0,0,0,,,,,,,
1.611100.514,רכישת מתנות ,0,0,0,0,0,,,,,,,
1.611100.521,השתלמויות ,7,7,7,0,0,,,,,,,
1.611100.522,ספרות מקצועית ועתונים ,0,0,0,0,0,,,,,,,
1.611100.523,דמי חבר באירגונים ,30,30,30,0,0,,,,,,,
1.611100.536,ביטוח תאונ' אישיות נבחרים ,0,0,0,0,0,,,,,,,
1.611100.540,הוצאות תקשורת ,3,3,3,0,0,,,,,,,
1.611100.550,הוצאות פרסום ,0,0,0,0,0,,,,,,,
1.611100.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
1.611100.780,הוצאות שונות ,0,0,0,0,0,,,,,,,
1.611100.810,תרומות ראש המועצה ,0,0,0,0,0,,,,,,,
1.612000.000,מבקר הרשות ,0,0,0,0,0,,,,,,,
1.612000.521,השתלמויות ,0,0,0,0,0,,,,,,,
1.612000.522,ספרות מקצועית ועתונים ,0,0,0,0,0,,,,,,,
1.612000.523,דמי חבר באירגונים ,0,0,0,0,0,,,,,,,
1.612000.930,רכישת ציוד יסודי ,0,0,0,0,0,,,,,,,
1.613000.000,מזכירות ,0,0,0,0,0,,,,,,,
1.613000.431,חשמל ,70,70,62,8,11,,,,,,,
1.613000.432,מים ,30,30,57,-27,90,,,,,,,
1.613000.433,חומרי נקיון ,0,0,0,0,0,,,,,,,
1.613000.434,שרותי נקיון ,25,25,42,-17,68,,,,,,,
1.613000.441,ביטוח ,0,0,0,0,0,,,,,,,
1.613000.450,רהוט ואחזקתו ,0,0,0,0,0,,,,,,,
1.613000.470,ציוד משרדי מתכלה ,5,5,12,-7,140,,,,,,,
1.613000.510,כיבוד ללא עודפות ,15,15,18,-3,20,,,,,,,
1.613000.511,אירוח וכיבוד ,7,7,8,-1,14,,,,,,,
1.613000.514,רכישת מתנות ,42,42,43,-1,2,,,,,,,
1.613000.521,השתלמויות - מזכירות ,10,10,18,-8,80,,,,,,,
1.613000.522,ספרות מקצועית ועותנים ,5,5,6,-1,20,,,,,,,
1.613000.523,דמי חבר באירגונים ,33,33,33,0,0,,,,,,,
1.613000.540,הוצאות תקשורת ,90,90,124,-34,37,,,,,,,
1.613000.550,הוצאות פרסום ,50,50,54,-4,8,,,,,,,
1.613000.560,הוצאות משרדיות ,0,0,0,0,0,,,,,,,
1.613000.580,הוצאות ארגוניות/אחרות ,10,10,16,-6,60,,,,,,,
1.613000.720,חומרים ,4,4,9,-5,125,,,,,,,
1.613000.730,טיוטה 06-743-12 ,0,0,0,0,0,,,,,,,
1.613000.731,דלק ושמנים ,40,40,15,25,62,,,,,,,
1.613000.732,תיקונים ,11,11,12,-1,9,,,,,,,
1.613000.733,רישוי וביטוח ,12,12,14,-2,16,,,,,,,
1.613000.743,רכישת כלים ומכשור ,0,0,0,0,0,,,,,,,
1.613000.750,עבודות קבלניות ,22,22,25,-3,13,,,,,,,
1.613000.751,שמירה בנין המועצה ,110,110,109,1,0,,,,,,,
1.613000.780,הוצאות שונות ,0,0,0,0,0,,,,,,,
1.613000.810,השתתפות ותרומות ,0,0,0,0,0,,,,,,,
1.613000.930,רכישת ציוד יסודי ,27,27,28,-1,3,,,,,,,
1.613000.970,הוצאות עודפות ,25,25,22,3,12,,,,,,,
1.614000.000,הסברה ויחסי ציבור ,0,0,0,0,0,,,,,,,
1.614000.523,דמי חבר באירגונים ,0,0,0,0,0,,,,,,,
1.615000.000,מנגנון ,0,0,0,0,0,,,,,,,
1.615000.521,השתלמויות ,0,0,0,0,0,,,,,,,
1.616000.000,"או""ש והדרכה ",0,0,0,0,0,,,,,,,
1.616000.980,הוצאות אחרות ,0,0,0,0,0,,,,,,,
1.617000.000,שרות משפטי ,0,0,0,0,0,,,,,,,
1.617000.750,עבודות קבלניות ,120,120,111,9,7,,,,,,,
1.617000.751,הוצ' מישפטיות ,150,150,132,18,12,,,,,,,
1.619000.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.621000.000,הגזברות ,0,0,0,0,0,,,,,,,
1.621000.521,השתלמויות ,5,5,5,0,0,,,,,,,
1.621000.522,ספרות מקצועית ועותנים ,0,0,0,0,0,,,,,,,
1.621000.523,דמי חבר באירגונים ,2,2,2,0,0,,,,,,,
1.621000.540,הוצאות תקשורת ,1,1,0,0,0,,,,,,,
1.621000.560,הוצאות משרדיות ,0,0,0,0,0,,,,,,,
1.621000.743,רכישת כלים ומכשור ,0,0,0,0,0,,,,,,,
1.621000.750,עבודות קבלניות ,70,70,72,-2,2,,,,,,,
1.621000.780,הוצאות שונות ,0,0,0,0,0,,,,,,,
1.621000.930,רכישת ציוד יסודי ,0,0,0,0,0,,,,,,,
1.621300.000,הנהלת חשבונות ,0,0,0,0,0,,,,,,,
1.621300.521,השתלמויות ,0,0,0,0,0,,,,,,,
1.621300.580,הוצאות אורגניות/אחרות ,0,0,0,0,0,,,,,,,
1.621300.750,עבודות קבלניות ,590,590,605,-15,2,,,,,,,
1.621700.570,מיכון ועיבוד ניתונים ,230,230,239,-9,3,,,,,,,
1.623000.000,שומה וגביה ,0,0,0,0,0,,,,,,,
1.623000.521,השתלמויות ,5,5,5,0,0,,,,,,,
1.623000.540,הוצאות תקשורת ,1,1,1,0,0,,,,,,,
1.623000.580,הוצאות אורגניות/אחרות ,0,0,0,0,0,,,,,,,
1.623000.750,עבודות קבלניות ,250,250,273,-23,9,,,,,,,
1.623000.930,רכישת ציוד יסודי ,0,0,0,0,0,,,,,,,
1.623100.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.631000.000,הוצאות מימון ,0,0,0,0,0,,,,,,,
1.632000.000,הוצאות מימון ,0,0,0,0,0,,,,,,,
1.640000.000,פרעון מלוות ,0,0,0,0,0,,,,,,,
1.648100.000,פרעון מלוות אחר ,0,0,0,0,0,,,,,,,
1.649100.000,פרעון מלוות מים וביוב ,0,0,0,0,0,,,,,,,
1.711000.000,תברואה ,0,0,0,0,0,,,,,,,
1.711000.521,השתלמויות ,7,7,7,0,0,,,,,,,
1.711000.523,דמי חבר באירגונים ,0,0,0,0,0,,,,,,,
1.711000.540,הוצאות תקשורת ,0,0,0,0,0,,,,,,,
1.711000.560,הוצאות משרדיות ,0,0,0,0,0,,,,,,,
1.711000.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
1.711000.700,רכב מיול ,0,0,0,0,0,,,,,,,
1.711000.720,חומרים-תברואה ,50,50,51,-1,2,,,,,,,
1.711000.730,רכב מיול 42-816-27 ,0,0,0,0,0,,,,,,,
1.711000.731,דלק ושמנים ,15,15,17,-2,13,,,,,,,
1.711000.732,תיקונים ,4,4,3,1,25,,,,,,,
1.711000.733,רישוי וביטוח ,3,3,3,0,0,,,,,,,
1.711000.743,רכישת כלים ומכשור ,4,4,4,0,0,,,,,,,
1.711000.750,עבודות קבלניות ,190,190,255,-65,34,,,,,,,
1.711000.930,רכישת ציוד יסודי ,5,5,5,0,0,,,,,,,
1.712200.000,ניקוי רחובות ,0,0,0,0,0,,,,,,,
1.712200.720,חומרים ,0,0,0,0,0,,,,,,,
1.712200.730,מחפרון B.C.J ,0,0,0,0,0,,,,,,,
1.712200.731,דלק ושמנים בובקט ,60,60,58,2,3,,,,,,,
1.712200.732,תיקונים בובקט ,30,30,34,-4,13,,,,,,,
1.712200.733,רישוי וביטוח-בובקט ,5,5,8,-3,60,,,,,,,
1.712200.743,רכישת כלים ומכשור ,0,0,0,0,0,,,,,,,
1.712200.750,עבודות קבלניות ,275,275,254,21,7,,,,,,,
1.712200.930,רכישת ציוד יסודי ,0,0,0,0,0,,,,,,,
1.712300.000,אסוף וביעור אשפה ,0,0,0,0,0,,,,,,,
1.712300.720,חומרים ,0,0,0,0,0,,,,,,,
1.712300.750,עבודות קבלניות ,1420,1420,1409,11,0,,,,,,,
1.713000.000,פקוח תברואי ,0,0,0,0,0,,,,,,,
1.713100.000,מינהל פיקוח תברואי ,0,0,0,0,0,,,,,,,
1.714200.523,דמי חבר באירגונים ,0,0,0,0,0,,,,,,,
1.714200.720,חומרים ,0,0,0,0,0,,,,,,,
1.714200.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.714300.000,מלחמה בכלבת ,0,0,0,0,0,,,,,,,
1.714300.720,חומרים ,20,20,21,-1,5,,,,,,,
1.715000.000,תברואה מונעת ,0,0,0,0,0,,,,,,,
1.715100.000,מינהל תברואה מונעת ,0,0,0,0,0,,,,,,,
1.715200.720,חומרים ,0,0,0,0,0,,,,,,,
1.715200.743,רכישת כלים ומכשור ,0,0,0,0,0,,,,,,,
1.715200.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.715300.000,הדברת מזיקים ,0,0,0,0,0,,,,,,,
1.715300.521,השתלמויות ,0,0,0,0,0,,,,,,,
1.715300.720,חומרים ,20,20,21,-1,5,,,,,,,
1.715300.743,רכישת כלים ומכשור ,0,0,0,0,0,,,,,,,
1.715300.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.721000.521,השתלמויות ,0,0,0,0,0,,,,,,,
1.721000.523,דמי חבר בארגונים ,0,0,0,0,0,,,,,,,
1.721000.750,עבודות קבלניות ,0,0,12,-12,0,,,,,,,
1.722000.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.723000.830,"השתת' הבג""א ",53,53,54,-1,1,,,,,,,
1.724000.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
1.724000.830,השתת' באיגוד ערים ,272,272,271,1,0,,,,,,,
1.725000.930,רכישת ציוד יסודי ,0,0,0,0,0,,,,,,,
1.725100.720,"חומרים-זה""ב ",0,0,0,0,0,,,,,,,
1.725100.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.725100.930,רכישת ציוד יסודי ,0,0,0,0,0,,,,,,,
1.726100.750,משק לשעת חרום ,0,0,0,0,0,,,,,,,
1.728000.000,עיר ללא אלימות ,0,0,0,0,0,,,,,,,
1.728000.511,כיבוד-עיר ללא אלימות ,0,0,0,0,0,,,,,,,
1.728000.550,הוצאות פרסום-עיר ללא אלימות ,0,0,0,0,0,,,,,,,
1.728000.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
1.728000.750,עבודות קבלניות-עיר ללא אלימו,130,130,124,6,4,,,,,,,
1.728000.751,עבודות קבלניות -הפעלה ,100,100,0,100,100,,,,,,,
1.728000.752,עבודות קבלניות-מלחמה בסמים ,0,0,23,-23,0,,,,,,,
1.728000.810,חוגי העשרה-עיר ללא אלימות ,0,0,0,0,0,,,,,,,
1.730000.000,תכנון ובנין עיר ,0,0,0,0,0,,,,,,,
1.731000.000,משרד מהנדס הרשות ,0,0,0,0,0,,,,,,,
1.731000.441,ביטוח ,0,0,0,0,0,,,,,,,
1.731000.521,השתלמויות ,4,4,4,0,0,,,,,,,
1.731000.522,ספרות מקצועית ועותנים ,0,0,0,0,0,,,,,,,
1.731000.523,דמי חבר באירגונים ,3,3,3,0,0,,,,,,,
1.731000.540,הוצאות תקשורת ,0,0,0,0,0,,,,,,,
1.731000.550,הוצאות פרסום ,2,2,1,1,50,,,,,,,
1.731000.560,הוצאות משרדיות ,0,0,0,0,0,,,,,,,
1.731000.750,עבודות קבלניות ,250,250,295,-45,18,,,,,,,
1.731000.751,"שכ""ט מהנדס ",0,0,0,0,0,,,,,,,
1.731000.930,רכישת ציוד יסודי ,5,5,5,0,0,,,,,,,
1.732100.000,תכנון כללי ,0,0,0,0,0,,,,,,,
1.732100.560,הוצאות משרדיות ,0,0,0,0,0,,,,,,,
1.732100.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.732200.000,תוכניות אב ,0,0,0,0,0,,,,,,,
1.732200.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.732300.000,מדידות ,0,0,0,0,0,,,,,,,
1.732300.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.733000.000,רישוי ופקוח על הבניה ,0,0,0,0,0,,,,,,,
1.733100.000,אגרות רשיונות בניה ,0,0,0,0,0,,,,,,,
1.733400.760,ועדה לתכנון בניה שמעונים ,586,586,295,291,49,,,,,,,
1.734000.000,מדידות ,0,0,0,0,0,,,,,,,
1.735000.000,תכנית אב ,0,0,0,0,0,,,,,,,
1.740000.000,נכסים צבוריים-ש.פ.ה ,0,0,0,0,0,,,,,,,
1.741000.000,מינהל נכסים ציבוריים ,0,0,0,0,0,,,,,,,
1.741000.470,ציוד משרדי מתכלה ,0,0,0,0,0,,,,,,,
1.741000.521,השתלמויות ,0,0,0,0,0,,,,,,,
1.741000.523,דמי חבר באירגונים ,0,0,0,0,0,,,,,,,
1.741000.540,הוצאות תקשורת ,0,0,0,0,0,,,,,,,
1.741000.720,חומרים ,0,0,0,0,0,,,,,,,
1.741000.743,רכישת כלים ומכשור ,0,0,0,0,0,,,,,,,
1.741000.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
