410927,315,1,עמיחי חומרים,"-6,900","-2,100","-7,700"
410928,315,1,עמיחי יהדות,"-108,400",,"-89,000"
410929,315,1,עמיחי,"-181,700","-59,200","-156,300"
500220,315,1,אג' תלמידי חוץ,"-133,500","-100,400","-175,600"
500920,315,1,אורט מחוננים,"-7,100","-48,300","-9,400"
500923,315,1,הרשאות,,,
510220,315,1,ויצו ת חוץ,"-61,500","-45,700","-79,000"
510923,315,1,ויצו,,,
520923,315,1,נעמת,,,
600920,315,1,מדעים,,,
600924,315,1,מדעים,-200,,
600926,315,1,מדעים,-400,,
600927,315,1,מדעים,"-2,000",,
600929,315,1,מדעים סל תלמיד,"-72,700",,
700220,315,1,אמית תל חוץ,"-5,300","-50,100",-900
700710,315,1,נשי מזרחי-תיכון אמי,,,
700920,315,1,נשי מזרחי תיכון אמי,,,
800220,315,1,קציר תל חוץ,"-148,900","-187,500","-181,800"
800640,315,1,שכד,"-49,000","-32,700","-65,200"
800730,315,1,"ב,לאומי קציר",,,
800761,315,1,איחוד משכורות,,,
800920,315,1,מ.החינוך קציר -שכל,"-14,302,900","-14,025,000","-15,000,000"
800921,315,1,קציר,,-900,
800922,315,1,קציר,,,
800923,315,1,קציר-הרשאות,,,
800924,315,1,אגרת שכפול,"-39,700","-42,500","-52,000"
800925,315,1,קציר,,,
800926,315,1,קציר עולים,"-2,200","-1,700",-300
800927,315,1,קציר חומרים הורים,"-85,900","-91,900","-112,100"
800928,315,1,קציר,,,
800929,315,1,"קציר חט""ב","-2,267,600","-2,173,500","-2,294,200"
900220,315,1,צביה תלמידי חוץ,"-27,400","-33,700","-27,000"
900640,315,1,"ש""ד בה""ס צביה",,,
900922,315,1,צביה,,,
900923,315,1,הכנסות ממשרד החינוך,,,
900924,315,1,אגרת שכפול,"-4,500","-5,200","-6,000"
900926,315,1,סל תלמיד עולה אתיופיה,-300,-500,-500
900927,315,1,מ החינוך חומרים,"-11,100","-12,600","-14,500"
900928,315,1,יהדות-צביה,"-145,700","-218,000","-106,900"
900929,315,1,חינוך-צביה חטב,"-445,400","-440,400","-443,400"
,"315 סה""כ",,,"-35,586,300","-35,060,300","-37,420,100"
700640,316,1,אשכולות - שכד,,,
700920,316,1,אשכולות פייס,"-372,800","-349,800","-370,400"
700923,316,1,הרשאות מ. הפייס,,,
,"316 סה""כ",,,"-372,800","-349,800","-370,400"
100440,317,1,הכנסות מוסדות חינוך,,,
100920,317,1,מ החינוך שמירה ביס,"-341,400","-323,200","-340,100"
100921,317,1,בית שלמה שמירה,"-90,500","-84,800","-90,000"
100922,317,1,אגרת כלי ירי,,"-15,800",
100990,317,1,משטרת ישראל שמירה ב,"-1,684,800","-1,900,000","-1,900,000"
200440,317,1,מרכזיה פדגוגית,,,
200920,317,1,"מרפ""ד -משרד החינוך",,,
200923,317,1,"מרפ""ד -הרשאות מ.חינוך",,,
300440,317,1,הכנסות המכון הפסכול,"-95,100","-40,000","-95,500"
300441,317,1,עמותה ילדים בסיכון,"-48,800","-67,100","-28,300"
300442,317,1,פאקט,,,
300920,317,1,מ.חינוך בשירות פס,"-2,380,500","-2,278,000","-2,352,700"
300921,317,1,שפי הדרכה,"-113,300","-81,200","-116,900"
300922,317,1,איבחונים שרות פסיכולוגי,"-40,600","-37,700","-54,000"
300924,317,1,הכנסות מתוכנית מניעת או,"-10,000",,
500220,317,1,ביטוח תלמידים,,,
600450,317,1,תוכנית חומש,,,
600490,317,1,הכנסות,"-20,100","-18,700","-17,500"
600920,317,1,מ.החינוך-רווחה חינוך,"-1,017,500","-93,600","-1,569,000"
600921,317,1,חונכות חריגה,,,
600923,317,1,מ. החינוך רווחה,,,
700920,317,1,"מ.החינוך קב""סים","-552,300","-487,100","-513,300"
700921,317,1,מניעת נשירה,"-33,200","-54,000","-31,800"
800450,317,1,תוכנית חומש הורים,,,
800490,317,1,דמי הסעת תלמידים,"-253,300","-296,800","-253,600"
800711,317,1,הסעות תלמידי הילה,"-3,700",,"-4,900"
800920,317,1,חינוך הסעות,"60,900","-123,400","-81,000"
800921,317,1,הסעות ח.מיוחד,"-2,730,000","-2,966,000","-2,960,000"
800922,317,1,הסעות-מלווים,"-1,959,300","-2,469,900","-2,400,000"
800923,317,1,הסעות_נט,"-1,111,200","-1,046,300","-1,000,000"
,"317 סה""כ",,,"-12,424,700","-12,383,600","-13,808,600"
410,318,1,גביה מתלמידי,,,
640,318,1,קמפוס שכד,,"-1,500",
920,318,1,מ.חינוך-בהנחלת הלש,,"-6,100",
921,318,1,תהילה מ. חינוך,,,
923,318,1,השתת מ.החינוך פ.מובטלים,,,
930,318,1,ח.מבוגרים-עבודה,,,
990,318,1,אגודה לקידום החינוך,"-191,600",,"-81,300"
100410,318,1,הכנסות תהילה,,,
,"318 סה""כ",,,"-191,600","-7,600","-81,300"
490,322,1,יום ירושלים,,,
640,322,1,הכנסות שכר דירה בית האו,"18,400",,"-24,500"
920,322,1,הכנסות משרד החינוך,,,
100410,322,1,הכנסות רהע,,,
,"322 סה""כ",,,"18,400",0,"-24,500"
440,324,1,רשת המתנסים הארצית,"-15,000",,"-20,000"
920,324,1,רשת המתנסים -מ.החי,"-74,000",,"-98,500"
930,324,1,הכנסות מ. החינוך,,,
990,324,1,"רשת מתנ""סים-מ.לבטחון פנ",,,
,"324 סה""כ",,,"-89,000",0,"-118,500"
100410,325,1,קונסרבטוריון,"-81,300","-113,300","-92,000"
400490,325,1,הדרי רון,,,
,"325 סה""כ",,,"-81,300","-113,300","-92,000"
490,326,1,הכנסות מארועים,,,
100540,326,1,ביטוח,,,
400490,326,1,הכנסות יד לבנים,,,
500640,326,1,בית תרבות שכד,,,
500920,326,1,מ. החינוך   קתדרה עממית,,,
600920,326,1,"מ. החינוך בה""ס להורים",,,
,"326 סה""כ",,,0,0,0
410,327,1,הכנסות תרבות תורנית,"-9,000","-30,300","-12,000"
920,327,1,מ.החינוך-תרבות תו,"-55,500",,
,"327 סה""כ",,,"-64,500","-30,300","-12,000"
200920,328,1,הכנסות מ חינוך,"-35,000","-63,300",
,"328 סה""כ",,,"-35,000","-63,300",0
300420,329,1,חוגי ספורט,"-1,900","-18,800","-2,600"
300640,329,1,שכירות ספורט,"-2,400","-6,400","-3,100"
300920,329,1,מ. החינוך -ספורט,,,
300921,329,1,חינוך-שכר מדרכים,,"-2,300",
300923,329,1,הרשאות משרד החינוך,,,
300990,329,1,הכנסות משרד המדע וספורט,"-195,300","-141,300","-160,000"
710640,329,1,שזר-שכד,,,
,"329 סה""כ",,,"-199,600","-168,800","-165,700"
790,337,1,פרויקט סמים,"-209,500","-373,600","-272,700"
,"337 סה""כ",,,"-209,500","-373,600","-272,700"
1410,341,1,שכר עובדי מחלקה,,,
1760,341,1,שכר עובדי מחלקה,,,
1930,341,1,שכר עובדי המחלקה,"-6,255,100","-6,727,700","-7,479,500"
4930,341,1,"כ""א לחינוך המיוחד","-107,200","-102,700","-115,900"
5930,341,1,הוצאות מנהליות,"-1,900",,"-2,500"
6410,341,1,הכנסות ממשרד השיכון גיש,"-7,100",,
6930,341,1,פעולות אירגוניות,"-85,000","-75,000",
6970,341,1,משרד הבטחון עתידים,,,
7930,341,1,עוסים משטרה,"-40,500","-38,900","-44,900"
,"341 סה""כ",,,"-6,496,800","-6,944,300","-7,642,800"
201930,342,1,טיפול אלכוהוליסטים,"-75,300","-78,700","-83,100"
202410,342,1,משפחות במצוקה,"-4,300","-2,300","-3,800"
202930,342,1,משפחות במצוקה בקהילה,"-198,300","-294,100","-218,100"
203930,342,1,קייטנות לאמהות,,,
205930,342,1,טיפול בדרי רחוב,,,
206930,342,1,דרי רחוב,"10,900","-54,400","-20,900"
207930,342,1,סיוע למשפחות עם ילדים,"-172,200","-210,900","-209,200"
208930,342,1,צרכים ברשויות קולטות,,,
402930,342,1,מרכזי טיפול באלימות,,,
402931,342,1,מרכזי טיפול באלימות,,,
403930,342,1,טיפול באלימות-פרוייקט,"-161,400","-125,100","-174,300"
403931,342,1,מרכז טיפול באלימות,"-155,100","-172,600","-184,000"
404930,342,1,פרוייקט ילדי גירושין,,,
406930,342,1,הכגסות דירות קלט,,,
407410,342,1,סדנאות למשפחה,,,
407930,342,1,סדנאות למשפחה,,,
408930,342,1,בית נועם,"-12,800",,"-23,000"
409930,342,1,תחנות לטיפול במשפחה,"-36,300","-42,700","-40,000"
,"342 סה""כ",,,"-804,800","-980,800","-956,400"
500930,343,1,משפחתונים,,,
501930,343,1,רכזות משפחתונים,,,
501990,343,1,הכנסות מ התעשיה והמסחר,"-87,600","-127,700","-91,000"
503410,343,1,טיפול בילד בקהילה,"-5,800","-2,100","-5,500"
503930,343,1,טיפול בילד בקהילה,"-225,600","-365,400","-667,500"
504920,343,1,מועדוניות משותפות,,,
504930,343,1,מועדוניות משותפות,"-284,500","-336,200","-313,600"
505930,343,1,טיפול בילד בקהילה-פרויק,,,
506930,343,1,טיפול בילדים בסיכון,,,
507930,343,1,יצירת קשר הורים,"-45,500","-57,900","-48,000"
507931,343,1,קשר הורים ילדים,"-9,200","-15,700","-10,900"
508410,343,1,משפחות אומנה,,,
508930,343,1,טיפול במשפחות אומנה,"-142,900","-205,200","-163,600"
509930,343,1,טיפול בפגיעות מיניות,"-11,500","-10,600","-15,300"
510930,343,1,בדיקות פסיכולוגיות,,,
530920,343,1,מועדונית משותפת,"-670,500","-650,000","-645,000"
800410,343,1,פנימיות השתת'הורים,-400,,
801410,343,1,ילדים בפנימיות,"-65,600","-102,600","-65,600"
801930,343,1,אחזקת ילדים בפנימיות,"-4,441,600","-5,906,900","-5,769,800"
802930,343,1,עם הפנים לקהילה,"-412,000","-579,400","-438,600"
901930,343,1,ילדים במעונות יום,"-1,867,400","-2,107,800","-2,211,600"
901931,343,1,ילדים במעונות יום,"-1,500","-26,500","-2,000"
901990,343,1,הכנסות ממ התעשיה והמסחר,"-404,600","-476,600","-488,800"
902930,343,1,מעונות יום-ילדים בסיכון,,,
,"343 סה""כ",,,"-8,676,200","-10,970,600","-10,936,800"
301410,344,1,אחזקת קשישים,"-742,700","-777,700","-769,100"
301930,344,1,אחזקת זקנים במוסדות,"-2,299,800","-2,333,100","-2,227,800"
302410,344,1,נופשון,"-6,500","-11,500","-8,600"
302930,344,1,נופשון לזקנים,"-12,200","-13,100","-14,700"
400490,344,1,ארוחות לקשישים,,,
401930,344,1,חסידי אומות העולם,,,
402930,344,1,מועדונים לזקנים,"-76,900","-81,800","-83,900"
403410,344,1,טיפול בזקן בקהילה עצמיו,"-13,600","-14,500","-14,600"
403930,344,1,טיפול בזקן בקהילה,"-151,200","-197,000","-197,300"
404930,344,1,דיור מוגן לקשישים,,,
405930,344,1,מרכזי ועדות חוק סיעוד,"-476,500","-370,200","-295,000"
406930,344,1,טיפול שיניים  לזקנים,"-4,800","-42,200","-6,400"
407930,344,1,שכונה תומכת,"-60,100","-81,200","-80,000"
408930,344,1,השתתפות בפעילות קשישים,"-35,400","-27,300","-39,000"
409930,344,1,שכונה תומכת,"-30,600","-30,100","-39,000"
410930,344,1,שרותים לניצולי שואה,"-11,400",,"-15,100"
501410,344,1,מרכז יום לקשיש,"-71,400","-83,200","-55,500"
501930,344,1,מסגרות יומיות לזקן,"-250,900","-249,100","-271,900"
,"344 סה""כ",,,"-4,244,000","-4,312,000","-4,117,900"
101410,345,1,סידור מפגרים במוסדות,"-115,700","-104,100","-118,700"
101930,345,1,סידור מפגרים במוסדות,"-9,596,200","-9,975,200","-10,388,800"
102930,345,1,מפגרים במוסד ממשלתי,"-2,231,000","-2,520,000","-2,520,000"
103410,345,1,אוטיסטים,-100,-700,
103930,345,1,אחזקת אוטיסטים,"-846,000","-916,400","-916,100"
104410,345,1,טיפול בהורים וילדיהם,"-1,400","-1,600","-1,900"
104930,345,1,טיפול בהורים ובילדיהם,"-151,200","-244,600","-174,800"
105410,345,1,נופשונים וקיטנות,"-2,300",-200,"-2,600"
105930,345,1,פעולות קיץ,"-14,500","-12,300","-12,000"
106410,345,1,מעונות יום שיקומיים אוט,"-78,300","-76,000","-78,500"
106411,345,1,הסעות מ.י שיקומית,,,
106930,345,1,מעונות יום שיקומיים,"-266,100","-165,500","-276,400"
107930,345,1,מועדונים לילדים,,,
108410,345,1,מ.יום ותעסוקה לבוגרים א,"-1,100",,
108930,345,1,מ.יוםותעסוקה לבוגרים,"-154,800","-176,100","-161,300"
109930,345,1,אבחון והשמה,,,
110930,345,1,משפחות אומנה למפגר,"-14,600","-17,000","-15,500"
111930,345,1,משפחות אומנה,"-13,000","-14,500","-13,800"
112930,345,1,הכנסות,"-3,000","-21,100","-3,200"
201410,345,1,מסגרות יום ארוך-עצמיות,"-53,500","-64,000","-58,500"
201930,345,1,מסגרות יום ארוך,,,
201931,345,1,מסגרות יום ארוך,,,
202930,345,1,מ.יום שיקומי למפגר,,,
203410,345,1,מפגרים__במעון טיפולי לי,"-33,300","-50,100","-25,400"
203790,345,1,קרן שלם מעון לימן,,"-69,400",
203930,345,1,מפגרים במעון טיפולי)לימ,"-1,028,400","-1,120,200","-1,123,500"
203931,345,1,מפגרים במעון טיפולי,"-471,700","-491,300","-519,400"
204410,345,1,מעש__עצמיות,"-169,900","-185,300","-118,700"
204930,345,1,"מעש""ים","-611,800","-482,400","-662,600"
204931,345,1,מעשים,,"-14,200",
205930,345,1,מפגרים במעון אמוני,"-9,500","-12,300","-10,400"
300490,345,1,מפגרים מועדונית רימ,,,
301410,345,1,שירותים תומכים למפגר,"-2,600","-18,200","-3,200"
301930,345,1,שירותים תומכים למפגר,"-22,000","-24,400","-23,700"
302410,345,1,נופשון,"-7,900","-6,600","-8,400"
302930,345,1,נופשונים למפגר,"-39,500","-46,400","-47,000"
303930,345,1,מועדונים חברתיים למפגר,"-21,300","-28,100","-23,800"
304930,345,1,הסעות למ.יום מפגרים,"-46,100","-82,200","-55,900"
,"345 סה""כ",,,"-16,006,800","-16,940,400","-17,364,100"
100930,346,1,מועדון עיורים,,,
101930,346,1,ילדים עיוורים במוסדות,"-17,400","-17,600","-18,700"
301930,346,1,שיקום העיוור בקהילה,"-2,400","-4,900",-900
302930,346,1,דמי ליווי לעיוור,,,
303930,346,1,הדרכת עיוור ובני ביתו,"-64,000","-61,600","-70,300"
401930,346,1,מפעלי שיקום לעיוור,"-9,800","-24,200","-13,000"
402930,346,1,מפעלי תעסוקה ומועדון,"-141,800","-138,800","-152,700"
403930,346,1,מכונים לראיה ירודה,,,
500490,346,1,.,,,
501930,346,1,אחזקת נכים בפנמיות,"-3,971,700","-3,731,000","-4,335,200"
502930,346,1,נכים במשפחות אומנה,"-151,200","-510,800","-168,500"
503930,346,1,מעונות ממשלתיים שיקום,,,
504930,346,1,נכים בפנימיות)גילה(,,,
505930,346,1,נכים קשים בקהילה,,,
601930,346,1,תעסוקה מוגנת למוגבל,"-172,700","-186,900","-192,600"
602410,346,1,מסגרות יום לילד מוגבל,"-1,900","-5,500","-1,700"
602930,346,1,מסגרות יום לילד המוגבל,"-172,800","-226,100","-181,200"
701930,346,1,תוכניות לילד החריג,"-71,500","-133,500","-86,900"
702930,346,1,הסעות נכים,"-16,500","-18,200","-20,500"
703410,346,1,מעונות יום שיקומי נכים,"-118,800","-75,400","-140,600"
703411,346,1,מ. יום שיקומי הסעות נכי,,,
703930,346,1,מרכז יום שיקומי לנכים,"-334,100","-253,900","-261,900"
705930,346,1,מרכז יום שיקומי לנכים,"-75,700","-51,200","-100,700"
706930,346,1,תוכנית מעבר לחרשים,"-4,900","-1,300","-5,800"
707930,346,1,תעסוקה נתמכת לנכים,"-69,000","-17,100","-83,600"
708410,346,1,נופשנים להבראה,,,
708930,346,1,נופשונים להבראה,"-1,100","-1,300","-1,500"
709930,346,1,חלופה מ.יום שיקומי,"-20,200",,"-18,500"
801930,346,1,מרכזי איבחון ושיקום,"-59,300","-72,600","-78,900"
802930,346,1,שיקוםנכים בקהילה,"-59,200","-30,100","-63,500"
803930,346,1,נכים קשים בקהילה,"-14,300","-8,300","-10,800"
805930,346,1,דמי תקשורת לחירשים,,,
806930,346,1,מועדונים לעיוור,"-92,200","-98,100","-100,500"
,"346 סה""כ",,,"-5,642,500","-5,668,400","-6,108,500"
101930,347,1,טיפול בנוער ובצעירים,"-83,700","-122,800","-100,000"
102930,347,1,טיפול בחבורות רחוב,,,
103490,347,1,נערות במצוקה,,,
103920,347,1,נערות במצוקה,,,
103930,347,1,טיפול בנערות מצוקה,"-131,600","-219,500","-120,900"
104930,347,1,מקלטים לנשים מוכות,"-327,500","-299,200","-386,900"
105930,347,1,פ. טיפול בנוער  וצעירים,,,
106930,347,1,שהות במקלט לנערות,"-51,000","-86,100","-67,800"
107930,347,1,נוער חרדי מנותק,,,
108930,347,1,פרוייקט וינגייט,"-23,400",,"-24,900"
109930,347,1,הכנסות פרוייקט עדי,"-217,700","-351,900","-231,700"
201930,347,1,מעונות חסות,"-63,100",,"-68,500"
202930,347,1,מעונות חסות ממשלתיים,,,
203930,347,1,גמילת נוער בקהילה,,"-70,300",
301930,347,1,סמים טיפול בקהילה,"-99,800","-119,900","-106,200"
302930,347,1,בדיקות למשתמשי סמים,"-10,000","-10,900","-13,300"
303930,347,1,קייטנות ילדי מכורים,,,
304930,347,1,פרוייקטים לנגמלים,"-17,200","-37,000","-18,300"
305930,347,1,מעון יום לנוער-סמים,"-68,500",,"-40,700"
305931,347,1,מ.יום לנוער סמים,"-5,900",,
401930,347,1,טיפול בנפגעי סמים,,"-19,700",
402930,347,1,מפתן ממשלתי,"-50,900","-54,500","-58,000"
403930,347,1,מפתן מקומי-החזקה,"-86,100","-129,700","-96,500"
403931,347,1,מפתן מקומי-החזקה-ילדי ח,"-161,800","-140,500","-180,300"
404930,347,1,פעולות משלימות למפתנים,"-8,800","-12,400","-11,700"
405930,347,1,סיוע למטופלים,"-31,300","-21,700","-33,300"
,"347 סה""כ",,,"-1,438,300","-1,696,100","-1,559,000"
201930,348,1,פיתוח תכניות קהילתיות,"-1,500","-3,300","-2,000"
202930,348,1,עבודות קהילתיות,"-34,700","-25,100","-41,500"
203930,348,1,תאונות דרכים,,,
204930,348,1,פיתוח גישה קהילתית,,"-13,600",
301930,348,1,פעולות התנדבות בקהילה,"-1,500","-8,100","-1,000"
303930,348,1,יעוץ לאזרח,"-3,000","-3,300","-2,900"
304930,348,1,עמית למשפחה,,,
500940,348,1,מ.הבריאות-שקום שכונות,,,
500980,348,1,מ.השיכון-תנופה או,,"-414,700","-200,000"
501930,348,1,שיקום שכונות פעולות,"-567,400","-43,800","-521,000"
502930,348,1,עובדי שיקום שכונות,"-132,800",,"-176,600"
,"348 סה""כ",,,"-740,900","-511,900","-945,000"
1930,349,1,מעונות יום-עולים,"-498,800","-432,500","-705,600"
2930,349,1,נכים בפנמיה -עולים,"-62,400","-65,100","-67,400"
3410,349,1,נכים בקהילה,,,
3930,349,1,נכים בקהילה-עולים,,,
5930,349,1,טיפול בעיוור-עולים,"-10,000","-11,300","-9,700"
6930,349,1,מפגרים בקהילה -עולים,,,
7930,349,1,מעון יום אימוני-עולים,,,
8930,349,1,מעון יום טיפולי-עולים,,,
9930,349,1,"מעשיי""ם-עולים","-31,500","-25,300","-34,100"
10930,349,1,מפגר בפנימיה,"-307,900","-295,100","-335,100"
11410,349,1,משפחות עולים במצוקה,-300,-800,"-53,000"
11930,349,1,משפחות עולים במצוקה,"-45,900","-183,900","-52,800"
12930,349,1,ילדים בפנימיות עולים,"-1,264,000","-1,008,900","-1,429,500"
13410,349,1,ילדים במצוקה עולים,,,
13930,349,1,ילדים במצוקה-עולים,"-84,500","-124,800","-90,000"
14930,349,1,טיפול בזקנים-עולים,"-42,100","-67,700","-32,200"
15930,349,1,מועדונים לאתיופים,"-24,300","-24,900","-32,400"
16930,349,1,תכנית מגשרים,"-2,900",,
17930,349,1,תוכניות קבוצתיות לעולים,,,
18930,349,1,עובדי שכונה עולים,"-130,400","-142,900","-138,800"
19930,349,1,מעון יום טיפולי,,,
19931,349,1,שרותים למפגר,"-60,100","-34,300","-74,400"
20930,349,1,איבחון ושיקום נכים עולי,"-15,300","-14,800","-16,400"
21930,349,1,טיפול בצעירים עולים,,,
22930,349,1,נערות במצוקה עולים,,,
23930,349,1,מ.ט.באלימות עולים,"-26,700","-43,700","-21,600"
23931,349,1,מ.טיפ.באלימות עולים,,"-6,900",
24930,349,1,מועדון לעולים,"-44,900","-60,000","-47,800"
25930,349,1,תוכנית חומש לאתיופים,"-137,600",,"-726,000"
26930,349,1,עלה חניכית,"-75,900",,"-114,000"
301930,349,1,עולים נפגעי סמים,"-31,700","-32,500","-35,000"
,"349 סה""כ",,,"-2,897,200","-2,575,400","-4,015,800"
926,356,1,מדעים,,,
,"356 סה""כ",,,0,0,0
490,360,1,.,,,
910,360,1,הכנסות-מ.הפנים,,,
950,360,1,הכנסות-מ.הקליטה,"-281,400","-133,100","-373,500"
990,360,1,הכנסות מ לבטחון פנים,"-62,500","-59,700","-83,100"
,"360 סה""כ",,,"-343,900","-192,800","-456,600"
950,361,1,הכנסות מוקד קליטה,"-373,800","-380,600","-257,900"
,"361 סה""כ",,,"-373,800","-380,600","-257,900"
950,362,1,מוקד קליטה,,"-151,500",
,"362 סה""כ",,,0,"-151,500",0
210,410,1,אגרת מים,"-29,427,500","-67,433,000","-70,100,000"
211,410,1,החזר הוצ שכר תאגיד,,,
212,410,1,עמלת תאגיד,,,
910,410,1,מענק תאגיד,,,
,"410 סה""כ",,,"-29,427,500","-67,433,000","-70,100,000"
290,413,1,גבייה בעד נזקים לרש,"3,800",,
990,413,1,הכנ משרד תשתיות,,,
200490,413,1,החזר הוצ ניטרון,,,
200620,413,1,מדי מים,"-46,300","-61,100","-30,000"
,"413 סה""כ",,,"-42,500","-61,100","-30,000"
540,431,1,החזרי בטוח,"-6,100","-29,200","-8,100"
,"431 סה""כ",,,"-6,100","-29,200","-8,100"
640,432,1,שכר דירה מבתי מגורים,"-126,000","-7,100","-126,500"
,"432 סה""כ",,,"-126,000","-7,100","-126,500"
640,433,1,שכר דירה מחנויות,"-494,100","-454,400","-493,800"
990,433,1,שכירות משרד הרישוי,,,
,"433 סה""כ",,,"-494,100","-454,400","-493,800"
630,435,1,מכירת נכסי דלא ניידי,,,
,"435 סה""כ",,,0,0,0
640,437,1,שכר דירה שווקים,"-141,900","-184,600","-141,000"
641,437,1,שכירות סלולרי,"-732,200","-650,000","-945,200"
650,437,1,חשמל שוק,"-9,200","-21,100","-9,900"
,"437 סה""כ",,,"-883,300","-855,700","-1,096,100"
491,438,1,מכירת מכרז,,"-29,400",
,"438 סה""כ",,,0,"-29,400",0
210,443,1,כרטיסי חניה מוסדרת,"-2,276,400","-2,227,100","-2,550,000"
410,443,1,הכנסות שונות-חניה תווים,,"-13,100",
490,443,1,הכנס' גביה - חניה,"45,100",,
100410,443,1,סימון,,,
100490,443,1,גרירה,400,,
200490,443,1,דוחות חניה,"-9,799,000","-9,000,000","-9,743,000"
,"443 סה""כ",,,"-12,029,900","-11,240,200","-12,293,000"
203840,447,1,גמילת נוער בקהילה,,,
,"447 סה""כ",,,0,0,0
650,473,1,הכנסות שפדן,"-88,500",,"-100,000"
,"473 סה""כ",,,"-88,500",0,"-100,000"
510,513,1,תקבול החזר הוצ משני,"3,800",,
,"513 סה""כ",,,"3,800",0,0
900590,591,1,העברה מקרנות פיתוח,"-23,080,000","-23,080,000","-27,000,000"
,"591 סה""כ",,,"-23,080,000","-23,080,000","-27,000,000"
,סכום כולל,,,"-580,823,000","-616,839,500","-660,266,620"
,,,,,,
,,,,הוצאות,,
,סעיף,,שם חשבון,ביצוע 2010,תקציב 2010,תקציב  2011
110,611,1,משכורות כוללות,"3,041,000","3,600,000","3,600,000"
111,611,1,השתת' בגמלאות,"-1,300",,
130,611,1,שעות נוספות רשומות,"81,600","128,100","96,000"
210,611,1,משכורות זמניים,"261,000","242,200","268,100"
230,611,1,שעות נוספות,600,"7,000",800
320,611,1,פיצויים,"16,400",,"21,800"
399,611,1,הבראה +יובל,,,
410,611,1,שכד,"75,700","73,300",
430,611,1,חשמל,"2,200","2,000","2,400"
450,611,1,אחזקת ציוד,"3,700","4,900","5,000"
510,611,1,כיבוד לישיבות,"83,200","84,000","100,000"
514,611,1,"מתנות רה""ע וסגניו","25,100","55,000","60,000"
520,611,1,עיתונים רהע וסגניו,"4,100","8,200","8,200"
526,611,1,השכרת רכב,,,
530,611,1,אחזקת רכב,"1,200","10,800",
531,611,1,דלק,"3,000",900,"2,000"
533,611,1,רכב ביטוח טסט,,,
536,611,1,ליסנג רכב,"89,300","215,900","130,000"
540,611,1,רהע-טלפון ומברקים,"9,600","8,400","10,000"
541,611,1,הנהלה מכשירי קשר פל,"58,100","73,000","66,400"
542,611,1,הנהלה -דאר,"33,800","32,000","30,000"
560,611,1,הדפסות,,,
570,611,1,מחשוב,"20,900","9,900","12,400"
580,611,1,הוצאות אחרות,"202,500","200,000","550,000"
750,611,1,לשכת ראש העיר,,,
755,611,1,קנית שרותים,"220,000","220,000","220,000"
780,611,1,הוצאות אחרות,"584,400","500,000","500,000"
781,611,1,פעולות מיוחדות,,,
782,611,1,מופת,,,
930,611,1,"לשכת רה""ע-ארועים",,,"150,000"
21110,611,1,הנהלה זמניים,,,
300434,611,1,נקיון שכונות,,,
300755,611,1,כח אדם שכונות,,,
300780,611,1,שכונות,"127,800","135,000","175,000"
300781,611,1,בחירות,,,
500210,611,1,שכר זמניים,"2,300","70,600",
500780,611,1,מעמד האשה,"70,600","80,000","80,000"
,"611 סה""כ",,,"5,016,800","5,761,200","6,088,100"
110,612,1,משכורות כוללות,"755,700","700,000","952,100"
130,612,1,שעות נוספות,"9,800","13,600","10,700"
210,612,1,משכורות,,,
320,612,1,פיצויים,,,
450,612,1,אחזקת ציוד,400,900,900
520,612,1,מבקר-ספרות מקצועית,,,
536,612,1,רכב ליסינג,"71,500","39,400","74,500"
540,612,1,מבקר-טלפון,,"3,200",
541,612,1,מכשרי קשר,"3,400",300,"3,500"
580,612,1,הוצאות אחרות,"4,700","4,500","10,000"
750,612,1,עבודה קבלנית,"98,100","100,000","100,000"
755,612,1,מבקר חברות כח אדם,"7,200",,"9,600"
,"612 סה""כ",,,"950,800",861900,"1,161,300"
110,613,1,משכורות כוללות,,,
130,613,1,שעות נוספות רשומות,,,
540,613,1,מזכיר העיר טלפון ומ,,,
541,613,1,מזכיר-מכשירי קשר,,,
542,613,1,מזכירות -דאר,,,
560,613,1,מכשירי כתיבה והדפסות,,,
570,613,1,מזכיר העיר-מיחשוב,,,
580,613,1,הוצאות אחרות,,,
750,613,1,עב קבלנית,,,
780,613,1,מודעות אבל,,,
100110,613,1,שכר  מנכל העיריה,"1,029,000","1,138,900","1,135,200"
100120,613,1,הוצ' נילוות,,,
100130,613,1,ש.נ.,"54,000","61,700","62,400"
100210,613,1,משכורות זמניים,,"5,300",
100230,613,1,זמניים,,,
100320,613,1,פיצויים,,,
100450,613,1,אחזקת ציוד,"1,000","1,900","2,000"
100520,613,1,"מנכ""ל -עיתונים",,,
100530,613,1,רכב מנכל,"2,400","1,700","2,900"
100531,613,1,דלק,"40,600","1,600","20,500"
100533,613,1,בטוח רכב,"2,900","3,200","3,500"
100536,613,1,"רכב - מנכ""ל","64,500","60,200","70,000"
100540,613,1,"טלפון מנכ""ל",,,
100541,613,1,הוצ פלאפ,"7,300","16,300","8,000"
100542,613,1,מנכל-דאר,,,
100570,613,1,אוטומציה,"2,000","2,500","2,600"
100580,613,1,הוצ' אחרות,"6,000","2,900","5,000"
100755,613,1,מנכל-חברות כח אדם,,,
100780,613,1,הוצ אחרות,"130,900","135,000","250,000"
121110,613,1,שכר זמני לשכת לנכל,,,
200780,613,1,כרטיס תושב,,,
,"613 סה""כ",,,1340600,1431200,1562100
