חשבון,שם חשבון,תקציב יחסי,ביצוע יחסי,שריון יחסי,ביצוע + שריון יחסי,יתרת תקציב יחסי,אחוז ביצוע יחסי, תקציב שנתי , ביצוע  שנתי 
1369000951,ממשלה-קליטה דרום אמריקה,"-105,000",0,0,0,"-105,000.00",0," -105,000 ", -   
1369000960,ממשלה קליטה תרבות,"-138,000","-169,359.00",0,"-169,359.00","31,359.00",122.72," -138,000 "," -169,359 "
1369001950,נוער עולה בסיכון רווחה,"-30,000","-14,625.00",0,"-14,625.00","-15,375.00",48.75," -30,000 "," -14,625 "
1433000640,משרדים ועסקים שכד ודמי מ,"-2,701,000","-2,471,575.82",0,"-2,471,575.82","-229,424.18",91.5," -2,701,000 "," -2,471,576 "
1433000650,הכנסות ממזנונים,"-500,000","-471,969.81",0,"-471,969.81","-28,030.19",94.39," -500,000 "," -471,970 "
1435000610,דמי חכירה,"-4,300,000","-1,254,885.00",0,"-1,254,885.00","-3,045,115.00",29.18," -4,300,000 "," -1,254,885 "
1439000640,שכר דירה לבתי הספר,"-70,000","-51,927.69",0,"-51,927.69","-18,072.31",74.18," -70,000 "," -51,928 "
1443100210,חניה,0,0,0,0,0,0, -   , -   
1443100220,הכנסות מקנסות חניה,"-2,200,000","-1,333,046.15",0,"-1,333,046.15","-866,953.85",60.59," -2,200,000 "," -1,333,046 "
1443100221,חניה הכנסות עירוניות,"-1,935,000","-2,243,526.24",0,"-2,243,526.24","308,526.24",115.94," -1,935,000 "," -2,243,526 "
1443100222,חניה-אכיפה משפטית,"-2,960,000","-2,009,663.23",0,"-2,009,663.23","-950,336.77",67.89," -2,960,000 "," -2,009,663 "
1443100223,הוצאות משפטיות לקיזוז,"2,250,000","1,454,000.00",0,"1,454,000.00","796,000.00",64.62," 2,250,000 "," 1,454,000 "
1443100230,חניה חוזה חדש,"-4,200,000","-3,907,146.63",0,"-3,907,146.63","-292,853.37",93.02," -4,200,000 "," -3,907,147 "
1443100231,חניה עמלות כרטיס אשראי,0,"29,180.95",0,"29,180.95","-29,180.95",0, -   ," 29,181 "
1443100232,הכנסות מילגם,0,0,0,0,0,0, -   , -   
1443100233,"עמלות כ""א מילגם",0,0,0,0,0,0, -   , -   
1460000661,הכנסות מימון חשמל ירוק,"-20,000","-26,913.03",0,"-26,913.03","6,913.03",134.56," -20,000 "," -26,913 "
1460000690,חשמל ירוק,"-1,550,000","-1,184,944.26",0,"-1,184,944.26","-365,055.74",76.44," -1,550,000 "," -1,184,944 "
1472000210,אגרת ביוב,0,0,0,0,0,0, -   , -   
1472000211,אגרת חיבור,0,-58,0,-58,58,0, -   , -58 
1472000290,תשלום אזרחים בגין תיקונים,0,"-25,238.67",0,"-25,238.67","25,238.67",0, -   ," -25,239 "
1472000590,השתת' התקציב הבלתי רגיל,"-6,166,400","-3,389,602.20",0,"-3,389,602.20","-2,776,797.80",54.96," -6,166,400 "," -3,389,602 "
1473000440,"השתת,הוד השרון",0,0,0,0,0,0, -   , -   
1473000610,מתאגיד ביוב השאלת עובדים,"-2,633,600","-2,559,669.00",0,"-2,559,669.00","-73,931.00",97.19," -2,633,600 "," -2,559,669 "
1473000611,תאגיד ביוב החזר הוצאות אחרות,"-24,000","-24,000.00",0,"-24,000.00",0,100," -24,000 "," -24,000 "
1473000612,תאגיד ביוב החזר פרעון מלוות,0,"-1,220,869.64",0,"-1,220,869.64","1,220,869.64",0, -   ," -1,220,870 "
1511000661,ריבית והפרשי שער,"-1,550,000","-1,547,437.78",0,"-1,547,437.78","-2,562.22",99.83," -1,550,000 "," -1,547,438 "
1591000710,השתתפות מפעל המיים,0,0,0,0,0,0, -   , -   
1591900590,החזרי בטוח לאומי,"-820,000","-1,059,052.21",0,"-1,059,052.21","239,052.21",129.15," -820,000 "," -1,059,052 "
1591900591,החזר מקרנות הלואה 60/80,"-2,116,500","-2,020,485.00",0,"-2,020,485.00","-96,015.00",95.46," -2,116,500 "," -2,020,485 "
1594000440,כיסוי ממקורות הרשות,"-7,094,000","-6,719,659.00",0,"-6,719,659.00","-374,341.00",94.72," -7,094,000 "," -6,719,659 "
1610000300,הפרשות לשכר,0,0,0,0,0,0, -   , -   
1611000110,משרד ראש הרשות,"1,073,600","1,086,511.85",0,"1,086,511.85","-12,911.85",101.2," 1,073,600 "," 1,086,512 "
1611000115,שכר תקציבי עזר,"11,400","10,777.00",0,"10,777.00",623,94.53," 11,400 "," 10,777 "
1611000130,שעות נוספות,"129,300","220,663.03",0,"220,663.03","-91,363.03",170.65," 129,300 "," 220,663 "
1611000140,רכב,"40,500","70,894.41",0,"70,894.41","-30,394.41",175.04," 40,500 "," 70,894 "
1611001110,שכר מזכירות סגני ראש עיר,"279,600","284,306.75",0,"284,306.75","-4,706.75",101.68," 279,600 "," 284,307 "
1611001115,שכר תקציבי עזר,"19,800","18,719.00",0,"18,719.00","1,081.00",94.54," 19,800 "," 18,719 "
1611001130,שעות נוספות,"4,800","6,370.32",0,"6,370.32","-1,570.32",132.71," 4,800 "," 6,370 "
1611001140,רכב,"15,800","35,419.14",0,"35,419.14","-19,619.14",224.17," 15,800 "," 35,419 "
1611002110,שכר מנכל ועובדיו,"1,063,300","1,025,440.61",0,"1,025,440.61","37,859.39",96.43," 1,063,300 "," 1,025,441 "
1611002115,שכר תקציבי עזר,"30,400","28,740.00",0,"28,740.00","1,660.00",94.53," 30,400 "," 28,740 "
1611002130,שעות נוספות,"57,500","25,349.29",0,"25,349.29","32,150.71",44.08," 57,500 "," 25,349 "
1611002140,רכב,"185,100","111,438.65",0,"111,438.65","73,661.35",60.2," 185,100 "," 111,439 "
1611002210,זמניים מנהל,0,0,0,0,0,0, -   , -   
1611100110,שכר דוברות,0,0,0,0,0,0, -   , -   
1611100111,שכר נבחרים,"688,000","680,890.88",0,"680,890.88","7,109.12",98.96," 688,000 "," 680,891 "
1611100130,שעות נוספות דוברות,0,105.79,0,105.79,-105.79,0, -   , 106 
1611100140,אחזקת רכב דוברות,0,0,0,0,0,0, -   , -   
1611100210,שכר זמניים,0,64.73,0,64.73,-64.73,0, -   , 65 
1611100430,חשמל רכש,"60,000","84,202.60",0,"84,202.60","-24,202.60",140.33," 60,000 "," 84,203 "
1611100492,עזר משרדי,"37,400","37,272.00",0,"37,272.00",128,99.65," 37,400 "," 37,272 "
1611100510,כיבוד בחדר ישיבות,"3,000","2,938.70",0,"2,938.70",61.3,97.95," 3,000 "," 2,939 "
1611100511,הוצאות כיבוד,"10,000","9,936.30",0,"9,936.30",63.7,99.36," 10,000 "," 9,936 "
1611100520,ספרים ועיתונים,"9,000","4,879.81",0,"4,879.81","4,120.19",54.22," 9,000 "," 4,880 "
1611100596,תקציב עזר רכב,"11,400","11,198.00",0,"11,198.00",202,98.22," 11,400 "," 11,198 "
1611100751,יעוץ,0,0,0,0,0,0, -   , -   
1611100780,הוצאות אחרות,"30,000","26,551.50","2,885.62","29,437.12",562.88,98.12," 30,000 "," 26,552 "
1611101111,שכר נבחרים,"1,129,600","1,166,487.29",0,"1,166,487.29","-36,887.29",103.26," 1,129,600 "," 1,166,487 "
1611101520,עיתונים סגני ראש עיר,"7,000","6,787.79",0,"6,787.79",212.21,96.96," 7,000 "," 6,788 "
1611101596,תקציב עזר רכב,"11,400","11,198.00",0,"11,198.00",202,98.22," 11,400 "," 11,198 "
1611101780,הוצאות שונות,"8,000","7,490.04",462.2,"7,952.24",47.76,99.4," 8,000 "," 7,490 "
1611101798,תקציב עזר אחזקה,"3,900","3,853.00",0,"3,853.00",47,98.79," 3,900 "," 3,853 "
1611101930,רכישות מיוחדות,0,0,0,0,0,0, -   , -   
1611110110,שכר,"786,000","743,328.48",0,"743,328.48","42,671.52",94.57," 786,000 "," 743,328 "
1611110130,שעות נוספות,"45,500","70,829.25",0,"70,829.25","-25,329.25",155.66," 45,500 "," 70,829 "
1611110140,אחזקת רכב עובדים,"49,500","35,523.55",0,"35,523.55","13,976.45",71.76," 49,500 "," 35,524 "
1611110210,זמניים רכש,0,0,0,0,0,0, -   , -   
1611110492,עזר משרדי,"94,200","93,876.00",0,"93,876.00",324,99.65," 94,200 "," 93,876 "
1611110511,כיבוד מנכל,"2,000","2,000.00",0,"2,000.00",0,100," 2,000 "," 2,000 "
1611110550,פירסום,"9,000","7,667.64",0,"7,667.64","1,332.36",85.19," 9,000 "," 7,668 "
1611110593,מחשב,"127,500","121,684.00",0,"121,684.00","5,816.00",95.43," 127,500 "," 121,684 "
1611110596,תקציב עזר רכב,"59,400","58,343.00",0,"58,343.00","1,057.00",98.22," 59,400 "," 58,343 "
1611110750,יעוץ,"45,000","44,206.18",0,"44,206.18",793.82,98.23," 45,000 "," 44,206 "
1611110751,שמירה במחסנים,"360,000","349,482.29",0,"349,482.29","10,517.71",97.07," 360,000 "," 349,482 "
1611110752,הקלטת ישיבות מועצה,"37,000","27,699.00",0,"27,699.00","9,301.00",74.86," 37,000 "," 27,699 "
1611110780,הוצ' אחרות,"28,000","25,333.72",0,"25,333.72","2,666.28",90.47," 28,000 "," 25,334 "
1611110781,סמנכל שונות,"6,000","5,679.18",500,"6,179.18",-179.18,102.98," 6,000 "," 5,679 "
1611110930,רכישת ציוד יסודי,"2,000","1,888.00",0,"1,888.00",112,94.4," 2,000 "," 1,888 "
1612000110,משכורת ושכר משולבי,"764,000","781,680.33",0,"781,680.33","-17,680.33",102.31," 764,000 "," 781,680 "
1612000130,שעות נוספות,"1,500",910.7,0,910.7,589.3,60.71," 1,500 ", 911 
1612000140,אחזקת רכב עובדים,"44,600","36,935.21",0,"36,935.21","7,664.79",82.81," 44,600 "," 36,935 "
1612000492,עזר משרד,"14,000","13,952.00",0,"13,952.00",48,99.65," 14,000 "," 13,952 "
1612000520,ספרים ועיתונים תוכנות,"4,000","1,755.00",0,"1,755.00","2,245.00",43.87," 4,000 "," 1,755 "
1612000596,ליסינג תפעולי,"59,400","58,343.00",0,"58,343.00","1,057.00",98.22," 59,400 "," 58,343 "
1612000750,הוצאות למבקרי חוץ,"130,000","130,000.00",0,"130,000.00",0,100," 130,000 "," 130,000 "
1612000780,הוצאות אחרות,"1,000",0,0,0,"1,000.00",0," 1,000 ", -   
1612000930,רכישות מיוחדות,0,0,0,0,0,0, -   , -   
1613000110,משכורת ושכר משולבי,"881,100","786,206.49",0,"786,206.49","94,893.51",89.23," 881,100 "," 786,206 "
1613000115,שכר תקציבי עזר,"4,000","3,780.00",0,"3,780.00",220,94.5," 4,000 "," 3,780 "
1613000130,שעות נוספות,"74,300","51,725.62",0,"51,725.62","22,574.38",69.61," 74,300 "," 51,726 "
1613000140,אחזקת רכב עובדים,"57,300","54,560.11",0,"54,560.11","2,739.89",95.21," 57,300 "," 54,560 "
1613000210,זמניים מזכירות,"15,000","61,948.29",0,"61,948.29","-46,948.29",412.98," 15,000 "," 61,948 "
1613000310,"משכ""פנסיונרים",0,0,0,0,0,0, -   , -   
1613000430,מאור כח חימום מים,"850,000","1,049,832.65",999.9,"1,050,832.55","-200,832.55",123.62," 850,000 "," 1,049,833 "
1613000431,חמרי ניקוי,"42,000","41,637.75",184.83,"41,822.58",177.42,99.57," 42,000 "," 41,638 "
1613000450,רהוט ואחזקתו,0,0,0,0,0,0, -   , -   
1613000470,מכונות משרד ואחזקת,"31,000","26,525.18",397.3,"26,922.48","4,077.52",86.84," 31,000 "," 26,525 "
1613000492,עזר משרד,"280,000","279,079.00",0,"279,079.00",921,99.67," 280,000 "," 279,079 "
1613000520,ספרים ועיתונים,0,0,0,0,0,0, -   , -   
1613000533,הוצאות כבוד,"110,000","96,681.11","12,934.53","109,615.64",384.36,99.65," 110,000 "," 96,681 "
1613000593,חלוקת הוצ' מחשב,"61,000","58,217.00",0,"58,217.00","2,783.00",95.43," 61,000 "," 58,217 "
1613000750,שירותי ארכיב,"187,000","186,576.54",0,"186,576.54",423.46,99.77," 187,000 "," 186,577 "
1613000780,הוצאות אחרות,"60,000","47,636.70","2,156.30","49,793.00","10,207.00",82.98," 60,000 "," 47,637 "
1613100110,שכר מנגנון,"1,445,200","1,554,660.01",0,"1,554,660.01","-109,460.01",107.57," 1,445,200 "," 1,554,660 "
1613100115,שכר תקציבי עזר,"31,500","29,780.00",0,"29,780.00","1,720.00",94.53," 31,500 "," 29,780 "
1613100130,שעות נוספות,"134,000","110,422.98",0,"110,422.98","23,577.02",82.4," 134,000 "," 110,423 "
1613100140,אחזקת רכב עובדים,"153,500","148,036.65",0,"148,036.65","5,463.35",96.44," 153,500 "," 148,037 "
1613100210,זמניים,0,"47,444.22",0,"47,444.22","-47,444.22",0, -   ," 47,444 "
1613100523,דמי חבר איגודים מקצועיים,"1,400,000","1,364,011.95",0,"1,364,011.95","35,988.05",97.42," 1,400,000 "," 1,364,012 "
1613100550,פירסום דרושים,"140,000","139,225.00",0,"139,225.00",775,99.44," 140,000 "," 139,225 "
1613100593,מיחשוב,"66,000","62,990.00",0,"62,990.00","3,010.00",95.43," 66,000 "," 62,990 "
1613100750,עובדים מחברת כא,0,0,0,0,0,0, -   , -   
1613100751,אתיקה מקצועית,0,0,0,0,0,0, -   , -   
1613100780,רווחת עובד,"584,000","562,390.62","17,110.00","579,500.62","4,499.38",99.22," 584,000 "," 562,391 "
1613100781,מתנות לעובדים לחג,"1,100,000","894,878.00",0,"894,878.00","205,122.00",81.35," 1,100,000 "," 894,878 "
1613100782,בדיקות רפואיות_ושונות,"35,000","33,852.60","1,042.00","34,894.60",105.4,99.69," 35,000 "," 33,853 "
1613100783,פנסיה לרשויות אחרות,"158,000","157,859.09",0,"157,859.09",140.91,99.91," 158,000 "," 157,859 "
1613100785,השתתפות בלויות,"10,000","7,860.00","1,003.00","8,863.00","1,137.00",88.63," 10,000 "," 7,860 "
1614000110,שכר דוברות,"511,700","594,795.59",0,"594,795.59","-83,095.59",116.23," 511,700 "," 594,796 "
1614000130,שעות נוספות דוברות,"13,900","15,239.81",0,"15,239.81","-1,339.81",109.63," 13,900 "," 15,240 "
1614000140,אחזקת רכב דוברות,"56,400","24,977.04",0,"24,977.04","31,422.96",44.28," 56,400 "," 24,977 "
1614000550,הסברה ויחסי ציבור הוצאות,"795,000","682,058.79","76,595.41","758,654.20","36,345.80",95.42," 795,000 "," 682,059 "
1614000750,מיתוג עיר,"166,500","165,601.60",805.4,"166,407.00",93,99.94," 166,500 "," 165,602 "
1616000521,השתלמות עובדים,"360,000","353,788.34",0,"353,788.34","6,211.66",98.27," 360,000 "," 353,788 "
1616000980,יעוץ ארגוני,"166,500","161,499.91",0,"161,499.91","5,000.09",96.99," 166,500 "," 161,500 "
1617000000,שרות משפטי,0,0,0,0,0,0, -   , -   
1617000110,משכורת ושכר משולבי,"981,600","1,029,794.12",0,"1,029,794.12","-48,194.12",104.9," 981,600 "," 1,029,794 "
1617000115,שכר עזר וועדה לתכנון ובניה,"-475,900","-511,987.00",0,"-511,987.00","36,087.00",107.58," -475,900 "," -511,987 "
1617000130,שעות נוספות,"38,000","25,321.44",0,"25,321.44","12,678.56",66.63," 38,000 "," 25,321 "
1617000140,אחזקת רכב עובדים,"84,600","102,936.80",0,"102,936.80","-18,336.80",121.67," 84,600 "," 102,937 "
1617000210,זמניים,"178,000","221,376.81",0,"221,376.81","-43,376.81",124.36," 178,000 "," 221,377 "
1617000450,ריהוט וציוד,0,0,0,0,0,0, -   , -   
1617000520,ספרות מקצועית,"10,000","9,510.34",0,"9,510.34",489.66,95.1," 10,000 "," 9,510 "
1617000581,הוצאות משפטיות,"1,630,000","1,685,350.13","37,030.59","1,722,380.72","-92,380.72",105.66," 1,630,000 "," 1,685,350 "
1617000780,הוצאות שונות,"4,000","3,782.85",0.7,"3,783.55",216.45,94.58," 4,000 "," 3,783 "
1617001581,משפטיות ועדה לתכנון ובניה,"-604,000","-624,076.00",0,"-624,076.00","20,076.00",103.32," -604,000 "," -624,076 "
1619000110,שכר בחירות,0,0,0,0,0,0, -   , -   
1619000780,בחירות לרשויות,0,0,0,0,0,0, -   , -   
1620000300,הפרשות לשכר,0,0,0,0,0,0, -   , -   
1621000110,משכורת ושכר משולבי,"3,250,000","3,021,076.11",0,"3,021,076.11","228,923.89",92.95," 3,250,000 "," 3,021,076 "
1621000115,שכר תקציבי עזר,"50,100","47,364.00",0,"47,364.00","2,736.00",94.53," 50,100 "," 47,364 "
1621000130,שעות נוספות,"101,200","134,567.75",0,"134,567.75","-33,367.75",132.97," 101,200 "," 134,568 "
1621000140,אחזקת רכב עובדים,"232,700","240,004.19",0,"240,004.19","-7,304.19",103.13," 232,700 "," 240,004 "
1621000210,זמניים יים,"80,000","81,691.18",0,"81,691.18","-1,691.18",102.11," 80,000 "," 81,691 "
1621000440,בטוח,"2,900","2,805.00",0,"2,805.00",95,96.72," 2,900 "," 2,805 "
1621000450,רהוט ואחזקתו,"2,000",0,0,0,"2,000.00",0," 2,000 ", -   
1621000470,הדפסות,"5,000","4,673.00",0,"4,673.00",327,93.46," 5,000 "," 4,673 "
1621000492,עזר משרד,"150,000","149,486.00",0,"149,486.00",514,99.65," 150,000 "," 149,486 "
1621000511,הגזברות אירוח וכיבוד,"3,500","3,500.00",0,"3,500.00",0,100," 3,500 "," 3,500 "
1621000560,הגזברות הוצאות משרדיות,"9,000","8,491.30",0,"8,491.30",508.7,94.34," 9,000 "," 8,491 "
1621000570,הוצאות מחשב לתכניות כספי,"954,000","927,909.07",0,"927,909.07","26,090.93",97.26," 954,000 "," 927,909 "
1621000593,עזר מחשב,"85,000","81,123.00",0,"81,123.00","3,877.00",95.43," 85,000 "," 81,123 "
1621000596,",תקציב עזר אחזקת רכב","126,000","123,760.00",0,"123,760.00","2,240.00",98.22," 126,000 "," 123,760 "
1621000750,יעוץ מקצועי,"415,000","402,634.34","2,183.99","404,818.33","10,181.67",97.54," 415,000 "," 402,634 "
1621000780,הגזברות הוצאות אחרות,"10,000","10,032.65","2,174.00","12,206.65","-2,206.65",122.06," 10,000 "," 10,033 "
1621000930,רכישות מיוחדות,"2,000","1,212.62",0,"1,212.62",787.38,60.63," 2,000 "," 1,213 "
1623000110,משכורת ושכר משולבי,"1,742,000","1,599,095.22",0,"1,599,095.22","142,904.78",91.79," 1,742,000 "," 1,599,095 "
1623000115,שכר תקציבי עזר,"68,900","65,138.00",0,"65,138.00","3,762.00",94.53," 68,900 "," 65,138 "
1623000117,משכורת הנהלה,"470,700","643,744.67",0,"643,744.67","-173,044.67",136.76," 470,700 "," 643,745 "
1623000130,שעות נוספות,"33,600","58,948.52",0,"58,948.52","-25,348.52",175.44," 33,600 "," 58,949 "
1623000140,אחזקת רכב עובדים,"38,400","141,220.32",0,"141,220.32","-102,820.32",367.76," 38,400 "," 141,220 "
1623000150,אחזקת רכב מנהלת,"37,600","52,489.97",0,"52,489.97","-14,889.97",139.6," 37,600 "," 52,490 "
1623000210,זמניים,0,"16,522.80",0,"16,522.80","-16,522.80",0, -   ," 16,523 "
1623000470,מכונות משרד והחזקת,"5,000",0,0,0,"5,000.00",0," 5,000 ", -   
1623000492,עזר משרד,"449,000","447,459.00",0,"447,459.00","1,541.00",99.65," 449,000 "," 447,459 "
1623000511,שומה וגביה אירוח וכיבוד,"3,000",976.3,0,976.3,"2,023.70",32.54," 3,000 ", 976 
1623000550,פרסום,"3,000","2,478.00",0,"2,478.00",522,82.6," 3,000 "," 2,478 "
1623000560,הוצאות משרדיות,"5,000","2,780.00","2,194.00","4,974.00",26,99.48," 5,000 "," 2,780 "
1623000570,הדפסות תלושים לתושבים,"102,000","96,167.68",0,"96,167.68","5,832.32",94.28," 102,000 "," 96,168 "
1623000581,הוצאות משפטיות,"400,000","387,782.88","62,813.58","450,596.46","-50,596.46",112.64," 400,000 "," 387,783 "
1623000593,עזר מחשב,"75,500","72,055.00",0,"72,055.00","3,445.00",95.43," 75,500 "," 72,055 "
1623000750,סיוע והדרכה,"3,297,000","3,183,265.20","141,600.00","3,324,865.20","-27,865.20",100.84," 3,297,000 "," 3,183,265 "
1623000751,מדידות__ואיתור,"1,570,000","1,562,900.16","1,630.50","1,564,530.66","5,469.34",99.65," 1,570,000 "," 1,562,900 "
1623000780,הוצאות שונות,"7,000","6,949.86",0,"6,949.86",50.14,99.28," 7,000 "," 6,950 "
1623000930,רכישת ציוד יסודי,"6,000","5,970.80",0,"5,970.80",29.2,99.51," 6,000 "," 5,971 "
1631000610,עמלה לבנקים,"2,000,000","1,997,257.01",0,"1,997,257.01","2,742.99",99.86," 2,000,000 "," 1,997,257 "
1631000611,עמלת הטלת עיקולים,0,"86,581.00",0,"86,581.00","-86,581.00",0, -   ," 86,581 "
1631000620,ריבית משיכות יתר,"10,000","1,169.89",0,"1,169.89","8,830.11",11.69," 10,000 "," 1,170 "
1648000691,תשלומים עח קרן,"8,160,600","8,143,558.53",0,"8,143,558.53","17,041.47",99.79," 8,160,600 "," 8,143,559 "
1648000692,תשלומים עח ריבית,"2,763,700","2,760,839.38",0,"2,760,839.38","2,860.62",99.89," 2,763,700 "," 2,760,839 "
1648000693,תשלומים עח הצמדה,"2,129,600","2,115,754.10",0,"2,115,754.10","13,845.90",99.34," 2,129,600 "," 2,115,754 "
1648000694,קרן-מלוות ביוב,"3,382,800","3,429,336.00",0,"3,429,336.00","-46,536.00",101.37," 3,382,800 "," 3,429,336 "
1648000695,רבית-מלוות ביוב,"1,665,000","1,683,815.89",0,"1,683,815.89","-18,815.89",101.13," 1,665,000 "," 1,683,816 "
1648000696,הצמדה-מלוות ביוב,"1,118,600","1,011,408.02",0,"1,011,408.02","107,191.98",90.41," 1,118,600 "," 1,011,408 "
1648001691,קרן מתברים,"1,808,000","1,807,561.44",0,"1,807,561.44",438.56,99.97," 1,808,000 "," 1,807,561 "
1648001692,ריבית מתברים,"308,500","212,923.78",0,"212,923.78","95,576.22",69.01," 308,500 "," 212,924 "
1648001693,הצמדה קרנות,0,0,0,0,0,0, -   , -   
1648001694,"קרן - פיתוח כ""ס 50",0,0,0,0,0,0, -   , -   
1648001695,"ריבית - פיתוח כ""ס 50",0,0,0,0,0,0, -   , -   
1648001696,"הצמדה - פיתוח כ""ס 50",0,0,0,0,0,0, -   , -   
1710000300,הפרשות לשכר,0,0,0,0,0,0, -   , -   
1711000110,משכורת ושכר משולבי,"1,359,400","1,657,249.20",0,"1,657,249.20","-297,849.20",121.91," 1,359,400 "," 1,657,249 "
1711000111,שכר קיימות,"334,200","176,200.34",0,"176,200.34","157,999.66",52.72," 334,200 "," 176,200 "
1711000115,שכר תקציבי עזר,"5,500","5,200.00",0,"5,200.00",300,94.54," 5,500 "," 5,200 "
1711000130,שעות נוספות,"27,400","37,522.65",0,"37,522.65","-10,122.65",136.94," 27,400 "," 37,523 "
1711000140,אחזקת רכב עובדים,"67,400","68,611.40",0,"68,611.40","-1,211.40",101.79," 67,400 "," 68,611 "
1711000141,אחזקת רכב,0,"29,454.79",0,"29,454.79","-29,454.79",0, -   ," 29,455 "
1711000210,זמניים,0,"15,493.57",0,"15,493.57","-15,493.57",0, -   ," 15,494 "
1711000430,חומרי נקיון,"2,500","2,500.00",0,"2,500.00",0,100," 2,500 "," 2,500 "
1711000470,ציוד משרדי,"1,000",0,0,0,"1,000.00",0," 1,000 ", -   
1711000492,עזר משרדי,"200,000","199,314.00",0,"199,314.00",686,99.65," 200,000 "," 199,314 "
1711000511,אשל וכבודים,"3,000","3,000.00",0,"3,000.00",0,100," 3,000 "," 3,000 "
1711000512,ביגוד,"30,000",0,0,0,"30,000.00",0," 30,000 ", -   
1711000550,פירסום,"20,000","19,730.70",0,"19,730.70",269.3,98.65," 20,000 "," 19,731 "
1711000593,עזר מחשב,"77,100","73,583.00",0,"73,583.00","3,517.00",95.43," 77,100 "," 73,583 "
1711000750,פרויקט עיר ירוקה,"183,200","153,230.20",177,"153,407.20","29,792.80",83.73," 183,200 "," 153,230 "
1711000780,הוצאות אחרות,"20,000","10,236.00",0,"10,236.00","9,764.00",51.18," 20,000 "," 10,236 "
1711000830,איגוד ערים לאיכות הסביבה,"708,000","707,776.00",0,"707,776.00",224,99.96," 708,000 "," 707,776 "
1711000930,ציוד,"2,000","1,309.80",0,"1,309.80",690.2,65.49," 2,000 "," 1,310 "
1712200110,משכורת ושכר משולבי,"1,450,900","1,549,433.59",0,"1,549,433.59","-98,533.59",106.79," 1,450,900 "," 1,549,434 "
1712200115,שכר תקציבי עזר,"1,974,400","1,866,577.00",0,"1,866,577.00","107,823.00",94.53," 1,974,400 "," 1,866,577 "
1712200130,שעות נוספות,"329,500","351,958.56",0,"351,958.56","-22,458.56",106.81," 329,500 "," 351,959 "
1712200140,אחזקת רכב עובדים,"64,800","81,494.64",0,"81,494.64","-16,694.64",125.76," 64,800 "," 81,495 "
1712200210,זמניים,0,"15,294.75",0,"15,294.75","-15,294.75",0, -   ," 15,295 "
1712200750,עבודות קבלניות,"11,556,000","11,775,133.57","1,365.06","11,776,498.63","-220,498.63",101.9," 11,556,000 "," 11,775,134 "
1712200751,פינוי במכולות,0,0,0,0,0,0, -   , -   
1712200752,פינוי נייר עיתון,"340,000","335,781.86",0,"335,781.86","4,218.14",98.75," 340,000 "," 335,782 "
1712200753,עבודות קבלניות מערב,"1,292,000","424,730.00",0,"424,730.00","867,270.00",32.87," 1,292,000 "," 424,730 "
1712200796,תקציב עזר אחזקת רכב,"2,503,500","2,425,052.27",0,"2,425,052.27","78,447.73",96.86," 2,503,500 "," 2,425,052 "
1712300750,חברה כלכלית,0,0,0,0,0,0, -   , -   
1712300751,פיוני אזור אשפה,"29,867,500","30,109,614.24",0,"30,109,614.24","-242,114.24",100.81," 29,867,500 "," 30,109,614 "
1712300752,היטל הטמנה,"4,760,000","5,008,027.76",0,"5,008,027.76","-248,027.76",105.21," 4,760,000 "," 5,008,028 "
1712310750,מיחזור פלסטיק,0,0,0,0,0,0, -   , -   
1713000110,משכורת ושכר משולבי,"848,200","899,385.43",0,"899,385.43","-51,185.43",106.03," 848,200 "," 899,385 "
1713000115,שכר תקציבי עזר,0,0,0,0,0,0, -   , -   
1713000130,שעות נוספות,"65,500","99,923.06",0,"99,923.06","-34,423.06",152.55," 65,500 "," 99,923 "
1713000140,אחזקת רכב עובדים,"69,300","33,677.15",0,"33,677.15","35,622.85",48.59," 69,300 "," 33,677 "
1713000210,זמניים,"230,000","130,493.51",0,"130,493.51","99,506.49",56.73," 230,000 "," 130,494 "
1713000780,אחרות פקוח עירוני,0,0,0,0,0,0, -   , -   
1713000796,תקציב עזר אחזקת רכב,"304,900","299,481.00",0,"299,481.00","5,419.00",98.22," 304,900 "," 299,481 "
1715000110,משכורת ושכר משולבי,"883,000","867,210.12",0,"867,210.12","15,789.88",98.21," 883,000 "," 867,210 "
1715000130,שעות נוספות,"56,100","71,783.71",0,"71,783.71","-15,683.71",127.95," 56,100 "," 71,784 "
1715000140,אחזקת רכב עובדים,"45,500","91,126.06",0,"91,126.06","-45,626.06",200.27," 45,500 "," 91,126 "
1715000720,חמרים,"25,000","24,970.00",0,"24,970.00",30,99.88," 25,000 "," 24,970 "
1715000750,הדברות,"240,000","226,563.09",0,"226,563.09","13,436.91",94.4," 240,000 "," 226,563 "
1715000830,איגודי ערים,"170,000","147,520.00",0,"147,520.00","22,480.00",86.77," 170,000 "," 147,520 "
1720000300,הפרשות לשכר,0,0,0,0,0,0, -   , -   
1721000110,שכר בטחון,"230,400","223,549.45",0,"223,549.45","6,850.55",97.02," 230,400 "," 223,549 "
1721000130,שעות נוספות בטחון,"31,700","24,244.14",0,"24,244.14","7,455.86",76.47," 31,700 "," 24,244 "
1721000140,רכב מחלקת רכב,"44,600","41,230.70",0,"41,230.70","3,369.30",92.44," 44,600 "," 41,231 "
1721000593,עזר מחשב,"110,000","104,984.00",0,"104,984.00","5,016.00",95.44," 110,000 "," 104,984 "
