חשבון ,שם חשבון ,מחלקה , הצעת תקציב 2014 , תקציב 2013 מעודכן , ביצוע 2012  
1311000920,הכנסות חינוך לפיצול ,41100,  -   ,  -   ,"  -173,288 "
1311000924,מצטיינים בפיסיקה ,41100,  -   ,  -   ,  -   
1311000926,פרס חינוך ישובי ,41100,  -   ,  -   ,"  -100,000 "
1311000990,מצוינגב-משרד לפיתוח נגב ג,41100,"  -3,279,992 ","  -2,224,862 ",  -   
1311100490,הכנסות ועד הורים מרכזי ,41100,"  -22,000 ","  -21,000 ","  -20,205 "
1311100922,העברה מיועדת ,41100,  -100 ,  -100 ,  -   
1811000105,עובדים זמניים ,41100,"  400,000 ","  330,000 ","  149,988 "
1811000110,שכר קובע ,41100,"  1,150,555 ","  1,030,994 ","  1,148,098 "
1811000120,תוספות שאינן בשכר קובע ,41100,"  133,729 ","  113,561 ","  122,536 "
1811000130,שעות נוספות ,41100,"  7,980 ","  2,648 ","  3,176 "
1811000140,החזר הוצאות ,41100,"  211,124 ","  180,197 ","  239,273 "
1811000181,תוספות סוציאליות ,41100,"  257,456 ","  221,390 ","  255,882 "
1811000182,מיסים ועלויות ,41100,"  118,107 ","  103,923 ","  118,883 "
1811000288,השתתפות בשי לחגים ,41100,"  1,402,000 ","  1,201,300 ","  1,136,009 "
1811000410,שכירת משרדים ,41100,"  600,000 ",  -   ,  -   
1811000442,שיפוי עבור נזקים ,41100,  100 ,  -   ,"  32,056 "
1811000470,ציוד משרדי ,41100,"  2,000 ","  2,000 ",  -   
1811000511,אירוח וכיבוד ,41100,"  20,000 ","  19,000 ","  16,375 "
1811000521,השתלמויות ,41100,"  10,000 ","  10,000 ","  12,550 "
1811000522,ספרות מקצועית ,41100,"  3,000 ","  3,000 ",  203 
1811000523,דמי חבר -מנהלי מחלק.חינוך,41100,"  8,000 ","  8,000 ","  6,730 "
1811000540,הוצאות תקשורת ,41100,"  38,000 ","  38,000 ","  32,942 "
1811000550,פרסום והדפסות ,41100,"  57,000 ","  57,000 ","  50,193 "
1811000561,צילום מסמכים ,41100,"  30,000 ","  28,000 ","  27,018 "
1811000574,תקשורת מחשבים ,41100,"  16,700 ","  15,900 ","  15,574 "
1811000579,קישור לרשת המיחשוב ,41100,"  50,000 ","  46,000 ","  53,340 "
1811000580,הוצאות אירגוניות ,41100,"  8,000 ","  8,000 ","  7,384 "
1811000582,כרטיסי איזי פארק ,41100,"  1,000 ","  1,000 ",  100 
1811000731,דלק ,41100,"  23,056 ","  22,278 ","  20,430 "
1811000735,השכרת רכב ,41100,"  33,323 ","  27,602 ","  35,815 "
1811000743,רכישת כלים מכשירים וציוד ,41100,"  90,000 ","  90,000 ","  86,269 "
1811000769,שירות לאומי ,41100,"  58,000 ","  57,600 ","  30,437 "
1811000780,מצוינגב-משרד לפיתוח נגב ג,41100,"  3,279,992 ","  2,224,862 ",  -   
1811000781,מרכזי מצוינות ,41100,"  2,749,000 ","  2,749,000 ","  2,603,384 "
1811000782,פרוייקטים מיוחדים ,41100,"  400,000 ","  400,000 ","  385,845 "
1811000783,יוזמות חינוכיות ,41100,"  100,000 ","  100,000 ","  101,708 "
1811000784,פרס חינוך יישובי ,41100,  -   ,  -   ,"  73,010 "
1811000785,יום המורה ,41100,"  10,000 ","  10,000 ","  2,044 "
1811000787,פרוייקט עתיד ,41100,"  71,250 ","  71,250 ","  71,250 "
1811000788,הכנס השנתי לחינוך למצויינ,41100,"  50,000 ","  50,000 ","  46,957 "
1811000850,סיוע ועידוד תלמידים למצוי,41100,"  55,000 ","  50,000 ","  43,750 "
1811000930,שיפור סביבת העבודה לעובד ,41100,  -   ,  -   ,"  1,790 "
1811000986,ה.מותנית חינוך ,41100,"  600,000 ",  -   ,  -   
1811100722,הקצבה מיועדת ,41100,  100 ,  100 ,  -   
1811100781,הוצ.פעולה ועד הורים מרכזי,41100,"  22,000 ","  21,000 ","  20,205 "
1811100782,משלחות תלמידים ,41100,"  110,000 ","  50,000 ",  -   
1811100786,תוכנית אב למערכת החינוך ,41100,  -   ,  -   ,"  80,000 "
1311000922,הקצבה להצטיידות טכנולוגית,41200,"  -200,000 ","  -500,000 ","  -331,105 "
1313100490,מחשב לכל ילד ,41200,"  -48,200 ","  -40,500 ","  -19,170 "
1313100925,תוכנית תקשוב-הוצאות שוטפו,41200,"  -2,400,000 ","  -2,368,944 ","  -1,360,638 "
1315100923,הקצבה למגמות תקשורת-מקיפי,41200,  -   ,  -   ,"  -73,873 "
1811000575,רכישת תוכנות ,41200,"  10,000 ","  6,000 ","  4,455 "
1811000578,רישום תלמידים באינטרנט ,41200,"  100,000 ","  92,000 ","  113,623 "
1811000722,הקצבה להצטיידות טכנולוגית,41200,"  200,000 ","  500,000 ","  335,789 "
1811000750,"שירותי מיחשוב ""פורטל"" ",41200,"  150,000 ","  150,000 ","  34,840 "
1811000752,מערכת שיבוץ תלמידים ,41200,"  90,000 ","  80,000 ","  74,862 "
1811200110,שכר קובע ,41200,"  228,243 ","  231,468 ","  89,711 "
1811200120,תוספות שאינן בשכר קובע ,41200,  584 ,"  25,495 ",  240 
1811200130,שעות נוספות ,41200,  -   ,  595 ,  -   
1811200140,החזר הוצאות ,41200,"  42,208 ","  40,456 ","  21,165 "
1811200181,הפרשות סוציאליות ,41200,"  67,273 ","  49,704 ","  25,689 "
1811200182,מיסים ועלויות ,41200,"  20,620 ","  23,331 ","  8,395 "
1811200780,עת הדעת ,41200,"  426,300 ","  426,300 ","  265,804 "
1812110577,אינטרנט בגנים ,41200,"  50,000 ","  45,000 ","  46,842 "
1813100575,חותם ,41200,"  90,000 ","  140,000 ","  143,097 "
1813100576,"מנב""ס ",41200,"  70,000 ","  70,000 ","  63,235 "
1813100578,תוכנית תקשוב-הוצאות שוטפו,41200,"  2,400,000 ","  2,368,944 ","  1,551,703 "
1813100787,מחשב לכל ילד ,41200,"  90,000 ","  90,000 ","  90,000 "
1813100935,רכישת מערכות מיחשוב ,41200,"  16,000 ","  16,000 ","  14,292 "
1813110420,עבודות להתאמה למאה 21 ,41200,"  30,000 ","  38,000 ","  39,995 "
1815100420,עבודות תשתית אינטרנט במקי,41200,  -   ,"  16,000 ",  -   
1815100575,"חותם-בתי""ס תיכוניים ",41200,"  60,000 ",  -   ,  -   
1815100743,הצטיידות מגמות תקשורת-מקי,41200,  -   ,  -   ,"  73,873 "
1815100789,למידה מרחוק ,41200,"  45,000 ","  50,000 ","  39,087 "
1817800576,מערכת הסעים ,41200,"  10,000 ","  10,000 ",  -   
1817960744,אחזקת מחשבים במוסד.חינוך ,41200,"  95,000 ","  95,000 ","  86,172 "
1812100110,שכר קובע ,42000,"  837,164 ","  932,095 ","  831,019 "
1812100120,תוספות שאינן בשכר קובע ,42000,"  87,891 ","  103,769 ","  104,283 "
1812100130,שעות נוספות ,42000,"  47,753 ","  2,420 ","  31,863 "
1812100140,החזר הוצאות ,42000,"  135,399 ","  164,659 ","  180,459 "
1812100181,הפרשות סוציאליות ,42000,"  178,005 ","  202,300 ","  176,191 "
1812100182,מיסים ועלויות ,42000,"  84,139 ","  94,962 ","  86,932 "
1812100420,תחזוקת מבנים ,42000,  -   ,"  3,000 ",  -   
1812100431,חשמל ,42000,  -   ,"  15,400 ",  -   
1812100433,חומרי נקיון ,42000,  -   ,"  3,000 ","  2,119 "
1812100440,ביטוח מבנה ותכולה ,42000,  -   ,"  1,800 ","  1,706 "
1812100470,ציוד משרדי ,42000,"  20,000 ","  15,000 ","  12,232 "
1812100511,אירוח וכיבוד ,42000,"  4,500 ","  4,500 ","  1,528 "
1812100540,הוצאות תקשורת ,42000,"  13,000 ","  12,000 ","  10,907 "
1812100541,ביול ,42000,"  68,000 ","  52,000 ","  31,999 "
1812100550,פרסום והדפסות ,42000,"  130,000 ","  95,000 ","  4,883 "
1812100561,צילום מסמכים ,42000,"  6,600 ","  5,500 ","  5,517 "
1812100570,מיכון - קובץ תלמידים ,42000,"  460,500 ","  438,200 ","  430,367 "
1812100571,"מיכון - דו""חות ",42000,"  11,500 ","  10,900 ","  10,675 "
1812100574,תקשורת מחשבים ,42000,"  23,400 ","  22,300 ","  21,872 "
1812100580,הוצאות אירגוניות ,42000,"  4,000 ","  4,000 ","  3,080 "
1812100743,רכישת כלים מכשירים וציוד ,42000,"  5,500 ","  5,500 ","  49,484 "
1812100751,מוקד טלפוני לרישום ,42000,"  120,000 ","  71,700 ",  -   
1812100759,אבטחה ,42000,"  110,000 ","  95,000 ","  39,206 "
1312110421,השתתפות הורים-מצעד הספרים,42100,  -   ,  -   ,  -   
1312110424,השתתפות הורים-מדף הספרים ,42100,  -   ,  -   ,  -   
1312110428,השתתפות הורים-מילת ,42100,"  -474,903 ","  -186,016 ","  -257,710 "
1312110429,"השת.הורים בהזנה-יול""א ",42100,  -   ,"  -1,000 ","  -6,011 "
1312110922,העברה מיועדת ,42100,  -100 ,  -   ,"  -5,092 "
1812110110,שכר קובע ,42100,"  621,729 ","  505,671 ","  448,334 "
1812110120,תוספות שאינן בשכר קובע ,42100,"  91,733 ","  88,591 ","  78,621 "
1812110130,שעות נוספות ,42100,"  9,000 ","  3,661 ","  3,286 "
1812110140,החזר הוצאות ,42100,"  113,028 ","  125,999 ","  98,021 "
1812110181,הפרשות סוציאליות ,42100,"  146,163 ","  117,316 ","  100,469 "
1812110182,מיסים ועלויות ,42100,"  63,810 ","  54,988 ","  47,655 "
1812110540,הוצאות תקשורת ,42100,"  10,000 ","  14,000 ","  6,748 "
1812110550,פרסום והדפסות ,42100,"  4,000 ","  4,000 ","  1,299 "
1812110561,צילום מסמכים ,42100,"  6,700 ","  3,700 ","  4,855 "
1812110580,הוצאות ארגוניות ,42100,"  19,000 ","  20,000 ","  12,200 "
1812110722,הקצבה מיועדת ,42100,  100 ,  -   ,"  5,092 "
1812110731,דלק ,42100,"  22,636 ",  -   ,  -   
1812110735,שכירת רכב-אבטחת גנים ,42100,"  21,457 ",  -   ,  -   
1812110760,"תוכנית מיל""ת ",42100,"  1,187,259 ","  930,329 ","  20,023 "
1812110780,רצף חינוכי ,42100,"  40,000 ","  40,000 ",  -   
1812110781,מצעד הספרים ,42100,  -   ,  -   ,"  22,270 "
1812110782,טיפול בשפה ואשכולות חינוך,42100,"  40,000 ","  40,000 ",  -   
1812110783,יוזמות חינוכיות ,42100,"  30,000 ","  30,000 ",  -   
1812110784,מדף הספרים ,42100,  -   ,  -   ,  -   
1812110786,הארכת יום לימודים בגנים ,42100,"  163,640 ","  163,640 ",  -   
1812110789,"פרוייקט יול""א ",42100,  -   ,  -   ,  -   
1312200420,ח.העשרה-מרמנת קרן קרב ,42200,"  -586,500 ","  -565,488 ","  -323,716 "
1312200421,השתת.הורים בהזנה לאומית ,42200,"  -256,697 ","  -104,458 ","  -1,180,223 "
1312200422,השתתפות הורים בצהרונים ,42200,  -   ,"  -100,000 ","  -229,218 "
1312200920,חוק שילוב סייעות ,42200,"  -5,610,000 ","  -3,700,000 ","  -4,505,005 "
1312200921,השתת בשכר עוזרות גננות ,42200,"  -12,960,753 ","  -11,295,245 ","  -10,798,338 "
1312200923,"עוזרות יוח""א ומילת ",42200,"  -378,380 ","  -340,000 ","  -322,719 "
1312200924,השתת. בילדי השלמה ,42200,"  -396,000 ","  -183,000 ","  -396,964 "
1312200925,סייעות רפואיות ,42200,"  -160,000 ","  -130,000 ","  -115,713 "
1312200926,"ציוד ראשוני גנים יוח""א ",42200,"  -26,400 ","  -26,400 ","  -26,400 "
1312200929,השתת.תשלומי הורים-חומרים ,42200,"  -50,000 ",  -   ,"  -1,351 "
1812200110,שכר קובע ,42200,"  9,972,994 ","  11,018,114 ","  10,949,286 "
1812200120,תוספות שאינן בשכר קובע ,42200,"  326,883 ","  447,586 ","  411,283 "
1812200130,שעות נוספות ,42200,"  1,366 ","  9,502 ","  5,294 "
1812200140,החזר הוצאות ,42200,"  294,245 ","  348,052 ","  342,148 "
1812200181,הפרשות סוציאליות ,42200,"  1,899,985 ","  2,049,358 ","  2,015,439 "
1812200182,מיסים ועלויות ,42200,"  810,239 ","  899,972 ","  891,594 "
1812200420,תחזוקת מבנים ,42200,"  45,000 ","  42,500 ","  44,830 "
1812200431,חשמל ,42200,"  516,100 ","  446,300 ","  462,882 "
1812200432,מים ,42200,"  170,000 ","  127,800 ","  124,567 "
1812200433,חומרי נקיון ,42200,"  25,000 ","  18,000 ",  -   
1812200440,ביטוח מבנה ותכולה ,42200,"  71,000 ","  70,200 ","  67,837 "
1812200540,הוצאות תקשורת ,42200,"  80,000 ","  80,000 ","  61,674 "
1812200580,הוצאות אירגוניות ,42200,"  4,000 ","  4,000 ",  367 
1812200726,תשלומי הורים חומרים ,42200,"  50,000 ",  -   ,"  1,351 "
1812200743,רכישת כלים מכשירים וציוד ,42200,"  95,000 ","  95,000 ","  95,960 "
1812200751,אחזקת גינון בחצרות ,42200,"  1,041,311 ","  839,532 ","  719,745 "
1812200752,הדברה ,42200,"  50,000 ","  35,000 ","  19,378 "
1812200760,פרוייקט הזנה לאומית ,42200,"  366,710 ","  208,916 ","  293,988 "
1812200761,ח.העשרה-מרמנת קרן קרב ,42200,"  1,188,000 ","  899,950 ","  2,380 "
1812200780,הוצאות תרבות ,42200,"  20,000 ","  120,000 ",  -   
1812200781,"ציוד ראשוני גנים יוח""א ",42200,"  26,400 ","  26,400 ","  26,400 "
1812200782,צהרונים סוכות ,42200,  -   ,"  100,000 ",  -   
1812200784,הוצאות לפעולה-הקצבה ,42200,"  600,000 ","  561,200 ","  365,400 "
1312300410,"שכל""מ מהורים ",42300,  -   ,  -   ,"  -8,929,783 "
1312300411,תשלום חובות משנים קודמות ,42300,"  -400,000 ","  -500,000 ","  -258,856 "
1312300921,"השתת.בשכל""מ ט.חובה(75%( ",42300,  -   ,  -   ,"  -2,453,656 "
1312300922,העברה מיועדת ,42300,  -100 ,  -100 ,  -   
1312300923,שיקום שכונות גיל 4 ,42300,  -   ,  -   ,"  -1,414,907 "
1312300925,השתת. בילדי עולים ,42300,  -   ,  -   ,"  -347,714 "
1312300926,"השתת.בגנ""י ט.חובה(90%( ",42300,"  -33,651,840 ","  -32,560,000 ","  -11,113,809 "
1812300110,שכר קובע ,42300,"  11,201,269 ","  9,071,130 ","  4,946,611 "
1812300120,תוספות שאינן בשכר קובע ,42300,"  257,974 ","  183,556 ","  99,039 "
1812300130,שעות נוספות ,42300,  -   ,"  10,086 ","  3,065 "
1812300140,החזר הוצאות ,42300,"  273,413 ","  252,805 ","  139,787 "
1812300181,הפרשות סוציאליות ,42300,"  2,126,212 ","  1,594,633 ","  847,403 "
1812300182,מיסים ועלויות ,42300,"  897,839 ","  739,732 ","  394,755 "
1812300420,תחזוקת מבנים ,42300,"  47,500 ","  47,500 ","  48,573 "
1812300431,חשמל ,42300,"  735,000 ","  437,700 ","  375,371 "
1812300432,מים ,42300,"  228,000 ","  126,400 ","  135,421 "
1812300433,חומרי נקיון ,42300,"  28,000 ","  20,000 ",  -   
1812300440,ביטוח מבנה ותכולה ,42300,"  113,000 ","  70,200 ","  67,837 "
1812300540,הוצאות תקשורת ,42300,"  110,000 ","  80,000 ","  61,674 "
1812300570,"מיכון - שכל""מ מהורים ",42300,"  140,900 ","  134,100 ","  131,760 "
1812300582,הוצאות משפטיות ,42300,"  80,000 ","  80,000 ","  24,642 "
1812300722,העברה מיועדת ,42300,  100 ,  100 ,  -   
1812300743,רכישת כלים מכשירים וציוד ,42300,"  40,000 ","  40,000 ","  36,994 "
1812300752,הדברה ,42300,"  35,000 ","  28,000 ","  15,926 "
1812300760,שכר גננות עובדות מדינה ,42300,"  25,565,848 ","  21,427,000 ","  15,652,982 "
1812300769,שירות לאומי ,42300,"  560,000 ","  186,360 ",  -   
1812300780,הוצאות תרבות ,42300,"  20,000 ","  20,000 ",  -   
1812300784,הוצאות לפעולה-הקצבה ,42300,"  793,800 ","  617,400 ","  473,400 "
1812610110,שכר קובע ,42301,"  281,256 ","  203,554 ","  119,819 "
1812610120,תוספות שאינן בשכר קובע ,42301,"  29,403 ","  62,073 ","  24,896 "
1812610130,שעות נוספות ,42301,"  19,548 ","  29,910 ","  12,494 "
1812610140,החזר הוצאות ,42301,"  62,993 ","  48,131 ","  30,855 "
1812610181,הפרשות סוציאליות ,42301,"  82,154 ","  50,805 ","  29,392 "
1812610182,מיסים ועלויות ,42301,"  29,781 ","  25,941 ","  14,219 "
1812610540,הוצאות תקשורת ,42301,"  7,000 ","  7,000 ","  4,390 "
1812610561,צילום מסמכים ,42301,  -   ,  -   ,  -   
1812610782,פארק אוסטרליה-ח.מ. ,42301,"  38,000 ","  38,000 ","  27,562 "
1812610783,יוזמות חינוכיות ,42301,"  30,000 ","  26,000 ","  21,000 "
1312600225,אגרת תלמידי חוץ ,42310,  -   ,  -   ,"  -61,386 "
1312600420,השתת.הורים בצהרנים-קרן קר,42310,"  -15,000 ","  -25,000 ","  -31,216 "
1312600920,"הזנת יוח""א ",42310,"  -158,000 ","  -135,000 ","  -123,542 "
1312600922,העברה מיועדת ,42310,  -100 ,  -100 ,"  -37,679 "
1312600923,ח.מיוחד פטור ממלכתי ,42310,"  -1,385,631 ","  -885,800 ","  -980,449 "
1312600926,תשלומי הורים חומרים ,42310,  -100 ,  -   ,  -300 
1312610920,"גנים-יוח""א ",42310,  -   ,  -   ,  -   
1312610921,הש.שכר סייע.כיתתיות וטיפו,42310,  -   ,  -   ,  -   
1312610927,השתת.בהוצ.ארג.נלוות ,42310,"  -125,000 ","  -120,000 ","  -103,291 "
1312610928,השתת.בפעולות העשרה ,42310,"  -80,000 ","  -75,000 ","  -67,125 "
1312610929,השתת.בשרותי היקף ,42310,"  -110,000 ",  -   ,  -   
1812600110,שכר קובע (ע.גננות( ,42310,"  4,414,321 ","  3,432,199 ","  3,284,118 "
1812600120,תוספות שאינן בשכר קובע ,42310,"  1,744,105 ","  1,359,119 ","  1,432,724 "
1812600130,שעות נוספות ,42310,"  83,244 ","  95,026 ","  81,844 "
1812600140,החזר הוצאות ,42310,"  148,559 ","  128,483 ","  122,256 "
1812600181,הפרשות סוציאליות ,42310,"  1,264,245 ","  936,588 ","  905,332 "
1812600182,מיסים ועלויות ,42310,"  485,179 ","  377,766 ","  370,304 "
1812600420,תחזוקת מבנים ,42310,"  42,000 ","  38,000 ","  26,793 "
1812600431,חשמל ,42310,"  112,800 ","  87,200 ","  101,164 "
1812600433,חומרי נקיון ,42310,"  24,000 ","  22,000 ","  11,389 "
1812600434,שרותי נקיון ,42310,"  15,500 ","  13,000 ","  10,441 "
1812600440,ביטוח מבנה ותכולה ,42310,"  26,600 ","  26,300 ","  25,389 "
1812600540,הוצאות תקשורת ,42310,"  28,000 ","  34,000 ","  18,277 "
1812600722,העברה מיועדת ,42310,  100 ,  100 ,"  37,679 "
1812600723,"קניית ארוחות חמות-יוח""א ",42310,"  395,000 ","  365,000 ","  286,770 "
1812600726,תשלומי הורים חומרים ,42310,  100 ,  -   ,  300 
1812600743,רכישת כלים מכשירים וציוד ,42310,"  80,000 ","  80,000 ","  69,351 "
1812600751,אחזקת גינון ,42310,"  122,168 ","  115,868 ","  82,077 "
1812600752,הדברה ,42310,"  35,000 ","  35,000 ","  24,839 "
1812600780,הוצאות לפעולה-הקצבה ,42310,"  180,000 ","  140,000 ","  124,200 "
1812600781,הוצאות תרבות ,42310,"  30,000 ","  30,000 ",  700 
1812600784,פעולות העשרה בגנים ,42310,"  80,000 ","  75,000 ","  67,125 "
1812600785,ה.נלוות חינוך מיוחד ,42310,"  25,000 ","  15,000 ","  6,847 "
1313100421,ח.העשרה-מרמנת קרן קרב ,43000,"  -568,671 ","  -608,114 ","  -200,086 "
1313100422,השתת.הורים בהזנה לאומית ,43000,"  -1,294,881 ","  -1,076,967 ","  -418,404 "
1313100428,"השתת.הורים-מיל""ת ",43000,"  -966,128 ","  -797,261 ","  -255,400 "
1313100440,"תוכנת מנב""ס פאר ואסיף ",43000,"  -50,000 ","  -50,000 ","  -39,468 "
1313100922,העברה מיועדת ,43000,  -100 ,  -100 ,"  -26,134 "
1313100926,"הל""ב-החינוך לחיים בחברה ",43000,"  -70,000 ","  -70,000 ","  -88,098 "
1313100927,בתי ספר מקדמי בריאות ,43000,  -100 ,"  -4,000 ","  -18,350 "
1313100928,סייעות רפואיות ,43000,"  -260,000 ","  -156,990 ","  -267,413 "
1313100929,השתתפות בעלויות טיולים ,43000,  -   ,"  -1,814,433 ","  -656,426 "
1813100110,שכר קובע ,43000,"  331,078 ","  391,992 ","  315,179 "
1813100120,תוספות שאינן בשכר קובע ,43000,"  5,580 ","  8,840 ","  6,847 "
1813100130,שעות נוספות ,43000,  -   ,  334 ,  159 
1813100140,החזר הוצאות ,43000,"  10,645 ","  26,296 ","  19,059 "
1813100181,הפרשות סוציאליות ,43000,"  57,682 ","  69,506 ","  54,694 "
1813100182,מיסים ועלויות ,43000,"  29,084 ","  35,805 ","  28,924 "
1813100514,שי לכיתה א ולבוגרים(ו( ,43000,"  60,000 ","  53,000 ","  40,939 "
1813100540,הוצאות תקשורת ,43000,"  9,000 ","  13,000 ","  5,137 "
1813100570,"מיכון-מנב""ס ",43000,"  29,400 ","  28,000 ","  27,386 "
1813100577,"תוכנות מנב""ס-פאר וכו"" ",43000,"  50,000 ","  50,000 ","  39,902 "
1813100580,הוצאות אירגוניות ,43000,"  4,500 ","  4,000 ","  2,955 "
1813100722,הקצבה מיועדת ,43000,  100 ,  100 ,  -   
1813100731,דלק ,43000,"  13,833 ","  13,366 ","  12,817 "
1813100735,השכרת רכב ,43000,"  39,963 ","  43,680 ","  37,096 "
1813100760,מפעל הזנה ,43000,"  1,849,831 ","  1,904,536 ","  1,794,417 "
1813100761,ח.העשרה-מרמנת קרן קרב ,43000,"  1,336,521 ","  1,109,089 ","  2,094,655 "
1813100762,"תוכנית מיל""ת ",43000,"  2,415,321 ","  2,719,414 ","  2,620,127 "
1813100781,פעולות תרבות וחברה ,43000,"  35,000 ","  30,000 ","  26,689 "
1813100782,באר שבע-עיר קוראת ,43000,"  38,000 ","  38,000 ","  26,612 "
1813100783,השאלת ספרים ,43000,"  50,000 ","  50,000 ","  38,000 "
1813100784,מוכנות כיתה א ,43000,"  50,000 ","  50,000 ","  49,877 "
1813100785,פלאי באר שבע ,43000,"  55,000 ","  55,000 ","  35,000 "
1813100786,טיפול בשפה ואשכולות חינוך,43000,"  55,000 ","  55,000 ","  56,500 "
1813100788,תגבור לימודי יהדות ,43000,"  85,500 ","  85,500 ","  85,500 "
1813110780,תגבור ידיעת הארץ ,43000,"  85,500 ","  85,500 ","  85,500 "
1813110781,מרכז מחשבים להבה ,43000,"  170,000 ","  170,000 ","  170,000 "
1813110782,"חידון תנ""ך עירוני ",43000,"  60,000 ","  60,000 ","  60,000 "
1813110783,יוזמות חינוכיות ,43000,"  25,000 ","  24,000 ","  17,678 "
1813110784,חינוך לפסגות ,43000,"  120,000 ","  120,000 ","  71,062 "
1813110785,בתי ספר יחודיים ,43000,"  140,000 ","  130,000 ","  120,000 "
1813110786,"הל""ב-החינוך לחיים בחברה ",43000,"  70,000 ","  70,000 ","  172,350 "
1813110787,בתי ספר מקדמי בריאות ,43000,  100 ,"  4,000 ",  -   
1813110788,קידום הישגים לימודיים ,43000,"  300,000 ","  300,000 ",  -   
1813110789,עלויות טיולים ,43000,  -   ,"  1,814,433 ","  656,426 "
1813111780,סולמות-חינוך מוזיקלי ,43000,"  40,000 ",  -   ,  -   
1313210225,אגרת תלמידי חוץ ,43100,"  -330,000 ","  -160,000 ","  -775,368 "
1813200110,שכר קובע (מזכירות( ,43100,"  503,169 ","  278,192 ","  406,535 "
1813200120,תוספות שאינן בשכר קובע ,43100,"  20,864 ","  13,512 ","  18,483 "
1813200130,שעות נוספות ,43100,  -   ,  -   ,"  2,661 "
1813200140,החזר הוצאות ,43100,"  27,925 ","  12,065 ","  18,100 "
1813200181,הפרשות סוציאליות ,43100,"  95,470 ","  50,319 ","  72,537 "
1813200182,מיסים ועלויות ,43100,"  42,209 ","  22,995 ","  33,831 "
1813210110,שכר קובע(שרתים( ,43100,"  568,295 ","  541,520 ","  525,824 "
1813210120,תוספות שאינן בשכר קובע ,43100,"  22,786 ","  10,217 ","  9,491 "
1813210130,שעות נוספות ,43100,"  1,508 ","  4,418 ","  5,591 "
1813210140,החזר הוצאות ,43100,"  21,417 ","  23,673 ","  21,384 "
1813210181,הפרשות סוציאליות ,43100,"  99,793 ","  100,038 ","  98,280 "
1813210182,מיסים ועלויות ,43100,"  46,685 ","  43,865 ","  42,713 "
1813210434,שרותי נקיון ,43100,  -   ,  -   ,  383 
1813210878,סל תלמיד-ניהול עצמי ,43100,  -   ,"  200,000 ",  -   
1813211110,שכר קובע (ס.כיתתיות( ,43100,"  2,281,686 ","  1,513,734 ","  3,824,566 "
1813211120,תוספות שאינן בשכר קובע ,43100,"  398,902 ","  222,101 ","  549,471 "
1813211130,שעות נוספות ,43100,"  35,512 ","  25,311 ","  51,267 "
1813211140,החזר הוצאות ,43100,"  125,579 ","  85,315 ","  204,839 "
1813211181,הפרשות סוציאליות ,43100,"  540,895 ","  336,629 ","  838,943 "
1813211182,מיסים ועלויות ,43100,"  214,608 ","  140,738 ","  353,610 "
1313221420,הכנסות מהורים ,43221,  -100 ,  -100 ,  -   
1313221490,הכנסות שונות ,43221,  -100 ,  -100 ,  -   
1313221920,סל תלמיד לעולה ,43221,"  -1,300 ",  -100 ,  -   
1313221921,השתתפות בשכר מזכירות ,43221,"  -23,275 ","  -22,868 ","  -22,144 "
1313221922,העברה מיועדת ,43221,  -100 ,  -100 ,  -   
1313221923,השתת.בשכר שרתים וניהול ע.,43221,"  -350,015 ","  -334,256 ","  -314,087 "
1313221924,השתת.בשכר סייעות כיתתיות ,43221,"  -99,500 ","  -99,452 ","  -95,594 "
1313221925,אגרת שכפול יסודי ,43221,"  -3,500 ","  -3,471 ","  -3,107 "
1313221926,השתת.בתשלומי הורים(חומרים,43221,"  -11,000 ","  -10,971 ","  -9,576 "
1313221927,אגרת שכפול פר תלמיד ,43221,"  -5,700 ","  -5,663 ","  -4,998 "
1813221110,שכר קובע ,43221,"  405,870 ","  380,319 ","  353,727 "
1813221120,תוספות שאינן בשכר קובע ,43221,"  94,787 ","  107,925 ","  90,750 "
1813221130,שעות נוספות ,43221,"  3,103 ","  14,452 ","  8,937 "
1813221140,החזר הוצאות ,43221,"  10,469 ","  10,817 ","  9,912 "
1813221181,הפרשות סוציאליות ,43221,"  91,552 ","  81,394 ","  74,871 "
1813221182,מיסים ועלויות ,43221,"  39,211 ","  38,976 ","  35,149 "
1813221440,ביטוח מבנה ותכולה ,43221,"  10,700 ","  10,600 ","  10,236 "
1813221720,סל תלמיד לעולה ,43221,"  1,300 ",  100 ,  -   
1813221722,העברה מיועדת ,43221,  100 ,  100 ,  -   
1813221725,אגרת שכפול יסודי ,43221,"  3,500 ","  3,471 ","  3,107 "
1813221726,השתת.בתשלומי הורים(חומרים,43221,"  11,000 ","  10,971 ","  9,576 "
1813221727,אגרת שכפול פר תלמיד ,43221,"  5,700 ","  5,663 ","  4,998 "
1813221751,רואה חשבון ,43221,"  6,000 ","  5,000 ","  4,797 "
1813221877,תוספת דפרנציאלית פדגוגית ,43221,"  24,090 ",  -   ,  -   
1813221878,סל תלמיד עיריה-ניהול עצמי,43221,"  227,652 ","  238,920 ","  255,813 "
1313222420,הכנסות מהורים ,43222,  -100 ,  -100 ,  -   
1313222920,סל תלמיד לעולה ,43222,"  -19,000 ","  -15,000 ","  -19,065 "
1313222921,השתתפות בשכר מזכירות ,43222,  -   ,  -   ,  -   
1313222922,העברה מיועדת ,43222,  -100 ,  -100 ,  -   
