,,,,,,,,,,,,,," הצעת התקציב בש""ח ",
4,3,9,0,0,1,9,4,3,1,1349100934,טפול והכשרה אתיופים ,63100,  -   ,  -   ,  -   
5,3,9,0,0,1,9,4,3,1,1349100935,תוכ.קב.וקהילה-עולים ,63100,"  -22,500 ","  -63,000 ",  -   
7,3,9,0,0,1,9,4,3,1,1349100937,עובדי שכונה-עולים ,63100,"  -245,088 ",  -   ,  -   
9,3,9,0,0,1,9,4,3,1,1349100939,טיפול בעיוורים עולים ,63100,"  -17,647 ","  -31,000 ","  -17,000 "
9,3,9,0,1,1,9,4,3,1,1349110939,עובדי שכונה-עולים ,63100,  -   ,"  -252,231 ","  -254,493 "
0,3,9,0,0,2,9,4,3,1,1349200930,ילדים במצוקה- עולים ,63100,"  -124,764 ","  -214,000 ","  -180,200 "
1,3,9,0,0,2,9,4,3,1,1349200931,משפחות עולים במצוקה ,63100,"  -113,809 ","  -202,000 ","  -84,700 "
2,3,9,0,0,2,9,4,3,1,1349200932,אבח.ושיקום נכים עולים ,63100,"  -50,189 ","  -140,000 ","  -50,000 "
4,3,9,0,0,2,9,4,3,1,1349200934,טפול בצעירים-עולים ,63100,  -   ,  -   ,  -   
5,3,9,0,0,2,9,4,3,1,1349200935,נערות במצוקה-עולים ,63100,  -   ,  -   ,  -   
6,3,9,0,0,2,9,4,3,1,1349200936,אלכוהוליסטים עולים ,63100,  -   ,  -   ,  -   
7,3,9,0,0,2,9,4,3,1,1349200937,מפגרים בפנימיות עולים ,63100,"  -495,405 ","  -587,394 ","  -587,394 "
8,3,9,0,0,2,9,4,3,1,1349200938,מטפלים למקרים חריגים ,63100,  -   ,  -   ,  -   
0,3,9,0,0,3,9,4,3,1,1349300930,טיפול בעולים נפגעי סמים ,63100,"  -49,464 ","  -55,000 ",  -   
0,5,9,0,0,0,9,6,3,1,1369000950,משרד הקליטה-קליטה בקהילה ,49700,"  -1,168,318 ","  -1,077,400 ","  -1,580,000 "
1,5,9,0,0,0,9,6,3,1,1369000951,משרד הקליטה-קליטה קבוצתית,49700,"  -227,532 ","  -149,700 ",  -   
2,5,9,0,0,0,9,6,3,1,1369000952,שילוב ע.אתיופים מ.קליטה ,49700,  -   ,  -   ,  -   
3,5,9,0,0,0,9,6,3,1,1369000953,מוקד קליטה לעולי אתיופיה ,49700,"  -289,736 ","  -577,000 ","  -577,000 "
0,9,4,0,0,0,1,7,3,1,1371000490,הסברה וחינוך סביבתי-עצמיו,51200,  -   ,  -   ,  -   
0,9,9,0,0,0,1,7,3,1,1371000990,השת משרד איכות הסביבה ,51200,"  -202,565 ","  -200,000 ","  -200,000 "
2,9,9,0,0,0,1,7,3,1,1371000992,העברה מיועדת ,51200,  -   ,  -100 ,  -100 
4,9,9,0,0,0,1,7,3,1,1371000994,השתת.מ.א.הסביבה-חינוך והס,51120,  -   ,  -   ,  -   
4,9,9,0,0,1,1,7,3,1,1371100994,השתת.מ.א.הסביבה-חינוך והס,51120,  -   ,  -   ,  -   
0,9,9,0,0,0,9,7,3,1,1379000990,פרוייקטים-מ.להגנת הסביבה ,51200,"  -128,114 ","  -387,552 ",  -   
1,9,9,0,0,0,9,7,3,1,1379000991,השתת.מ.א.הסביבה-בקבוקי פל,51200,"  -46,778 ",  -   ,  -   
2,9,9,0,0,0,9,7,3,1,1379000992,השת.מ.א.הסב.-מחזור פ.בניה,51200,  -   ,  -   ,  -   
0,9,9,0,0,0,1,8,3,1,1381000990,השתת.משרד בטחון פנים ,13205,  -   ,  -   ,"  -1,194,375 "
0,1,2,0,1,1,3,1,4,1,1413110210,אגרת מים-גביה מפיגורים ,37200,"  -4,749,896 ","  -5,000,000 ","  -5,500,000 "
0,2,2,0,0,2,3,1,4,1,1413200220,אגרת חידוש חיבור מים ,37200,  -836 ,  -   ,  -   
1,2,2,0,0,2,3,1,4,1,1413200221,אגרת חיבור מים ,37200,"  -17,153 ",  -   ,  -   
0,2,6,0,0,2,3,1,4,1,1413200620,אגרת מדי מים ,37200,"  -11,523 ",  -   ,  -   
0,9,6,0,0,3,3,1,4,1,1413300690,הכנסות מבדיקת מדי מים ,37500,"  -2,065 ",  -   ,  -   
0,2,2,0,0,0,0,2,4,1,1420000220,אגרת שחיטה ,55100,"  -159,352 ","  -180,000 ","  -180,000 "
0,3,6,0,0,0,1,3,4,1,1431000630,הכנסות ממכירת נכסים ,72900,  -   ,  -   ,  -   
0,9,6,0,0,0,7,3,4,1,1437000690,הכנסות משווקים ,38300,"  -1,080,607 ","  -3,785,164 ","  -3,700,000 "
0,9,6,0,0,0,8,3,4,1,1438000690,הכנסות שונות ,14400,  -   ,  -   ,  -   
0,1,9,0,0,0,8,3,4,1,1438000910,השתת.משרד הפנים באבטחה ,14400,"  -280,000 ",  -   ,  -   
0,5,6,0,0,0,9,3,4,1,1439000650,דמי שימוש חניונים ,38200,"  -60,000 ","  -60,000 ","  -60,000 "
1,5,6,0,0,0,9,3,4,1,1439000651,דמי שימוש בנכסים ,38200,"  -262,290 ","  -350,000 ","  -350,000 "
2,5,6,0,0,0,9,3,4,1,1439000652,דמי שימוש - חברה כלכלית ,38200,"  -835,620 ","  -780,000 ","  -780,000 "
3,5,6,0,0,0,9,3,4,1,1439000653,דמי שימוש אנטנות סלולריות,38200,"  -2,074,527 ","  -1,851,511 ","  -2,000,000 "
4,5,6,0,0,0,9,3,4,1,1439000654,דמי שימוש-מרכז מורים ,38200,"  -190,140 ","  -190,000 ","  -190,000 "
5,5,6,0,0,0,9,3,4,1,1439000655,דמי שימוש באולם/תאטרון ,38200,  -   ,  -   ,  -   
6,5,6,0,0,0,9,3,4,1,1439000656,דמי שימוש באולם/סינפוניטה,38200,  -   ,  -   ,  -   
7,5,6,0,0,0,9,3,4,1,1439000657,דמי שימוש במקלטים ,38200,"  -159,818 ","  -200,000 ","  -200,000 "
9,5,6,0,0,0,9,3,4,1,1439000659,"דמי שימוש-בי""ס למשחק ",38200,"  -900,000 ","  -900,000 ","  -900,000 "
0,9,6,0,0,0,9,3,4,1,1439000690,החזר צריכת חשמל ,38200,"  -76,058 ",  -100 ,  -100 
1,5,6,0,0,1,9,3,4,1,1439100651,השתתפות סינפונייטה באולם ,38200,  -   ,  -   ,"  -790,000 "
2,5,6,0,0,1,9,3,4,1,1439100652,השתתפות תאטרון באולם ,38200,  -   ,  -   ,"  -2,168,500 "
0,9,6,0,0,0,3,4,4,1,1443000690,דמי חניה ,90300,"  -1,301,432 ","  -1,000,000 ","  -2,100,000 "
1,9,6,0,0,0,3,4,4,1,1443000691,גביית חובות חנייה ,90300,"  -24,114,455 ","  -27,840,000 ","  -28,985,000 "
2,9,6,0,0,0,3,4,4,1,1443000692,זמן חנייה-מדחנים ,90300,"  -2,362,233 ","  -2,400,000 ","  -2,400,000 "
3,9,6,0,0,0,3,4,4,1,1443000693,הכנסות מגרירת רכבים ,90300,  -   ,  -   ,  -   
4,9,6,0,0,0,3,4,4,1,1443000694,הנפקת תו חנייה ,90300,"  -15,514 ","  -18,000 ","  -18,000 "
5,9,6,0,0,0,3,4,4,1,1443000695,הנפקת כרטיסי א.פ.לאגפים ,90300,  -85 ,"  -10,000 ","  -10,000 "
6,9,6,0,0,0,3,4,4,1,1443000696,דמי חניה סלולרית ,90300,"  -958,211 ","  -1,300,000 ","  -2,500,000 "
7,1,2,0,0,0,0,7,4,1,1470000217,אגרת ביוב-גביה מפיגורים ,38100,"  -2,500,313 ","  -2,500,000 ","  -3,000,000 "
0,9,6,0,0,0,0,8,4,1,1480000690,כיסוי הוצאות אספקת מים ,38100,"  -358,707 ","  -320,000 ","  -280,299 "
0,9,4,0,0,0,2,8,4,1,1482000490,הכנסות שונות ,72700,  -   ,  -   ,  -   
0,4,5,0,0,0,2,8,4,1,1482000540,החזרי ביטוח ,72700,  -   ,  -   ,  -   
0,9,4,0,0,0,3,8,4,1,1483000490,החזר ביטוח-תאגיד ,31100,"  -370,000 ","  -370,000 ",  -   
1,6,6,0,0,0,3,8,4,1,1483000661,ריבית מתאגיד מים וביוב ,72900,  -   ,  -   ,"  -4,100,000 "
1,1,5,0,0,0,3,1,5,1,1513000511,החזר הוצאות משנים קודמות ,72900,"  -2,205,792 ","  -3,800,000 ","  -4,000,000 "
2,1,5,0,0,0,3,1,5,1,1513000512,החזר הוצ.שכר משנים קודמות,72900,"  -6,862 ",  -   ,  -   
0,9,5,0,0,9,1,9,5,1,1591900590,העברה מקרן מימוש נכסים-אצ,73000,  -   ,  -   ,  -   
1,9,5,0,0,9,1,9,5,1,1591900591,החזר מקרנות פנסיה ,84100,"  -343,574 ","  -250,000 ","  -250,000 "
5,9,5,0,0,9,1,9,5,1,1591900595,העברה מקרן פנסיה תקציבית ,84100,  -   ,  -   ,  -   
1,9,5,0,2,9,1,9,5,1,1591920591,העברה מקרנות פיתוח-קרן ,73000,"  -2,263,526 ","  -7,226,000 ","  -11,125,000 "
2,9,5,0,2,9,1,9,5,1,1591920592,העברה מקרנות פיתוח-ריבית ,73000,"  -3,918,649 ","  -4,602,000 ","  -6,705,000 "
3,9,5,0,2,9,1,9,5,1,1591920593,העברה מקרנות פיתוח-הצמדה ,73000,"  -433,684 ","  -1,189,000 ","  -1,523,000 "
1,1,5,0,0,0,4,9,5,1,1594000511,הכנסות משנים קודמות ,72900,"  -5,000,000 ","  -2,000,000 ","  -2,000,000 "
2,2,5,0,0,0,4,9,5,1,1594000522,החזר גמלאות פנסיה ,84100,"  -123,034 ","  -165,000 ","  -50,000 "
0,3,5,0,0,0,4,9,5,1,1594000530,קנסות אוטומציה ,72900,  -   ,  -   ,  -   
0,2,6,0,0,0,4,9,5,1,1594000620,הכנסות ממכירת ציוד ,72900,"  -12,150 ",  -   ,  -   
0,9,4,0,0,1,4,9,5,1,1594100490,החזרי חשמל ,72900,  -   ,  -   ,  -   
2,2,5,0,0,1,4,9,5,1,1594100522,החזר גמלאות משארים ,84100,  -   ,  -   ,  -   
0,4,5,0,0,2,4,9,5,1,1594200540,החזר ביטוח ,72900,  -   ,  -   ,  -   
0,2,9,0,0,4,4,9,5,1,1594400920,"השתתפות משה""ח - פיצויים ",84100,  -   ,  -   ,  -   
1,2,9,0,0,4,4,9,5,1,1594400921,"השתת. משה""ח -ימי מחלה ",84100,  -   ,  -   ,  -   
0,9,4,0,0,5,4,9,5,1,1594500490,הכנסות שונות ,72900,"  -6,125 ",  -   ,  -   
8,1,9,0,0,1,9,9,5,1,1599100918,מענק לכיסוי גרעון מצטבר ,72900,  -   ,  -   ,  -   
0,8,7,0,0,9,9,9,5,1,1599900780,מיחזור מילוות אוצריות ,73000,  -   ,"  -30,000,000 ",  -   
0,7,9,0,0,0,0,1,6,1,1610000970,הוצאות עודפות ,72900,"  114,000 ","  114,000 ","  114,000 "
0,1,1,0,0,1,1,1,6,1,1611100110,שכר קובע ,11100,"  3,497,659 ","  3,284,441 ","  3,328,967 "
0,2,1,0,0,1,1,1,6,1,1611100120,תוספות שאינן בשכר קובע ,11100,"  240,220 ","  226,496 ","  223,877 "
0,3,1,0,0,1,1,1,6,1,1611100130,שעות נוספות ,11100,"  47,313 ","  46,532 ","  29,582 "
0,4,1,0,0,1,1,1,6,1,1611100140,החזר הוצאות ,11100,"  457,034 ","  414,422 ","  427,708 "
1,8,1,0,0,1,1,1,6,1,1611100181,הפרשות סוציאליות ,11100,"  968,909 ","  918,308 ","  897,000 "
2,8,1,0,0,1,1,1,6,1,1611100182,מיסים ועלויות ,11100,"  337,339 ","  316,404 ","  316,082 "
1,4,4,0,0,1,1,1,6,1,1611100441,ביטוח רכב ,11100,"  1,095 ",  -   ,  -   
1,1,5,0,0,1,1,1,6,1,1611100511,אירוח וכיבוד ,11100,"  37,113 ","  33,250 ","  33,000 "
2,1,5,0,0,1,1,1,6,1,1611100512,"אש""ל ונסיעות ",11100,  -   ,"  1,000 ","  1,000 "
4,1,5,0,0,1,1,1,6,1,1611100514,החזר שי בתפקיד ,11100,"  12,680 ","  36,720 ","  36,720 "
2,2,5,0,0,1,1,1,6,1,1611100522,ספרות מקצועית ועיתונות ,11100,"  41,177 ","  50,000 ","  50,000 "
3,2,5,0,0,1,1,1,6,1,1611100523,דמי חבר בפורום סגנים ,11100,"  2,000 ","  3,000 ","  3,000 "
4,2,5,0,0,1,1,1,6,1,1611100524,רכישת ספרים ,11100,  -   ,  -   ,  -   
1,3,5,0,0,1,1,1,6,1,1611100531,דלק ,11100,"  73,620 ","  75,000 ","  113,500 "
2,3,5,0,0,1,1,1,6,1,1611100532,תיקוני רכב ,11100,"  1,658 ",  -   ,  -   
3,3,5,0,0,1,1,1,6,1,1611100533,אגרת רישוי רכב ,11100,  -   ,  -   ,  -   
5,3,5,0,0,1,1,1,6,1,1611100535,השכרת רכב ,11100,  -   ,  -   ,  -   
0,4,5,0,0,1,1,1,6,1,1611100540,הוצאות תקשורת ,11100,"  150,649 ","  152,000 ","  112,700 "
0,5,5,0,0,1,1,1,6,1,1611100550,פרסום והדפסות ,11100,"  2,516 ","  2,565 ","  2,565 "
1,6,5,0,0,1,1,1,6,1,1611100561,צילום מסמכים ,11100,"  30,313 ","  22,000 ","  22,000 "
0,8,5,0,0,1,1,1,6,1,1611100580,הוצאות אירגוניות ,11100,"  9,027 ","  12,825 ","  12,500 "
5,3,7,0,0,1,1,1,6,1,1611100735,השכרת רכב ,11100,"  250,076 ","  253,000 ","  257,200 "
0,5,7,0,0,1,1,1,6,1,1611100750,עבודות קבלניות ,11100,"  30,917 ",  -   ,  -   
9,6,7,0,0,1,1,1,6,1,1611100769,שירות לאומי ,11100,  -   ,"  36,000 ","  36,000 "
0,3,1,0,1,1,1,1,6,1,1611110130,שעות נוספות ,11300,  -   ,  -   ,  -   
0,4,1,0,1,1,1,1,6,1,1611110140,החזר הוצאות ,11300,  -   ,  -   ,  -   
1,8,1,0,1,1,1,1,6,1,1611110181,הפרשות סוציאליות ,11300,  -   ,  -   ,  -   
2,8,1,0,1,1,1,1,6,1,1611110182,מיסים ועלויות ,11300,  -   ,  -   ,  -   
1,1,5,0,1,1,1,1,6,1,1611110511,אירוח וכיבוד ,11300,  -   ,  -   ,  -   
0,8,5,0,1,1,1,1,6,1,1611110580,הוצאות אירגוניות ,11300,  -   ,  -   ,  -   
1,8,7,0,1,1,1,1,6,1,1611110781,שבת תרבות ,11300,  -1 ,  -   ,  -   
0,4,4,0,0,2,1,1,6,1,1611200440,ביטוח תאונות אישיות ,11200,"  16,553 ","  16,600 ","  17,000 "
1,1,5,0,0,2,1,1,6,1,1611200511,אירוח וכיבוד ,11200,"  33,288 ","  28,500 ","  28,500 "
2,1,5,0,0,2,1,1,6,1,1611200512,"אש""ל ונסיעות ",11200,  24 ,"  1,000 ","  1,000 "
2,2,5,0,0,2,1,1,6,1,1611200522,ספרות מקצועית ,11200,  496 ,"  6,500 ","  6,500 "
0,4,5,0,0,2,1,1,6,1,1611200540,הוצאות תקשורת ,11200,"  8,079 ","  8,100 ","  9,800 "
1,6,5,0,0,2,1,1,6,1,1611200561,צילום מסמכים ,11200,"  26,826 ","  30,000 ","  25,000 "
0,8,5,0,0,2,1,1,6,1,1611200580,הוצאות אירגוניות ,11200,"  6,113 ","  6,175 ","  6,175 "
0,1,7,0,0,2,1,1,6,1,1611200710,הובלות והסעות ,11200,  -   ,"  5,000 ","  5,000 "
1,3,7,0,0,2,1,1,6,1,1611200731,דלק ,11200,"  21,216 ","  22,000 ","  22,000 "
5,3,7,0,0,2,1,1,6,1,1611200735,השכרת רכב ,11200,"  65,618 ","  48,600 ","  49,400 "
0,5,7,0,0,2,1,1,6,1,1611200750,שרותי הקלטה ותימלול ,11200,"  56,437 ","  65,000 ","  65,000 "
0,1,1,0,0,3,1,1,6,1,1611300110,שכר קובע ,13200,"  547,674 ","  517,552 ","  739,011 "
0,2,1,0,0,3,1,1,6,1,1611300120,תוספות שאינן בשכר קובע ,13200,"  48,993 ","  43,539 ","  1,122 "
0,3,1,0,0,3,1,1,6,1,1611300130,שעות נוספות ,13200,"  31,572 ","  29,993 ","  4,268 "
0,4,1,0,0,3,1,1,6,1,1611300140,החזר הוצאות ,13200,"  114,047 ","  108,227 ","  108,493 "
1,8,1,0,0,3,1,1,6,1,1611300181,הפרשות סוציאליות ,13200,"  95,751 ","  89,008 ","  147,810 "
2,8,1,0,0,3,1,1,6,1,1611300182,מיסים ועלויות ,13200,"  57,895 ","  54,716 ","  66,445 "
8,8,2,0,0,3,1,1,6,1,1611300288,השתתפות בשי לחגים ,13200,  -   ,"  137,200 ","  141,000 "
0,7,4,0,0,3,1,1,6,1,1611300470,ציוד משרדי ,13200,  -   ,"  4,750 ","  4,750 "
1,1,5,0,0,3,1,1,6,1,1611300511,אירוח וכיבוד ,13200,"  4,620 ","  5,415 ","  5,415 "
2,1,5,0,0,3,1,1,6,1,1611300512,נסיעות ואשל ,13200,  -   ,"  1,000 ","  1,000 "
1,2,5,0,0,3,1,1,6,1,1611300521,השתלמויות ,13200,  -   ,"  12,600 ","  26,000 "
2,2,5,0,0,3,1,1,6,1,1611300522,ספרות מקצועית ,13200,  496 ,"  1,000 ","  1,000 "
0,4,5,0,0,3,1,1,6,1,1611300540,הוצאות תקשורת ,13200,  -   ,  -   ,"  22,000 "
0,5,5,0,0,3,1,1,6,1,1611300550,פרסום והדפסות ,13200,"  1,287 ","  4,750 ","  4,750 "
1,6,5,0,0,3,1,1,6,1,1611300561,צילום מסמכים ,13200,  -   ,"  6,000 ","  6,000 "
4,7,5,0,0,3,1,1,6,1,1611300574,תקשורת מחשבים ,13200,  -   ,"  28,400 ","  28,700 "
5,7,5,0,0,3,1,1,6,1,1611300575,אתר אינטרנט עירוני ,13200,"  65,202 ","  75,000 ","  75,000 "
9,7,5,0,0,3,1,1,6,1,1611300579,קישור לרשת המיחשוב ,13200,  -   ,"  8,500 ","  8,500 "
0,8,5,0,0,3,1,1,6,1,1611300580,הוצאות אירגוניות ,13200,"  1,676 ","  3,800 ","  3,800 "
3,4,7,0,0,3,1,1,6,1,1611300743,רכישת כלים מכשירים וציוד ,13200,"  7,813 ","  9,500 ","  9,500 "
0,5,7,0,0,3,1,1,6,1,1611300750,עבודות קבלניות ,13200,"  16,459 ","  18,000 ","  18,000 "
3,5,7,0,0,3,1,1,6,1,1611300753,שירותי יעוץ ,13200,"  10,470 ","  10,000 ","  10,000 "
0,8,7,0,0,3,1,1,6,1,1611300780,הוצאות אחרות לפעולה ,13200,"  9,002 ","  9,500 ","  9,500 "
0,3,9,0,0,3,1,1,6,1,1611300930,שיפור סביבת העבודה לעובד ,13200,  -   ,  -   ,"  17,000 "
0,1,1,0,0,4,1,1,6,1,1611400110,שכר קובע ,11400,"  213,698 ","  195,690 ","  202,734 "
0,2,1,0,0,4,1,1,6,1,1611400120,תוספות שאינן בשכר קובע ,11400,"  18,419 ","  16,484 ","  18,349 "
0,3,1,0,0,4,1,1,6,1,1611400130,שעות נוספות ,11400,  -   ,  -   ,  -   
0,4,1,0,0,4,1,1,6,1,1611400140,החזר הוצאות ,11400,"  44,235 ","  41,571 ","  42,869 "
1,8,1,0,0,4,1,1,6,1,1611400181,הפרשות סוציאליות ,11400,"  45,386 ","  41,737 ","  41,542 "
2,8,1,0,0,4,1,1,6,1,1611400182,מיסים ועלויות ,11400,"  21,340 ","  19,603 ","  20,396 "
1,1,5,0,0,4,1,1,6,1,1611400511,אירוח וכיבוד ,11400,"  10,676 ","  9,500 ","  9,500 "
2,1,5,0,0,4,1,1,6,1,1611400512,"אש""ל ונסיעות ",11400,  -   ,"  1,000 ","  1,000 "
0,4,5,0,0,4,1,1,6,1,1611400540,הוצאות תקשורת ,11400,"  11,100 ","  11,100 ","  9,200 "
0,1,7,0,0,4,1,1,6,1,1611400710,הסעות קבלניות ,11400,  -   ,"  15,000 ","  15,000 "
9,6,7,0,0,4,1,1,6,1,1611400769,שירות לאומי ,11400,  -   ,"  18,000 ","  18,000 "
0,8,7,0,0,4,1,1,6,1,1611400780,הוצאות פעולה-מעמד האישה ,11400,"  73,090 ","  85,000 ","  85,000 "
1,8,7,0,0,4,1,1,6,1,1611400781,"הוצאות ע""ח הכנסות-מ.האישה",11400,"  18,460 ",  -   ,  -   
2,8,7,0,0,4,1,1,6,1,1611400782,הכשרה במימון רשות פיתוח נ,11400,  -   ,"  40,000 ",  -   
6,8,9,0,0,4,1,1,6,1,1611400986,הוצאה מותנית מעמד האישה ,11400,  -   ,  -   ,"  25,000 "
0,1,1,0,0,5,1,1,6,1,1611500110,שכר קובע ,11410,  -   ,"  331,777 ","  421,407 "
0,2,1,0,0,5,1,1,6,1,1611500120,תוספות שאינן בשכר קובע ,11410,  -   ,"  21,065 ","  10,460 "
0,3,1,0,0,5,1,1,6,1,1611500130,שעות נוספות ,11410,  -   ,"  5,266 ","  5,497 "
0,4,1,0,0,5,1,1,6,1,1611500140,החזר הוצאות ,11410,  -   ,"  42,130 ","  69,226 "
1,8,1,0,0,5,1,1,6,1,1611500181,הפרשות סוציאליות ,11410,  -   ,"  94,793 ","  122,448 "
2,8,1,0,0,5,1,1,6,1,1611500182,מיסים ועלויות ,11410,  -   ,"  31,597 ","  46,052 "
0,8,5,0,0,5,1,1,6,1,1611500580,הוצאות אירגוניות ,11410,  -   ,  -   ,"  5,000 "
3,4,7,0,0,5,1,1,6,1,1611500743,רכישת כלים מכשירים וציוד ,11410,  -   ,  -   ,"  10,000 "
9,6,7,0,0,5,1,1,6,1,1611500769,שירות לאומי ,11410,  -   ,"  18,000 ","  18,000 "
0,1,1,0,0,0,2,1,6,1,1612000110,שכר קובע ,12100,"  905,279 ","  906,438 ","  943,136 "
0,2,1,0,0,0,2,1,6,1,1612000120,תוספות שאינן בשכר קובע ,12100,"  87,085 ","  86,012 ","  86,598 "
0,3,1,0,0,0,2,1,6,1,1612000130,שעות נוספות ,12100,"  1,178 ","  1,390 ",  657 
0,4,1,0,0,0,2,1,6,1,1612000140,החזר הוצאות ,12100,"  145,338 ","  121,670 ","  120,942 "
1,8,1,0,0,0,2,1,6,1,1612000181,הפרשות סוציאליות ,12100,"  162,747 ","  160,379 ","  165,314 "
2,8,1,0,0,0,2,1,6,1,1612000182,מיסים ועלויות ,12100,"  88,495 ","  86,779 ","  89,855 "
1,1,5,0,0,0,2,1,6,1,1612000511,אירוח וכיבוד ,12100,"  3,158 ","  1,900 ","  2,000 "
2,1,5,0,0,0,2,1,6,1,1612000512,"אש""ל ונסיעות ",12100,  -   ,"  1,000 ","  1,000 "
1,2,5,0,0,0,2,1,6,1,1612000521,ימי עיון ,12100,  -   ,"  4,000 ","  4,000 "
2,2,5,0,0,0,2,1,6,1,1612000522,ספרות מקצועית ,12100,"  4,298 ","  8,000 ","  8,000 "
3,2,5,0,0,0,2,1,6,1,1612000523,דמי חבר ,12100,"  1,130 ","  4,000 ","  4,000 "
0,4,5,0,0,0,2,1,6,1,1612000540,הוצאות תקשורת ,12100,"  14,176 ","  14,300 ","  10,200 "
0,5,5,0,0,0,2,1,6,1,1612000550,פרסום והדפסות ,12100,"  10,331 ","  14,250 ","  14,300 "
1,6,5,0,0,0,2,1,6,1,1612000561,צילום מסמכים ,12100,  816 ,"  1,000 ","  1,500 "
4,7,5,0,0,0,2,1,6,1,1612000574,תקשורת מחשבים ,12100,"  2,407 ","  2,500 ","  2,500 "
0,8,5,0,0,0,2,1,6,1,1612000580,הוצאות אירגוניות ,12100,  553 ,"  1,900 ","  2,500 "
1,3,7,0,0,0,2,1,6,1,1612000731,דלק ,12100,"  12,479 ","  17,000 ","  18,000 "
5,3,7,0,0,0,2,1,6,1,1612000735,השכרת רכב ,12100,"  42,757 ","  41,500 ","  42,300 "
3,4,7,0,0,0,2,1,6,1,1612000743,רכישת כלים מכשירים וציוד ,12100,"  5,201 ","  8,075 ","  8,075 "
0,5,7,0,0,0,2,1,6,1,1612000750,עבודות ביקורת ויעוץ ,12100,  -   ,"  54,900 ","  54,900 "
1,5,7,0,0,0,2,1,6,1,1612000751,ע.קבלניות- רשם החברות ,12100,  -   ,  -   ,  -   
3,5,7,0,0,0,2,1,6,1,1612000753,סקר סיכונים ,12100,  -   ,  -   ,  -   
6,8,9,0,0,0,2,1,6,1,1612000986,הוצאה מותנית סקר סיכונים ,12100,  -   ,  -   ,"  90,000 "
0,1,1,0,0,0,3,1,6,1,1613000110,שכר קובע ,13100,"  941,716 ","  939,421 ","  979,829 "
0,2,1,0,0,0,3,1,6,1,1613000120,תוספות שאינן בשכר קובע ,13100,"  77,041 ","  76,989 ","  66,165 "
0,3,1,0,0,0,3,1,6,1,1613000130,שעות נוספות ,13100,"  6,552 ","  7,004 ","  5,224 "
0,4,1,0,0,0,3,1,6,1,1613000140,החזר הוצאות ,13100,"  147,566 ","  153,539 ","  139,337 "
1,8,1,0,0,0,3,1,6,1,1613000181,הפרשות סוציאליות ,13100,"  175,597 ","  175,625 ","  180,431 "
2,8,1,0,0,0,3,1,6,1,1613000182,מיסים ועלויות ,13100,"  91,541 ","  91,885 ","  93,659 "
8,8,2,0,0,0,3,1,6,1,1613000288,השתתפות בשי לחגים ,13100,"  134,500 ",  -   ,  -   
2,4,4,0,0,0,3,1,6,1,1613000442,שיפוי עבור נזקים ,13100,  -   ,  -   ,  -   
1,1,5,0,0,0,3,1,6,1,1613000511,אירוח וכיבוד ,13100,"  2,742 ","  2,850 ","  3,000 "
2,1,5,0,0,0,3,1,6,1,1613000512,"אש""ל ונסיעות ",13100,  -   ,  500 ,  500 
2,2,5,0,0,0,3,1,6,1,1613000522,ספרות מקצועית ,13100,"  1,942 ","  5,000 ","  5,000 "
3,2,5,0,0,0,3,1,6,1,1613000523,דמי חבר בארגונים ,13100,"  1,800 ","  2,500 ","  2,500 "
0,4,5,0,0,0,3,1,6,1,1613000540,הוצאות תקשורת ,13100,"  24,776 ","  24,500 ","  25,300 "
0,5,5,0,0,0,3,1,6,1,1613000550,פרסום והדפסות ,13100,"  1,849 ","  1,900 ","  1,900 "
1,6,5,0,0,0,3,1,6,1,1613000561,צילום מסמכים ,13100,"  3,369 ","  3,200 ","  3,600 "
0,8,5,0,0,0,3,1,6,1,1613000580,הוצאות אירגוניות ,13100,"  3,652 ","  3,610 ","  3,610 "
2,8,5,0,0,0,3,1,6,1,1613000582,כרטיסי איזי פארק ,13100,  -   ,"  4,000 ","  4,000 "
0,1,7,0,0,0,3,1,6,1,1613000710,הובלות והסעות בקבלנות ,13100,  -   ,  -   ,  -   
1,3,7,0,0,0,3,1,6,1,1613000731,דלק ,13100,"  8,024 ","  17,000 ","  18,000 "
5,3,7,0,0,0,3,1,6,1,1613000735,שכירת רכב ,13100,"  39,944 ","  40,100 ","  40,400 "
3,4,7,0,0,0,3,1,6,1,1613000743,רכישת כלים מכשירים וציוד ,13100,"  7,351 ","  8,075 ","  8,100 "
0,5,7,0,0,0,3,1,6,1,1613000750,עבודות קבלניות ,13100,"  17,105 ",  -   ,  -   
1,5,7,0,0,0,3,1,6,1,1613000751,עבודות ייעוץ ,13100,"  73,602 ","  60,000 ","  60,000 "
2,5,7,0,0,0,3,1,6,1,1613000752,בקרה בין אגפית ,13100,"  119,999 ","  120,000 ","  275,000 "
9,6,7,0,0,0,3,1,6,1,1613000769,שירות לאומי ,13100,  -   ,"  36,000 ","  36,000 "
0,5,7,0,0,1,3,1,6,1,1613100750,עבודות גניזה בקבלנות ,13220,"  463,677 ","  500,000 ","  390,000 "
1,1,5,0,0,0,4,1,6,1,1614000511,אירוח וכיבוד ,11310,"  18,733 ","  17,100 ","  17,100 "
2,1,5,0,0,0,4,1,6,1,1614000512,"נסיעות ואש""ל ",11310,  -   ,  -   ,  -   
4,1,5,0,0,0,4,1,6,1,1614000514,רכישת מתנות ,11310,"  18,408 ","  27,000 ","  27,000 "
