,,,,,,,,,,חשבון ,שם חשבון ,מחלקה , ביצוע 2010  , תקציב 2011 מע , הצעת תקציב 20 
2,2,9,5,5,2,3,1,3,1,1313255922,העברה מיועדת ,43255,"  -1,748 ",  -   ,  -   
3,2,9,5,5,2,3,1,3,1,1313255923,השתת.בשכר שרתים וניהול ע.,43255,"  -305,419 ","  -314,487 ","  -297,231 "
4,2,9,5,5,2,3,1,3,1,1313255924,סייעות כיתתיות ,43255,"  -130,608 ","  -143,082 ","  -110,674 "
5,2,9,5,5,2,3,1,3,1,1313255925,אגרת שיכפול יסודי ,43255,"  -1,658 ","  -2,200 ","  -1,700 "
6,2,9,5,5,2,3,1,3,1,1313255926,השתת.בתשלומי הורים(חומרים,43255,"  -11,046 ","  -13,000 ","  -11,100 "
7,2,9,5,5,2,3,1,3,1,1313255927,"אגרת שכפול ""פר תלמיד"" ",43255,"  -5,577 ","  -6,500 ","  -5,600 "
8,2,9,5,5,2,3,1,3,1,1313255928,סל תלמיד לעולה אתיופיה ,43255,"  -16,564 ",  -   ,  -   
5,2,2,6,5,2,3,1,3,1,1313256225,אגרת תלמידי חוץ ,43256,  -   ,  -   ,  -   
0,2,4,6,5,2,3,1,3,1,1313256420,הכנסות מהורים ,43256,  -   ,  -100 ,  -   
0,9,4,6,5,2,3,1,3,1,1313256490,הכנסות שונות ,43256,  -   ,  -100 ,  -   
0,4,5,6,5,2,3,1,3,1,1313256540,החזרי ביטוח ,43256,  -   ,  -   ,  -   
0,2,9,6,5,2,3,1,3,1,1313256920,סל תלמיד לעולה ,43256,"  -4,752 ","  -1,700 ","  -4,750 "
1,2,9,6,5,2,3,1,3,1,1313256921,השתתפות בשכר מזכירות ,43256,"  -17,346 ","  -17,481 ","  -18,040 "
2,2,9,6,5,2,3,1,3,1,1313256922,העברה מיועדת ,43256,"  -12,395 ",  -100 ,  -   
3,2,9,6,5,2,3,1,3,1,1313256923,השתת.בשכר שרתים וניהול ע.,43256,"  -386,883 ","  -373,272 ","  -434,460 "
4,2,9,6,5,2,3,1,3,1,1313256924,סייעות כיתתיות ,43256,"  -106,761 ","  -110,325 ","  -110,674 "
5,2,9,6,5,2,3,1,3,1,1313256925,אגרת שכפול יסודי ,43256,"  -1,658 ","  -1,700 ","  -1,700 "
6,2,9,6,5,2,3,1,3,1,1313256926,השתת.בתשלומי הורים(חומרים,43256,"  -16,513 ","  -15,000 ","  -16,600 "
7,2,9,6,5,2,3,1,3,1,1313256927,"אגרת שכפול ""פר תלמיד"" ",43256,"  -8,580 ","  -8,000 ","  -8,600 "
8,2,9,6,5,2,3,1,3,1,1313256928,סל תלמיד לעולה אתיופיה ,43256,"  -4,162 ",  -   ,  -   
5,2,2,7,5,2,3,1,3,1,1313257225,אגרת תלמיד חוץ ,43257,  -   ,  -   ,  -   
0,2,4,7,5,2,3,1,3,1,1313257420,הכנסות מהורים ,43257,  -   ,  -100 ,  -   
1,2,4,7,5,2,3,1,3,1,1313257421,השתת.הורים בהזנה לאומית ,43257,  -   ,  -   ,  -   
0,9,4,7,5,2,3,1,3,1,1313257490,הכנסות שונות ,43257,  -   ,  -100 ,  -   
0,4,5,7,5,2,3,1,3,1,1313257540,החזרי ביטוח ,43257,  -   ,  -   ,  -   
0,2,9,7,5,2,3,1,3,1,1313257920,סל תלמיד לעולה ,43257,  -   ,  -   ,  -   
1,2,9,7,5,2,3,1,3,1,1313257921,השתתפות_בשכר מזכירות ,43257,"  -9,941 ","  -9,789 ","  -10,822 "
2,2,9,7,5,2,3,1,3,1,1313257922,העברה מיועדת ,43257,  -   ,  -100 ,  -   
3,2,9,7,5,2,3,1,3,1,1313257923,השתת.בשכר שרתים וניהול ע.,43257,"  -424,260 ","  -426,546 ","  -445,737 "
4,2,9,7,5,2,3,1,3,1,1313257924,סייעות כיתתיות ,43257,  -   ,  -   ,  -   
5,2,9,7,5,2,3,1,3,1,1313257925,אגרת שכפול יסודי ,43257,"  -2,730 ","  -2,500 ","  -2,800 "
6,2,9,7,5,2,3,1,3,1,1313257926,השתת.בתשלומי הורים(חומרים,43257,"  -16,286 ","  -17,000 ","  -16,300 "
7,2,9,7,5,2,3,1,3,1,1313257927,"אגרת שכפול ""פר תלמיד"" ",43257,"  -9,245 ","  -9,500 ","  -9,300 "
8,2,9,7,5,2,3,1,3,1,1313257928,סל תלמיד לעולה אתיופיה ,43257,  -562 ,  -   ,  -   
5,2,2,8,5,2,3,1,3,1,1313258225,אגרת תלמידי חוץ ,43258,  -   ,  -   ,  -   
0,2,4,8,5,2,3,1,3,1,1313258420,הכנסות מהורים ,43258,  -   ,  -100 ,  -   
0,9,4,8,5,2,3,1,3,1,1313258490,הכנסות שונות ,43258,  -   ,  -100 ,  -   
0,4,5,8,5,2,3,1,3,1,1313258540,החזרי ביטוח ,43258,  -   ,  -   ,  -   
0,2,9,8,5,2,3,1,3,1,1313258920,סל תלמיד לעולה ,43258,"  -2,272 ",  -500 ,"  -2,270 "
1,2,9,8,5,2,3,1,3,1,1313258921,השתתפות בשכר מזכירות ,43258,"  -11,733 ","  -14,845 ","  -6,582 "
2,2,9,8,5,2,3,1,3,1,1313258922,העברה מיועדת ,43258,  -   ,  -100 ,  -   
3,2,9,8,5,2,3,1,3,1,1313258923,השתת.בשכר שרתים וניהול ע.,43258,"  -326,876 ","  -342,012 ","  -337,707 "
4,2,9,8,5,2,3,1,3,1,1313258924,סייעות כיתתיות ,43258,  -   ,  -   ,  -   
5,2,9,8,5,2,3,1,3,1,1313258925,אגרת שכפול יסודי ,43258,  -   ,  -   ,  -   
6,2,9,8,5,2,3,1,3,1,1313258926,השתת.בתשלומי הורים(חומרים,43258,"  -13,459 ","  -14,000 ","  -13,500 "
7,2,9,8,5,2,3,1,3,1,1313258927,"אגרת שכפול ""פר תלמיד"" ",43258,"  -7,593 ","  -12,800 ","  -7,600 "
8,2,9,8,5,2,3,1,3,1,1313258928,סל תלמיד לעולה אתיופיה ,43258,"  -8,886 ",  -   ,  -   
5,2,2,9,5,2,3,1,3,1,1313259225,אגרת תלמידי חוץ ,43259,  -   ,  -   ,  -   
0,2,4,9,5,2,3,1,3,1,1313259420,הכנסות מהורים ,43259,  -   ,  -   ,  -   
1,2,4,9,5,2,3,1,3,1,1313259421,השתת.הורים בהזנה לאומית ,43259,  -   ,  -   ,  -   
0,9,4,9,5,2,3,1,3,1,1313259490,הכנסות שונות ,43259,  -   ,  -   ,  -   
0,4,5,9,5,2,3,1,3,1,1313259540,החזרי ביטוח ,43259,  -   ,  -   ,  -   
0,2,9,9,5,2,3,1,3,1,1313259920,סל תלמיד לעולה ,43259,  -   ,  -500 ,  -   
1,2,9,9,5,2,3,1,3,1,1313259921,השתתפות בשכר מזכירות ,43259,"  -27,013 ","  -29,136 ","  -24,054 "
2,2,9,9,5,2,3,1,3,1,1313259922,העברה מיועדת ,43259,"  -12,895 ",  -100 ,  -   
3,2,9,9,5,2,3,1,3,1,1313259923,השתת.בשכר שרתים וניהול ע.,43259,"  -585,845 ","  -601,170 ","  -587,770 "
4,2,9,9,5,2,3,1,3,1,1313259924,סייעות כיתתיות ,43259,"  -231,980 ","  -249,648 ","  -205,978 "
5,2,9,9,5,2,3,1,3,1,1313259925,אגרת שכפול יסודי ,43259,"  -2,210 ","  -2,800 ","  -2,200 "
6,2,9,9,5,2,3,1,3,1,1313259926,השתת.בתשלומי הורים(חומרים,43259,"  -21,037 ","  -22,000 ","  -22,000 "
7,2,9,9,5,2,3,1,3,1,1313259927,"אגרת שכפול ""פר תלמיד"" ",43259,"  -11,497 ","  -12,000 ","  -11,600 "
8,2,9,9,5,2,3,1,3,1,1313259928,סל תלמיד לעולה אתיופיה ,43259,  -   ,  -   ,  -   
9,2,9,9,5,2,3,1,3,1,1313259929,הוצאות נלוות ח.מיוחד ,43259,"  -19,422 ","  -21,000 ","  -19,500 "
0,9,9,9,5,2,3,1,3,1,1313259990,"הסמכה לבי""ס ירוק ",43259,  -   ,  -   ,  -   
0,2,9,0,6,2,3,1,3,1,1313260920,השתתפות בפעולות העשרה ,43259,"  -2,275 ",  -   ,  -   
5,2,2,1,6,2,3,1,3,1,1313261225,אגרת תלמידי חוץ ,43261,  -   ,  -   ,  -   
0,2,4,1,6,2,3,1,3,1,1313261420,הכנסות מהורים ,43261,  -   ,  -100 ,  -   
0,9,4,1,6,2,3,1,3,1,1313261490,הכנסות שונות ,43261,  -   ,  -100 ,  -   
0,4,5,1,6,2,3,1,3,1,1313261540,החזרי ביטוח ,43261,  -   ,  -   ,  -   
0,2,9,1,6,2,3,1,3,1,1313261920,סל תלמיד לעולה ,43261,"  -1,252 ",  -100 ,  -   
1,2,9,1,6,2,3,1,3,1,1313261921,השתתפות בשכר מזכירות ,43261,"  -11,564 ","  -11,653 ","  -12,027 "
2,2,9,1,6,2,3,1,3,1,1313261922,העברה מיועדת ,43261,"  -2,500 ",  -100 ,  -   
3,2,9,1,6,2,3,1,3,1,1313261923,השתת.בשכר שרתים וניהול ע.,43261,"  -477,494 ","  -484,972 ","  -489,823 "
4,2,9,1,6,2,3,1,3,1,1313261924,השתת.בשכר סייעות כיתתיות ,43261,"  -71,174 ","  -71,541 ","  -72,000 "
5,2,9,1,6,2,3,1,3,1,1313261925,אגרת שכפול יסודי ,43261,"  -1,105 ","  -1,200 ","  -1,200 "
6,2,9,1,6,2,3,1,3,1,1313261926,השתת.בתשלומי הורים(חומרים,43261,"  -18,586 ","  -20,000 ","  -19,000 "
7,2,9,1,6,2,3,1,3,1,1313261927,אגרת שכפול פר תלמיד ,43261,"  -10,017 ","  -11,000 ","  -10,000 "
8,2,9,1,6,2,3,1,3,1,1313261928,סל תלמיד לעולי אתיופיה ,43261,  -   ,  -   ,  -   
5,2,2,2,6,2,3,1,3,1,1313262225,אגרת תלמידי חוץ ,43262,  -   ,  -   ,  -   
0,2,4,2,6,2,3,1,3,1,1313262420,הכנסות מהורים ,43262,  -   ,  -100 ,  -   
0,9,4,2,6,2,3,1,3,1,1313262490,הכנסות שונות ,43262,  -   ,  -100 ,  -   
0,4,5,2,6,2,3,1,3,1,1313262540,החזרי ביטוח ,43262,  -   ,  -   ,  -   
0,2,9,2,6,2,3,1,3,1,1313262920,סל תלמיד לעולה ,43262,  -   ,  -   ,  -   
1,2,9,2,6,2,3,1,3,1,1313262921,השתתפות בשכר מזכירות ,43262,  -   ,  -   ,  -   
2,2,9,2,6,2,3,1,3,1,1313262922,העברה מיועדת ,43262,  -   ,  -   ,  -   
3,2,9,2,6,2,3,1,3,1,1313262923,השתת.בשכר שרתים וניהול ע.,43262,"  -460,352 ","  -455,905 ","  -499,068 "
4,2,9,2,6,2,3,1,3,1,1313262924,השתת.בשכר סייעות כיתתיות ,43262,  -   ,  -   ,  -   
5,2,9,2,6,2,3,1,3,1,1313262925,אגרת שכפול יסודי ,43262,  -   ,  -   ,  -   
6,2,9,2,6,2,3,1,3,1,1313262926,השתת.בתשלומי הורים(חומרים,43262,"  -19,529 ","  -18,000 ","  -20,000 "
7,2,9,2,6,2,3,1,3,1,1313262927,אגרת שכפול פר תלמיד ,43262,"  -11,154 ","  -10,000 ","  -11,000 "
8,2,9,2,6,2,3,1,3,1,1313262928,סל תלמיד לעולי אתיופיה ,43262,"  -5,844 ",  -   ,"  -6,000 "
0,2,4,4,6,2,3,1,3,1,1313264420,הכנסות מהורים ,43264,  -   ,  -   ,  -   
0,9,4,4,6,2,3,1,3,1,1313264490,הכנסות שונות ,43264,  -   ,  -   ,  -   
0,4,5,4,6,2,3,1,3,1,1313264540,החזרי ביטוח ,43264,  -   ,  -   ,  -   
0,2,9,4,6,2,3,1,3,1,1313264920,סל תלמיד לעולה ,43264,  -   ,  -   ,  -   
1,2,9,4,6,2,3,1,3,1,1313264921,השתתפות בשכר מזכירות ,43264,"  -23,128 ","  -23,308 ","  -24,054 "
2,2,9,4,6,2,3,1,3,1,1313264922,העברה מיועדת ,43264,  -   ,  -100 ,  -   
3,2,9,4,6,2,3,1,3,1,1313264923,השתת.בשכר שרתים וניהול ע.,43264,"  -72,576 ","  -73,147 ","  -75,460 "
4,2,9,4,6,2,3,1,3,1,1313264924,סייעות כיתתיות ,43264,  -   ,  -   ,  -   
5,2,9,4,6,2,3,1,3,1,1313264925,אגרת שכפול יסודי ,43264,  -   ,  -   ,  -   
6,2,9,4,6,2,3,1,3,1,1313264926,השתת.בתשלומי הורים(חומרים,43264,  -   ,  -   ,  -   
7,2,9,4,6,2,3,1,3,1,1313264927,"אגרת שכפול ""פר תלמיד"" ",43264,  -   ,  -   ,  -   
8,2,9,4,6,2,3,1,3,1,1313264928,סל תלמיד לעולה אתיופיה ,43264,  -   ,  -   ,  -   
9,2,9,4,6,2,3,1,3,1,1313264929,הוצאות נלוות ח.מיוחד ,43264,  -   ,  -   ,  -   
5,2,2,6,6,2,3,1,3,1,1313266225,אגרת תלמידי חוץ ,43266,  -   ,  -   ,  -   
0,2,4,6,6,2,3,1,3,1,1313266420,הכנסות מהורים ,43266,  -   ,  -   ,  -   
1,2,4,6,6,2,3,1,3,1,1313266421,השתת.הורים בהזנה לאומית ,43266,  -   ,  -   ,  -   
0,9,4,6,6,2,3,1,3,1,1313266490,הכנסות שונות ,43266,  -   ,  -   ,  -   
0,4,5,6,6,2,3,1,3,1,1313266540,החזרי ביטוח ,43266,  -   ,  -   ,  -   
0,2,9,6,6,2,3,1,3,1,1313266920,סל תלמיד לעולה ,43266,  -522 ,  -500 ,  -   
1,2,9,6,6,2,3,1,3,1,1313266921,השתתפות בשכר מזכירות ,43266,"  -69,758 ","  -66,658 ","  -99,526 "
2,2,9,6,6,2,3,1,3,1,1313266922,העברה מיועדת ,43266,"  -2,000 ",  -100 ,  -   
3,2,9,6,6,2,3,1,3,1,1313266923,השתת.בשכר שרתים וניהול ע.,43266,"  -212,542 ","  -182,871 ","  -282,981 "
4,2,9,6,6,2,3,1,3,1,1313266924,השתת.בשכר סייעות כיתתיות ,43266,  -   ,  -   ,  -   
5,2,9,6,6,2,3,1,3,1,1313266925,אגרת שכפול יסודי ,43266,"  -8,288 ","  -1,200 ","  -8,300 "
6,2,9,6,6,2,3,1,3,1,1313266926,השתת.בתשלומי הורים(חומרים,43266,"  -3,991 ","  -2,000 ","  -3,900 "
7,2,9,6,6,2,3,1,3,1,1313266927,אגרת שכפול פר תלמיד ,43266,  -   ,  -   ,  -   
8,2,9,6,6,2,3,1,3,1,1313266928,סל תלמיד לעולי אתיופיה ,43266,  -   ,  -   ,  -   
9,2,9,6,6,2,3,1,3,1,1313266929,"מנב""ס מזכירים ",43266,"  -3,564 ",  -   ,  -   
5,2,2,7,6,2,3,1,3,1,1313267225,אגרת תלמידי חוץ ,43267,  -   ,  -   ,  -   
0,2,4,7,6,2,3,1,3,1,1313267420,הכנסות מהורים ,43267,  -   ,  -   ,  -   
1,2,4,7,6,2,3,1,3,1,1313267421,השתת.הורים בהזנה לאומית ,43267,  -   ,  -   ,  -   
0,9,4,7,6,2,3,1,3,1,1313267490,הכנסות שונות ,43267,  -   ,  -   ,  -   
0,4,5,7,6,2,3,1,3,1,1313267540,החזרי ביטוח ,43267,  -   ,  -   ,  -   
0,2,9,7,6,2,3,1,3,1,1313267920,סל תלמיד לעולה ,43267,  -   ,  -   ,  -   
1,2,9,7,6,2,3,1,3,1,1313267921,השתתפות בשכר מזכירות ,43267,"  -55,299 ","  -54,642 ","  -87,174 "
2,2,9,7,6,2,3,1,3,1,1313267922,העברה מיועדת ,43267,  -   ,  -   ,  -   
3,2,9,7,6,2,3,1,3,1,1313267923,השתת.בשכר שרתים וניהול ע.,43267,"  -165,686 ","  -146,296 ","  -245,256 "
4,2,9,7,6,2,3,1,3,1,1313267924,השתת.בשכר סייעות כיתתיות ,43267,  -   ,  -   ,  -   
5,2,9,7,6,2,3,1,3,1,1313267925,אגרת שכפול יסודי ,43267,"  -7,183 ","  -6,000 ","  -7,200 "
6,2,9,7,6,2,3,1,3,1,1313267926,השתת.בתשלומי הורים(חומרים,43267,  -   ,"  -2,000 ","  -4,000 "
7,2,9,7,6,2,3,1,3,1,1313267927,אגרת שכפול פר תלמיד ,43267,  -   ,  -   ,  -   
8,2,9,7,6,2,3,1,3,1,1313267928,סל תלמיד לעולי אתיופיה ,43267,  -   ,  -   ,  -   
9,2,9,7,6,2,3,1,3,1,1313267929,"מנב""ס מזכירים ",43267,"  -2,851 ","  -31,000 ","  -31,000 "
0,2,9,0,0,3,3,1,3,1,1313300920,"השתת.משה""ח בשיפוצי קיץ ",43710,  -   ,  -   ,  -   
1,2,9,0,0,3,3,1,3,1,1313300921,השתתפות בשכר מזכירות ,43710,"  -53,633 ","  -54,838 ","  -54,121 "
2,2,9,0,0,3,3,1,3,1,1313300922,העברה מיועדת ,43710,  -   ,  -100 ,  -100 
3,2,9,0,0,3,3,1,3,1,1313300923,השתתפות בשכר שרתים ,43710,"  -153,207 ","  -154,414 ","  -159,197 "
5,2,9,0,0,3,3,1,3,1,1313300925,אגרת שכפול יסודי ,43710,"  -4,973 ","  -4,400 ","  -5,000 "
6,2,9,0,0,3,3,1,3,1,1313300926,השתת.בתשלומי הורים חומרים,43710,"  -2,431 ",  -   ,"  -2,500 "
7,2,9,0,0,3,3,1,3,1,1313300927,"השתת.משה""ח בהוצאות נלוות ",43710,"  -25,389 ","  -25,400 ","  -25,400 "
8,2,9,0,0,3,3,1,3,1,1313300928,השתת.בפעולות העשרה ,43710,"  -43,992 ","  -44,000 ","  -44,000 "
5,2,2,0,3,3,3,1,3,1,1313330225,אגרת תלמידי חוץ ,43700,"  -1,117,706 ","  -900,000 ","  -1,100,000 "
0,4,4,0,3,3,3,1,3,1,1313330440,סייעות צמודות תלמידי חוץ ,43700,  -   ,  -   ,  -   
0,9,4,0,3,3,3,1,3,1,1313330490,"השתתפות אלו""ט בשיפוץ ",43700,  -   ,  -   ,  -   
0,4,5,0,3,3,3,1,3,1,1313330540,"החזרי ביטוח בת""יס מיוחדים",43700,  -   ,  -   ,  -   
1,2,9,0,3,3,3,1,3,1,1313330921,השתת בשכר מזכירות ,43700,"  -537,542 ","  -550,204 ","  -576,000 "
2,2,9,0,3,3,3,1,3,1,1313330922,העברה מיועדת ,43700,"  -256,555 ",  -100 ,  -100 
3,2,9,0,3,3,3,1,3,1,1313330923,השתת בשכר שרתים וע.נ ,43700,"  -1,395,134 ","  -1,306,000 ","  -1,525,000 "
5,2,9,0,3,3,3,1,3,1,1313330925,השתת בתלמידי חוץ ,43700,"  -1,165,264 ","  -1,500,000 ","  -1,200,000 "
6,2,9,0,3,3,3,1,3,1,1313330926,השתת בשכר סייעות ,43700,"  -2,012,078 ","  -2,059,518 ","  -2,104,000 "
8,2,9,0,3,3,3,1,3,1,1313330928,השתת. בפעולות העשרה ,43700,"  -236,777 ","  -240,000 ","  -242,000 "
9,2,9,0,3,3,3,1,3,1,1313330929,השתת. בליווי הסעות ,43700,"  -2,872,309 ","  -2,700,000 ","  -2,900,000 "
0,2,9,1,3,3,3,1,3,1,1313331920,"הזנת יוח""א ",43700,"  -538,814 ","  -536,026 ","  -541,000 "
1,2,9,1,3,3,3,1,3,1,1313331921,ש.נלווים-דקלים+ספרנים ,43700,"  -61,147 ","  -61,878 ","  -65,000 "
3,2,9,1,3,3,3,1,3,1,1313331923,שיעורי עזר לנכים ,43700,  -   ,  -   ,  -   
7,2,9,1,3,3,3,1,3,1,1313331927,"מנב""ס מזכירות ",43700,  -   ,  -   ,  -   
9,2,9,1,3,3,3,1,3,1,1313331929,השתת.בשרותי היקף ,43700,"  -80,930 ","  -72,837 ","  -90,000 "
1,2,9,2,3,3,3,1,3,1,1313332921,"מתי""א-מזכירים ",43700,"  -165,134 ","  -166,429 ","  -173,000 "
2,2,9,2,3,3,3,1,3,1,1313332922,"מתי""א-העברה מיועדת ",43700,"  -7,000 ",  -100 ,  -100 
3,2,9,2,3,3,3,1,3,1,1313332923,"מתי""א-שרתים ",43700,"  -82,171 ","  -82,818 ","  -86,000 "
4,2,9,2,3,3,3,1,3,1,1313332924,"מתי""א-אגרת שכפול ",43700,"  -72,002 ","  -72,000 ","  -72,000 "
5,2,9,2,3,3,3,1,3,1,1313332925,חופשות לאוטיסטים ,43700,  -   ,"  -411,338 ","  -411,000 "
1,2,9,4,3,3,3,1,3,1,1313334921,ליקויי שמיעה-מזכירים ,43700,"  -75,166 ","  -75,745 ","  -78,175 "
3,2,9,4,3,3,3,1,3,1,1313334923,ליקויי שמיעה-שרתים ,43700,"  -163,297 ","  -164,584 ","  -169,788 "
4,2,9,4,3,3,3,1,3,1,1313334924,השת.בשכר סיע.כיתתיות חריג,43700,"  -7,024,599 ","  -6,879,204 ","  -7,300,000 "
0,2,9,5,3,3,3,1,3,1,1313335920,לבורנטים חינוך מיוחד ,43700,"  -62,708 ","  -65,653 ","  -62,244 "
4,2,9,5,3,3,3,1,3,1,1313335924,"אגרת שכפול יוח""א ",43700,"  -2,184 ",  -100 ,"  -2,200 "
5,2,9,5,3,3,3,1,3,1,1313335925,אגרת שכפול יסודי ,43700,"  -49,725 ","  -24,833 ","  -50,000 "
6,2,9,5,3,3,3,1,3,1,1313335926,תשלומי הורים חומרים ,43700,"  -360,931 ","  -180,000 ","  -300,000 "
7,2,9,5,3,3,3,1,3,1,1313335927,הוצאות נלוות ח.מיוחד ,43700,"  -420,550 ","  -490,000 ","  -430,000 "
9,2,9,5,3,3,3,1,3,1,1313335929,סל תלמיד לעולי אתיופיה ,43700,"  -1,362 ",  -   ,"  -1,500 "
1,2,9,6,3,3,3,1,3,1,1313336921,"השתת.בשכר מזכירות/""גשר"" ",43700,"  -31,790 ","  -33,456 ","  -35,563 "
3,2,9,6,3,3,3,1,3,1,1313336923,"השתת.בשכר שרתים/""גשר"" ",43700,"  -68,494 ","  -70,509 ","  -74,744 "
5,2,9,6,3,3,3,1,3,1,1313336925,אגרת תלמידי חוץ בדו. ,43700,"  -149,906 ","  -149,900 ","  -120,000 "
7,2,9,6,3,3,3,1,3,1,1313336927,אגרת שכפול פר תלמיד ,43700,  -   ,  -   ,  -   
1,2,9,7,3,3,3,1,3,1,1313337921,ס.תלמיד לעולה ע.יסודי/ח.מ,43700,"  -3,152 ","  -3,000 ","  -5,000 "
0,4,5,0,0,7,3,1,3,1,1313700540,החזרי ביטוח ,43300,  -   ,  -   ,  -   
1,2,9,0,0,7,3,1,3,1,1313700921,השתת בשכר מזכירות ,43300,"  -34,692 ","  -45,000 ","  -37,584 "
2,2,9,0,0,7,3,1,3,1,1313700922,העברה מיועדת ,43300,"  -8,146 ",  -100 ,  -100 
3,2,9,0,0,7,3,1,3,1,1313700923,השתת בשכר שרתים ,43300,"  -108,865 ","  -141,456 ","  -115,000 "
1,2,9,0,1,1,4,1,3,1,1314110921,"סל תלמיד לחט""ב ",45100,"  -1,706,038 ","  -1,640,173 ","  -1,850,000 "
2,2,9,0,1,1,4,1,3,1,1314110922,העברה מיועדת ,45100,  -   ,  -   ,  -   
3,2,9,0,1,1,4,1,3,1,1314110923,השאלת מורים-מקיף א ,45100,"  -2,132,574 ","  -2,072,059 ","  -1,917,849 "
6,2,9,0,1,1,4,1,3,1,1314110926,"סל תלמיד לעולה בחט""ב ",45100,"  -2,083 ",  -300 ,"  -2,100 "
3,2,9,1,1,1,4,1,3,1,1314111923,"סל חט""ב קהילתיים ",45100,"  -24,517 ","  -18,733 ","  -31,491 "
1,2,9,0,2,1,4,1,3,1,1314120921,"סל תלמיד חט""ב ",45910,"  -455,131 ","  -441,193 ","  -511,804 "
3,2,9,0,2,1,4,1,3,1,1314120923,השאלת מורים-אולפנ.ב.עקיבא,45910,"  -24,863 ","  -31,015 ","  -33,000 "
6,2,9,0,2,1,4,1,3,1,1314120926,"סל תלמיד לעולה בחט""ב ",45910,  -46 ,"  -1,000 ",  -   
1,2,9,0,3,1,4,1,3,1,1314130921,"סל תלמיד לחט""ב ",46120,"  -585,591 ","  -613,177 ","  -610,603 "
2,2,9,0,3,1,4,1,3,1,1314130922,העברה מיועדת ,46120,  -   ,  -   ,  -   
3,2,9,0,3,1,4,1,3,1,1314130923,השאלת מורים-מקיף טוביהו ,46120,"  -76,704 ","  -105,880 ","  -235,518 "
5,2,9,0,3,1,4,1,3,1,1314130925,מענקי השתלמות ,46120,  -   ,  -   ,  -   
6,2,9,0,3,1,4,1,3,1,1314130926,חוגים ושעורי עזר ,46120,  -   ,  -   ,  -   
1,2,9,1,3,1,4,1,3,1,1314131921,"סל תלמיד לעולה/חט""ב ",46120,  -   ,  -600 ,  -   
3,2,9,1,3,1,4,1,3,1,1314131923,"סל חט""ב קהילתיים ",46120,"  -2,988 ",  -   ,  -   
3,2,9,4,0,3,4,1,3,1,1314304923,"סל חט""ב קהילתיים ",45300,"  -14,198 ","  -21,291 ",  -   
1,2,9,0,1,3,4,1,3,1,1314310921,"סל תלמיד לחט""ב ",45300,"  -1,138,401 ","  -1,101,894 ","  -1,306,075 "
3,2,9,0,1,3,4,1,3,1,1314310923,השאלת מורים-מקיף ג ,45300,"  -1,650,448 ","  -1,666,021 ","  -1,791,528 "
1,2,9,1,1,3,4,1,3,1,1314311921,"סל תלמיד לעולה/חט""ב ",45300,"  -19,767 ","  -17,000 ","  -17,000 "
1,2,9,2,0,4,4,1,3,1,1314402921,"סל תלמיד לחט""ב ",45210,  -   ,  -   ,  -   
5,2,9,2,0,4,4,1,3,1,1314402925,"סל תלמיד לעולה/חט""ב ",45210,  -   ,  -   ,  -   
1,2,9,0,1,6,4,1,3,1,1314610921,"סל תלמיד לחט""ב ",45600,"  -1,524,727 ","  -1,400,000 ","  -1,647,000 "
3,2,9,0,1,6,4,1,3,1,1314610923,השאלת מורים-מקיף ו ,45600,"  -1,579,235 ","  -1,541,094 ","  -1,377,281 "
1,2,9,1,1,6,4,1,3,1,1314611921,"סל תלמיד לעולה/חט""ב ",45600,"  -2,352 ","  -2,200 ","  -3,000 "
3,2,9,1,1,6,4,1,3,1,1314611923,"סל חט""ב קהילתיים ",45600,  -   ,  -   ,  -   
1,2,9,0,1,7,4,1,3,1,1314710921,"סל תלמיד לחט""ב ",46100,"  -1,488,471 ","  -1,511,083 ","  -1,563,462 "
2,2,9,0,1,7,4,1,3,1,1314710922,העברה מיועדת ,46100,  -   ,  -   ,  -   
3,2,9,0,1,7,4,1,3,1,1314710923,השאלת מורים-מקיף רבין ,46100,"  -554,344 ","  -831,360 ","  -683,000 "
6,2,9,0,1,7,4,1,3,1,1314710926,"סל תלמיד לעולה בחט""ב ",46100,  -448 ,"  -1,500 ",  -   
3,2,9,1,1,7,4,1,3,1,1314711923,"סל חט""ב קהילתיים ",46100,"  -12,540 ","  -20,000 ",  -   
1,2,9,0,1,8,4,1,3,1,1314810921,"סל תלמיד לחט""ב ",46110,"  -1,406,651 ","  -1,379,329 ","  -1,352,600 "
2,2,9,0,1,8,4,1,3,1,1314810922,העברה מיועדת ,46110,  -   ,  -   ,  -   
3,2,9,0,1,8,4,1,3,1,1314810923,השאלת מורים-מקיף רגר ,46110,"  -566,642 ","  -568,475 ","  -362,665 "
6,2,9,0,1,8,4,1,3,1,1314810926,"סל תלמיד לעולה בחט""ב ",46110,  -133 ,  -   ,  -   
8,2,9,0,1,8,4,1,3,1,1314810928,הוראת שפות זרות ,46110,  -   ,  -   ,  -   
3,2,9,1,1,8,4,1,3,1,1314811923,"סל חט""ב קהילתיים ",46110,"  -10,002 ","  -15,000 ",  -   
1,2,9,0,1,9,4,1,3,1,1314910921,"סל תלמיד לחט""ב ",45900,"  -422,927 ","  -449,613 ","  -450,000 "
3,2,9,0,1,9,4,1,3,1,1314910923,השאלת מורים-ישיבת א.שלמה ,45900,"  -167,419 ","  -163,185 ","  -163,000 "
