סעיף תקציב,שם כרטיס,הצעה 2013
1816800851,מלגות לסטודנטים - אגודה הדדית,40000
1817200800,שגרירים מפתח הלב,25000
1817300110,שירות פסיכולוגי - שכר,1611878
1817300130,שכר שעות נוספות,10764
1817300410,"פסיכולוגי שכ""ד",40000
1817300430,פסיכולוגי-חשמל,11000
1817300432,פסיכולוגי-מים וביוב,6620
1817300521,פסיכולוגי-השתלמויות,22000
1817300540,פסיכולוגי-טלפון בזק,8000
1817300541,פסיכולוגי-טלפון סלול,8500
1817300740,פסיכולוגי ציוד,5000
1817300750,פסיכולוגי הדרכות,60000
1817300780,פסיכולוגי שונות,12000
1817800750,הסעות תלמידים בחינוך,3058739
1821000110,אגף גיוס משאבים- שכר,622965
1821000130,שכר שעות נוספות,33780
1821000420,גיוס משאבים- אחזקה ותיקוני,12000
1821000430,גיוס משאבים-הוצ' חשמל,22000
1821000470,גיוס משאבים- ציוד משרדי,12000
1821000531,גיוס משאבים-רכב-דלק,16000
1821000532,תרבות-רכב-תיקונים,2000
1821000534,גיוס משאבים-רכבים ליסינג,29000
1821000540,גיוס משאבים-טלפון בזק,2000
1821000541,גיוס משאבים-טלפון סלולרי,3700
1821000750,גיוס משאבים-עב' קבלניות,204000
1821000780,הוצ' תמלוגים,70000
1822000110,בית חן שכר,49495
1822000130,בית חן -שעות נוספות,10623
1822000420,בית חן אחזקה,41500
1822000430,בית חן-חשמל,66500
1822000540,בית חן-טלפון בזק,2500
1822000780,בית חן - פעולות תרבות,325000
1822001110,צעירי ביאליק  - שכר,144459
1822001780,צעירי ביאליק הוצ' שונות,180000
1822005110, סל תרבות - שכר,80276
1822005130,שכר שעות נוספות,8950
1822005541,סל תרבות-טלפון סלולר,1400
1822005780,סל תרבות- פעולות,203000
1822006780,חידון ביאליק,30000
1822007780,פסטיבל ביאליק,200000
1822008780,כנסים ואירועים,75000
1822009780,קשרי חוץ,60000
1822010780,"יום עצמאות,זכרון ושואה",950000
1822015780,מימונה,122000
1822016780,שבת אומנים,15000
1822017780,מעמד האישה - פעולות,40000
1822018780,גימלאים,30000
1822020110,להקה אתיופית - שכר,34013
1822020780,להקה אתיופ' הוצ' שונות,20000
1823000110,ספריה - שכר,568616
1823000130,שכר שעות נוספות,31850
1823000420,ספריה אחזקה ותיקונים,30000
1823000430,ספריה חשמל,81500
1823000432,ספריה מים וביוב,4940
1823000540,ספריה-טלפון בזק,7000
1823000541,ספריה טל.סלולרי,1500
1823000740,ספריה ציוד ושונות,25000
1823000743,ספריה - רכישת ספרים,1000
1823000750,ספריה עבודות קבלניות,10000
1824000110,"מתנ""ס צור שלום  - שכר",186396
1824000130,שכר שעות נוספות,9214
1824000430,"מתנ""ס צו""ש-חשמל",11000
1824000432,"מתנ""ס צו""ש-מים וביוב",5965
1824000531,"מתנ""ס צו""ש -רכב דלק",12000
1824000532,"מתנ""ס צו""ש- רכב תיקונים",10000
1824000533,"מתנ""ס צו""ש- רכב ביטוחים",13500
1824000540,"מתנ""ס צו""ש -טלפון בז",7500
1824000541,"מתנ""ס צו""ש-טלפון סלו",5000
1824000750,"מתנ""ס צו""ש -כ""א עב' קבלניות",45000
1824000800,מועדון קהילה אתיופית,5000
1824004110,צהרונים - שכר,649923
1824004130,שכר שעות נוספות,115766
1824004430,צהרונים -חשמל,17000
1824004541,צהרונים-טלפון סלולרי,1300
1825100432,קונסרבטוריון-מים ובי,2314
1825100540,קונסרבטוריון-טלפון ב,1700
1825100800,קונסרבטוריון-השתתפות,200000
1826300430,פארק נופש פעיל-חשמל,45000
1826300432,פארק נופש פעיל-מים וביוב,87467
1826400110,יד לבנים- שכר,116863
1826400130,שכר שעות נוספות,39979
1826400430,יד לבנים- הוצ' חשמל,138000
1826400540,יד לבנים - טלפון בזק,4500
1826400541,יד לבנים - סלולרי,1300
1826400750,יד לבנים- אחזקה,20000
1826400780,יד לבנים - הוצ' שונות,10000
1826401410,"אגודה הדדית-שכ""ד",24000
1826402110,מועדון דן- שכר,279009
1826402130,שכר שעות נוספות,43085
1826402430,מועדון דן-חשמל,24000
1826402540,מועדון דן-טלפון בזק,6000
1826402541,מועדון דן-טלפון סלול,3200
1826402750,"מועדון דן - כ""א עב' קבלניות",20000
1826403540,"מתנ""ס דרום - טלפון בזק",2500
1826404110,"חוגים בתי""ס - שכר",19884
1826405110,מועדון ברנר - שכר,229172
1826405130,שכר שעות נוספות,8105
1826405430,מועדון ברנר-חשמל,14000
1826405540,מועדון ברנר-טלפון בז,1300
1826405780,מועדון ברנר-שונות,10000
1826406110,אשכול פיס - שכר,360339
1826406130,שכר שעות נוספות,13858
1826406420,אשכול פיס-אחזקה ותיקונים,40000
1826406421,אשכול פיס תחזוקת מחשבים,10000
1826406430,אשכול פיס-חשמל,178000
1826406432,אשכול פיס-מים וביוב,54003
1826406540,אשכול פיס-טלפון,23000
1826406541,אשכול פיס-טלפון סלול,4300
1826406750,"אשכול פיס- כ""א עב' קבלניות",150000
1826406780,אשכול פיס-שונות,30000
1826408110,רב תכליתי - שכר,117702
1826408130,שכר שעות נוספות,67118
1826408432,רב תכליתי - מים וביוב,27344
1826408541,רב תכליתי - סלולרי,1200
1826409110,מועדון גאולים -שכר,150364
1826409130,שכר ש.נוספות מועדון,688
1826409780,מועדון גאולים לגיל ה,5000
1827000800,"השתתפות במתנ""ס ביאליק",1100000
1827000810,"הנחות מתנ""ס ביאליק",50000
1828200110,קידום נוער - שכר,477988
1828200430,נוער חשמל,6300
1828200540,קידום נוער-טלפון בזק,3000
1828200541,קידום נוער-טלפון סלו,3200
1828200750,קידום נוער - הוצ' חשמל,14000
1828200780,קידום נוער-הוצ' פעולות,23000
1828200782,"פרוייקט "" אחרי """,80000
1828500110,"נוער מדצי""ם - שכר",71222
1828500780,נוער - פעולות,100000
1828504780,אירועי קיץ נוער,30000
1828998432,נוער מים וביוב,250
1828999800,תמיכות תנועות נוער,200000
1829100110,מינהל הספורט - שכר,111066
1829100130,שכר שעות נוספות,8947
1829100541,מינהל הספורט-טלפון ס,1400
1829100780,מינהל הספורט - הוצ' שונות,2000
1829200110,מגרשי ספורט - שכר,366164
1829200130,שכר שעות נוספות,56045
1829200420,מגרשי ספורט - אחזקה וגינון,130000
1829200430,מגרשי ספורט-חשמל,6900
1829200432,מגרשי ספורט-מים וביו,242300
1829200531,מגרשי ספורט-רכב דלק,15000
1829200532,מגרשי ספורט-רכב תקונים,10000
1829200533,מגרשי ספורט-רכב ביטוח,10000
1829200541,מגרשי ספורט-טלפון סל,8500
1829200750,"מגרשי ספורט - כ""א עב' קבלניות",96000
1829200780,מגרשי ספורט הוצ.שונו,5000
1829300110,אולמות ספורט - שכר,1244680
1829300130,שעות נוספות אולמות ס,103740
1829300420,אולמות ספורט אחזקה ותיקונים,30000
1829300430,אולמות ספורט - הוצ' חשמל,70000
1829300432,אולמות ספורט - מים,35920
1829300533,אולמות ספורט-רכבים ביטוח,8000
1829300541,אולמות ספורט-טלפון ס,8000
1829300740,אולמות ספורט ציוד,9000
1829300750,"אולמות ספורט- כ""א עב' קבלניות",95000
1829300780,אולמות ספורט הוצ' שונות,15000
1829302110,שכר -צעדה ומירוץ,5000
1829302780,צעדה ומירוץ,125000
1829303800,"יוזמות ספורט (""זוזו"")  -מצ'ינג",50000
1829914800,תמיכות אגודות ספורט,2530000
1832400110,טיפת חלב - שכר,158988
1832400780,טיפת חלב-הוצ' שונות,2000
1839000810,"מד""א השתתפויות",197000
1841000110,רווחה  - שכר,4627095
1841000130,שכר שעות נוספות,42298
1841000420,רווחה אחזקה ותיקונים,10000
1841000430,רווחה חשמל,73000
1841000470,רווחה ציוד משרדי,13000
1841000511,רווחה - הוצ' כיבוד,5000
1841000512,רווחה - הוצ' נסיעות,13000
1841000540,רווחה-טלפון בזק,40000
1841000541,רווחה-טלפון סלולרי,13000
1841000750,"רווחה - כ""א עב' קבלניות",32000
1841000780,רווחה הוצ' שונות,13000
1842200800,צרכים מיוחדים השת' ע,150000
1842200840,צרכים מיוחדים תמיכות,334500
1842400110,מרכזי טיפול במשפחה - שכר,30496
1842400800,מרכזי טיפול במשפחה ה,70000
1842400840,מרכזי טיפול במשפחה,50000
1842401800,תחנה לטיפול במשפחה,34000
1843500540,סיגליות וקדימה בזק,2500
1843500800,מועדוניות סיגליות וקדימה,115000
1843500840,מועדוניות סיגליות וקדימה,140000
1843501800,פעולות קהילתיות לילד,27000
1843501840,פעולות קהילתיות לילד,352700
1843800840,אחזקת ילדים בפנימיות,2850000
1843801110, עם הפנים לקהילה - שכר,32246
1843801800,עם הפנים לקהילה,247000
1843900110,משכורות ושכר משולבי,241719
1843900130,שכר שעות נוספות,19464
1843900800,מעונות- מים הסדר 23,125000
1843901840,ילדים במעונות יום,1630000
1844002800,"אש""ק השתתפות עירייה",530000
1844003800,"אש""ק הוצאות רכבים",105000
1844300840,אחזקת זקנים במעונות,1462000
1844400800,שרותים קהילתיים לזקן- השתת' עיריה,60000
1844400840,שרותים קהילתיים לזקן,188000
1844401800,חסידי אומות עולם השת,40000
1844401840,חסידי אומות עולם,40000
1844402800,מועדונים לזקנים - השתת' עירייה,250000
1844500840,מסגרות יומיות לזקן,303000
1845100840,מפגרים,7000000
1845101840,אוטיסטים,1050000
1845200840,מפגרים במעונות,724000
1845300840,מפגרים-שרותים תומכים,213000
1846300840,עיוורים,160000
1846400840,עיוורים - מפעלי שיקום,221333
1846500840,נכים בפנימיות,3600000
1846600840,מוגבלים,250000
1846701800,מעון השחר - נכים,290000
1846702840,תוכניות שיקום לנכים,435000
1846800840,מרכזי יום שיקומיים - נכים,230000
1846802800,נכים - שיקום,20000
1846802840,נכים - שיקום,20000
1847100110,משכורות נערות במצוקה,34719
1847100800,נערות במצוקה - השתת' עירייה,126000
1847101800,טיפול בנוער וצעירים,76837
1847300110,מניעת סמים - שכר,94536
1847300130,שכר שעות נוספות,7275
1847300800,מלחמה בסמים,80000
1847300840,מלחמה בסמים,100000
1847400840,מפתנים,133000
1848300800,מתנדבים,48000
1848400800,"שי""ל",2000
1849000110,משכורות עולים חדשים,23150
1849000800,פעולות עולים חדשים,40000
1851000432,מועצה דתית-מים וביוב,78769
1851000750,דת עבודות קבלניות,200000
1851000780,מועצה דתית הוצ' שונות,40000
1851000800,מועצה דתית - השתת' עירייה,1187554
1860000110,קליטת עליה- שכר,400370
1860000130,שכר שעות נוספות,3846
1860000540,קליטת עליה-טלפון בזק,1200
1860000541,קליטת עליה-טלפון סלו,2600
1860000800,קליטת עליה שונות,35000
1860000810,עליה - מצ'ינג מ.קליטה,200000
1860000820,קליטה-מצי'נג קהילה אתיופית,50000
1860000830,קליטה-תרומות קהילה אתיופית,42103
1870000110,איכות הסביבה - שכר,444042
1870000130,שכר שעות נוספות,55280
1870000540,איכות הסביבה- טלפון בזק,2800
1870000541,איכות הסביבה - הוצ' סלולרי,5000
1870000780,איכות הסביבה-הוצ' שונות,10000
1870000800,איכות הסביבה השתת' עירייה,75000
1870000801,איכות הסביבה מצ'ינג פרוייקטים,100000
1870000810,רשות נחל קישון - השתת',98500
1870000830,איגוד ערים  א.הסביבה השת',73000
1912000110,מינהל המים - שכר,477971
1912000130,שכר שעות נוספות,9547
1913000110,מח' מים - שכר,279903
1913000130,שכר שעות נוספות,32196
1913000430,מים-חשמל,56000
1913000540,מים-טלפון בזק,5000
1935000780,דמי חכירה מינהל קרקע,10000
1940000541,תחבורה-טלפון סלולרי,700
1940000780,תחבורה - הוצ' שונות,110000
1972000110,מח' ביוב - שכר,208817
1972000130,שכר שעות נוספות,61163
1972000432,ביוב-מים וביוב,7919
1990000310,שכר פנסיה,13903171
1990000800,פנסיה- רציפות זכויות השתת' עירייה,550000
1990000810,פנסיה-קרן רווחה פנסיונרים,221652
1995000860,הנחות ארנונה,22000000
1995000861,הנחות ארנונה מראש,950000
,,
,,
,,243795365
