תקציב 2014,,,
,,,
מס' כרטיס,שם כרטיס,תקציב,ביצוע
1811000430,מאור ומים,"42,000.00","76,196.23"
1811000530,אחזקת מכוניות ובט,"214,159.00","194,920.75"
1811000540,בולים טלפון ומברק,"83,000.00","88,869.10"
1811000550,הוצאות פרסום,,"1,000.00"
1811000750,יוזמות חינוכיות,"280,000.00","273,785.49"
1811000780,הוצאות שונות,"130,000.00","132,157.85"
1811000781,ביטוח רפואי,"540,000.00","610,260.00"
1811000782,ק.חדרה לנשים חילו,,"1,000.00"
1811000783,תכנית רב שנתית לחינוך,"2,040,000.00","1,540,000.00"
1811000810,עבודות קבלניות טכ,"1,100,000.00","1,100,000.00"
1812200110,"שכר גנ""י חובה","15,776,055.00","16,764,832.83"
1812200410,שכר דירה דמי חכיר,"184,080.00","257,169.00"
1812200430,מאור כח חימום מים,"158,000.00","198,506.55"
1812200743,מחשבים לגני ילדים,"30,000.00","19,999.00"
1812200750,קבלניות,"400,000.00","380,490.31"
1812200780,הוצאות אחרות,"500,000.00","573,597.06"
1812200781,"גני ילדים אגו""י ו","27,600.00","30,360.00"
1812200782,גני ילדים מעין הת,"6,300.00","6,120.00"
1812200783,קרן קרב לגני ילדים,"240,000.00",
1812200980,יוזמות חינוכיות,"200,000.00","157,418.00"
1812300430,מאור כח חימום מים,"480,000.00","511,478.23"
1812300780,הוצאות אחרות,"300,000.00","224,368.16"
1812300821,השת.בשכר גננות,"20,000,000.00","19,717,000.96"
1813200110,"שכר בתי""ס יסודיים","22,044,742.00","24,918,823.73"
1813200430,מאור כח חימום מים,"4,300,000.00","4,435,143.26"
1813200743,מחשבים לבתי ספר,"300,000.00","281,097.85"
1813200750,עבודות קבלניות,"20,000.00","14,316.12"
1813200751,שמירה במוסדות חינ,"6,450,000.00","5,699,911.84"
1813200752,בנות שרות לאומי,"300,000.00","284,024.69"
1813200780,הוצאות אחרות,"230,000.00","1,640,745.79"
1813200781,ניהול עצמי,"3,270,000.00","3,054,044.00"
1813200980,יוזמה חנוכית,"4,099,000.00","3,495,521.31"
1813300110,"שכר בתי""ס מיוחדים","3,533,730.00","3,691,809.28"
1813300430,מאור כח חימום מים,"60,000.00","67,500.00"
1813300780,הוצאות אחרות,"350,000.00","410,904.60"
1813500780,מוסדות מורכים שאינם רשמיים,"4,432,357.00","4,790,383.26"
1813600760,תלמידים הלומדים מ,"2,600,000.00","2,477,046.00"
1813700110,שכר חוה חקלאית,"217,753.00","154,362.33"
1813700430,מאור כח חימום מים,,"3,067.57"
1813700720,חמרים,"40,000.00","133,094.70"
1814000430,מאור כח חימום,"806,000.00","545,154.78"
1814000780,הוצאות אחרות,"250,000.00","322,630.38"
1814000781,היחידה לקידום נער,"70,000.00","41,717.00"
1814000810,"הקצבות לחט""ב","900,000.00","857,747.00"
1815200110,שכר תיכון תחכמוני,"1,444,176.00","1,257,312.16"
1815200780,מכון ברנקו וייס,"200,000.00",
1815200781,מניעת נשירה,"45,000.00","33,000.00"
1815200980,יוזמות חינוכיות,"719,000.00","610,431.19"
1815400783,קריית נריה חטב וח,"120,000.00","100,000.00"
1816500750,תמיכות מיחשוב,"250,000.00","250,034.00"
1816700810,סטודיו אומן,"100,000.00","66,665.00"
1816800850,קרן מלגות עירונית,"140,000.00","113,800.00"
1817200110,שכר מח פדגוגית,"248,515.00","246,398.87"
1817200410,שכר דירה ודמי חכי,"263,730.00","304,211.00"
1817200540,בולים טלפון ומברק,"2,440.00","2,487.11"
1817200780,הוצאות אחרות,"60,000.00","72,000.00"
1817300110,שרות פסיכולוגי חי,"3,183,638.00","3,320,644.93"
1817300430,מאור כח חימום מים,"18,000.00","18,017.51"
1817300540,בולים טלפון ומברק,"3,500.00","5,080.61"
1817300750,עבודות קבלניות,"30,000.00","49,156.00"
1817300780,הוצאות אחרות,"10,000.00","9,515.00"
1817600110,שכר רווחה חינוכית,"598,084.00","474,460.09"
1817600780,הוצאות אחרות,"600,000.00","561,913.15"
1817600782,התוכנית הלאומית לילדים ונוער בסיכון,"576,052.00","552,369.40"
1817600783,תוכנית תהל,"812,150.00","980,396.00"
1817700110,שכר תוכנית לאומית לילדים ונוער בסיכון,"76,950.00","61,901.46"
1817800710,הסעת ילדים הובלות,"13,900,000.00","14,623,070.56"
1817800711,החזר נסיעות לתלמי,"43,000.00","43,000.00"
1817900110,שכר מועדוניות,"145,823.00","116,857.59"
1817900780,הוצאות אחרות,"250,000.00","297,417.78"
1819200110,שכר אחז.מבני חינו,"2,109,406.00","2,109,406.00"
1819200530,אחזקת מכוניות ובט,"83,000.00","33,954.51"
1819200720,חמרים,"26,000.00","20,008.10"
1819200740,כלים מכשירים,"8,500.00","8,171.00"
1819200750,עבודות קבלניות,"300,000.00","251,152.85"
1819200751,הוצאות בגין שיפוצי קיץ,"500,000.00","491,475.00"
1821100110,שכר עיר ללא אלימו,"143,626.00","117,738.03"
1821200110,שכר עיר ללא אלימו,"75,000.00","95,664.02"
1821200780,פעולות עיר ללא אל,"109,000.00","28,500.00"
1821300780,פעולות עיר ללא אל,"300,000.00","20,681.45"
1821300781,פעילות עיר ללא אלימות בעמותה,"153,000.00","153,000.00"
1821400780,תוכנית שמיד בעמותה,"553,950.00","649,759.00"
1822000110,שכר תרבות כללית,"1,576,991.00","1,593,697.69"
1822000430,חשמל עמותה,"710,000.00","1,149,825.46"
1822000540,בולים טלפון ומברק,"22,300.00","23,537.72"
1822000810,השת בעמו תרבות נו,"7,360,000.00","7,589,061.93"
1822000811,אירועי תרבות,"270,000.00","270,000.00"
1822000812,הוצאות לאירועי חג,"980,000.00","980,000.00"
1822000813,שישי שוק,,
1823000110,שכר ספריה עירונית,"2,626,259.00","2,670,503.01"
1824000110,"שכר עובדי מתנ""ס","305,946.00","309,112.93"
1824000810,הקצבות    למתנס,"1,515,000.00","1,515,000.03"
1825200811,תזמורת קאמרית,"180,000.00","180,000.00"
1825200812,להקת מחול עירונית,"72,000.00","72,000.00"
1825200813,מקהלת פרחי חדרה,"72,000.00","72,000.00"
1825200814,מרכז צעירים,"380,000.00","283,300.00"
1826200811,השתתפות מוזיאון,"320,000.00","320,000.00"
1826400812,הקצבה ליד לבנים,"400,000.00","400,000.00"
1827000110,שכר חינוך תורני,"1,052,562.00","777,506.63"
1827000410,שכר דירה,"25,488.00","20,206.00"
1827000530,אחזקת רכב וביטוח,,"82,864.48"
1827000540,בולים טלפון ומברק,"31,500.00","28,788.27"
1827000780,פעילות תרבות וקהילה,"700,000.00","654,917.50"
1827000781,פעולות לתרבות תור,"700,000.00","731,732.42"
1827000782,פעולות מותנות הכנסה אגף לתרבות וקהילה,"250,000.00","253,008.00"
1828100110,שכר מועדונים-מינה,"162,873.00","14,487.47"
1828200110,שכר - מועדוני נוע,"3,409,081.00","3,326,983.54"
1828300110,שכר קידום נוער,,
1829300110,שכר ספורט עירוני,"2,807,085.00","2,748,060.36"
1829300810,העברות לאגודות הס,"500,000.00","321,480.00"
1829300811,פעילות ספורט,"600,000.00","600,000.00"
1832400810,השת.בטיפת חלב,"45,000.00","83,384.65"
1836200810,השתת' נט'ן,"212,000.00","213,116.00"
1841000110,שכר מינהל רווחה,"14,241,208.00","13,662,442.70"
1841000410,שכירות משרדים לרו,"965,395.00","1,063,892.60"
1841000430,מאור כח מים,"220,000.00","218,500.95"
1841000450,ריהוט,"30,000.00","17,279.47"
1841000530,אחזקת רכב וביטוח,"64,000.00","60,752.08"
1841000540,בולים טלפון ומברק,"76,700.00","72,525.13"
1841000550,פרסומים,,"1,000.00"
1841000780,הוצאות    אחרות,"80,000.00","86,499.79"
1841000781,יוזמות אגפיות,"80,000.00","71,762.90"
1841000810,שיפוי בגין ניזקי הסופה,,"1,453,609.00"
1842200110,שכר עובדי אלכוהול,"676,074.00","665,050.28"
1842200820,טיפול באלכוליסטים,"28,400.00","40,584.00"
1842200821,משפחות במצוקה בקהילה,"200,000.00","207,475.00"
1842200824,טיפול בדרי רחוב,"620,000.00","1,141,488.00"
1842200825,מס' ארציות דרי רח,"20,000.00",
1842300110,שכר תחנה לטיפול משפחתי,"50,000.00","70,446.03"
1842400110,שכר עובדי אלימות,"1,013,881.00","963,948.44"
1842400821,מרכזי טיפול באלימ,,
1842400822,תחנה לטיפול משפחת,"360,000.00","331,595.00"
1842400823,טיפול בפרט ובמשפחה,"5,000.00",
1842400824,סיוע מיוחד למשפחות עם ילדים,"206,800.00","205,926.00"
1842400825,הסעות סיעודיים 21 פלוס,"230,000.00",
1843500110,שכר לטיפול בהורים,"555,312.00","486,868.72"
1843500821,טיפול בהורים וילדים,"120,000.00","121,505.97"
1843500822,יצירת קשר הורים ילדים,"42,000.00","24,248.83"
1843500823,טיפול בילד בקהילה,"1,538,000.00","1,300,078.88"
1843500825,טיפול בילדים בסיכון הפעלת חוק סדרי דין,"145,000.00","176,391.00"
1843800110,שכר תוכנית לאומית לילד ולנוער,"380,000.00","355,016.88"
1843800820,אחזקת ילדים בפנמי,"10,545,198.00","12,006,582.00"
1843800821,טיפול במשפחות אומ,"400,000.00","482,336.00"
1843800823,תכנית לאומית ילדים ונוער,"304,000.00","277,839.70"
1843900110,תוכנית לאומית נוער וצעירים,"60,000.00","107,274.58"
1843900820,ילדים במעונות יום,"2,700,000.00","3,479,630.00"
1843900821,תוכנית לאומית לנוער וצעירים,"40,000.00","21,493.00"
1844100840,סיוע לחימום לקשיש,,
1844300820,אחזקת זקנים במעונ,"4,220,000.00","3,484,016.00"
1844300821,שכונה תומכת,"400,000.00","376,581.00"
1844300822,נופשונים לזקן,"15,000.00",
1844400820,מועדונים לזקנים,"160,000.00","138,996.05"
1844400821,טיפול בזקן בקהילה,"201,000.00","209,330.00"
1844400823,טיפול בניצולי שואה,"80,000.00","79,310.00"
1844500810,מרכזי יום לקשיש,"1,100,000.00","1,201,961.00"
1845100820,סידור מפגרים במוס,"15,708,000.00","16,034,927.00"
1845100821,מפגרים במוסד ממשל,"4,630,000.00","4,576,059.00"
1845101821,אחזקת אוטיסטים,"2,376,000.00","1,952,065.00"
1845101822,משפחות אומנה למפג,"70,000.00","56,397.00"
1845200110,שכר עובדי מסגרת י,"858,221.00","935,050.74"
1845200820,מסגרות יום ארוך,"100,000.00","70,321.13"
1845200821,טיפול בהורים וילדים אוטיסטים,"70,000.00","57,316.00"
1845200822,מפגרים במעון טיפו,"738,000.00","832,468.00"
1845200823,מרכז יום שיקומי לאוטיסט,"340,000.00","479,005.00"
1845200824,מפגרים במכון אימוני,"380,000.00","27,216.00"
1845200825,מרכז יום תעסוקה לבוגרים אוטיסטים,"150,000.00","64,766.00"
1845200826,נופשונים לאוטיסטים,"10,000.00",
1845300820,שרותים תומכים למפ,"120,000.00","78,634.00"
1845300821,נופשונים למפגר,"30,000.00","21,586.00"
1845400110,"שכר עובדי מע""ש","1,848,581.00","2,386,494.43"
1845400420,תיקונים   מעש,"40,000.00","23,733.40"
1845400720,חמרים,"93,000.00","101,184.25"
1845400780,הוצ אחר+תשל.לחניך,"959,000.00","887,829.27"
1845400781,ארוחות מעש,"400,000.00","397,433.75"
1845400820,"חניכים במע""ש חוץ","161,000.00","191,282.00"
1845400822,הסעות למפגר,"230,000.00","146,056.00"
1845400823,מועדונים חברתיים למפגר,"80,000.00","93,483.00"
1846300110,שכר מועדונים לעיור,"24,000.00","27,489.42"
1846300820,שיקום העיוור בקהי,"18,000.00","9,054.00"
1846300822,הדרכת עייור ובני,"60,000.00","25,445.00"
1846400820,מפעלי שיקום לעיוו,"65,000.00","59,638.00"
1846400821,מפעלי תעסוקה ומוע,"40,000.00","63,842.00"
1846400822,תעסוקה נתמכת לנכים,"65,800.00","64,024.00"
1846500820,אחזקת נכים בפנימי,"4,560,000.00","3,988,329.00"
1846500821,מעונות ממשלתים שי,"140,000.00","140,400.00"
1846500822,נכים במשפחות אומנ,"400,000.00","324,166.00"
1846500823,תוכנית מעבר,"80,000.00","-2,223.00"
1846500825,טיפול במשפחות אומ,"60,000.00","35,064.00"
1846600820,תעסוקה מוגנת למוג,"335,000.00","248,838.00"
1846600821,מסגרת לילד המוגבל,"312,722.00","253,070.00"
1846600822,הסעות לגן שיקומי,"440,000.00","470,630.00"
1846600823,ליווי בהסעות לגן,"160,000.00","167,630.00"
1846600824,נופשונים והבראה ל,"30,000.00","17,662.00"
1846600826,מ.יום שיקומי לנכים,"460,000.00","306,980.00"
1846700110,שכר קהילה תומכת,"328,169.00","155,408.81"
1846700820,תוכניות לילד החרי,"93,000.00","49,308.00"
1846700821,הסעות נכים,"50,000.00","45,099.00"
1846700822,קהילה תומכת לנכים,"60,000.00","30,959.08"
1846800110,שכר מועדונים חברתיים לבוגרים רגיש נגיש,"25,000.00",
1846800820,מרכזי אבחון ושיקו,"206,000.00","107,423.00"
1846800821,שיקום נכים בקהילה,"40,000.00","20,836.00"
1846800822,נכים קשים בקהילה,"171,600.00","97,900.00"
1846800823,בוגרים עיוורים בקהילה מועדונית,"106,000.00","44,936.92"
1846800824,פעילות מועדונים חברתיים לבוגרים רגיש נגיד,"25,000.00","25,802.00"
1847100110,שכר טיפול בנערות במצוקה,"180,412.00","238,532.53"
1847100821,טיפול בנערות במצו,"37,000.00","34,134.47"
1847100825,מקלטים לנשים מוכו,"270,000.00","440,590.00"
1847100826,טיפול בנוער ובצעי,"20,000.00","32,415.53"
1847200110,שכר עובדי שיקום האסיר,"153,177.00","141,235.58"
1847300110,שכר עובדי סמים ומרכז להתמכרויות,"503,771.00","381,432.43"
1847300810,סמים טיפול בקהילה,"30,000.00","3,123.00"
1847300811,בדיקות למשתמשי סמ,"10,000.00","10,000.00"
1847300812,מתאם עירוני למשתמש,"450,000.00","336,279.63"
1847300813,מרכז יום להתמכרויות,"33,400.00",
1847300820,טיפול בנפגעי סמים,"100,000.00","68,185.00"
1847300821,איתור נוער מכור,"80,000.00","18,949.50"
1847400110,תוכנית מעטפת שכר,"75,000.00","55,306.65"
1847400820,"מפת""ן ממשלתי",,
1847400821,"מפת""ן מקומי החזקה","872,000.00","938,671.00"
1847400822,תוכנית מעטפת פעולות,"130,000.00","110,483.00"
1847500110,שכר איתור נוער מכור,"411,149.00","456,924.68"
1847600110,שכר נפגעות תקיפה מינית,"94,000.00","53,473.53"
1847600830,נפגעות תקיפה מינית,"79,000.00","134,597.50"
1847700110,שכר מיתר נירים,"40,000.00",
1848200820,עבודות קהילתיות,"60,000.00","59,857.70"
1848200821,פיתוח תוכניות קהי,"15,000.00",
1848300820,הוצאו. למתנדבים,"30,000.00","29,512.40"
1848400750,"עוץ שי""ל","2,500.00","2,349.00"
1848500780,הוצאות אחרות,"80,000.00","12,500.00"
1848500820,הוצאות שיקום שכונ,"10,000.00","9,400.00"
1849000824,מעונות יום עולים,"120,000.00","15,528.00"
1849000828,מפגר בפנימיה עולי,"1,080,000.00","1,004,391.00"
1849000829,ילדים בפנימיות עו,"760,000.00","725,570.00"
1849000830,טיפול בזקנים עולי,"115,000.00","146,154.00"
1849000832,ילדים במצוקה עולי,"72,800.00","7,542.00"
1849000833,משפחות עולים במצו,"50,000.00","55,857.00"
1849000834,אבחנה ושיקום נכים,"18,000.00","16,921.00"
1851000810,השתת.לשרותי דת,"3,582,374.00","3,670,596.35"
1860000110,משכורת מח קליטה,"1,126,359.00","1,127,631.18"
1860000410,שכר דירה ודמי חכי,"315,060.00","279,957.35"
1860000430,מאור כח חימום מים,"53,000.00","62,059.90"
1860000540,בולים טלפון ומברק,"20,000.00","18,219.27"
1860000750,עבודות קבלניות,"720,000.00","577,277.64"
1860000751,קליטת עליה מצרפת,"100,000.00",
1860000780,הוצאות אחרות,"5,000.00","2,758.74"
1870000110,שכר איכות הסביבה,"872,849.00","918,392.62"
1870000530,אחזקת רכב וביטוח,"151,410.00","134,316.66"
1870000780,הוצאות אחרות,"27,000.00","14,965.65"
1879000780,שימור אתרים,"107,000.00","1,416.00"
1913000760,דלק וחשמל לפעולות,,
1937000430,חשמל שוק חדרה,"157,200.00","114,195.62"
1937000750,הפעלת השוק העירונ,"1,080,000.00","849,942.61"
1941000110,שכר מינהל רכב,"58,599.00","336,636.12"
1941000530,אחזקת רכב וביטוח,"73,000.00","74,133.38"
1941000780,הוצאות שונות,"10,000.00","11,017.26"
1972000760,דלק וחשמל לפעולות,,
1980000110,שכר פנסיונרים,"38,626,700.00","39,383,407.00"
1995000860,"הנחות ארנונה עפ""י","34,600,000.00",
1999999997,הוצאות שנים קודמות,"1,000,000.00","6,830,194.93"
,"סה""כ תשלומים","523,685,209.00","501,784,637.09"
,תקבולים פחות תשלומים,0,"-6,681,474.38"
