מס. חשבון ,שם חשבון ,תקציב 
1611305574,כ'א חיצוני ,"442,000.00"
1611305575,רכישת שירותים ,"316,000.00"
1611305576,יפורים במערכות מיחשוב ,0
1611305720,חומרים ,"8,000.00"
1611305740,כלים מכשירים וציוד ,"5,000.00"
1611305920,העברה מת. פיתוח לת. רגיל ,0
1611305981,קרן מיחשוב ,"1,419,000.00"
1611306470,ציוד משרדי ,"4,000.00"
1611306550,פירסומים ,"128,000.00"
1611306750,סקרים ,"200,000.00"
1612000110,השכר הקובע ,"751,000.00"
1612000120,תוספות שלא נכללות בשכר ,"69,000.00"
1612000140,החזר הוצאות רכב ,"106,000.00"
1612000141,החזר הוצאות אחר ,"27,000.00"
1612000181,הפרשות סוציאליות ,"164,000.00"
1612000182,מיסים ועלויות ,"123,000.00"
1612000470,ציוד משרדי מתכלה ,"5,000.00"
1612000471,מכונות צילום ,"1,000.00"
1612000510,כיבוד ,700
1612000522,ספרות מקצועית ועתנות ,"1,000.00"
1612000530,8692244,"39,000.00"
1612000540,דואר וטלפון ,"6,000.00"
1612000541,משלוחים ,500
1612000542,"רט""ן-תקשורת סלולרית ","5,000.00"
1612000560,"הוצאות דו""ח בקורת ","11,000.00"
1612000750,עבודות קבלניות ,"190,000.00"
1612000751,בדיקות מיוחדות ,"120,000.00"
1613000110,השכר הקובע ,"482,000.00"
1613000120,תוספות שלא נכללות בשכר ,"234,000.00"
1613000130,שעות נוספות ,"3,000.00"
1613000140,החזרהוצאות רכב ,"99,000.00"
1613000141,החזר הוצאות אחר ,"32,000.00"
1613000181,הפרשות סוציאליות ,"75,000.00"
1613000182,מיסים ועלויות ,"107,000.00"
1613000470,ציוד משרדי מתכלה ,"40,000.00"
1613000471,מכונות צילום ,"32,500.00"
1613000510,אש'ל וכבודים ,"1,019,300.00"
1613000522,ספרות מקצועית ועתונות ,600
1613000540,דואר וטלפון ,"35,000.00"
1613000541,דואר ושליחויות ,"486,000.00"
1613000542,"רט""ן-תקשורת סלולרית ","13,000.00"
1613000580,יועץ תקשורת ,"35,000.00"
1613000730,רכב 06-261-35-תפעולי ,"35,000.00"
1613000750,ארכיב ,"75,000.00"
1613000751,עבודות קבלניות ,"10,000.00"
1613000930,רכישת מכונת ביול ,"64,000.00"
1614000110,השכר הקובע ,"477,000.00"
1614000120,תוספות שלא נכללות בשכר ,"129,000.00"
1614000130,שעות נוספות ,"44,000.00"
1614000140,החזר הוצאות רכב ,"75,000.00"
1614000141,החזר הוצאות אחר ,"16,000.00"
1614000181,הפרשות סוציאליות ,"90,000.00"
1614000182,מיסים ועלויות ,"93,000.00"
1614000470,ציוד משרדי מתכלה ,"10,000.00"
1614000471,אחזקת מכונת צילום ,"2,700.00"
1614000522,ספרות מקצועית ועתונות ,"10,500.00"
1614000530,6637798,"39,000.00"
1614000540,דואר וטלפון ,"16,000.00"
1614000542,"רט""ן-תקשורת סלולרית ","6,500.00"
1614000550,פירסומים ,"540,000.00"
1614000551,קמפיינים ,"120,000.00"
1614000552,רכישת אביזרי פירסום ,"150,000.00"
1614000554,פרסום מודעות אבל ,"12,000.00"
1614000555,הפקת עיתון עצמי ,"100,000.00"
1614000570,מיכון ועיבוד נתונים ,"33,000.00"
1614000571,מינהל ,"37,000.00"
1614000580,"יועצים - ע""פ חוזה ","110,000.00"
1614000581,שחזור אמצעי פרסום ,"150,000.00"
1614000750,עבודות קבלניות ,"50,000.00"
1614000751,קמפיין בית-חולים ,0
1614000752,עיצוב גרפי ,"40,000.00"
1614000753,שרותי הפצה ,"4,000.00"
1614000754,צילומים ,"24,000.00"
1614000755,סקרים ,"40,000.00"
1614000777,פרסומים - דרושים ,"220,000.00"
1614000780,הוצאות שונות ,0
1614000781,אירועים וטכסים שונים ,0
1614000981,קרן קמפיין בית החולים ,"1,000,000.00"
1615000110,השכר הקובע ,"1,211,000.00"
1615000120,תוספות שלא נכללות בשכר ,"462,000.00"
1615000140,החזר הוצאות רכב ,"217,000.00"
1615000141,החזר הוצאות אחר ,"48,000.00"
1615000181,הפרשות סוציאליות ,"198,000.00"
1615000182,מיסים ועלויות ,"252,000.00"
1615000210,משכורות זמניים ,0
1615000470,ציוד משרדי מתכלה ,"20,000.00"
1615000471,מכונות צילום ,"2,400.00"
1615000510,הוצ' כיבוד ,"3,000.00"
1615000520,השתלמויות יזומות ,"250,000.00"
1615000521,השתלמויות-ו. השתלמויות ,"450,000.00"
1615000522,ספרות מקצועית ועתונות ,"3,000.00"
1615000523,דמי חבר בארגונים ,"1,150,000.00"
1615000530,רכב 26-841-74 - צמוד ,"31,000.00"
1615000531,רכב 36-378-87 -צמוד ,"32,000.00"
1615000540,דואר וטלפון ,"30,000.00"
1615000542,"רט""ן-תקשורת סלולרית ","7,000.00"
1615000550,פירסומים ,"50,000.00"
1615000570,מיכון ועיבוד נתונים ,"16,000.00"
1615000580,רווחת העובד ,"1,487,000.00"
1615000581,"הרמת כוסית )רשה""ש ופסח( ","40,000.00"
1615000582,מיון והשמה ,"16,000.00"
1615000584,אירועים שונים ,"50,000.00"
1615000750,מועדון גמלאים ,"35,000.00"
1615000751,פינויים מד'א ,"12,000.00"
1615001110,השכר הקובע ,"256,000.00"
1615001120,תוספות שלא נכללות בשכר ,"81,000.00"
1615001140,החזר הוצאות רכב ,"67,000.00"
1615001141,החזר הוצאות אחר ,"15,000.00"
1615001181,הפרשות סוציאליות ,"47,000.00"
1615001182,מיסים ועלויות ,"60,000.00"
1615001470,ציוד משרדי מתכלה ,"30,000.00"
1615001471,מכונות צילום ,"2,500.00"
1615001514,הישתתפות העריה-מתנות ,"1,895,000.00"
1615001540,דואר וטלפון ,"10,000.00"
1615001542,"רט""ן-תקשורת סלולרית ","14,000.00"
1615001560,הוצאות משרדיות ,"10,000.00"
1615001570,תוכנת חשבשבת ,"3,500.00"
1615001580,רווחת העובד ,"275,000.00"
1615001581,"חוגים וגנ""י - לעובדים ","1,950,000.00"
1615001582,פעילות גימלאים ,"128,000.00"
1615001750,"יעוץ מקצועי והנה""ח ","20,000.00"
1615001780,ארועים ,"820,000.00"
1615002110,השכר הקובע ,"816,000.00"
1615002120,תוספות שלא נכללות בשכר ,"27,000.00"
1615002130,שעות נוספות ,"8,000.00"
1615002140,החזר הוצאות רכב ,"90,000.00"
1615002141,החזר הוצאות אחר ,"15,000.00"
1615002181,הפרשות סוציאליות ,"123,000.00"
1615002182,מיסים ועלויות ,"132,000.00"
1615002211,משכורות זמניים ,"433,000.00"
1615002320,פיצויים ,0
1616000580,הדרכת עובדים ,"400,000.00"
1616000750,יועץ אירגוני ,"100,000.00"
1617000110,השכר הקבוע ,"1,204,000.00"
1617000120,תוספות שלא נכללות בשכר ,"227,000.00"
1617000130,שעות נוספות ,"1,000.00"
1617000140,החזר הוצאות רכב ,"290,000.00"
1617000141,החזר הוצאות אחר ,"75,000.00"
1617000181,הפרשות סוציאליות ,"234,000.00"
1617000182,מיסים ועלויות ,"220,000.00"
1617000441,ביטוח ,"20,000.00"
1617000470,ציוד משרדי מתכלה ,"50,000.00"
1617000471,מכונות צילום ,"3,000.00"
1617000510,כיבוד ,"1,400.00"
1617000521,השתלמויות ,"20,000.00"
1617000522,ספרות מקצועית ועתונות ,"25,000.00"
1617000530,רכב 1590484 ,"13,000.00"
1617000531,66-129-69 ,"32,000.00"
1617000540,דואר וטלפון ,"18,000.00"
1617000541,משלוחים ,"5,000.00"
1617000542,"רט""ן-תקשורת סלולרית ","17,000.00"
1617000570,מיכון ועיבוד נתונים ,"16,000.00"
1617000571,ניהול אוכלוסין- תוכנה ,"5,000.00"
1617000581,הוצאות משפטיות)אגרות בול(,"150,000.00"
1617000582,"הוצאות משפטיות-ע""פ חוזה ","700,000.00"
1617000583,הוצאות משפטיות שונות ,"1,200,000.00"
1617000761,"שכ""ט מוממחים ","250,000.00"
1618000210,רכזת נתונים - אסטרטגית ,"100,000.00"
1618000470,ציוד משרדי ,"2,000.00"
1618000522,ספרות מקצועית ,"1,000.00"
1618000560,הוצ' משרדיות ,"35,000.00"
1618000750,עבודות קבלניות ,"185,000.00"
1618000751,אשדוד 5202 ,0
1618000760,בת שירות ,"17,000.00"
1618000981,קרן תוכנית אסטרטגית 0302 ,"1,000,000.00"
1619000580,בחירות לרשות המקומית ,0
1620002310,פנסיה ,0
1621100110,השכר הקובע ,"631,000.00"
1621100120,תוספות שלא נכללות בשכר ,"140,000.00"
1621100140,החזר הוצאות רכב ,"97,000.00"
1621100141,החזר הוצאות אחר ,"23,000.00"
1621100181,הפרשות סוציאליות ,"123,000.00"
1621100182,מיסים ועלויות ,"116,000.00"
1621100210,שכר זמניים ,"37,000.00"
1621100470,ציוד מישרדי ,"15,000.00"
1621100471,מכונות צילום ,"5,500.00"
1621100510,כיבודים ,"5,000.00"
1621100521,השתלמויות ,"10,000.00"
1621100522,ספרות מקצועית ועתונות ,"10,000.00"
1621100523,דמי חבר ,"5,000.00"
1621100530,136-61-61 ר.צמוד ,"32,000.00"
1621100540,דואר וטלפון ,"8,000.00"
1621100541,שליחויות ,"2,500.00"
1621100542,"רט""ן - רשת טלפונים ניידים","5,800.00"
1621100580,יועצים ,"300,000.00"
1621200110,השכר הקבוע ,"682,000.00"
1621200120,תוספות לא נכללות בשכר ,"368,000.00"
1621200140,החזר הוצאות רכב ,"101,000.00"
1621200141,החזר הוצאות אחר ,"22,000.00"
1621200181,הפרשות סוציאליות ,"92,000.00"
1621200182,מיסים ועלויות ,"144,000.00"
1621200210,שכר זמניים ,0
1621200470,ציוד משרדי מתכלה ,"20,000.00"
1621200471,צילומים ,"3,000.00"
1621200522,ספרות מקצועית ועתונות ,"5,000.00"
1621200530,רכב 56-920-55 - צמוד ,"31,000.00"
1621200540,דואר וטלפון ,"13,000.00"
1621200541,שליחויות ,0
1621200542,"רט""ן - רשת טלפוני ","7,000.00"
1621200570,מיכון ועיבוד נתונים ,"27,000.00"
1621200580,פיתוח אירגוני ,"100,000.00"
1621300110,השכר הקבוע ,"669,000.00"
1621300120,תוספות שלא נכללות בשכר ,"277,000.00"
1621300130,שעות נוספות ,"25,000.00"
1621300140,החזר הוצאות רכב ,"159,000.00"
1621300141,החזר הוצאות אחר ,"33,000.00"
1621300181,הפרשות סוציאליות ,"148,000.00"
1621300182,מיסים ועלויות ,"148,000.00"
1621300470,ציוד משרדי ,"35,000.00"
1621300471,מכונותצילום ,"5,000.00"
1621300522,ספרות מקצועית ועתונות ,"10,000.00"
1621300530,רכב 36-131-61-צמוד ,0
1621300540,דואר וטלפון ,"19,000.00"
1621300541,שליחויות ,"4,000.00"
1621300542,"רט""ן - רשת טלפוני ","2,000.00"
1621300570,מיכון-חשבות ,"150,500.00"
1621300580,פעולות אירגוניות ,"100,000.00"
1621300750,פיתוח אירגוני ,0
1621300751,"התאמת הנה""ח גביה ","65,000.00"
1621400110,השכר הקבוע ,"402,000.00"
1621400120,תוספות שלא נכללות בשכר ,"195,000.00"
1621400140,החזר הוצאות רכב ,"135,000.00"
1621400141,החזר הוצאות אחר ,"21,000.00"
1621400181,הפרשות סוציאליות ,"60,000.00"
1621400182,מיסים ועלויות ,"94,000.00"
1621400540,דואר וטלפון ,"7,200.00"
1621500110,השכר הקבוע ,"481,000.00"
1621500120,תוספות שלא נכללות בשכר ,"140,000.00"
1621500130,שעות נוספות ,"14,000.00"
1621500140,החזר הוצאות רכב ,"157,000.00"
1621500141,החזר הוצאות אחר ,"32,000.00"
1621500181,הפרשות סוציאליות ,"114,000.00"
1621500182,מיסים ועלויות ,"103,000.00"
1621500210,משכורות זמניים ,"250,000.00"
1621500470,ציוד משרדי ,"15,000.00"
1621500471,מכונות צילום ופקס ,"1,500.00"
1621500530,רכב מנהלי ,"27,000.00"
1621500540,דואר וטלפון ,"34,000.00"
1621500542,"רט""ן - רשת טלפוני ","2,000.00"
1621500570,מיכון ועיבוד נתונים ,"500,000.00"
1621600110,השכר הקבוע ,"142,000.00"
1621600120,תוספות שלא נכללות בשכר ,"55,000.00"
1621600140,החזר הוצאות רכב ,"41,000.00"
1621600141,החזר הוצאות אחר ,"3,000.00"
1621600181,הפרשות סוציאליות ,"26,000.00"
1621600182,מיסים ועלויות ,"32,000.00"
1621600210,משכורות זמניים ,0
1621600540,דואר וטלפון ,"1,800.00"
1621600542,"רט""ן - רשת טלפוני ","2,000.00"
1621600580,ליווי ויעוץ למיקסום הכנסו,"240,000.00"
1621600920,ליווי ויעוץ למיקסום הכנסו,0
1621701110,השכר הקבוע ,"558,000.00"
1621701120,תוספות שלא נכללות בשכר ,"160,000.00"
1621701130,שעות נוספות ,"11,000.00"
1621701140,החזר הוצאות רכב ,"138,000.00"
1621701141,החזר הוצאות אחר ,"26,000.00"
1621701181,הפרשות סוציאליות ,"95,000.00"
1621701182,מיסים ועלויות ,"108,000.00"
1621701470,ציוד משרדי מתכלה ,"25,000.00"
1621701471,מכונות צילום ,"2,000.00"
1621701530,הוצ' רכב מנהלי-6639897 ,"32,000.00"
1621701540,דואר וטלפון ,"4,000.00"
1621701542,"רט""ן - רשת טלפונית ","4,000.00"
1621701570,תוכנת רכש ,"7,500.00"
1621701580,פיתוח אירגוני ,"50,000.00"
1621701779,בטיחות עובדים ,575
1621701781,מיגון ,0
1621702110,השכר הקובע ,"181,000.00"
1621702120,תוספות שלא נכללות בשכר ,"38,000.00"
1621702130,שעות נוספות ,"23,000.00"
1621702140,החזר הוצאות רכב ,"37,000.00"
1621702141,החזר הוצאות אחר ,"14,000.00"
1621702181,הפרשות סוציאליות ,"40,000.00"
1621702182,מיסים ועלויות ,"42,000.00"
1621702420,אחזקת מבנים ,"4,000.00"
1621702422,החזקת מבנים חומרים ,"2,000.00"
1621702433,חומרי נקיון ,"3,000.00"
1621702471,מכונות צילום ,"1,300.00"
1621702510,כיבוד לועדת רכש ,"2,000.00"
1621702540,דואר וטלפון ,"1,000.00"
1621702542,"רט""ן - רשת טלפונים ניידים",500
1621702580,ספירות מלאי ,"30,000.00"
1621702743,רכישת כלים.מכשירים וציוד ,"2,000.00"
1621702750,מיגון המחסנים ,0
1621702771,חשמל לפעולות ,"10,000.00"
1621702781,מגון מחסני העירייה ,"1,200.00"
1621702920,הוצאות עבודות פתוח ,"15,000.00"
1621702930,ציוד יסודי ,"9,000.00"
1621800110,השכר הקבוע ,"189,000.00"
1621800120,תוספות שלא נכללות בשכר ,"108,000.00"
1621800130,שעות נוספות ,"9,000.00"
1621800140,החזר הוצאות רכב ,"59,000.00"
1621800141,החזר הוצאות אחר ,"9,000.00"
1621800181,הפרשות סוציאליות ,"29,000.00"
1621800182,מיסים ועלויות ,"47,000.00"
1623000110,השכר הקבוע ,"570,000.00"
1623000120,תוספות שלא נכללות בשכר ,"211,000.00"
1623000130,שעות נוספות ,0
1623000140,החזר הוצאות רכב ,"113,000.00"
1623000141,החזר הוצאות אחר ,"32,000.00"
1623000181,הפרשות סוציאליות ,"122,000.00"
1623000182,מיסים ועליות ,"133,000.00"
1623000210,משכורת זמניים ,"654,000.00"
1623000211,מילוי מקום-שמירה ,"1,400.00"
1623000212,ביגוד פקח אגף הגביה ,"1,400.00"
1623000420,"אחזקת מבנה י""ג ","10,000.00"
1623000470,ציוד משרדי ,"70,000.00"
1623000471,מכונות צילום ,"6,500.00"
1623000522,ספרות מקצועית ,"3,000.00"
1623000530,רכב 36-032-97-צמוד ,"32,000.00"
1623000540,דואר וטלפון ,"63,000.00"
1623000541,דואר ,"100,000.00"
1623000542,"רט""ן - רשת טלפונים ניידים","21,500.00"
1623000550,פירסומים ,"35,200.00"
1623000561,הפקת החשבונות הדו חודשים ,"100,000.00"
1623000570,מיכון ועיבוד נתונים ,"660,000.00"
1623000571,מיכון ועיבוד נתונים-יוזמו,"130,000.00"
1623000572,פרוייקטים מיוחדים למיחשוב,"50,000.00"
1623000573,"דמ""ש מודול סלולארי לפקחי ","49,000.00"
1623000580,הוצאות אירגוניות ,"200,000.00"
1623000730,הוצ' קטנועים ,0
1623000750,נקיון סניף י'ג ,"13,500.00"
1623000751,מדידות ,"242,000.00"
1623000752,העברת תיקים לארכיב מרכזי ,"50,000.00"
1623000754,הרחבת בסיס המס ,"4,600,000.00"
1623000755,שירותי פיקוח שומה חיצוניי,"478,000.00"
1623000758,ביצוע תשלומים במוקדן ,"550,000.00"
1623000759,שירותי מוקד אחרים ,"21,000.00"
1623000778,טפסים ,"30,000.00"
1623000779,בטיחות עובדים ,400
1623000781,מיגון אגף הגביה רובע יג' ,"1,500.00"
1623000931,רכישת ארכיב ,0
1623000981,קרן הקמה מח' עסקים בגביה,"1,000,000.00"
1623001110,השכר הקובע ,"386,000.00"
1623001120,תוספות שלא נכללות בשכר ,"68,000.00"
1623001130,שעות נוספות ,"6,000.00"
1623001140,החזר הוצ' רכב ,"84,000.00"
1623001141,החזר הוצאות אחרות ,"7,000.00"
1623001181,הפרשות סוציאליות ,"86,000.00"
1623001182,מיסים ועלויות ,"86,000.00"
1623100110,השכר הקובע ,"691,000.00"
1623100120,תוספות שלא נכללות בשכר ,"197,000.00"
1623100130,שעות נוספות ,"3,000.00"
1623100140,החזר הוצאות רכב ,"62,000.00"
1623100141,החר הוצאות אחר ,"36,000.00"
1623100181,הפרשות סוציאליות ,"151,000.00"
1623100182,מיסים ועלויות ,"142,000.00"
1623100757,חקירות ,"300,000.00"
1623101110,השכר הקבוע ,"407,000.00"
1623101120,תוספות שלא נכללות בשכר ,"124,000.00"
1623101130,שעות נוספות ,0
1623101140,החזר הוצאות רכב ,"93,000.00"
1623101141,החזר הוצאות אחר ,"16,000.00"
1623101181,הפרשות סוציאליות ,"93,000.00"
1623101182,מיסים ועלויות ,"103,000.00"
1623102110,השכר הקבוע ,"520,000.00"
1623102120,תוספות שלא נכללות בשכר ,"191,000.00"
1623102130,שעות נוספות ,"36,000.00"
1623102140,החזר הוצאות רכב ,"93,000.00"
1623102141,החזר הוצאות אחר ,"29,000.00"
1623102181,הפרשות סוציאליות ,"48,000.00"
1623102182,מיסים ועלויות ,"60,000.00"
1623102210,משכורות זמניים ,"150,000.00"
1623102580,יועצים - מח' עסקים ,"120,000.00"
1623500110,השכר הקובע ,"393,000.00"
1623500120,תוספות שלא נכללות בשכר ,"205,000.00"
1623500140,החזר הוצאות רכב ,"121,000.00"
1623500141,החזר הוצאות אחר ,"18,000.00"
1623500181,הפרשות סוציאליות ,"59,000.00"
1623500182,מיסים ןעלויות ,"92,000.00"
1623501756,אכיפה מנהלית ,"4,000,000.00"
1623502750,"שכ""ט עו""ד אכיפה משפטית ","499,000.00"
1623502751,עו'ד אכיפה משפטית-אגרו ,"400,000.00"
1623502752,"אגרות עו""ד חינוך ","30,000.00"
1631000610,עמלות ,"2,500,000.00"
1631000611,עמלות בתשלום יזום ,0
1632000620,ריבית ומשיכות יתר ,"100,000.00"
1632000640,ריבית בטוח לאומי מס בכנסה,"20,000.00"
1632000860,הנחות מימון ארנונה מראש ,0
1648000691,תשלום ע'ח קרן ,"11,000,000.00"
1648000692,תשלום ע'ח ריבית ,"6,300,000.00"
1648000693,תשלום ע'ח הצמדה וערך ,"1,500,000.00"
1648001692,"תשלום ע""ח ריבית - חפ""א ","710,000.00"
1648001693,"תשלום ע""ח הצמדה וערך - חפ","40,000.00"
1648002691,"תשלום ע""ח קרן ","5,196,000.00"
1648002692,"תשלום ע""ח ריבית ","2,697,000.00"
1648002693,"תשלום ע""ח הצמדה וערך ","1,412,000.00"
1710000110,השכר הקובע ,"408,000.00"
1710000181,הפרשות סוציאליות ,"13,000.00"
1710000182,מיסים ועלויות ,"13,000.00"
1710000470,ציוד משרדי מתכלה ,"5,000.00"
1710000471,מכונות צילום ,"2,600.00"
1710000530,ר.צמוד 7604932 ,"20,000.00"
1710000540,דואר וטלפון ,"4,200.00"
1710000542,"רט""ן רשת טלפונים נייד ","2,700.00"
1710000780,הוצ' אירגוניות ,"1,000.00"
1710002310,פנסיה ,0
1711000110,השכר הקובע ,"281,000.00"
1711000120,תוספות שלא נכללות בשכר ,"183,000.00"
1711000130,שעות נוספות ,"2,000.00"
1711000140,החזר הוצאות רכב ,"14,000.00"
1711000141,החזר הוצאות אחר ,"8,000.00"
1711000181,הפרשות סוציאליות ,"44,000.00"
1711000182,מיסים ועלויות ,"66,000.00"
1711000212,ביגוד ,"1,200.00"
1711000420,"תחזוקת מבנים אגף תפו""ח ","75,000.00"
1711000470,ציוד משרדי מתכלה ,"8,800.00"
1711000471,מכונות צילום ,"5,500.00"
1711000521,השתלמויות ,"5,000.00"
1711000522,ספרות מקצועית ועתונות ,"1,500.00"
1711000523,דמי חבר בארגונים ,"1,100.00"
1711000530,65-186-81 ר. צמוד ,"36,000.00"
1711000540,דואר וטלפון ,"11,000.00"
1711000542,"רט""ן - רשת טלפונים ניידים","5,500.00"
1711000580,יועצים ,"60,000.00"
1711000780,הוצ' אירגוניות ,"1,000.00"
1711000930,ציוד יסודי ,"1,200.00"
1711000950,ת.אב עירונית להפחתת זיהום,"50,000.00"
1712200110,השכר הקבוע ,"3,221,000.00"
1712200120,תוספות שלא נכללות בשכר ,"870,000.00"
1712200130,שעות נוספות ,"294,000.00"
1712200140,החזר הוצאות רכב ,"426,000.00"
1712200141,החזר הוצאות אחר ,"234,000.00"
1712200181,הפרשות סוציאליות ,"447,000.00"
1712200182,מיסים ועלויות ,"609,000.00"
1712200210,משכורת זמניים ,"80,000.00"
1712200211,השכר הקובע זמניים ,0
1712200422,חומרי ניקיון - אחזקת מבני,"10,000.00"
1712200470,ציוד יסודי ,"2,500.00"
1712200471,צילומים + פקס ,800
1712200540,דואר וטלפון ,"10,000.00"
1712200542,"רט""ן - רשת טלפונים ניידים","41,000.00"
1712200730,רכב 41-603-21 -תפעןלי ,"47,000.00"
1712200731,הוצ' קטנועים ,"69,000.00"
1712200732,ניגרר+מ.שטיפה ישנה 51-219,"22,000.00"
1712200733,"2 מיולים 4102252,4151252 ","77,000.00"
1712200734,מכונת שטיפה חדשה-0652479 ,"35,000.00"
1712200740,כלים מכשירים וציוד ,0
1712200742,אחזקת כלים ומכשירים ,"5,000.00"
1712200743,רכישת כלים מכשירים וציוד ,"40,000.00"
1712200750,מכונות טיאוט ,"2,300,000.00"
1712200752,ניקיון רובעים ,"9,345,000.00"
1712200753,"פינוי ע""י מנוף - י.ר.א.ב ","7,132,000.00"
1712200756,התקנת שילטי הזהרה בעיר ,"5,000.00"
1712200772,צריכת מים ,"41,000.00"
1712200779,בטיחות עובדים ,"22,500.00"
1712200781,מיגון מבנה זבוטינסקי ,"1,400.00"
1712200920,הערכות לעונת החורף חסימת ,"45,000.00"
1712200921,פינוי פסולת ,"2,000,000.00"
1712200922,מניעת השלכת פסולת בניה וי,"156,500.00"
1712200930,רכישת אשפתונים ,"60,000.00"
1712200981,קרן מבצע נקיון העיר ,"7,003,644.00"
1712201730,2 טרקטורים ,0
1712201920,פינוי פסולת בניה ,0
1712300110,השכר הקובע ,"310,000.00"
1712300120,תוספות שלא נכללות בשכר ,"139,000.00"
1712300130,שעות נוספות ,"27,000.00"
1712300140,החזר הוצאות רכב ,"93,000.00"
1712300141,החזר הוצאות אחר ,"16,000.00"
1712300181,הפרשות סוציאליות ,"47,000.00"
1712300182,מיסים ועלויות ,"73,000.00"
1712300470,ציוד משרדי מתכלה ,"3,000.00"
1712300471,מכונת צילום ,800
1712300542,"רט""ן - רשת טלפונים ניידים","9,120.00"
1712300550,פרסום מידע לציבור ,"20,000.00"
1712300580,תיקון טמוני קרקע ,0
1712300730,רכב 65-428-31-תפעולי ,"41,000.00"
1712300731,שכירות רכב - פרוייקט טמונ,0
1712300750,פנוי אשפה - נאות דורית)מע,"10,145,000.00"
1712300751,מיחזור מכלי פלסטיק ,"210,000.00"
1712300752,מיחזור נייר ,"250,000.00"
1712300753,פינוי ומיחזור קרטון ,"280,000.00"
1712300754,פינוי אשפה - מזרחי)מצדר( ,"10,300,000.00"
1712300755,פינוי אשפה מכולות - אורוז,"4,000,000.00"
1712300756,תיקון טמוני קרקע ,"180,000.00"
1712300757,ליווי בקרה לווינית ,"219,500.00"
1712300760,אגרת הטמנה ,"4,600,000.00"
1712300761,תחנת מעבר ,"8,010,000.00"
1712300762,היטל הטמנה ,"4,100,000.00"
1712300779,בטיחות עובדים ,700
1712300780,הוצ' שונות ,"200,000.00"
1712300781,מיגון מחסנים ,"1,200.00"
1712300930,ציוד יסודי ,"10,000.00"
1712500771,חשמל לפעולות ,0
1713300110,השכר הקובע ,"928,000.00"
1713300120,תוספות שלא נכללות בשכר ,"176,000.00"
1713300130,שעות נוספות ,"130,000.00"
1713300140,החזר הוצאות רכב ,"248,000.00"
1713300141,החזר הוצאות אחר ,"65,000.00"
1713300181,הפרשות סוציאליות ,"174,000.00"
1713300182,מיסים ועלויות ,"205,000.00"
1713300212,ביגוד פקחי רישוי עסקים ,"15,100.00"
1713300470,ציוד משרדי מתכלה ,"5,000.00"
1713300471,מכונת צילום ןפקס ,"1,400.00"
1713300530,רכב מנהלי 6697897 ,"32,000.00"
1713300540,דואר וטלפון ,"11,000.00"
1713300541,משלוח דואר בגין איכות המי,"10,000.00"
1713300542,"רט""ן - רשת טלפונים ניידים","16,500.00"
1713300550,פירסום איכות המים בדפי אר,"21,000.00"
1713300551,פירסום חוברת הסברה ,"15,000.00"
1713300570,מיכון ועיבוד נתונים ,"61,000.00"
1713300571,מיכון ,"1,000.00"
1713300710,הובלות והסעות קבלניות ,0
1713300720,חומרים ,"6,000.00"
1713300730,2 קטנועים 2673365 ,"28,000.00"
1713300742,אחזקת כלים מכשירים וציוד ,"2,000.00"
1713300760,בדיקות כימיות ,"7,000.00"
1713300761,בדיקות כימיות במי ים ,"3,000.00"
1713300777,שאילתות מ.הפנים ,"2,500.00"
1713300778,טפסים ,"5,000.00"
1713300779,בטיחות עובדים ,"5,600.00"
1713300930,רכישת ציוד יסודי ,"5,000.00"
1714200110,השכר הקובע ,"1,084,000.00"
1714200120,תוספות שלא נכללות בשכר ,"154,000.00"
1714200130,שעות נוספות ,"67,000.00"
1714200140,החזר הוצאות רכב ,"137,000.00"
1714200141,החזר הוצאות אחר ,"45,000.00"
1714200181,הפרשות סוציאליות ,"128,000.00"
1714200182,מיסים ועלויות ,"188,000.00"
1714200470,ציוד משרדי מתכלה ,"3,500.00"
1714200471,מכונת צילום ,"1,000.00"
1714200540,דואר וטלפון ,"13,000.00"
1714200542,"רט""ן - רשת טלפונים ניידים","5,800.00"
1714200570,מיכוןועיבוד נתונים ,"3,500.00"
1714200720,חומרים ,"7,000.00"
1714200730,רכב 63-479-29-תפעולי ,"43,000.00"
1714200742,אחזקת כלים מכשירים וציוד ,"1,000.00"
1714200743,רכישת כלים מכשירים וציוד ,"93,800.00"
1714200753,עבודות קבלניות ,"5,000.00"
1714200760,קנית שרותים מרשויות ומוסד,"15,000.00"
1714200761,הסגר בכלביה ,"90,000.00"
1714200778,טפסים ,"3,000.00"
1714200779,בטיחות עובדים ,700
1714200780,פינוי בעלי חיים משוטטים ,0
1714200781,מיגון ,"1,200.00"
1715300110,השכר הקובע ,"489,000.00"
1715300120,תוספות שלא נכללות בשכר ,"134,000.00"
1715300130,שעות נוספות ,"24,000.00"
1715300140,החזר הוצאות רכב ,"123,000.00"
1715300141,החזר הוצאות אחר ,"37,000.00"
1715300181,הפרשות סוציאליות ,"77,000.00"
1715300182,מיסים ועלויות ,"100,000.00"
1715300470,ציוד משרדי מתכלה ,"1,000.00"
1715300540,דואר וטלפון ,"5,000.00"
1715300542,"רט""ן - רשת טלפונים ניידים","5,300.00"
1715300720,חומרים ,"90,000.00"
1715300730,רכב 05-921-75-תפעולי ,"52,000.00"
1715300731,סירה-245-24נגרר-00-036-88,"10,000.00"
1715300742,אחזקת כלים מכשירים וציוד ,"5,000.00"
