מס. חשבון ,שם חשבון ,תקציב 
1611305575,שירותים שונים ,"150,000.00"
1611305576,ייעוץ מקצועי ,"61,000.00"
1611305577,תקשורת ,"150,000.00"
1611305578,השתלמויות וספרות מקצועית ,"25,000.00"
1611305720,חומרים ,"8,000.00"
1611305740,כלים מכשירים וציוד ,"5,000.00"
1611305981,קרן מיחשוב ,"437,000.00"
1611306110,השכר הקובע ,"261,000.00"
1611306120,תוספות שלא נכללות בשכר ,"5,000.00"
1611306140,החזר הוצאות רכב ,"11,000.00"
1611306141,החזר הוצאות אחר ,0
1611306181,הפרשות סוציאליות ,"37,000.00"
1611306182,מיסים ועלויות ,"37,000.00"
1611306210,שכר עובדים זמניים ,"90,000.00"
1611306420,אחזקת המשרד ,"250,000.00"
1611306470,ציוד משרדי ,"3,000.00"
1611306530,6689897,"30,000.00"
1611306540,דואר וטלפון ,"10,000.00"
1611306542,"רט""ן תקשורת סלולרית ","3,000.00"
1611306550,פירסומים ,"56,000.00"
1611306580,הוצ' אירגוניות ויועצים ,"400,000.00"
1611306581,הוצ' שולחן עגול ,"50,000.00"
1611306750,סרט תדמית ,"66,000.00"
1611306752,"יוזמות תעסוקה,גיוס מפעלים","329,000.00"
1611306930,רכישת ציוד יסודי ,0
1612000110,השכר הקובע ,"886,000.00"
1612000120,תוספות שלא נכללות בשכר ,"172,000.00"
1612000130,שעות נוספות ,"4,000.00"
1612000140,החזר הוצאות רכב ,"143,000.00"
1612000141,החזר הוצאות אחר ,"34,000.00"
1612000181,הפרשות סוציאליות ,"225,000.00"
1612000182,מיסים ועלויות ,"166,000.00"
1612000470,ציוד משרדי מתכלה ,"3,000.00"
1612000471,מכונות צילום ,"3,000.00"
1612000510,כיבוד ,"2,000.00"
1612000522,ספרות מקצועית ועתנות ,"2,000.00"
1612000530,8692244,"40,000.00"
1612000540,דואר וטלפון ,"6,000.00"
1612000541,משלוחים ,"1,000.00"
1612000542,"רט""ן-תקשורת סלולרית ","6,000.00"
1612000560,"הוצאות דו""ח בקורת ","5,000.00"
1612000750,עבודות קבלניות ,"160,000.00"
1612000751,בדיקות מיוחדות ,"94,000.00"
1613000110,השכר הקובע ,"496,000.00"
1613000120,תוספות שלא נכללות בשכר ,"240,000.00"
1613000130,שעות נוספות ,"5,000.00"
1613000140,החזרהוצאות רכב ,"97,000.00"
1613000141,החזר הוצאות אחר ,"28,000.00"
1613000181,הפרשות סוציאליות ,"78,000.00"
1613000182,מיסים ועלויות ,"109,000.00"
1613000210,משכורת זמניים ,"40,000.00"
1613000470,ציוד משרדי מתכלה ,"43,000.00"
1613000471,מכונות צילום ,"50,000.00"
1613000510,אש'ל וכבודים ,"1,096,800.00"
1613000522,ספרות מקצועית ועתונות ,"1,000.00"
1613000540,דואר וטלפון ,"200,000.00"
1613000541,דואר ושליחויות ,"400,000.00"
1613000542,"רט""ן-תקשורת סלולרית ","33,000.00"
1613000580,יועץ תקשורת ,"35,000.00"
1613000730,626135,"25,000.00"
1613000750,ארכיב ,"188,000.00"
1614000110,השכר הקובע ,"729,000.00"
1614000120,תוספות שלא נכללות בשכר ,"193,000.00"
1614000130,שעות נוספות ,"64,000.00"
1614000140,החזר הוצאות רכב ,"86,000.00"
1614000141,החזר הוצאות אחר ,"19,000.00"
1614000181,הפרשות סוציאליות ,"134,000.00"
1614000182,מיסים ועלויות ,"140,000.00"
1614000470,ציוד משרדי מתכלה ,"9,000.00"
1614000471,אחזקת מכונת צילום ,"3,000.00"
1614000522,ספרות מקצועית ועתונות ,"9,000.00"
1614000530,6637798,"30,000.00"
1614000540,דואר וטלפון ,"13,000.00"
1614000542,"רט""ן-תקשורת סלולרית ","8,000.00"
1614000550,פירסומים ,"611,000.00"
1614000551,קמפיינים ,"610,000.00"
1614000552,רכישת אביזרי פירסום ,"56,000.00"
1614000554,פרסום מודעות אבל ,"9,000.00"
1614000570,מיכון ועיבוד נתונים ,0
1614000572,תוכנה ,"33,000.00"
1614000580,"יועצים - ע""פ חוזה ","417,000.00"
1614000752,עיצוב גרפי ,"23,000.00"
1614000753,שרותי הפצה ,"14,000.00"
1614000754,צילומים ,"14,000.00"
1614000777,פרסומים - דרושים ,"238,000.00"
1614000981,קמפיינים ויחסי ציבור ,0
1615000110,השכר הקובע ,"1,414,000.00"
1615000120,תוספות שלא נכללות בשכר ,"529,000.00"
1615000130,שעות נוספות ,0
1615000140,החזר הוצאות רכב ,"211,000.00"
1615000141,החזר הוצאות אחר ,"52,000.00"
1615000181,הפרשות סוציאליות ,"241,000.00"
1615000182,מיסים ועלויות ,"293,000.00"
1615000210,משכורות זמניים ,"250,000.00"
1615000470,ציוד משרדי מתכלה ,"14,000.00"
1615000471,מכונות צילום ,"4,000.00"
1615000510,הוצ' כיבוד ,"3,000.00"
1615000520,השתלמויות יזומות ,"280,000.00"
1615000521,השתלמויות-ו. השתלמויות ,"401,000.00"
1615000522,ספרות מקצועית ועתונות ,"3,000.00"
1615000523,דמי חבר בארגונים ,"1,130,000.00"
1615000530,2684174,"30,000.00"
1615000531,3637887,"30,000.00"
1615000540,דואר וטלפון ,"19,000.00"
1615000542,"רט""ן-תקשורת סלולרית ","8,000.00"
1615000570,מיכון ועיבוד נתונים ,0
1615000571,חומרה ,"14,000.00"
1615000572,תוכנה ,"21,000.00"
1615000575,"העסקת כ""א ","75,000.00"
1615000577,תקשורת ,"9,000.00"
1615000580,רווחת העובד ,"1,698,000.00"
1615000581,"הרמת כוסית )רשה""ש ופסח( ","40,000.00"
1615000582,מיון והשמה ,"43,000.00"
1615000583,אובדן פריט אישי ,"10,000.00"
1615000584,אירועים שונים ,"49,000.00"
1615000750,מועדון גמלאים ,"37,000.00"
1615000751,פינויים מד'א ,"12,000.00"
1615001110,השכר הקובע ,"293,000.00"
1615001120,תוספות שלא נכללות בשכר ,"43,000.00"
1615001130,שעות נוספות ,0
1615001140,החזר הוצאות רכב ,"49,000.00"
1615001141,החזר הוצאות אחר ,"15,000.00"
1615001181,הפרשות סוציאליות ,"58,000.00"
1615001182,מיסים ועלויות ,"53,000.00"
1615001470,ציוד משרדי מתכלה ,"27,000.00"
1615001471,מכונות צילום ,"3,000.00"
1615001514,הישתתפות העריה-מתנות ,"1,900,000.00"
1615001540,דואר וטלפון ,"7,000.00"
1615001542,"רט""ן-תקשורת סלולרית ","15,000.00"
1615001560,הוצאות משרדיות ,"9,000.00"
1615001570,תוכנת חשבשבת ,0
1615001572,תוכנה ,"5,000.00"
1615001580,רווחת העובד ,"305,000.00"
1615001581,"חוגים וגנ""י - לעובדים ","1,989,000.00"
1615001582,רווחת גימלאי העירייה ,"100,000.00"
1615001750,"יעוץ מקצועי והנה""ח ","19,000.00"
1615001780,ארועים ,"1,000,000.00"
1615002110,השכר הקובע ,"394,000.00"
1615002120,תוספות שלא נכללות בשכר ,"47,000.00"
1615002130,שעות נוספות ,"51,000.00"
1615002140,החזר הוצאות רכב ,"23,000.00"
1615002141,החזר הוצאות אחר ,"25,000.00"
1615002181,הפרשות סוציאליות ,"59,000.00"
1615002182,מיסים ועלויות ,"64,000.00"
1615002211,משכורות זמניים ,"220,000.00"
1615002320,פיצויים ,0
1616000110,השכר הקובע ,"379,000.00"
1616000120,תוספות שלא נכללות בשכר ,0
1616000130,שעות נוספות ,0
1616000140,החזר הוצאות רכב ,0
1616000141,החזר הוצאות אחר ,0
1616000181,הפרשות סוציאליות ,"41,000.00"
1616000182,מיסים ועלויות ,"41,000.00"
1616000470,ציוד משרדי מתכלה ,"3,000.00"
1616000522,ספרות מקצועית ,"2,000.00"
1616000540,דואר וטלפון ,"2,000.00"
1616000542,"רט""ן - תקשורת סלולרית ","1,000.00"
1616000580,הדרכת עובדים ,"400,000.00"
1617000110,השכר הקבוע ,"1,684,000.00"
1617000120,תוספות שלא נכללות בשכר ,"346,000.00"
1617000130,שעות נוספות ,0
1617000140,החזר הוצאות רכב ,"295,000.00"
1617000141,החזר הוצאות אחר ,"76,000.00"
1617000181,הפרשות סוציאליות ,"331,000.00"
1617000182,מיסים ועלויות ,"310,000.00"
1617000441,ביטוח ,"25,000.00"
1617000470,ציוד משרדי מתכלה ,"23,000.00"
1617000471,מכונות צילום ,"5,000.00"
1617000510,כיבוד ,"2,000.00"
1617000521,השתלמויות ,"18,000.00"
1617000522,ספרות מקצועית ועתונות ,"23,000.00"
1617000530,1747567,"40,000.00"
1617000531,6612969,"30,000.00"
1617000540,דואר וטלפון ,"17,000.00"
1617000541,משלוחים ,"2,000.00"
1617000542,"רט""ן-תקשורת סלולרית ","19,000.00"
1617000570,מיכון ועיבוד נתונים ,0
1617000571,ניהול אוכלוסין- תוכנה ,0
1617000572,תוכנה ,"16,000.00"
1617000581,הוצאות משפטיות)אגרות בול(,"146,000.00"
1617000582,"הוצאות משפטיות-ע""פ חוזה ","730,000.00"
1617000583,הוצאות משפטיות שונות ,"1,336,000.00"
1617000584,ניהול אוכלוסין - תוכנה ,"5,000.00"
1617000761,"שכ""ט מוממחים ","18,000.00"
1618000110,השכר הקובע ,"332,000.00"
1618000120,תוספות שלא נכללות ,"9,000.00"
1618000130,שעות נוספות ,0
1618000140,החזר הוצאות ,0
1618000141,החזר הוצאות אחרות ,"10,000.00"
1618000181,הפרשות סוציאליות ,"75,000.00"
1618000182,מיסים ועלויות ,"51,000.00"
1618000210,שכר עובדים זמניים ,"240,000.00"
1618000470,ציוד משרדי ,"4,000.00"
1618000471,מכונות צילום ,"3,000.00"
1618000510,כיבוד ,"3,000.00"
1618000522,ספרות מקצועית ,"8,000.00"
1618000530,76-262-57 ,"40,000.00"
1618000540,דואר וטלפון ,"2,000.00"
1618000542,"רט""ן - תקשורת סלולרית ","8,000.00"
1618000560,הוצ' משרדיות ,"14,000.00"
1618000561,שנתון סטטיסטי ,"33,000.00"
1618000562,חוברות ועיבודים סטטיסטים ,"101,000.00"
1618000580,תוכנית עבודה מקושרת תקציב,"370,000.00"
1618000581,מיתוג ,"150,000.00"
1618000582,קוד אתי ,"99,000.00"
1618000583,הוצ' סקר שביעות רצון תושב,"119,000.00"
1618000584,ימי עיון וכנסים ,"30,000.00"
1618000585,תוכנית אב לתרבות ,"200,000.00"
1618000750,עבודות קבלניות ,"334,000.00"
1618000760,בת שירות ,"18,000.00"
1618000981,קרן תוכנית אסטרטגית 0302 ,"50,000.00"
1619000580,בחירות לרשות המקומית ,0
1621100110,השכר הקובע ,"642,000.00"
1621100120,תוספות שלא נכללות בשכר ,"111,000.00"
1621100130,שעות נוספות ,"16,000.00"
1621100140,החזר הוצאות רכב ,"71,000.00"
1621100141,החזר הוצאות אחר ,"23,000.00"
1621100181,הפרשות סוציאליות ,"64,000.00"
1621100182,מיסים ועלויות ,"113,000.00"
1621100210,שכר זמניים ,"37,000.00"
1621100470,ציוד מישרדי ,"14,000.00"
1621100471,מכונות צילום ,"3,000.00"
1621100510,כיבודים ,"5,000.00"
1621100521,השתלמויות ,"9,000.00"
1621100522,ספרות מקצועית ועתונות ,"9,000.00"
1621100523,דמי חבר ,"3,000.00"
1621100530,136-61-61 ר.צמוד ,"40,000.00"
1621100540,דואר וטלפון ,"6,000.00"
1621100541,שליחויות ,"2,000.00"
1621100542,"רט""ן - רשת טלפונים ניידים","9,000.00"
1621100580,יועצים ופעולות ארגוניות ,"243,000.00"
1621100581,התייעלות ומקסום הכנסות ,"200,000.00"
1621200110,השכר הקבוע ,"647,000.00"
1621200120,תוספות לא נכללות בשכר ,"370,000.00"
1621200130,שעות נוספות ,"3,000.00"
1621200140,החזר הוצאות רכב ,"91,000.00"
1621200141,החזר הוצאות אחר ,"21,000.00"
1621200181,הפרשות סוציאליות ,"101,000.00"
1621200182,מיסים ועלויות ,"148,000.00"
1621200210,שכר זמניים ,"80,000.00"
1621200470,ציוד משרדי מתכלה ,"18,000.00"
1621200471,צילומים ,"4,000.00"
1621200522,ספרות מקצועית ועתונות ,"5,000.00"
1621200530,רכב 56-920-55 - צמוד ,"40,000.00"
1621200540,דואר וטלפון ,"10,000.00"
1621200541,שליחויות ,"1,000.00"
1621200542,"רט""ן - רשת טלפוני ","8,000.00"
1621200570,מיכון ועיבוד נתונים ,0
1621200572,תוכנה ,"32,000.00"
1621200580,פיתוח אירגוני ,"68,000.00"
1621300110,השכר הקבוע ,"762,000.00"
1621300120,תוספות שלא נכללות בשכר ,"235,000.00"
1621300130,שעות נוספות ,"29,000.00"
1621300140,החזר הוצאות רכב ,"169,000.00"
1621300141,החזר הוצאות אחר ,"32,000.00"
1621300181,הפרשות סוציאליות ,"146,000.00"
1621300182,מיסים ועלויות ,"158,000.00"
1621300210,עובדי כ'א ,"250,000.00"
1621300470,ציוד משרדי ,"33,000.00"
1621300471,מכונותצילום ,"3,000.00"
1621300522,ספרות מקצועית ועתונות ,"9,000.00"
1621300540,דואר וטלפון ,"17,000.00"
1621300541,שליחויות ,"3,000.00"
1621300542,"רט""ן - רשת טלפוני ","4,000.00"
1621300570,מיכון-חשבות ,0
1621300572,תוכנה ,"141,000.00"
1621300575,שירותי מחשוב שונים ,"17,000.00"
1621300580,פעולות אירגוניות ,"68,000.00"
1621300751,"התאמת הנה""ח גביה ","20,000.00"
1621400110,השכר הקבוע ,"412,000.00"
1621400120,תוספות שלא נכללות בשכר ,"206,000.00"
1621400130,שעות נוספות ,0
1621400140,החזר הוצאות רכב ,"123,000.00"
1621400141,החזר הוצאות אחר ,"21,000.00"
1621400181,הפרשות סוציאליות ,"59,000.00"
1621400182,מיסים ועלויות ,"97,000.00"
1621400540,דואר וטלפון ,"9,000.00"
1621500110,השכר הקבוע ,"532,000.00"
1621500120,תוספות שלא נכללות בשכר ,"108,000.00"
1621500130,שעות נוספות ,"56,000.00"
1621500140,החזר הוצאות רכב ,"166,000.00"
1621500141,החזר הוצאות אחר ,"31,000.00"
1621500181,הפרשות סוציאליות ,"118,000.00"
1621500182,מיסים ועלויות ,"113,000.00"
1621500210,משכורות זמניים ,"200,000.00"
1621500470,ציוד משרדי ,"14,000.00"
1621500471,מכונות צילום ופקס ,"2,000.00"
1621500540,דואר וטלפון ,"30,000.00"
1621500542,"רט""ן - רשת טלפוני ","2,000.00"
1621500570,מיכון ועיבוד נתונים ,0
1621500575,שירותי מחשוב שונים ,"450,000.00"
1621600110,השכר הקבוע ,"168,000.00"
1621600120,תוספות שלא נכללות בשכר ,"62,000.00"
1621600130,שעות נוספות ,0
1621600140,החזר הוצאות רכב ,"30,000.00"
1621600141,החזר הוצאות אחר ,"6,000.00"
1621600181,הפרשות סוציאליות ,"34,000.00"
1621600182,מיסים ועלויות ,"31,000.00"
1621600540,דואר וטלפון ,"3,000.00"
1621600542,"רט""ן - רשת טלפוני ","2,000.00"
1621600580,ליווי ויעוץ למיקסום הכנסו,"70,000.00"
1621701110,השכר הקבוע ,"598,000.00"
1621701120,תוספות שלא נכללות בשכר ,"177,000.00"
1621701130,שעות נוספות ,"25,000.00"
1621701140,החזר הוצאות רכב ,"90,000.00"
1621701141,החזר הוצאות אחר ,"26,000.00"
1621701181,הפרשות סוציאליות ,"105,000.00"
1621701182,מיסים ועלויות ,"119,000.00"
1621701470,ציוד משרדי מתכלה ,"29,000.00"
1621701471,מכונות צילום ,"4,000.00"
1621701530,הוצ' רכב מנהלי-6639897 ,"30,000.00"
1621701540,דואר וטלפון ,"5,000.00"
1621701542,"רט""ן - רשת טלפונית ","4,000.00"
1621701570,תוכנת רכש ,0
1621701572,תוכנה ,"9,000.00"
1621701580,פיתוח אירגוני ,"25,000.00"
1621701779,בטיחות עובדים ,"1,000.00"
1621701781,מיגון ,"2,000.00"
1621702110,השכר הקובע ,"197,000.00"
1621702120,תוספות שלא נכללות בשכר ,"41,000.00"
1621702130,שעות נוספות ,"27,000.00"
1621702140,החזר הוצאות רכב ,"41,000.00"
1621702141,החזר הוצאות אחר ,"14,000.00"
1621702181,הפרשות סוציאליות ,"37,000.00"
1621702182,מיסים ועלויות ,"40,000.00"
1621702420,אחזקת מבנים ,"14,000.00"
1621702422,החזקת מבנים חומרים ,"2,000.00"
1621702433,חומרי נקיון ,"3,000.00"
1621702540,דואר וטלפון ,"1,000.00"
1621702542,"רט""ן - רשת טלפונים ניידים","1,000.00"
1621702580,ספירות מלאי ,"179,000.00"
1621702743,רכישת כלים.מכשירים וציוד ,"2,000.00"
1621702781,מגון מחסני העירייה ,"2,000.00"
1621702920,הוצאות עבודות פתוח ,"14,000.00"
1621702930,ציוד יסודי ,"3,000.00"
1621800110,השכר הקבוע ,"195,000.00"
1621800120,תוספות שלא נכללות בשכר ,"111,000.00"
1621800130,שעות נוספות ,"14,000.00"
1621800140,החזר הוצאות רכב ,"49,000.00"
1621800141,החזר הוצאות אחר ,"10,000.00"
1621800181,הפרשות סוציאליות ,"31,000.00"
1621800182,מיסים ועלויות ,"47,000.00"
1623000110,השכר הקבוע ,"825,000.00"
1623000120,תוספות שלא נכללות בשכר ,"232,000.00"
1623000130,שעות נוספות ,"13,000.00"
1623000140,החזר הוצאות רכב ,"144,000.00"
1623000141,החזר הוצאות אחר ,"37,000.00"
1623000181,הפרשות סוציאליות ,"172,000.00"
1623000182,מיסים ועליות ,"162,000.00"
1623000210,משכורת זמניים ,"700,000.00"
1623000211,מילוי מקום-שמירה ,"20,000.00"
1623000470,ציוד משרדי ,"113,000.00"
1623000471,מכונות צילום ,"10,000.00"
1623000522,ספרות מקצועית ,"3,000.00"
1623000530,רכב 36-032-97-צמוד ,0
1623000540,דואר וטלפון ,"70,000.00"
1623000541,דואר ,"150,000.00"
1623000542,"רט""ן - רשת טלפונים ניידים","25,000.00"
1623000550,פירסומים ,"33,000.00"
1623000561,הפקת החשבונות הדו חודשים ,"150,000.00"
1623000570,מיכון ועיבוד נתונים ,0
1623000571,חומרה ,"7,000.00"
1623000572,פרוייקטים מיוחדים למיחשוב,"862,434.00"
1623000573,"דמ""ש מודול סלולארי לפקחי ",0
1623000575,שירותי מחשוב שונים ,"104,000.00"
1623000577,תקשורת מחשבים ,"7,000.00"
1623000579,פרויקטי מחשוב ,"50,000.00"
1623000580,הוצאות אירגוניות ,"200,000.00"
1623000581,ועדות ערר ,"232,000.00"
1623000751,מדידות ,"346,000.00"
1623000752,העברת תיקים לארכיב מרכזי ,"18,000.00"
1623000754,הרחבת בסיס המס ,"4,554,350.00"
1623000758,ביצוע תשלומים במוקדן ,"550,000.00"
1623000759,שירותי מוקד אחרים ,"22,000.00"
1623000778,טפסים ,"33,000.00"
1623000981,קרן הקמה מח' עסקים בגביה,"538,000.00"
1623001110,השכר הקובע ,"414,000.00"
1623001120,תוספות שלא נכללות בשכר ,"143,000.00"
1623001130,שעות נוספות ,0
1623001140,החזר הוצ' רכב ,"70,000.00"
1623001141,החזר הוצאות אחרות ,"29,000.00"
1623001181,הפרשות סוציאליות ,"96,000.00"
1623001182,מיסים ועלויות ,"83,000.00"
1623100110,השכר הקובע ,"736,000.00"
1623100120,תוספות שלא נכללות בשכר ,"227,000.00"
1623100130,שעות נוספות ,0
1623100140,החזר הוצאות רכב ,"63,000.00"
1623100141,החר הוצאות אחר ,"52,000.00"
1623100181,הפרשות סוציאליות ,"143,000.00"
1623100182,מיסים ועלויות ,"134,000.00"
1623100757,חקירות ,"282,000.00"
1623101110,השכר הקבוע ,"497,000.00"
1623101120,תוספות שלא נכללות בשכר ,"178,000.00"
1623101130,שעות נוספות ,0
1623101140,החזר הוצאות רכב ,"102,000.00"
1623101141,החזר הוצאות אחר ,"34,000.00"
1623101181,הפרשות סוציאליות ,"101,000.00"
1623101182,מיסים ועלויות ,"101,000.00"
1623102110,השכר הקבוע ,"485,000.00"
1623102120,תוספות שלא נכללות בשכר ,"291,000.00"
1623102130,שעות נוספות ,"53,000.00"
1623102140,החזר הוצאות רכב ,"109,000.00"
1623102141,החזר הוצאות אחר ,"49,000.00"
1623102181,הפרשות סוציאליות ,"123,000.00"
1623102182,מיסים ועלויות ,"122,000.00"
1623102580,יועצים - מח' עסקים ,"109,800.00"
1623500110,השכר הקובע ,"467,000.00"
1623500120,תוספות שלא נכללות בשכר ,"226,000.00"
1623500130,שעות נוספות ,0
1623500140,החזר הוצאות רכב ,"105,000.00"
1623500141,החזר הוצאות אחר ,"30,000.00"
1623500181,הפרשות סוציאליות ,"74,000.00"
1623500182,מיסים ןעלויות ,"105,000.00"
1623501756,אכיפה מנהלית ,"6,300,000.00"
1623501757,מערכות למידע ובירורים ,"51,200.00"
1623502750,"שכ""ט עו""ד אכיפה משפטית ","235,000.00"
1623502751,עו'ד אכיפה משפטית-אגרו ,"792,000.00"
1623502752,"אגרות עו""ד חינוך ","350,000.00"
1631000610,עמלות ,"2,692,000.00"
1631000611,עמלות בתשלום יזום ,"115,000.00"
1632000620,ריבית ומשיכות יתר ,"100,000.00"
1632000640,ריבית בטוח לאומי מס בכנסה,"20,000.00"
1648000691,תשלום ע'ח קרן ,"14,700,000.00"
1648000692,תשלום ע'ח ריבית ,"4,425,000.00"
1648000693,תשלום ע'ח הצמדה וערך ,"2,864,000.00"
1648001691,"תשלום ע""ח קרן-חפ""א ","338,000.00"
1648001692,"תשלום ע""ח ריבית - חפ""א ","709,000.00"
1648001693,"תשלום ע""ח הצמדה וערך - חפ","120,000.00"
1648002691,"תשלום ע""ח קרן ","9,762,000.00"
1648002692,"תשלום ע""ח ריבית ","2,310,000.00"
1648002693,"תשלום ע""ח הצמדה וערך ","2,008,000.00"
1710000110,השכר הקובע ,"699,000.00"
1710000120,תוספות שאינן נכללות בשכר ,0
1710000130,שעות נוספות ,0
1710000140,החזר הוצאות ,0
1710000141,החזר הוצאות אחר ,0
1710000181,הפרשות סוציאליות ,"143,000.00"
1710000182,מיסים ועלויות ,"156,000.00"
1710000210,משכורות זמניים ,0
1710000470,ציוד משרדי מתכלה ,"14,000.00"
1710000471,מכונות צילום ,"3,000.00"
1710000510,כיבודים ,"2,000.00"
1710000521,השתלמויות ,"19,000.00"
1710000530,ר.צמוד 7604932 ,"25,000.00"
1710000540,דואר וטלפון ,"9,000.00"
1710000580,יועצים ,"200,000.00"
1710000730,רכב תפעולי 96-629-55- ,"20,000.00"
1710000780,הוצ' אירגוניות ,0
1711000110,השכר הקובע ,"481,000.00"
1711000120,תוספות שלא נכללות בשכר ,"891,000.00"
1711000130,שעות נוספות ,"58,000.00"
1711000140,החזר הוצאות רכב ,"128,000.00"
1711000141,החזר הוצאות אחר ,"56,000.00"
1711000181,הפרשות סוציאליות ,"150,000.00"
1711000182,מיסים ועלויות ,"232,000.00"
1711000210,שכר עובדי זמני ,"151,000.00"
1711000420,"תחזוקת מבנים אגף תפו""ח ","40,000.00"
1711000422,ניקיון המבנה כולל ציוד מת,"65,000.00"
1711000470,ציוד משרדי מתכלה ,"9,000.00"
1711000471,מכונות צילום ,"3,000.00"
1711000510,כיבודים ,"2,000.00"
1711000523,דמי חבר בארגונים ,"1,000.00"
1711000530,רכב צמוד 1751368 ,"30,000.00"
1711000540,דואר וטלפון ,"7,000.00"
1711000542,"רט""ן - רשת טלפונים ניידים","17,000.00"
1711000780,הוצ' אירגוניות ,0
1712200110,השכר הקבוע ,"3,150,539.00"
1712200120,תוספות שלא נכללות בשכר ,"817,245.00"
1712200130,שעות נוספות ,"387,895.00"
1712200140,החזר הוצאות רכב ,"403,687.00"
1712200141,החזר הוצאות אחר ,"246,753.00"
1712200181,הפרשות סוציאליות ,"457,973.00"
1712200182,מיסים ועלויות ,"614,908.00"
1712200210,משכורת זמניים ,"80,000.00"
1712200470,ציוד משרדי ,"3,000.00"
1712200471,צילומים + פקס ,"3,000.00"
1712200540,דואר וטלפון ,"17,000.00"
1712200542,"רט""ן - רשת טלפונים ניידים","45,000.00"
1712200730,רכב 41-603-21 -תפעולי ,"25,000.00"
1712200731,הוצ' קטנועים ,"85,000.00"
1712200732,ניגרר+מ.שטיפה ישנה 51-219,"15,000.00"
1712200733,רכב 7688347 7698347+תפעול,"130,000.00"
1712200734,מכונת שטיפה חדשה-0652479 ,"5,000.00"
1712200742,אחזקת כלים ומכשירים ,"5,000.00"
1712200743,רכישת כלים מכשירים וציוד ,"38,000.00"
1712200750,מכונות טיאוט ,"2,162,000.00"
1712200752,ניקיון רובעים ,"10,168,000.00"
1712200753,"פינוי ע""י מנוף - י.ר.א.ב ","5,989,000.00"
1712200756,התקנת שילטי הזהרה בעיר ,"5,000.00"
1712200759,שירותים ציבורי ,"18,000.00"
1712200772,צריכת מים ,"59,000.00"
1712200779,בטיחות עובדים ,"23,000.00"
1712200781,מיגון מבנה זבוטינסקי ,"2,000.00"
1712200921,פינוי פסולת ,"470,000.00"
1712200930,חביות לביעור חמץ ,"24,000.00"
1712200981,קרן מבצע נקיון העיר ,"710,000.00"
1712300110,השכר הקובע ,"423,000.00"
1712300120,תוספות שלא נכללות בשכר ,"203,000.00"
1712300130,שעות נוספות ,"16,000.00"
1712300140,החזר הוצאות רכב ,"161,000.00"
1712300141,החזר הוצאות אחר ,"25,000.00"
1712300181,הפרשות סוציאליות ,"74,000.00"
1712300182,מיסים ועלויות ,"104,000.00"
1712300470,ציוד משרדי מתכלה ,"4,000.00"
1712300471,מכונת צילום ,"3,000.00"
1712300540,דואר וטלפון ,"7,000.00"
1712300542,"רט""ן - רשת טלפונים ניידים","11,000.00"
1712300550,פרסום מידע לציבור ,"47,000.00"
1712300730,רכב 65-428-31-תפעולי ,"40,000.00"
1712300731,קטנוע 75.38282 ,"20,000.00"
1712300750,פנוי אשפה - נאות דורית)מז,"9,100,000.00"
1712300751,מיחזור מכלי פלסטיק ,"75,000.00"
1712300752,מיחזור נייר 0051 ליטר ,"88,000.00"
1712300753,פינוי ומיחזור קרטון ,"113,000.00"
1712300754,פינוי אשפה - מערב )מצדר( ,"9,400,000.00"
1712300755,פינוי אשפה מכולות - אורוז,"1,822,000.00"
1712300756,תיקון טמוני קרקע ,"348,000.00"
1712300757,ליווי בקרה לווינית ,"329,000.00"
1712300758,פינוי מכלי נייר 063 ליטר ,"196,000.00"
1712300760,אגרת הטמנה ,"6,840,000.00"
1712300761,תחנת מעבר ,"6,000,000.00"
1712300762,היטל הטמנה ,"8,225,000.00"
1712300779,בטיחות עובדים ,"1,000.00"
1712300781,מיגון מחסנים ,"2,000.00"
1712300930,ציוד יסודי ,"80,000.00"
1712500771,חשמל לפעולות ,0
1713300110,השכר הקובע ,"943,000.00"
1713300120,תוספות שלא נכללות בשכר ,"151,000.00"
1713300130,שעות נוספות ,"124,000.00"
1713300140,החזר הוצאות רכב ,"226,000.00"
1713300141,החזר הוצאות אחר ,"55,000.00"
1713300181,הפרשות סוציאליות ,"181,000.00"
1713300182,מיסים ועלויות ,"195,000.00"
1713300210,עובדים זמניים ,"35,000.00"
1713300470,ציוד משרדי מתכלה ,"5,000.00"
1713300471,מכונת צילום ןפקס ,"3,000.00"
1713300521,ימי עיון לעסקים ,"5,000.00"
1713300530,רכב מנהלי 6697897 ,"25,000.00"
1713300540,דואר וטלפון ,"7,000.00"
1713300541,משלוח דואר בגין איכות המי,"5,000.00"
1713300542,"רט""ן - רשת טלפונים ניידים","19,000.00"
1713300551,פירסום חוברת הסברה ,"9,000.00"
1713300570,מיכון ועיבוד נתונים ,"40,000.00"
1713300571,מיכון ,"70,000.00"
1713300572,מיכון - יוזמות ,"41,856.00"
1713300579,ארכוב מסמכים ,"70,000.00"
1713300720,חומרים ,"1,000.00"
1713300730,3 קטנועים ,"35,000.00"
1713300742,אחזקת כלים מכשירים וציוד ,"2,000.00"
1713300743,רכישת כלים מכשירים וציוד ,"2,000.00"
1713300760,בדיקות כימיות ,"5,000.00"
1713300761,בדיקות כימיות במי ים ,"3,000.00"
1713300776,שאילתות רשם החברות ,"2,000.00"
1713300777,שאילתות מ.הפנים ,"2,000.00"
1713300778,טפסים ,"5,000.00"
